Date/Time,Omni Latitude,Omni Longitude,Omni Mag Average,Omni speed,Omni Ion Density,Artemis Mag Average,Artemis Ion Densitity,Artemis Speed,Latitude Differences,Longitude Differences,Year,Month,Day,Hour
6/13/18 1:00,0.6,184.8,2.7,304,6.3,2.173076923,5.643076923,290.3115385,0.1,1.1,2018,6,13,1
6/13/18 2:00,0.6,184.8,2.8,303,6.6,2.536,5.184,292.51,0.1,1.1,2018,6,13,2
6/13/18 3:00,0.6,184.9,3,299,6.4,3.2475,5.495,294.325,0.1,1,2018,6,13,3
6/14/18 1:00,0.7,185.7,5.2,306,14.5,5.0325,8.165,297.325,0.2,1.1,2018,6,14,1
6/14/18 2:00,0.7,185.8,5.6,307,14.6,5.6164,8.32,295.62,0.2,1,2018,6,14,2
6/14/18 3:00,0.7,185.8,5.5,311,16,4.5075,9.29,289.025,0.2,1,2018,6,14,3
6/14/18 4:00,0.7,185.9,4.4,309,17.9,5.446666667,10.08333333,290.6166667,0.2,0.9,2018,6,14,4
6/15/18 2:00,0.9,186.7,2.5,319,12.5,1.698571429,8.587142857,304.2571429,0.1,1.1,2018,6,15,2
6/15/18 3:00,0.9,186.8,1.9,318,13.3,1.7976,8.1104,308.868,0.1,1,2018,6,15,3
6/15/18 4:00,0.9,186.8,1.5,319,15.1,3.136666667,7.563333333,301.5666667,0.1,1,2018,6,15,4
6/15/18 5:00,0.9,186.8,2.1,319,14.8,3.718571429,7.528571429,299.6428571,0.1,1,2018,6,15,5
6/16/18 3:00,1,187.7,1.9,294,11.3,2.53,5.975,281.95,0.1,1,2018,6,16,3
6/16/18 4:00,1,187.7,2.2,297,12.1,3.149615385,6.067307692,284.3307692,0.1,1,2018,6,16,4
6/16/18 5:00,1,187.8,2.5,298,12.1,4.1875,5.69,283.5,0.1,0.9,2018,6,16,5
6/16/18 6:00,1,187.8,3.9,297,8.7,4.071428571,6.581428571,284.6714286,0.1,0.9,2018,6,16,6
6/16/18 7:00,1,187.9,3.4,297,10.9,3.65,6.18,285.3,0.1,0.8,2018,6,16,7
6/17/18 5:00,1.1,188.7,3.8,317,11.4,3.822272727,7.740454545,288.2954545,0.1,0.9,2018,6,17,5
6/17/18 6:00,1.1,188.8,3.4,313,13,4.25,6.82375,291.05,0.1,0.8,2018,6,17,6
6/17/18 7:00,1.1,188.8,3.9,308,12.5,4.18,6.58,286.8,0.1,0.8,2018,6,17,7
6/18/18 6:00,1.2,189.7,13.8,454,11.2,10.55733333,11.06333333,468.6866667,0.1,0.8,2018,6,18,6
6/18/18 7:00,1.2,189.8,10.8,487,12.2,10.93368421,10.49578947,467.0947368,0.1,0.7,2018,6,18,7
6/18/18 8:00,1.2,189.8,10.1,480,11,11.57,9.431666667,453.2166667,0.1,0.7,2018,6,18,8
6/18/18 9:00,1.2,189.8,10.7,474,10.6,10.35,9.39,447.8,0.1,0.7,2018,6,18,9
6/19/18 7:00,1.4,190.7,5.2,484,2.9,4.605454545,2.767272727,462.4818182,0.1,0.8,2018,6,19,7
6/19/18 8:00,1.4,190.7,4.9,489,3.1,3.875789474,2.621052632,463.0473684,0.1,0.8,2018,6,19,8
6/19/18 9:00,1.4,190.8,4.1,488,2.9,3.441666667,2.236666667,495.6666667,0.1,0.7,2018,6,19,9
6/20/18 8:00,1.5,191.7,3.6,454,3.3,3.43,2.329090909,427.2727273,0.1,0.7,2018,6,20,8
6/20/18 9:00,1.5,191.7,3.4,447,3.4,3.382857143,2.425238095,417.8,0.1,0.7,2018,6,20,9
6/20/18 10:00,1.5,191.8,3.4,455,3.4,3.3325,2.33,429.9,0.1,0.6,2018,6,20,10
6/21/18 9:00,1.6,192.7,2.1,395,3,1.751666667,2.8625,371.9166667,0.1,0.6,2018,6,21,9
6/21/18 10:00,1.6,192.7,1.7,394,3.3,2.72,2.771538462,371.9884615,0.1,0.6,2018,6,21,10
6/21/18 11:00,1.6,192.8,2.5,390,3.2,2.952727273,3.102727273,368.9272727,0.1,0.5,2018,6,21,11
6/22/18 10:00,1.7,193.7,2.7,361,4.6,3.22375,3.595,330.44375,0.1,0.6,2018,6,22,10
6/22/18 11:00,1.7,193.7,3.3,351,4.3,3.101538462,3.607307692,334.4230769,0.1,0.6,2018,6,22,11
6/22/18 12:00,1.7,193.7,3.4,352,5.1,3.203333333,4.036666667,332.3333333,0.1,0.6,2018,6,22,12
