,EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncc,EPOCH_TIME__yyyy-mm-ddThh:mm:ss.sssZ,ARTEMIS_MAG_AVG_nt,ARTEMIS_DENSITY_Ncc,ARTEMIS_SPEED_kms,ARTEMIS_DIST_AU,ARTEMIS_LAT_DEG,ARTEMIS_LONG_DEG,new_time,Time_offset_hours,LAT_DIFF_deg,LONG_DIFF_deg,SCALED_ARTEMIS_DENSITY,SCALED_ARTEMIS_MAG_AVG
0,2018-03-22 23:00:00+00:00,-7.0,105.2,6.0,403.0,13.4,2018-03-23 00:00:00+00:00,5.668571428571428,9.068571428571428,389.71428571428567,1.0,-7.0,106.29999999999997,2018-03-22 23:00:00+00:00,1,0.0,1.099999999999966,9.068571428571428,5.668571428571428
1,2018-03-23 00:00:00+00:00,-7.0,105.3,6.1,411.0,11.9,2018-03-23 01:00:00+00:00,5.031666666666666,8.198333333333332,396.56666666666666,1.0,-7.0,106.29999999999997,2018-03-23 00:00:00+00:00,1,0.0,0.9999999999999716,8.198333333333332,5.031666666666666
2,2018-03-23 01:00:00+00:00,-7.0,105.3,3.2,413.0,11.1,2018-03-23 02:00:00+00:00,5.867142857142857,7.114285714285714,385.4714285714286,1.0,-7.0,106.29999999999997,2018-03-23 01:00:00+00:00,1,0.0,0.9999999999999716,7.114285714285714,5.867142857142857
3,2018-03-23 02:00:00+00:00,-7.0,105.3,4.1,411.0,9.7,2018-03-23 03:00:00+00:00,5.195555555555556,7.415555555555555,396.08888888888873,1.0,-7.0,106.30000000000007,2018-03-23 02:00:00+00:00,1,0.0,1.000000000000071,7.415555555555555,5.195555555555556
4,2018-03-23 03:00:00+00:00,-7.0,105.4,5.1,418.0,10.0,2018-03-23 04:00:00+00:00,6.876923076923078,5.617692307692307,397.9230769230771,1.0,-7.0,106.3000000000001,2018-03-23 03:00:00+00:00,1,0.0,0.900000000000091,5.617692307692307,6.876923076923078
5,2018-03-23 04:00:00+00:00,-7.0,105.4,6.6,418.0,6.7,2018-03-23 05:00:00+00:00,7.2396153846153855,5.263076923076922,411.4653846153848,1.0,-7.0,106.3000000000001,2018-03-23 04:00:00+00:00,1,0.0,0.900000000000091,5.263076923076922,7.2396153846153855
6,2018-03-23 05:00:00+00:00,-7.0,105.5,7.1,418.0,4.5,2018-03-23 06:00:00+00:00,7.110384615384617,5.417307692307696,410.4461538461538,1.0,-7.0,106.3000000000001,2018-03-23 05:00:00+00:00,1,0.0,0.8000000000000966,5.417307692307696,7.110384615384617
7,2018-03-23 06:00:00+00:00,-7.0,105.5,7.2,409.0,4.6,2018-03-23 07:00:00+00:00,6.684230769230765,5.153076923076923,408.9961538461539,1.0,-7.0,106.3000000000001,2018-03-23 06:00:00+00:00,1,0.0,0.8000000000000966,5.153076923076923,6.684230769230765
8,2018-03-23 07:00:00+00:00,-7.0,105.6,6.6,408.0,4.7,2018-03-23 08:00:00+00:00,6.143636363636364,5.137272727272727,416.48181818181814,1.0,-7.0,106.3,2018-03-23 07:00:00+00:00,1,0.0,0.7000000000000028,5.137272727272727,6.143636363636364
9,2018-03-23 08:00:00+00:00,-7.0,105.6,5.8,438.0,6.4,2018-03-23 09:00:00+00:00,5.745714285714286,5.89,418.52857142857147,1.0,-7.0,106.29999999999997,2018-03-23 08:00:00+00:00,1,0.0,0.6999999999999744,5.89,5.745714285714286
10,2018-03-23 09:00:00+00:00,-7.0,105.6,5.2,444.0,7.9,2018-03-23 10:00:00+00:00,5.161428571428572,5.991428571428571,406.88571428571424,1.0,-7.0,106.29999999999997,2018-03-23 09:00:00+00:00,1,0.0,0.6999999999999744,5.991428571428571,5.161428571428572
11,2018-03-23 10:00:00+00:00,-7.0,105.7,5.7,428.0,7.9,2018-03-23 11:00:00+00:00,4.241666666666666,6.618333333333333,415.45000000000005,1.0,-7.0,106.29999999999997,2018-03-23 10:00:00+00:00,1,0.0,0.5999999999999659,6.618333333333333,4.241666666666666
12,2018-03-23 11:00:00+00:00,-7.0,105.7,4.5,430.0,8.7,2018-03-23 12:00:00+00:00,4.884285714285714,6.422857142857144,409.31428571428575,1.0,-7.0,106.29999999999997,2018-03-23 11:00:00+00:00,1,0.0,0.5999999999999659,6.422857142857144,4.884285714285714
13,2018-03-23 12:00:00+00:00,-7.0,105.8,4.8,424.0,8.7,2018-03-23 13:00:00+00:00,5.174999999999999,5.798333333333333,411.08333333333326,1.0,-7.0,106.29999999999997,2018-03-23 12:00:00+00:00,1,0.0,0.4999999999999716,5.798333333333333,5.174999999999999
14,2018-03-23 13:00:00+00:00,-7.0,105.8,5.1,427.0,7.9,2018-03-23 14:00:00+00:00,4.672857142857143,6.5271428571428585,420.2428571428572,1.0,-7.0,106.29999999999997,2018-03-23 13:00:00+00:00,1,0.0,0.4999999999999716,6.5271428571428585,4.672857142857143
15,2018-03-23 14:00:00+00:00,-7.0,105.8,4.7,439.0,8.1,2018-03-23 15:00:00+00:00,4.325,5.876666666666668,433.9166666666665,1.0,-7.0,106.29999999999997,2018-03-23 14:00:00+00:00,1,0.0,0.4999999999999716,5.876666666666668,4.325
16,2018-03-23 15:00:00+00:00,-7.0,105.9,4.7,453.0,8.4,2018-03-23 16:00:00+00:00,6.072857142857144,5.1485714285714295,438.9,1.0,-7.0,106.29999999999997,2018-03-23 15:00:00+00:00,1,0.0,0.39999999999996305,5.1485714285714295,6.072857142857144
17,2018-03-23 16:00:00+00:00,-7.0,105.9,5.6,474.0,7.4,2018-03-23 17:00:00+00:00,6.607142857142854,6.008571428571431,421.91904761904766,1.0,-7.0,106.30000000000007,2018-03-23 16:00:00+00:00,1,0.0,0.40000000000006253,6.008571428571431,6.607142857142854
18,2018-03-23 17:00:00+00:00,-7.0,106.0,6.9,457.0,7.8,2018-03-23 18:00:00+00:00,5.86846153846154,6.396153846153845,424.7384615384616,1.0,-7.0,106.30000000000003,2018-03-23 17:00:00+00:00,1,0.0,0.3000000000000256,6.396153846153845,5.86846153846154
20,2018-03-23 19:00:00+00:00,-7.0,106.0,8.1,472.0,6.8,2018-03-23 20:00:00+00:00,6.648181818181817,6.299090909090907,479.00000000000006,1.0,-7.0,106.30000000000008,2018-03-23 19:00:00+00:00,1,0.0,0.3000000000000824,6.299090909090907,6.648181818181817
21,2018-03-23 20:00:00+00:00,-7.0,106.1,7.1,485.0,8.4,2018-03-23 21:00:00+00:00,5.374999999999999,6.376153846153847,459.5961538461536,1.0,-7.0,106.3000000000001,2018-03-23 20:00:00+00:00,1,0.0,0.20000000000010232,6.376153846153847,5.374999999999999
22,2018-03-23 21:00:00+00:00,-7.0,106.1,6.6,480.0,8.1,2018-03-23 22:00:00+00:00,3.8144444444444443,6.646666666666666,444.26666666666677,1.0,-7.0,106.29999999999997,2018-03-23 21:00:00+00:00,1,0.0,0.19999999999997442,6.646666666666666,3.8144444444444443
23,2018-03-23 22:00:00+00:00,-7.0,106.2,4.3,464.0,7.5,2018-03-23 23:00:00+00:00,3.35,5.833333333333333,441.25000000000006,1.0,-7.0,106.29999999999997,2018-03-23 22:00:00+00:00,1,0.0,0.0999999999999659,5.833333333333333,3.35
24,2018-03-23 23:00:00+00:00,-7.0,106.2,4.9,463.0,6.4,2018-03-24 00:00:00+00:00,4.6814285714285715,4.482857142857143,462.99999999999994,1.0,-6.900000000000001,107.29999999999997,2018-03-23 23:00:00+00:00,1,0.09999999999999876,1.099999999999966,4.482857142857143,4.6814285714285715
25,2018-03-24 00:00:00+00:00,-7.0,106.3,5.2,480.0,5.0,2018-03-24 01:00:00+00:00,5.2283333333333335,3.986666666666666,465.6499999999999,1.0,-6.900000000000001,107.29999999999997,2018-03-24 00:00:00+00:00,1,0.09999999999999876,0.9999999999999716,3.986666666666666,5.2283333333333335
26,2018-03-24 01:00:00+00:00,-7.0,106.3,5.7,488.0,4.9,2018-03-24 02:00:00+00:00,4.355714285714286,3.971428571428572,463.59999999999997,1.0,-6.900000000000001,107.29999999999997,2018-03-24 01:00:00+00:00,1,0.09999999999999876,0.9999999999999716,3.971428571428572,4.355714285714286
27,2018-03-24 02:00:00+00:00,-7.0,106.3,4.6,487.0,5.3,2018-03-24 03:00:00+00:00,3.953333333333333,3.4083333333333337,443.41666666666674,1.0,-6.900000000000001,107.29999999999997,2018-03-24 02:00:00+00:00,1,0.09999999999999876,0.9999999999999716,3.4083333333333337,3.953333333333333
28,2018-03-24 03:00:00+00:00,-7.0,106.4,4.6,470.0,4.9,2018-03-24 04:00:00+00:00,3.734285714285714,4.284285714285715,446.14285714285705,1.0,-6.900000000000001,107.29999999999997,2018-03-24 03:00:00+00:00,1,0.09999999999999876,0.899999999999963,4.284285714285715,3.734285714285714
29,2018-03-24 04:00:00+00:00,-7.0,106.4,3.7,463.0,6.1,2018-03-24 05:00:00+00:00,4.628333333333333,6.6433333333333335,428.99999999999983,1.0,-6.900000000000001,107.29999999999997,2018-03-24 04:00:00+00:00,1,0.09999999999999876,0.899999999999963,6.6433333333333335,4.628333333333333
30,2018-03-24 05:00:00+00:00,-7.0,106.5,4.1,440.0,7.5,2018-03-24 06:00:00+00:00,4.60238095238095,7.04904761904762,408.5190476190476,1.0,-6.900000000000001,107.30000000000007,2018-03-24 05:00:00+00:00,1,0.09999999999999876,0.8000000000000682,7.04904761904762,4.60238095238095
31,2018-03-24 06:00:00+00:00,-7.0,106.5,3.8,430.0,8.2,2018-03-24 07:00:00+00:00,4.671923076923077,7.478461538461541,407.3538461538462,1.0,-6.899999999999997,107.3000000000001,2018-03-24 06:00:00+00:00,1,0.1000000000000032,0.8000000000000966,7.478461538461541,4.671923076923077
32,2018-03-24 07:00:00+00:00,-7.0,106.5,5.2,429.0,8.8,2018-03-24 08:00:00+00:00,4.347692307692307,7.774615384615384,398.923076923077,1.0,-6.899999999999997,107.3000000000001,2018-03-24 07:00:00+00:00,1,0.1000000000000032,0.8000000000000966,7.774615384615384,4.347692307692307
33,2018-03-24 08:00:00+00:00,-7.0,106.6,4.2,425.0,9.9,2018-03-24 09:00:00+00:00,6.874230769230769,7.056923076923075,386.69615384615395,1.0,-6.899999999999997,107.3000000000001,2018-03-24 08:00:00+00:00,1,0.1000000000000032,0.7000000000001023,7.056923076923075,6.874230769230769
34,2018-03-24 09:00:00+00:00,-6.9,106.6,6.9,411.0,9.9,2018-03-24 10:00:00+00:00,6.854230769230772,9.076538461538464,389.9846153846156,1.0,-6.899999999999997,107.3000000000001,2018-03-24 09:00:00+00:00,1,3.552713678800501e-15,0.7000000000001023,9.076538461538464,6.854230769230772
35,2018-03-24 10:00:00+00:00,-6.9,106.7,6.2,395.0,11.9,2018-03-24 11:00:00+00:00,7.059090909090909,9.748181818181818,379.5818181818182,1.0,-6.900000000000003,107.3,2018-03-24 10:00:00+00:00,1,2.6645352591003757e-15,0.5999999999999943,9.748181818181818,7.059090909090909
36,2018-03-24 11:00:00+00:00,-6.9,106.7,6.8,391.0,11.7,2018-03-24 12:00:00+00:00,7.506666666666668,8.19,380.6666666666666,1.0,-6.900000000000001,107.29999999999997,2018-03-24 11:00:00+00:00,1,8.881784197001252e-16,0.5999999999999659,8.19,7.506666666666668
37,2018-03-24 12:00:00+00:00,-6.9,106.8,7.2,398.0,10.6,2018-03-24 13:00:00+00:00,8.587142857142856,6.0914285714285725,385.8571428571428,1.0,-6.900000000000001,107.29999999999997,2018-03-24 12:00:00+00:00,1,8.881784197001252e-16,0.4999999999999716,6.0914285714285725,8.587142857142856
38,2018-03-24 13:00:00+00:00,-6.9,106.8,8.3,405.0,8.0,2018-03-24 14:00:00+00:00,7.355,6.658333333333335,388.33333333333326,1.0,-6.900000000000001,107.29999999999997,2018-03-24 13:00:00+00:00,1,8.881784197001252e-16,0.4999999999999716,6.658333333333335,7.355
