EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncc,EPOCH_TIME__yyyy-mm-ddThh:mm:ss.sssZ,ARTEMIS_MAG_AVG_nt,ARTEMIS_DENSITY_Ncc,ARTEMIS_SPEED_kms,ARTEMIS_DIST_AU,ARTEMIS_LAT_DEG,ARTEMIS_LONG_DEG,new_time,Time_offset_hours,LAT_DIFF_deg,LONG_DIFF_deg,SCALED_ARTEMIS_DENSITY,SCALED_ARTEMIS_MAG_AVG
2017-03-17 09:00:00+00:00,-7.1,99.9,2.6,347,6.7,2017-03-17 10:00:00+00:00,2.946,5.779,337.23,1,-7.1,100.8,2017-03-17 09:00:00+00:00,1,2.66E-15,0.9,5.779,2.946
2017-03-17 10:00:00+00:00,-7.1,99.9,2.7,348,6.6,2017-03-17 11:00:00+00:00,2.745,5.808846154,337.3576923,1,-7.1,100.8,2017-03-17 10:00:00+00:00,1,4.44E-15,0.9,5.808846154,2.745
2017-03-17 11:00:00+00:00,-7.1,100,2.7,345,6.6,2017-03-17 12:00:00+00:00,2.773076923,5.672307692,337.2423077,1,-7.1,100.8,2017-03-17 11:00:00+00:00,1,4.44E-15,0.8,5.672307692,2.773076923
2017-03-17 12:00:00+00:00,-7.1,100,2.6,345,6.5,2017-03-17 13:00:00+00:00,2.824814815,5.600740741,334.5555556,1,-7.1,100.8,2017-03-17 12:00:00+00:00,1,5.33E-15,0.8,5.600740741,2.824814815
2017-03-17 13:00:00+00:00,-7.1,100.1,2.9,344,6.6,2017-03-17 14:00:00+00:00,3.205769231,6.133461538,335.0076923,1,-7.1,100.8,2017-03-17 13:00:00+00:00,1,4.44E-15,0.7,6.133461538,3.205769231
2017-03-17 14:00:00+00:00,-7.1,100.1,3.1,343,6.8,2017-03-17 15:00:00+00:00,2.981578947,5.696315789,329.8,1,-7.1,100.8,2017-03-17 14:00:00+00:00,1,2.66E-15,0.7,5.696315789,2.981578947
2017-03-17 15:00:00+00:00,-7.1,100.2,3.1,336,6.8,2017-03-17 16:00:00+00:00,3.134285714,5.667142857,327.9,1,-7.1,100.8,2017-03-17 15:00:00+00:00,1,8.88E-16,0.6,5.667142857,3.134285714
2017-03-17 16:00:00+00:00,-7.1,100.2,3.2,334,6.5,2017-03-17 17:00:00+00:00,2.848333333,5.843333333,331.0666667,1,-7.1,100.8,2017-03-17 16:00:00+00:00,1,8.88E-16,0.6,5.843333333,2.848333333
2017-03-17 17:00:00+00:00,-7.1,100.2,3.1,333,6.3,2017-03-17 18:00:00+00:00,3,5.492857143,329.0428571,1,-7.1,100.8,2017-03-17 17:00:00+00:00,1,8.88E-16,0.6,5.492857143,3
2017-03-17 18:00:00+00:00,-7.1,100.3,3,333,6.5,2017-03-17 19:00:00+00:00,2.798333333,5.65625,320.6916667,1,-7.1,100.8,2017-03-17 18:00:00+00:00,1,2.66E-15,0.5,5.65625,2.798333333
2017-03-17 19:00:00+00:00,-7.1,100.3,2.8,332,7.7,2017-03-17 20:00:00+00:00,2.795769231,6.416923077,321.6192308,1,-7.1,100.8,2017-03-17 19:00:00+00:00,1,4.44E-15,0.5,6.416923077,2.795769231
2017-03-17 20:00:00+00:00,-7.1,100.4,2.9,337,7.6,2017-03-17 21:00:00+00:00,3.19,6.075,320,1,-7.1,100.8,2017-03-17 20:00:00+00:00,1,0,0.4,6.075,3.19
2017-03-18 01:00:00+00:00,-7.1,100.6,2.1,334,7.4,2017-03-18 02:00:00+00:00,2.963333333,6.095,324.05,1,-7.1,101.8,2017-03-18 01:00:00+00:00,1,8.88E-16,1.2,6.095,2.963333333
2017-03-18 02:00:00+00:00,-7.1,100.6,2.8,330,7.3,2017-03-18 03:00:00+00:00,2.403333333,5.82,322.4166667,1,-7.1,101.8,2017-03-18 02:00:00+00:00,1,8.88E-16,1.2,5.82,2.403333333
2017-03-18 03:00:00+00:00,-7.1,100.7,2.5,330,7,2017-03-18 04:00:00+00:00,1.601428571,5.932857143,322.9,1,-7.1,101.8,2017-03-18 03:00:00+00:00,1,8.88E-16,1.1,5.932857143,1.601428571
2017-03-18 04:00:00+00:00,-7.1,100.7,2,329,6.9,2017-03-18 05:00:00+00:00,2.191666667,5.758333333,321.3,1,-7.1,101.8,2017-03-18 04:00:00+00:00,1,8.88E-16,1.1,5.758333333,2.191666667
2017-03-18 05:00:00+00:00,-7.1,100.7,2.3,329,7.1,2017-03-18 06:00:00+00:00,2.704285714,6.021428571,317.7714286,1,-7.1,101.8,2017-03-18 05:00:00+00:00,1,8.88E-16,1.1,6.021428571,2.704285714
2017-03-18 06:00:00+00:00,-7.1,100.8,2.8,326,6.9,2017-03-18 07:00:00+00:00,2.528333333,5.913333333,323.05,1,-7.1,101.8,2017-03-18 06:00:00+00:00,1,8.88E-16,1,5.913333333,2.528333333
2017-03-18 07:00:00+00:00,-7.1,100.8,2.7,326,7,2017-03-18 08:00:00+00:00,2.608571429,5.865714286,323.5714286,1,-7.1,101.8,2017-03-18 07:00:00+00:00,1,8.88E-16,1,5.865714286,2.608571429
2017-03-18 08:00:00+00:00,-7.1,100.9,2.7,330,6.8,2017-03-18 09:00:00+00:00,2.765,5.833333333,313.7,1,-7.1,101.8,2017-03-18 08:00:00+00:00,1,8.88E-16,0.9,5.833333333,2.765
2017-03-18 09:00:00+00:00,-7.1,100.9,3.1,323,6.5,2017-03-18 10:00:00+00:00,3.07,5.732857143,311.9,1,-7.1,101.8,2017-03-18 09:00:00+00:00,1,8.88E-16,0.9,5.732857143,3.07
2017-03-18 10:00:00+00:00,-7.1,100.9,3.1,322,6.6,2017-03-18 11:00:00+00:00,3.02,5.515,327.45,1,-7.1,101.8,2017-03-18 10:00:00+00:00,1,8.88E-16,0.9,5.515,3.02
2017-03-18 11:00:00+00:00,-7.1,101,3,336,6.6,2017-03-18 12:00:00+00:00,2.961428571,5.241428571,325.9285714,1,-7.1,101.8,2017-03-18 11:00:00+00:00,1,8.88E-16,0.8,5.241428571,2.961428571
2017-03-18 12:00:00+00:00,-7.1,101,3,333,6.4,2017-03-18 13:00:00+00:00,2.861,5.484,320.35,1,-7.1,101.8,2017-03-18 12:00:00+00:00,1,2.66E-15,0.8,5.484,2.861
2017-03-18 13:00:00+00:00,-7.1,101.1,2.9,331,6.7,2017-03-18 14:00:00+00:00,2.978076923,5.344230769,318.2846154,1,-7.1,101.8,2017-03-18 13:00:00+00:00,1,4.44E-15,0.7,5.344230769,2.978076923
2017-03-18 14:00:00+00:00,-7.1,101.1,3.1,325,6.6,2017-03-18 15:00:00+00:00,3.053846154,5.538076923,310.3076923,1,-7.1,101.8,2017-03-18 14:00:00+00:00,1,4.44E-15,0.7,5.538076923,3.053846154
2017-03-18 15:00:00+00:00,-7.1,101.2,3,318,6.8,2017-03-18 16:00:00+00:00,2.918148148,5.922962963,302.9111111,1,-7.1,101.8,2017-03-18 15:00:00+00:00,1,5.33E-15,0.6,5.922962963,2.918148148
2017-03-18 16:00:00+00:00,-7.1,101.2,3,318,7.4,2017-03-18 17:00:00+00:00,2.920384615,6.065384615,302.5153846,1,-7.1,101.8,2017-03-18 16:00:00+00:00,1,4.44E-15,0.6,6.065384615,2.920384615
2017-03-18 17:00:00+00:00,-7.1,101.2,2.9,311,7.7,2017-03-18 18:00:00+00:00,3.026538462,6.32,301.8576923,1,-7.1,101.8,2017-03-18 17:00:00+00:00,1,4.44E-15,0.6,6.32,3.026538462
2017-03-18 18:00:00+00:00,-7.1,101.3,2.9,312,8.2,2017-03-18 19:00:00+00:00,3.121428571,6.404285714,302.9285714,1,-7.1,101.8,2017-03-18 18:00:00+00:00,1,8.88E-16,0.5,6.404285714,3.121428571
2017-03-18 19:00:00+00:00,-7.1,101.3,2.9,309,8.2,2017-03-18 20:00:00+00:00,3.218235294,6.417647059,297.5882353,1,-7.1,101.8,2017-03-18 19:00:00+00:00,1,3.55E-15,0.5,6.417647059,3.218235294
2017-03-18 20:00:00+00:00,-7.1,101.4,3,303,7.8,2017-03-18 21:00:00+00:00,3.254230769,6.549230769,295.8576923,1,-7.1,101.8,2017-03-18 20:00:00+00:00,1,4.44E-15,0.4,6.549230769,3.254230769
2017-03-18 21:00:00+00:00,-7.1,101.4,3,302,7.7,2017-03-18 22:00:00+00:00,3.075,6.90125,293.25,1,-7.1,101.8,2017-03-18 21:00:00+00:00,1,1.78E-15,0.4,6.90125,3.075
2017-03-19 02:00:00+00:00,-7.1,101.6,3.6,312,8.3,2017-03-19 03:00:00+00:00,3.571666667,7.213333333,301.7166667,1,-7,102.8,2017-03-19 02:00:00+00:00,1,0.1,1.2,7.213333333,3.571666667
2017-03-19 03:00:00+00:00,-7.1,101.7,3.7,310,8.2,2017-03-19 04:00:00+00:00,3.628571429,7.06,305.9,1,-7,102.8,2017-03-19 03:00:00+00:00,1,0.1,1.1,7.06,3.628571429
2017-03-19 04:00:00+00:00,-7.1,101.7,3.6,318,8.5,2017-03-19 05:00:00+00:00,3.11,6.627142857,312.2428571,1,-7,102.8,2017-03-19 04:00:00+00:00,1,0.1,1.1,6.627142857,3.11
2017-03-19 05:00:00+00:00,-7.1,101.7,3.6,319,7.7,2017-03-19 06:00:00+00:00,3.208333333,6.213333333,312.15,1,-7,102.8,2017-03-19 05:00:00+00:00,1,0.1,1.1,6.213333333,3.208333333
2017-03-19 06:00:00+00:00,-7.1,101.8,3.3,317,7.8,2017-03-19 07:00:00+00:00,3.358571429,6.332857143,309.6714286,1,-7,102.8,2017-03-19 06:00:00+00:00,1,0.1,1,6.332857143,3.358571429
2017-03-19 07:00:00+00:00,-7.1,101.8,3.5,316,7.3,2017-03-19 08:00:00+00:00,3.056666667,6.271666667,310.4333333,1,-7,102.8,2017-03-19 07:00:00+00:00,1,0.1,1,6.271666667,3.056666667
2017-03-19 08:00:00+00:00,-7.1,101.9,3.2,320,7.7,2017-03-19 09:00:00+00:00,3.141428571,6.688571429,311.0428571,1,-7,102.8,2017-03-19 08:00:00+00:00,1,0.1,0.9,6.688571429,3.141428571
2017-03-19 09:00:00+00:00,-7.1,101.9,3.3,320,7.9,2017-03-19 10:00:00+00:00,2.861666667,6.986666667,315.1166667,1,-7,102.8,2017-03-19 09:00:00+00:00,1,0.1,0.9,6.986666667,2.861666667
2017-03-19 10:00:00+00:00,-7.1,101.9,2.7,319,8.3,2017-03-19 11:00:00+00:00,2.882857143,7.275714286,314.0714286,1,-7,102.8,2017-03-19 10:00:00+00:00,1,0.1,0.9,7.275714286,2.882857143
2017-03-19 11:00:00+00:00,-7.1,102,2.6,323,8.8,2017-03-19 12:00:00+00:00,2.921666667,7.425,316.5833333,1,-7,102.8,2017-03-19 11:00:00+00:00,1,0.1,0.8,7.425,2.921666667
2017-03-19 12:00:00+00:00,-7.1,102,3,321,8.9,2017-03-19 13:00:00+00:00,2.894285714,7.43,314.3428571,1,-7,102.8,2017-03-19 12:00:00+00:00,1,0.1,0.8,7.43,2.894285714
2017-03-19 13:00:00+00:00,-7.1,102.1,2.7,318,9,2017-03-19 14:00:00+00:00,3.168333333,7.178333333,312.6166667,1,-7,102.8,2017-03-19 13:00:00+00:00,1,0.1,0.7,7.178333333,3.168333333
2017-03-19 14:00:00+00:00,-7.1,102.1,3,317,8.6,2017-03-19 15:00:00+00:00,3.381428571,7.268571429,308.9285714,1,-7,102.8,2017-03-19 14:00:00+00:00,1,0.1,0.7,7.268571429,3.381428571
2017-03-19 15:00:00+00:00,-7.1,102.2,3.3,310,8.5,2017-03-19 16:00:00+00:00,3.485,6.808333333,311.2,1,-7,102.8,2017-03-19 15:00:00+00:00,1,0.1,0.6,6.808333333,3.485
2017-03-19 16:00:00+00:00,-7.1,102.2,3.6,315,8.2,2017-03-19 17:00:00+00:00,3.96375,6.185416667,308.1333333,1,-7,102.8,2017-03-19 16:00:00+00:00,1,0.1,0.6,6.185416667,3.96375
2017-03-19 17:00:00+00:00,-7.1,102.2,4,314,8.2,2017-03-19 18:00:00+00:00,4.364230769,5.969230769,308.3076923,1,-7,102.8,2017-03-19 17:00:00+00:00,1,0.1,0.6,5.969230769,4.364230769
2017-03-19 18:00:00+00:00,-7.1,102.3,4.2,313,8.2,2017-03-19 19:00:00+00:00,4.013076923,6.653461538,304.3423077,1,-7,102.8,2017-03-19 18:00:00+00:00,1,0.1,0.5,6.653461538,4.013076923
2017-03-19 19:00:00+00:00,-7.1,102.3,3.8,310,8.5,2017-03-19 20:00:00+00:00,3.612307692,7.445,307.7192308,1,-7,102.8,2017-03-19 19:00:00+00:00,1,0.1,0.5,7.445,3.612307692
2017-03-19 20:00:00+00:00,-7.1,102.4,3.6,316,9.2,2017-03-19 21:00:00+00:00,4.338518519,7.58037037,308.7037037,1,-7,102.8,2017-03-19 20:00:00+00:00,1,0.1,0.4,7.58037037,4.338518519
2017-03-19 21:00:00+00:00,-7.1,102.4,4,316,8.7,2017-03-19 22:00:00+00:00,4.533846154,7.246923077,305.9730769,1,-7,102.8,2017-03-19 21:00:00+00:00,1,0.1,0.4,7.246923077,4.533846154
2017-03-19 22:00:00+00:00,-7.1,102.4,4.3,309,8.7,2017-03-19 23:00:00+00:00,3.470833333,8.379166667,306.4416667,1,-7,102.8,2017-03-19 22:00:00+00:00,1,0.1,0.4,8.379166667,3.470833333
2017-03-20 02:00:00+00:00,-7.1,102.6,3.7,313,10.1,2017-03-20 03:00:00+00:00,3.165,8.795,306.45,1,-7,103.8,2017-03-20 02:00:00+00:00,1,0.1,1.2,8.795,3.165
2017-03-20 03:00:00+00:00,-7.1,102.7,3.8,313,10.1,2017-03-20 04:00:00+00:00,3.015,8.626666667,307.5666667,1,-7,103.8,2017-03-20 03:00:00+00:00,1,0.1,1.1,8.626666667,3.015
2017-03-20 04:00:00+00:00,-7.1,102.7,3.1,313,10,2017-03-20 05:00:00+00:00,2.874285714,8.508571429,306.2142857,1,-7,103.8,2017-03-20 04:00:00+00:00,1,0.1,1.1,8.508571429,2.874285714
2017-03-20 05:00:00+00:00,-7.1,102.7,4.1,312,9.5,2017-03-20 06:00:00+00:00,4.286666667,7.736666667,305.9333333,1,-7,103.8,2017-03-20 05:00:00+00:00,1,0.1,1.1,7.736666667,4.286666667
2017-03-20 06:00:00+00:00,-7.1,102.8,4.5,312,9.6,2017-03-20 07:00:00+00:00,4.528571429,7.92,304.6428571,1,-7,103.8,2017-03-20 06:00:00+00:00,1,0.1,1,7.92,4.528571429
2017-03-20 07:00:00+00:00,-7.1,102.8,4.4,311,9.9,2017-03-20 08:00:00+00:00,4.372857143,8.621428571,303.4428571,1,-7,103.8,2017-03-20 07:00:00+00:00,1,0.1,1,8.621428571,4.372857143
2017-03-20 08:00:00+00:00,-7.1,102.9,4.6,310,10.2,2017-03-20 09:00:00+00:00,4.235,8.901666667,305.1666667,1,-7,103.8,2017-03-20 08:00:00+00:00,1,0.1,0.9,8.901666667,4.235
2017-03-20 09:00:00+00:00,-7.1,102.9,4.3,310,10.5,2017-03-20 10:00:00+00:00,3.451428571,8.608571429,305.9714286,1,-7,103.8,2017-03-20 09:00:00+00:00,1,0.1,0.9,8.608571429,3.451428571
2017-03-20 10:00:00+00:00,-7.1,102.9,3.9,316,10.3,2017-03-20 11:00:00+00:00,3.213333333,9.218333333,311.2833333,1,-7,103.8,2017-03-20 10:00:00+00:00,1,0.1,0.9,9.218333333,3.213333333
2017-03-20 11:00:00+00:00,-7.1,103,3.5,318,10.9,2017-03-20 12:00:00+00:00,3.457142857,9.455714286,308.0428571,1,-7,103.8,2017-03-20 11:00:00+00:00,1,0.1,0.8,9.455714286,3.457142857
2017-03-20 12:00:00+00:00,-7.1,103,3.6,316,11.5,2017-03-20 13:00:00+00:00,3.616666667,10.4,303.7333333,1,-7,103.8,2017-03-20 12:00:00+00:00,1,0.1,0.8,10.4,3.616666667
2017-03-20 13:00:00+00:00,-7.1,103.1,4.1,313,11.9,2017-03-20 14:00:00+00:00,4.211428571,10.37142857,299.5571429,1,-7,103.8,2017-03-20 13:00:00+00:00,1,0.1,0.7,10.37142857,4.211428571
2017-03-20 14:00:00+00:00,-7.1,103.1,4.8,311,12,2017-03-20 15:00:00+00:00,3.786666667,8.785,307.9666667,1,-7,103.8,2017-03-20 14:00:00+00:00,1,0.1,0.7,8.785,3.786666667
2017-03-20 15:00:00+00:00,-7.1,103.2,3.4,314,10.8,2017-03-20 16:00:00+00:00,3.048571429,8.838571429,311.8,1,-7,103.8,2017-03-20 15:00:00+00:00,1,0.1,0.6,8.838571429,3.048571429
2017-03-20 16:00:00+00:00,-7.1,103.2,3.8,317,10.6,2017-03-20 17:00:00+00:00,4.108333333,8.26,310.2666667,1,-7,103.8,2017-03-20 16:00:00+00:00,1,0.1,0.6,8.26,4.108333333
2017-03-20 17:00:00+00:00,-7.1,103.2,3.9,314,9.5,2017-03-20 18:00:00+00:00,3.155714286,8.445714286,309.2,1,-7,103.8,2017-03-20 17:00:00+00:00,1,0.1,0.6,8.445714286,3.155714286
2017-03-20 18:00:00+00:00,-7.1,103.3,3.1,317,9.9,2017-03-20 19:00:00+00:00,4.065714286,7.564285714,312.1285714,1,-7,103.8,2017-03-20 18:00:00+00:00,1,0.1,0.5,7.564285714,4.065714286
2017-03-20 19:00:00+00:00,-7.1,103.3,4.4,318,9.2,2017-03-20 20:00:00+00:00,3.868823529,8.159411765,310.6588235,1,-7,103.8,2017-03-20 19:00:00+00:00,1,0.1,0.5,8.159411765,3.868823529
2017-03-20 20:00:00+00:00,-7.1,103.4,3.9,317,9.6,2017-03-20 21:00:00+00:00,3.653461538,8.05,315.7346154,1,-7,103.8,2017-03-20 20:00:00+00:00,1,0.1,0.4,8.05,3.653461538
2017-03-20 21:00:00+00:00,-7.1,103.4,3.8,320,9.3,2017-03-20 22:00:00+00:00,3.986666667,7.61037037,318.0111111,1,-7,103.8,2017-03-20 21:00:00+00:00,1,0.1,0.4,7.61037037,3.986666667
2017-03-20 22:00:00+00:00,-7.1,103.4,4,324,8.9,2017-03-20 23:00:00+00:00,4.261538462,9.819615385,330.9269231,1,-7,103.8,2017-03-20 22:00:00+00:00,1,0.1,0.4,9.819615385,4.261538462
2017-03-20 23:00:00+00:00,-7.1,103.5,4.3,339,12,2017-03-21 00:00:00+00:00,5.095333333,10.61533333,330.6666667,1,-7,104.8,2017-03-20 23:00:00+00:00,1,0.1,1.3,10.61533333,5.095333333
2017-03-21 03:00:00+00:00,-7,103.7,9.5,372,27.6,2017-03-21 04:00:00+00:00,11.8375,19.16,361.775,1,-7,104.8,2017-03-21 03:00:00+00:00,1,0,1.1,19.16,11.8375
2017-03-21 04:00:00+00:00,-7,103.7,11.3,369,31.2,2017-03-21 05:00:00+00:00,10.26666667,24.69833333,367.0666667,1,-7,104.8,2017-03-21 04:00:00+00:00,1,0,1.1,24.69833333,10.26666667
2017-03-21 05:00:00+00:00,-7,103.7,10.1,375,40.2,2017-03-21 06:00:00+00:00,12.30714286,26.92571429,363.3857143,1,-7,104.8,2017-03-21 05:00:00+00:00,1,0,1.1,26.92571429,12.30714286
2017-03-21 06:00:00+00:00,-7,103.8,12.5,375,36.3,2017-03-21 07:00:00+00:00,14.83,17.135,395.0166667,1,-7,104.8,2017-03-21 06:00:00+00:00,1,0,1,17.135,14.83
2017-03-21 07:00:00+00:00,-7,103.8,14.9,410,19.1,2017-03-21 08:00:00+00:00,13.81142857,12.86857143,457.6714286,1,-7,104.8,2017-03-21 07:00:00+00:00,1,0,1,12.86857143,13.81142857
2017-03-21 08:00:00+00:00,-7,103.9,15,470,11.5,2017-03-21 09:00:00+00:00,11.88666667,12.10333333,458.0333333,1,-7,104.8,2017-03-21 08:00:00+00:00,1,0,0.9,12.10333333,11.88666667
2017-03-21 09:00:00+00:00,-7,103.9,12.2,459,12.5,2017-03-21 10:00:00+00:00,11.88142857,12.71857143,494.4285714,1,-7,104.8,2017-03-21 09:00:00+00:00,1,0,0.9,12.71857143,11.88142857
2017-03-21 10:00:00+00:00,-7,103.9,9.5,527,14,2017-03-21 11:00:00+00:00,11.165,11.17833333,514.05,1,-7,104.8,2017-03-21 10:00:00+00:00,1,0,0.9,11.17833333,11.165
2017-03-21 11:00:00+00:00,-7,104,10.9,526,11.7,2017-03-21 12:00:00+00:00,9.812857143,9.782857143,526.6571429,1,-7,104.8,2017-03-21 11:00:00+00:00,1,0,0.8,9.782857143,9.812857143
2017-03-21 12:00:00+00:00,-7,104,9.7,527,9.9,2017-03-21 13:00:00+00:00,10.34857143,8.617142857,528.9285714,1,-7,104.8,2017-03-21 12:00:00+00:00,1,0,0.8,8.617142857,10.34857143
2017-03-21 13:00:00+00:00,-7,104.1,10.4,524,8.6,2017-03-21 14:00:00+00:00,11.92166667,6.835,540.75,1,-7,104.8,2017-03-21 13:00:00+00:00,1,0,0.7,6.835,11.92166667
2017-03-21 14:00:00+00:00,-7,104.1,11.1,556,6.6,2017-03-21 15:00:00+00:00,10.13428571,7.045714286,580.3142857,1,-7,104.8,2017-03-21 14:00:00+00:00,1,0,0.7,7.045714286,10.13428571
2017-03-21 15:00:00+00:00,-7,104.2,8.6,600,8.5,2017-03-21 16:00:00+00:00,9.555,7.785,601.1666667,1,-7,104.8,2017-03-21 15:00:00+00:00,1,0,0.6,7.785,9.555
2017-03-21 16:00:00+00:00,-7,104.2,9.7,594,8.4,2017-03-21 17:00:00+00:00,9.83,7.844285714,591.9142857,1,-7,104.8,2017-03-21 16:00:00+00:00,1,0,0.6,7.844285714,9.83
2017-03-21 17:00:00+00:00,-7,104.2,10.4,587,7.9,2017-03-21 18:00:00+00:00,12.09166667,6.348333333,565.7333333,1,-7,104.8,2017-03-21 17:00:00+00:00,1,0,0.6,6.348333333,12.09166667
2017-03-21 18:00:00+00:00,-7,104.3,11.8,570,6.3,2017-03-21 19:00:00+00:00,11.93714286,6.035714286,591.0285714,1,-7,104.8,2017-03-21 18:00:00+00:00,1,0,0.5,6.035714286,11.93714286
2017-03-21 19:00:00+00:00,-7,104.3,11,595,6.6,2017-03-21 20:00:00+00:00,10.58666667,6.551666667,626.3833333,1,-7,104.8,2017-03-21 19:00:00+00:00,1,0,0.5,6.551666667,10.58666667
2017-03-21 20:00:00+00:00,-7,104.4,9.8,626,7.9,2017-03-21 21:00:00+00:00,11.63428571,6.96,600.9428571,1,-7,104.8,2017-03-21 20:00:00+00:00,1,0,0.4,6.96,11.63428571
2017-03-21 21:00:00+00:00,-7,104.4,11.6,619,8.1,2017-03-21 22:00:00+00:00,11.385,7.41,619.7166667,1,-7,104.8,2017-03-21 21:00:00+00:00,1,0,0.4,7.41,11.385
2017-03-21 22:00:00+00:00,-7,104.4,10.7,614,8,2017-03-21 23:00:00+00:00,11.39066667,7.094,597.38,1,-7,104.8,2017-03-21 22:00:00+00:00,1,0,0.4,7.094,11.39066667
2017-03-21 23:00:00+00:00,-7,104.5,11.6,598,7.8,2017-03-22 00:00:00+00:00,12.06423077,6.638846154,588.2346154,1,-7,105.8,2017-03-21 23:00:00+00:00,1,0,1.3,6.638846154,12.06423077
2017-03-22 00:00:00+00:00,-7,104.5,12.4,584,7.4,2017-03-22 01:00:00+00:00,12.11352941,6.376470588,578.5882353,1,-7,105.8,2017-03-22 00:00:00+00:00,1,0,1.3,6.376470588,12.11352941
2017-03-22 04:00:00+00:00,-7,104.7,8.2,613,3.8,2017-03-22 05:00:00+00:00,7.608333333,3.396666667,624.6,1,-7,105.8,2017-03-22 04:00:00+00:00,1,0,1.1,3.396666667,7.608333333
2017-03-22 05:00:00+00:00,-7,104.7,7.9,630,3.9,2017-03-22 06:00:00+00:00,7.856666667,3.595,623.75,1,-7,105.8,2017-03-22 05:00:00+00:00,1,0,1.1,3.595,7.856666667
2017-03-22 06:00:00+00:00,-7,104.8,7.6,632,4.2,2017-03-22 07:00:00+00:00,7.748571429,3.898571429,609.3,1,-7,105.8,2017-03-22 06:00:00+00:00,1,0,1,3.898571429,7.748571429
2017-03-22 07:00:00+00:00,-7,104.8,8,626,4.4,2017-03-22 08:00:00+00:00,8.801666667,3.341666667,624.9333333,1,-7,105.8,2017-03-22 07:00:00+00:00,1,0,1,3.341666667,8.801666667
2017-03-22 08:00:00+00:00,-7,104.9,9.1,634,4.2,2017-03-22 09:00:00+00:00,8.087142857,3.57,635.8,1,-7,105.8,2017-03-22 08:00:00+00:00,1,0,0.9,3.57,8.087142857
2017-03-22 09:00:00+00:00,-7,104.9,7.4,646,4.2,2017-03-22 10:00:00+00:00,7.55,3.231666667,656.9,1,-7,105.8,2017-03-22 09:00:00+00:00,1,0,0.9,3.231666667,7.55
2017-03-22 10:00:00+00:00,-7,104.9,7.1,665,3.8,2017-03-22 11:00:00+00:00,7.43,2.473333333,670.6,1,-7,105.8,2017-03-22 10:00:00+00:00,1,0,0.9,2.473333333,7.43
2017-03-22 18:00:00+00:00,-7,105.3,6.1,656,2.3,2017-03-22 19:00:00+00:00,5.733333333,2.28,637.0333333,1,-7,105.8,2017-03-22 18:00:00+00:00,1,0,0.5,2.28,5.733333333
2017-03-22 19:00:00+00:00,-7,105.3,5.5,640,2.6,2017-03-22 20:00:00+00:00,4.92,2.24,655.7,1,-7,105.8,2017-03-22 19:00:00+00:00,1,0,0.5,2.24,4.92
2017-03-22 23:00:00+00:00,-7,105.5,3,670,1.6,2017-03-23 00:00:00+00:00,3.278461538,1.168461538,646.2153846,1,-6.9,106.8,2017-03-22 23:00:00+00:00,1,0.1,1.3,1.168461538,3.278461538
2017-03-23 00:00:00+00:00,-7,105.5,3,668,1.4,2017-03-23 01:00:00+00:00,3.033076923,1.121923077,633.6,1,-6.9,106.8,2017-03-23 00:00:00+00:00,1,0.1,1.3,1.121923077,3.033076923
2017-03-23 01:00:00+00:00,-7,105.6,3,635,1.3,2017-03-23 02:00:00+00:00,3.367058824,1.007647059,646.2470588,1,-6.9,106.8,2017-03-23 01:00:00+00:00,1,0.1,1.2,1.007647059,3.367058824
2017-03-23 04:00:00+00:00,-7,105.7,2.7,627,1.1,2017-03-23 05:00:00+00:00,2.318333333,1.231666667,608.8166667,1,-6.9,106.8,2017-03-23 04:00:00+00:00,1,0.1,1.1,1.231666667,2.318333333
2017-03-23 05:00:00+00:00,-7,105.7,2.4,626,1.3,2017-03-23 06:00:00+00:00,2.211538462,1.141538462,604.7692308,1,-6.9,106.8,2017-03-23 05:00:00+00:00,1,0.1,1.1,1.141538462,2.211538462
2017-03-23 06:00:00+00:00,-7,105.8,2.6,617,1.3,2017-03-23 07:00:00+00:00,2.241052632,1.220526316,602.1157895,1,-6.9,106.8,2017-03-23 06:00:00+00:00,1,0.1,1,1.220526316,2.241052632
2017-03-23 07:00:00+00:00,-7,105.8,2.5,616,1.5,2017-03-23 08:00:00+00:00,2.66,1.207142857,574.0857143,1,-6.9,106.8,2017-03-23 07:00:00+00:00,1,0.1,1,1.207142857,2.66
2017-03-23 08:00:00+00:00,-7,105.9,2.9,578,1.3,2017-03-23 09:00:00+00:00,2.648333333,1.835,575.7833333,1,-6.9,106.8,2017-03-23 08:00:00+00:00,1,0.1,0.9,1.835,2.648333333
2017-03-23 09:00:00+00:00,-7,105.9,2.9,587,2,2017-03-23 10:00:00+00:00,3.044285714,3.468571429,573.5571429,1,-6.9,106.8,2017-03-23 09:00:00+00:00,1,0.1,0.9,3.468571429,3.044285714
2017-03-23 10:00:00+00:00,-7,105.9,3,583,4.3,2017-03-23 11:00:00+00:00,4.158333333,3.73,554.9833333,1,-6.9,106.8,2017-03-23 10:00:00+00:00,1,0.1,0.9,3.73,4.158333333
2017-03-23 11:00:00+00:00,-7,106,4.1,564,4.5,2017-03-23 12:00:00+00:00,4.68,3.704285714,542.4428571,1,-6.9,106.8,2017-03-23 11:00:00+00:00,1,0.1,0.8,3.704285714,4.68
