,EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncc,EPOCH_TIME__yyyy-mm-ddThh:mm:ss.sssZ,ARTEMIS_MAG_AVG_nt,ARTEMIS_DENSITY_Ncc,ARTEMIS_SPEED_kms,ARTEMIS_DIST_AU,ARTEMIS_LAT_DEG,ARTEMIS_LONG_DEG,new_time,Time_offset_hours,LAT_DIFF_deg,LONG_DIFF_deg,SCALED_ARTEMIS_DENSITY,SCALED_ARTEMIS_MAG_AVG
0,2017-03-17 09:00:00+00:00,-7.1,99.9,2.6,347.0,6.7,2017-03-17 10:00:00+00:00,2.946,5.778999999999999,337.2299999999999,1.0,-7.099999999999997,100.79999999999997,2017-03-17 09:00:00+00:00,1,2.6645352591003757e-15,0.899999999999963,5.778999999999999,2.946
1,2017-03-17 10:00:00+00:00,-7.1,99.9,2.7,348.0,6.6,2017-03-17 11:00:00+00:00,2.7449999999999983,5.808846153846156,337.35769230769216,1.0,-7.100000000000004,100.8000000000001,2017-03-17 10:00:00+00:00,1,4.440892098500626e-15,0.900000000000091,5.808846153846156,2.7449999999999983
2,2017-03-17 11:00:00+00:00,-7.1,100.0,2.7,345.0,6.6,2017-03-17 12:00:00+00:00,2.773076923076924,5.672307692307693,337.2423076923077,1.0,-7.100000000000004,100.8000000000001,2017-03-17 11:00:00+00:00,1,4.440892098500626e-15,0.8000000000000966,5.672307692307693,2.773076923076924
3,2017-03-17 12:00:00+00:00,-7.1,100.0,2.6,345.0,6.5,2017-03-17 13:00:00+00:00,2.824814814814814,5.60074074074074,334.55555555555554,1.0,-7.100000000000005,100.8000000000001,2017-03-17 12:00:00+00:00,1,5.329070518200751e-15,0.8000000000000966,5.60074074074074,2.824814814814814
4,2017-03-17 13:00:00+00:00,-7.1,100.1,2.9,344.0,6.6,2017-03-17 14:00:00+00:00,3.2057692307692327,6.133461538461537,335.0076923076923,1.0,-7.100000000000004,100.8000000000001,2017-03-17 13:00:00+00:00,1,4.440892098500626e-15,0.7000000000001023,6.133461538461537,3.2057692307692327
5,2017-03-17 14:00:00+00:00,-7.1,100.1,3.1,343.0,6.8,2017-03-17 15:00:00+00:00,2.9815789473684218,5.696315789473684,329.8,1.0,-7.099999999999997,100.80000000000007,2017-03-17 14:00:00+00:00,1,2.6645352591003757e-15,0.7000000000000739,5.696315789473684,2.9815789473684218
6,2017-03-17 15:00:00+00:00,-7.1,100.2,3.1,336.0,6.8,2017-03-17 16:00:00+00:00,3.1342857142857135,5.667142857142857,327.90000000000003,1.0,-7.099999999999999,100.79999999999997,2017-03-17 15:00:00+00:00,1,8.881784197001252e-16,0.5999999999999659,5.667142857142857,3.1342857142857135
7,2017-03-17 16:00:00+00:00,-7.1,100.2,3.2,334.0,6.5,2017-03-17 17:00:00+00:00,2.848333333333333,5.843333333333333,331.0666666666666,1.0,-7.099999999999999,100.79999999999997,2017-03-17 16:00:00+00:00,1,8.881784197001252e-16,0.5999999999999659,5.843333333333333,2.848333333333333
8,2017-03-17 17:00:00+00:00,-7.1,100.2,3.1,333.0,6.3,2017-03-17 18:00:00+00:00,2.999999999999999,5.492857142857143,329.04285714285703,1.0,-7.099999999999999,100.79999999999997,2017-03-17 17:00:00+00:00,1,8.881784197001252e-16,0.5999999999999659,5.492857142857143,2.999999999999999
9,2017-03-17 18:00:00+00:00,-7.1,100.3,3.0,333.0,6.5,2017-03-17 19:00:00+00:00,2.798333333333334,5.656249999999997,320.6916666666666,1.0,-7.100000000000002,100.80000000000008,2017-03-17 18:00:00+00:00,1,2.6645352591003757e-15,0.5000000000000853,5.656249999999997,2.798333333333334
