EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_BR_nT,OMNI_BT_nT,OMNI_BN_nT,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncm3,OMNI_TEMP_DegK
 1972-04-01T01:00:00.000Z,-6.5,115.9,-2.8,1.3,2.9,5.5,442,8,136383
 1972-04-01T02:00:00.000Z,-6.5,115.9,-3.1,0.8,2.1,4.5,443,7.9,144213
 1972-04-01T03:00:00.000Z,-6.5,115.9,-0.7,1.5,2.4,3.9,452,7.4,146242
 1972-04-01T04:00:00.000Z,-6.5,116,-2.6,0.3,1.5,4.6,446,6.7,134737
 1972-04-01T05:00:00.000Z,-6.5,116,-2.9,2.4,0.8,4.8,445,7,124431
 1972-04-01T06:00:00.000Z,-6.5,116.1,-2,2.6,-2.7,5.2,446,7.3,106439
 1972-04-01T07:00:00.000Z,-6.5,116.1,0,4.6,-1.6,5.4,449,6.8,105705
 1972-04-01T08:00:00.000Z,-6.5,116.1,-1.7,1,-3,5.5,448,7.1,104536
 1972-04-01T09:00:00.000Z,-6.5,116.2,-3.6,0.8,-2.2,5.1,443,8.1,109785
 1972-04-01T10:00:00.000Z,-6.5,116.2,-6,2.4,0.7,6.9,429,9.2,114587
 1972-04-01T11:00:00.000Z,-6.5,116.3,-4.6,3.6,1.3,6.5,428,8.1,105948
 1972-04-01T12:00:00.000Z,-6.5,116.3,-2.6,4.6,-0.3,6.3,431,9.3,112096
 1972-04-01T13:00:00.000Z,-6.5,116.3,-5.1,4.2,1.5,7.5,418,7.3,91671
 1972-04-01T14:00:00.000Z,-6.5,116.4,-6.5,4.1,2.1,8.4,414,6.9,77125
 1972-04-01T15:00:00.000Z,-6.5,116.4,-2.2,0,4.7,6.5,450,10,110126
 1972-04-01T16:00:00.000Z,-6.5,116.5,-2.6,-0.1,3.1,5.8,465,8,175414
 1972-04-01T17:00:00.000Z,-6.5,116.5,-1.9,2.6,-1.2,5.7,501,5.8,254119
 1972-04-01T18:00:00.000Z,-6.5,116.6,-1.3,3.7,0.9,6.2,510,5.6,259395
 1972-04-01T19:00:00.000Z,-6.5,116.6,-2,4.4,-0.6,6.7,505,5.4,244666
 1972-04-01T20:00:00.000Z,-6.5,116.6,-1.3,2.4,2,6,516,5.6,259328
 1972-04-01T21:00:00.000Z,-6.5,116.7,-3.5,4.8,-0.4,6.3,503,5.5,244813
 1972-04-01T22:00:00.000Z,-6.5,116.7,-0.6,5,-2,6.2,523,4.4,227051
 1972-04-01T23:00:00.000Z,-6.5,116.8,-1.5,2.8,0.5,5.5,515,4.3,221204
 1972-04-02T00:00:00.000Z,-6.5,116.8,-3.6,3.2,1.6,5.9,508,4.4,238592
 1972-04-02T01:00:00.000Z,-6.5,116.8,-2.6,3.5,0.6,5.6,511,4.6,208554
 1972-04-02T02:00:00.000Z,-6.5,116.9,-2.5,2.9,-3.3,5.6,507,4.5,186026
 1972-04-02T03:00:00.000Z,-6.5,116.9,-3.1,3.6,-2.3,5.5,508,4.2,172616
 1972-04-02T04:00:00.000Z,-6.5,117,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T05:00:00.000Z,-6.5,117,-3.6,2.4,1.6,6.2,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T06:00:00.000Z,-6.5,117,-3.8,3.3,-0.2,5.8,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T07:00:00.000Z,-6.5,117.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T08:00:00.000Z,-6.5,117.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T09:00:00.000Z,-6.5,117.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T10:00:00.000Z,-6.5,117.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T11:00:00.000Z,-6.5,117.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T12:00:00.000Z,-6.5,117.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T13:00:00.000Z,-6.4,117.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T14:00:00.000Z,-6.4,117.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T15:00:00.000Z,-6.4,117.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T16:00:00.000Z,-6.4,117.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T17:00:00.000Z,-6.4,117.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T18:00:00.000Z,-6.4,117.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T19:00:00.000Z,-6.4,117.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-04-02T20:00:00.000Z,-6.4,117.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
