EPOCH_TIME__yyyy-mm-ddThh:mm:ss.sssZ,IonDensityN_cc,VTH_ION_FULL_ESA-B__km/s,X_(@_x_)_Re,Y_(@_y_)_Re,Z_(@_z_)_Re,X_(@_x_)_Rm,Y_(@_y_)_Rm,Z_(@_z_)_Rm
2019-08-01T00:08:17.788Z,4.37,469.4,56.31,0.711,1.821,-0.801,9.07,0.44
2019-08-01T00:17:29.515Z,5.09,496.2,56.33,0.822,1.828,-0.726,9.156,0.436
2019-08-01T00:26:41.243Z,5.1,476,56.349,0.933,1.836,-0.655,9.243,0.433
2019-08-01T00:35:52.971Z,4.3,480.7,56.37,1.043,1.842,-0.58,9.319,0.426
2019-08-01T00:45:04.698Z,3.39,477.8,56.389,1.151,1.849,-0.509,9.394,0.422
2019-08-01T00:54:16.426Z,4.9,493.7,56.409,1.259,1.856,-0.438,9.468,0.419
2019-08-01T01:03:28.154Z,4.19,482.8,56.429,1.367,1.863,-0.36,9.539,0.416
2019-08-01T01:12:39.881Z,2.27,522.4,56.448,1.473,1.87,-0.286,9.607,0.411
2019-08-01T01:21:51.608Z,2.23,528.3,56.468,1.578,1.876,-0.214,9.67,0.404
2019-08-01T01:31:03.336Z,2.04,537.8,56.487,1.683,1.883,-0.139,9.73,0.4
2019-08-01T01:40:15.063Z,2.07,549.1,56.506,1.787,1.889,-0.068,9.787,0.392
2019-08-01T01:49:26.790Z,2.14,523.6,56.525,1.889,1.896,0.007,9.841,0.389
2019-08-01T01:58:38.517Z,1.96,523.7,56.544,1.991,1.903,0.084,9.89,0.384
2019-08-01T02:07:50.244Z,2.03,523.9,56.563,2.093,1.909,0.157,9.942,0.378
2019-08-01T02:17:01.971Z,1.91,537.9,56.581,2.193,1.916,0.228,9.987,0.374
2019-08-01T02:26:13.697Z,1.79,536,56.6,2.293,1.922,0.305,10.031,0.367
2019-08-01T02:35:25.424Z,1.66,533.4,56.619,2.392,1.928,0.381,10.071,0.359
2019-08-01T02:44:37.151Z,1.91,518.5,56.636,2.49,1.935,0.452,10.107,0.352
2019-08-01T02:53:48.878Z,1.93,519.2,56.655,2.588,1.941,0.526,10.143,0.348
2019-08-01T03:03:00.604Z,1.85,520.7,56.673,2.684,1.947,0.602,10.17,0.341
2019-08-01T03:12:12.331Z,2.03,519.3,56.69,2.78,1.954,0.673,10.201,0.337
2019-08-01T03:21:24.058Z,1.89,513.6,56.708,2.875,1.96,0.745,10.227,0.329
2019-08-01T03:30:35.785Z,1.96,514.8,56.725,2.97,1.967,0.819,10.251,0.323
2019-08-01T03:39:47.511Z,1.52,545.7,56.743,3.064,1.973,0.893,10.272,0.318
2019-08-01T03:48:59.238Z,1.68,545.9,56.76,3.157,1.978,0.964,10.291,0.308
2019-08-01T03:58:10.964Z,1.75,538,56.776,3.249,1.985,1.036,10.303,0.304
2019-08-01T04:07:22.691Z,1.87,550.8,56.793,3.341,1.991,1.108,10.318,0.296
2019-08-01T04:16:34.417Z,1.95,553.6,56.81,3.431,1.997,1.182,10.324,0.288
2019-08-01T04:25:46.143Z,1.86,557.1,56.826,3.521,2.003,1.253,10.332,0.283
2019-08-01T04:34:57.869Z,1.74,546.8,56.842,3.611,2.009,1.324,10.339,0.275
2019-08-01T04:44:09.595Z,1.77,541,56.857,3.699,2.015,1.395,10.342,0.268
2019-08-01T04:53:21.321Z,1.84,539.2,56.873,3.787,2.021,1.466,10.341,0.26
2019-08-01T05:02:33.047Z,1.79,530.4,56.889,3.874,2.027,1.535,10.335,0.255
2019-08-01T05:11:44.773Z,1.83,545.1,56.903,3.961,2.033,1.605,10.332,0.246
2019-08-01T05:20:56.499Z,1.63,537.7,56.919,4.046,2.039,1.676,10.321,0.238
2019-08-01T05:30:08.225Z,1.92,538.1,56.933,4.131,2.045,1.744,10.31,0.234
2019-08-01T05:39:19.951Z,1.88,545.9,56.948,4.216,2.05,1.812,10.297,0.224
2019-08-01T05:48:31.677Z,1.86,544.5,56.962,4.299,2.057,1.882,10.28,0.216
2019-08-01T05:57:43.403Z,1.86,542.1,56.976,4.383,2.062,1.949,10.263,0.206
2019-08-01T06:06:55.129Z,1.89,548.2,56.99,4.464,2.068,2.017,10.24,0.202
2019-08-01T06:16:06.855Z,1.91,536.2,57.003,4.546,2.074,2.084,10.218,0.194
2019-08-01T06:25:18.580Z,1.97,544.6,57.016,4.627,2.08,2.15,10.189,0.186
2019-08-01T06:34:30.306Z,1.81,537,57.029,4.707,2.086,2.215,10.159,0.18
2019-08-01T06:43:42.032Z,1.72,524.5,57.041,4.786,2.091,2.282,10.127,0.17
2019-08-01T06:52:53.757Z,1.93,530.2,57.054,4.865,2.097,2.347,10.094,0.161
2019-08-01T07:02:05.483Z,1.96,529.4,57.066,4.943,2.103,2.41,10.056,0.157
2019-08-01T07:11:17.208Z,1.9,529.6,57.077,5.02,2.108,2.473,10.015,0.147
2019-08-01T07:20:28.933Z,1.72,538.5,57.089,5.096,2.114,2.536,9.974,0.138
2019-08-01T07:29:40.659Z,1.78,535.4,57.1,5.172,2.12,2.595,9.931,0.132
2019-08-01T07:38:52.384Z,1.79,530.7,57.111,5.247,2.125,2.659,9.881,0.121
2019-08-01T07:48:04.109Z,1.78,524.5,57.121,5.322,2.131,2.718,9.832,0.114
2019-08-01T07:57:15.834Z,1.71,534.8,57.131,5.395,2.137,2.778,9.78,0.109
2019-08-01T08:06:27.559Z,1.88,521,57.141,5.468,2.142,2.84,9.721,0.099
2019-08-01T08:16:09.457Z,1.81,524.1,57.151,5.544,2.148,2.902,9.663,0.089
2019-08-01T08:18:27.388Z,2.09,520.5,57.153,5.562,2.149,2.915,9.646,0.088
2019-08-01T08:20:45.319Z,2.02,526.8,57.156,5.58,2.151,2.929,9.632,0.084
2019-08-01T08:23:03.250Z,1.9,532.1,57.158,5.597,2.152,2.945,9.616,0.084
2019-08-01T08:25:21.182Z,1.97,519,57.16,5.615,2.153,2.959,9.602,0.081
2019-08-01T08:27:39.113Z,1.92,515,57.163,5.633,2.155,2.972,9.585,0.078
2019-08-01T08:29:57.044Z,1.73,518.6,57.165,5.651,2.157,2.989,9.569,0.081
2019-08-01T08:32:14.975Z,1.91,522.5,57.167,5.668,2.158,3.002,9.552,0.076
2019-08-01T08:34:32.907Z,1.87,519.6,57.17,5.686,2.16,3.017,9.535,0.073
2019-08-01T08:36:50.838Z,1.8,524.5,57.172,5.704,2.161,3.032,9.522,0.073
2019-08-01T08:39:08.769Z,1.96,535.8,57.173,5.721,2.162,3.042,9.505,0.07
2019-08-01T08:41:26.701Z,1.76,533.8,57.175,5.738,2.163,3.058,9.487,0.066
2019-08-01T08:43:44.632Z,1.74,536.5,57.178,5.756,2.165,3.072,9.471,0.066
2019-08-01T08:46:02.563Z,1.65,543.8,57.18,5.773,2.166,3.088,9.455,0.062
2019-08-01T08:48:20.495Z,1.88,545.8,57.181,5.79,2.167,3.098,9.437,0.059
2019-08-01T08:50:38.426Z,1.88,543.3,57.184,5.807,2.169,3.112,9.417,0.06
2019-08-01T08:52:56.357Z,1.96,547.5,57.186,5.825,2.171,3.128,9.401,0.059
2019-08-01T08:55:14.289Z,1.78,546,57.188,5.842,2.172,3.14,9.384,0.055
2019-08-01T08:57:32.220Z,1.82,539.2,57.19,5.859,2.174,3.154,9.363,0.055
2019-08-01T08:59:50.151Z,1.85,532.8,57.192,5.876,2.175,3.168,9.346,0.051
2019-08-01T09:02:08.082Z,1.74,539.4,57.193,5.893,2.176,3.181,9.329,0.048
2019-08-01T09:04:26.014Z,1.67,543,57.195,5.91,2.177,3.194,9.309,0.048
2019-08-01T09:06:43.945Z,1.71,531.6,57.197,5.927,2.179,3.208,9.291,0.044
2019-08-01T09:09:01.876Z,1.68,550.9,57.199,5.943,2.18,3.22,9.271,0.044
2019-08-01T09:11:19.808Z,1.65,547.4,57.2,5.96,2.181,3.234,9.253,0.04
2019-08-01T09:13:37.739Z,1.7,542.1,57.203,5.977,2.183,3.248,9.234,0.038
2019-08-01T09:15:55.670Z,1.74,533.7,57.204,5.993,2.184,3.26,9.214,0.037
2019-08-01T09:18:13.601Z,1.96,527.6,57.206,6.011,2.185,3.276,9.196,0.033
2019-08-01T09:20:31.533Z,1.84,534.5,57.208,6.027,2.187,3.286,9.174,0.031
2019-08-01T09:22:49.464Z,1.54,537.1,57.209,6.044,2.188,3.3,9.156,0.03
2019-08-01T09:25:07.395Z,1.79,538.1,57.211,6.06,2.19,3.313,9.135,0.029
2019-08-01T09:27:25.327Z,2.02,524.4,57.212,6.077,2.191,3.326,9.115,0.026
2019-08-01T09:29:43.258Z,2,534,57.214,6.093,2.193,3.336,9.094,0.026
2019-08-01T09:32:01.189Z,2.09,532.2,57.216,6.109,2.194,3.352,9.073,0.022
2019-08-01T09:34:19.120Z,2.01,535.3,57.217,6.126,2.195,3.364,9.055,0.02
2019-08-01T09:36:37.052Z,2.03,534.4,57.219,6.142,2.197,3.375,9.032,0.018
2019-08-01T09:38:54.983Z,1.92,536.6,57.22,6.158,2.198,3.389,9.012,0.015
2019-08-01T09:41:12.914Z,1.95,534.5,57.222,6.175,2.199,3.401,8.991,0.012
2019-08-01T09:43:30.845Z,1.96,529.5,57.223,6.191,2.201,3.413,8.967,0.013
2019-08-01T09:45:48.777Z,1.94,531,57.225,6.207,2.202,3.428,8.947,0.008
2019-08-01T09:48:06.708Z,1.94,529.1,57.226,6.223,2.203,3.437,8.926,0.007
2019-08-01T09:50:24.639Z,1.91,531.5,57.227,6.239,2.205,3.451,8.904,0.006
2019-08-01T09:52:42.570Z,1.83,546,57.229,6.255,2.206,3.464,8.881,0.001
2019-08-01T09:55:00.502Z,1.89,531.8,57.23,6.27,2.208,3.473,8.857,0.004
2019-08-01T09:57:18.433Z,1.94,527.7,57.231,6.286,2.209,3.486,8.836,-0.001
2019-08-01T09:59:36.364Z,1.95,525.8,57.233,6.302,2.211,3.5,8.814,-0.004
2019-08-01T10:01:54.295Z,2.1,513.7,57.234,6.317,2.212,3.509,8.789,-0.004
2019-08-01T10:04:12.227Z,2.01,520.7,57.235,6.333,2.213,3.522,8.767,-0.007
2019-08-01T10:06:30.158Z,1.94,524.1,57.236,6.349,2.215,3.534,8.744,-0.009
2019-08-01T10:08:48.089Z,1.99,526.9,57.237,6.365,2.216,3.543,8.719,-0.011
2019-08-01T10:11:06.020Z,2.07,526.6,57.238,6.38,2.217,3.555,8.695,-0.015
2019-08-01T10:13:23.951Z,1.99,532.7,57.239,6.396,2.218,3.568,8.673,-0.017
2019-08-01T10:15:41.883Z,2.06,526.2,57.241,6.411,2.22,3.581,8.648,-0.017
2019-08-01T10:17:59.814Z,1.97,529.1,57.241,6.426,2.221,3.587,8.623,-0.022
2019-08-01T10:20:17.745Z,1.91,531.9,57.242,6.442,2.223,3.6,8.6,-0.019
2019-08-01T10:22:35.676Z,2.02,533.1,57.244,6.457,2.224,3.613,8.576,-0.024
2019-08-01T10:24:53.607Z,2.19,511.2,57.244,6.472,2.226,3.623,8.55,-0.026
2019-08-01T10:27:11.539Z,2.03,525.7,57.245,6.487,2.227,3.636,8.525,-0.026
2019-08-01T10:29:29.470Z,2.13,524.3,57.246,6.502,2.228,3.644,8.5,-0.031
2019-08-01T10:31:47.401Z,2.09,527.9,57.247,6.518,2.23,3.656,8.474,-0.033
2019-08-01T10:34:05.332Z,1.86,528.4,57.248,6.533,2.231,3.668,8.449,-0.033
2019-08-01T10:36:23.263Z,2.19,516.3,57.248,6.547,2.232,3.678,8.422,-0.037
2019-08-01T10:38:41.195Z,2.08,513.6,57.249,6.562,2.234,3.688,8.396,-0.038
2019-08-01T10:40:59.126Z,1.98,512,57.25,6.577,2.235,3.697,8.37,-0.04
2019-08-01T10:43:17.057Z,1.7,515.4,57.251,6.592,2.236,3.709,8.343,-0.044
2019-08-01T10:45:34.988Z,1.73,509.6,57.251,6.606,2.238,3.717,8.317,-0.044
2019-08-01T10:47:52.919Z,1.63,528.3,57.252,6.621,2.239,3.73,8.29,-0.047
2019-08-01T10:50:10.850Z,1.76,516.3,57.253,6.636,2.241,3.742,8.264,-0.048
2019-08-01T10:52:28.782Z,1.7,517.5,57.253,6.65,2.242,3.75,8.236,-0.049
2019-08-01T10:54:46.713Z,1.81,510.9,57.254,6.665,2.243,3.761,8.208,-0.054
2019-08-01T10:57:04.644Z,1.98,516.4,57.254,6.679,2.245,3.77,8.182,-0.055
2019-08-01T10:59:22.575Z,1.92,523.1,57.255,6.694,2.246,3.779,8.154,-0.056
2019-08-01T11:01:40.506Z,1.91,526,57.255,6.708,2.248,3.787,8.125,-0.059
2019-08-01T11:03:58.438Z,1.92,525.3,57.255,6.722,2.249,3.796,8.095,-0.059
2019-08-01T11:06:16.369Z,1.98,525.9,57.256,6.737,2.25,3.808,8.069,-0.062
2019-08-01T11:08:34.300Z,1.91,523.1,57.256,6.75,2.252,3.816,8.04,-0.066
2019-08-01T11:10:52.231Z,1.88,524.5,57.256,6.765,2.253,3.825,8.011,-0.066
2019-08-01T11:13:10.162Z,1.95,524,57.257,6.779,2.254,3.837,7.983,-0.07
2019-08-01T11:15:28.094Z,1.97,531.1,57.257,6.793,2.255,3.845,7.954,-0.072
2019-08-01T11:17:46.025Z,2.02,523.5,57.257,6.807,2.257,3.854,7.925,-0.072
2019-08-01T11:20:03.956Z,1.94,529.3,57.257,6.82,2.258,3.862,7.892,-0.077
2019-08-01T11:22:21.888Z,1.87,531.6,57.257,6.834,2.26,3.871,7.863,-0.075
2019-08-01T11:24:39.819Z,1.86,525.2,57.257,6.848,2.261,3.879,7.834,-0.079
2019-08-01T11:26:57.750Z,1.99,515.9,57.257,6.862,2.263,3.888,7.805,-0.081
2019-08-01T11:29:15.681Z,1.8,518.8,57.257,6.876,2.264,3.896,7.772,-0.082
2019-08-01T11:31:33.613Z,1.88,518.1,57.257,6.889,2.265,3.904,7.743,-0.086
2019-08-01T11:33:51.544Z,1.79,521.3,57.257,6.902,2.267,3.913,7.711,-0.088
2019-08-01T11:36:09.475Z,1.88,520.4,57.257,6.916,2.268,3.921,7.681,-0.089
2019-08-01T11:38:27.406Z,1.96,514.3,57.257,6.93,2.269,3.93,7.651,-0.092
2019-08-01T11:40:45.338Z,2.06,514.5,57.257,6.943,2.271,3.938,7.617,-0.093
2019-08-01T11:43:03.269Z,1.88,519,57.257,6.956,2.272,3.947,7.587,-0.095
2019-08-01T11:45:21.200Z,1.9,514.4,57.257,6.969,2.273,3.954,7.554,-0.099
2019-08-01T11:47:39.132Z,1.96,509.5,57.256,6.983,2.275,3.96,7.524,-0.099
2019-08-01T11:49:57.063Z,1.77,516.9,57.256,6.996,2.276,3.968,7.49,-0.103
2019-08-01T11:52:14.994Z,1.95,516.5,57.256,7.008,2.277,3.976,7.456,-0.105
2019-08-01T11:54:32.925Z,1.95,514.9,57.255,7.022,2.279,3.981,7.424,-0.105
2019-08-01T11:56:50.857Z,1.9,516.5,57.255,7.035,2.28,3.99,7.392,-0.109
2019-08-01T11:59:08.788Z,1.92,514.1,57.254,7.048,2.282,3.998,7.358,-0.107
2019-08-01T12:01:26.719Z,2.1,518.2,57.254,7.06,2.283,4.005,7.323,-0.112
2019-08-01T12:03:44.650Z,1.98,514.9,57.253,7.073,2.285,4.011,7.291,-0.114
2019-08-01T12:06:02.582Z,1.88,519.2,57.252,7.086,2.286,4.016,7.258,-0.114
2019-08-01T12:08:20.513Z,1.91,516,57.252,7.099,2.287,4.025,7.224,-0.117
2019-08-01T12:10:38.444Z,2.03,509.7,57.251,7.111,2.289,4.029,7.188,-0.119
2019-08-01T12:12:56.375Z,1.9,514.4,57.25,7.124,2.29,4.034,7.153,-0.121
2019-08-01T12:15:14.307Z,1.91,511.6,57.25,7.136,2.291,4.043,7.119,-0.125
2019-08-01T12:17:32.238Z,1.84,505.9,57.249,7.149,2.293,4.051,7.085,-0.125
2019-08-01T12:19:50.169Z,1.9,514.7,57.248,7.161,2.294,4.056,7.051,-0.128
2019-08-01T12:22:08.100Z,2.01,518.6,57.247,7.173,2.295,4.061,7.01,-0.132
2019-08-01T12:24:26.032Z,1.99,508.7,57.246,7.185,2.297,4.065,6.977,-0.13
2019-08-01T12:26:43.963Z,1.94,515.2,57.245,7.197,2.298,4.07,6.942,-0.135
2019-08-01T12:29:01.894Z,1.92,518.2,57.244,7.209,2.3,4.078,6.906,-0.132
2019-08-01T12:31:19.825Z,2.02,516.9,57.243,7.221,2.301,4.082,6.868,-0.137
2019-08-01T12:33:37.757Z,1.96,505,57.241,7.233,2.303,4.086,6.832,-0.139
2019-08-01T12:35:55.688Z,1.99,506.8,57.24,7.245,2.304,4.089,6.793,-0.139
2019-08-01T12:38:13.619Z,1.99,506.5,57.239,7.257,2.305,4.098,6.759,-0.143
2019-08-01T12:40:31.550Z,2.08,506.5,57.238,7.269,2.307,4.102,6.72,-0.145
2019-08-01T12:42:49.481Z,2.01,504.2,57.236,7.28,2.308,4.104,6.682,-0.147
2019-08-01T12:45:07.413Z,2.14,502.1,57.235,7.292,2.309,4.108,6.643,-0.15
2019-08-01T12:47:25.344Z,2.18,505.7,57.234,7.303,2.31,4.115,6.605,-0.15
2019-08-01T12:49:43.275Z,2.23,499,57.232,7.315,2.312,4.119,6.566,-0.153
2019-08-01T12:52:01.206Z,2.19,511.6,57.231,7.326,2.314,4.122,6.528,-0.154
2019-08-01T12:54:19.138Z,2.07,501.2,57.229,7.338,2.315,4.125,6.491,-0.155
2019-08-01T12:56:37.069Z,2.04,517.4,57.227,7.349,2.317,4.13,6.453,-0.158
2019-08-01T12:58:55.000Z,2.02,509.5,57.226,7.36,2.318,4.133,6.409,-0.158
2019-08-01T13:01:12.931Z,2.07,523.3,57.224,7.371,2.319,4.133,6.371,-0.161
2019-08-01T13:03:30.863Z,2.03,531.7,57.222,7.382,2.321,4.141,6.33,-0.165
2019-08-01T13:05:48.794Z,2.21,498.8,57.22,7.393,2.322,4.141,6.293,-0.165
2019-08-01T13:08:06.725Z,2.17,511.6,57.219,7.404,2.323,4.144,6.251,-0.169
2019-08-01T13:10:24.656Z,2.22,505.6,57.217,7.415,2.324,4.148,6.211,-0.171
2019-08-01T13:12:42.588Z,2.2,504.9,57.214,7.426,2.326,4.148,6.171,-0.171
2019-08-01T13:15:00.519Z,2.17,513.7,57.212,7.436,2.328,4.148,6.128,-0.172
2019-08-01T13:17:18.450Z,2.15,514,57.211,7.447,2.329,4.155,6.086,-0.174
2019-08-01T13:19:36.382Z,2.21,501.9,57.208,7.457,2.331,4.155,6.044,-0.176
2019-08-01T13:21:54.313Z,2.24,500.8,57.206,7.468,2.332,4.159,6.002,-0.176
2019-08-01T13:24:12.244Z,2.08,514.2,57.204,7.478,2.333,4.159,5.96,-0.18
2019-08-01T13:26:30.175Z,2.21,514.8,57.201,7.488,2.335,4.159,5.916,-0.183
2019-08-01T13:28:48.107Z,2.23,506.9,57.199,7.498,2.336,4.163,5.873,-0.183
2019-08-01T13:31:06.038Z,2.19,502,57.196,7.508,2.337,4.159,5.83,-0.187
2019-08-01T13:33:23.969Z,2.22,510.8,57.194,7.519,2.339,4.163,5.787,-0.187
2019-08-01T13:35:41.901Z,2.25,507.8,57.191,7.528,2.341,4.163,5.744,-0.187
2019-08-01T13:37:59.832Z,2.23,510.5,57.188,7.538,2.342,4.163,5.7,-0.191
2019-08-01T13:40:17.763Z,2.23,507.6,57.186,7.548,2.343,4.163,5.656,-0.191
2019-08-01T13:42:35.695Z,2.15,501.2,57.183,7.558,2.345,4.163,5.61,-0.194
2019-08-01T13:44:53.626Z,2.13,498.4,57.18,7.568,2.346,4.163,5.566,-0.198
2019-08-01T13:47:11.558Z,2.19,512.4,57.177,7.577,2.347,4.16,5.519,-0.198
2019-08-01T13:49:29.489Z,2.32,504.6,57.174,7.587,2.349,4.159,5.476,-0.2
2019-08-01T13:51:47.421Z,2.14,503.2,57.17,7.596,2.351,4.156,5.429,-0.198
2019-08-01T13:54:05.352Z,2.18,500.6,57.168,7.605,2.352,4.159,5.382,-0.202
2019-08-01T13:56:23.284Z,2.31,513.9,57.164,7.615,2.353,4.155,5.337,-0.204
2019-08-01T13:58:41.215Z,2.34,509.8,57.161,7.624,2.355,4.155,5.288,-0.205
2019-08-01T14:00:59.147Z,2.46,522.2,57.158,7.633,2.356,4.152,5.241,-0.209
2019-08-01T14:03:17.078Z,2.49,514.5,57.154,7.642,2.357,4.151,5.195,-0.209
2019-08-01T14:05:35.010Z,2.47,510.2,57.151,7.65,2.359,4.148,5.146,-0.211
2019-08-01T14:07:52.941Z,2.24,511.2,57.147,7.66,2.361,4.145,5.1,-0.213
2019-08-01T14:10:10.873Z,2.45,520.2,57.144,7.669,2.362,4.144,5.053,-0.213
2019-08-01T14:12:28.804Z,2.12,519.4,57.14,7.677,2.363,4.137,5.003,-0.216
2019-08-01T14:14:46.736Z,2.31,523.4,57.135,7.685,2.365,4.134,4.952,-0.216
2019-08-01T14:17:04.667Z,2.35,521.7,57.132,7.694,2.366,4.13,4.905,-0.22
2019-08-01T14:19:22.599Z,2.28,513.1,57.128,7.702,2.368,4.126,4.854,-0.22
2019-08-01T14:21:40.531Z,2.37,509.1,57.124,7.711,2.37,4.122,4.804,-0.22
2019-08-01T14:23:58.462Z,2.32,520.9,57.119,7.719,2.371,4.115,4.754,-0.224
2019-08-01T14:26:16.394Z,2.61,509.7,57.115,7.727,2.372,4.114,4.703,-0.224
2019-08-01T14:28:34.325Z,2.54,517.2,57.111,7.735,2.374,4.106,4.653,-0.226
2019-08-01T14:30:52.257Z,2.56,503.8,57.106,7.743,2.376,4.101,4.602,-0.224
2019-08-01T14:33:10.188Z,2.62,506.6,57.102,7.751,2.377,4.096,4.551,-0.228
2019-08-01T14:35:28.120Z,2.59,515.6,57.097,7.758,2.378,4.088,4.499,-0.231
2019-08-01T14:37:46.052Z,2.65,509,57.092,7.766,2.38,4.083,4.447,-0.231
2019-08-01T14:40:03.983Z,2.59,510.6,57.088,7.773,2.381,4.078,4.392,-0.235
2019-08-01T14:42:21.915Z,2.55,508.6,57.082,7.781,2.383,4.066,4.34,-0.235
2019-08-01T14:44:39.846Z,2.59,509.9,57.078,7.788,2.385,4.061,4.285,-0.235
2019-08-01T14:46:57.778Z,2.73,512.6,57.073,7.795,2.386,4.056,4.23,-0.238
2019-08-01T14:49:15.710Z,2.57,512.4,57.067,7.803,2.387,4.045,4.179,-0.238
2019-08-01T14:51:33.641Z,2.52,506.2,57.062,7.81,2.389,4.036,4.125,-0.24
2019-08-01T14:53:51.573Z,2.71,498.9,57.056,7.817,2.391,4.027,4.07,-0.239
2019-08-01T14:56:09.505Z,2.75,499.4,57.051,7.823,2.392,4.016,4.016,-0.242
2019-08-01T14:58:27.436Z,2.75,509.3,57.045,7.829,2.393,4.007,3.957,-0.246
2019-08-01T15:00:45.368Z,2.79,505,57.039,7.836,2.396,3.999,3.901,-0.242
2019-08-01T15:03:03.300Z,2.62,496.8,57.034,7.843,2.397,3.99,3.846,-0.246
2019-08-01T15:05:21.232Z,2.79,505.3,57.027,7.849,2.398,3.976,3.787,-0.246
2019-08-01T15:07:39.164Z,2.8,512.1,57.021,7.855,2.4,3.964,3.729,-0.248
2019-08-01T15:09:57.096Z,2.75,500.5,57.015,7.862,2.402,3.954,3.673,-0.249
2019-08-01T15:12:15.027Z,2.75,504.6,57.008,7.868,2.403,3.941,3.614,-0.249
2019-08-01T15:14:32.959Z,2.6,518.4,57.002,7.874,2.405,3.928,3.556,-0.251
2019-08-01T15:16:50.891Z,2.67,506.1,56.995,7.88,2.407,3.914,3.499,-0.249
2019-08-01T15:19:08.823Z,2.74,516.8,56.989,7.885,2.408,3.901,3.44,-0.253
2019-08-01T15:21:26.755Z,2.7,499.3,56.982,7.891,2.409,3.888,3.379,-0.255
2019-08-01T15:23:44.687Z,2.78,508.6,56.974,7.896,2.412,3.871,3.318,-0.253
2019-08-01T15:26:02.619Z,3.03,523.2,56.967,7.901,2.413,3.854,3.256,-0.257
2019-08-01T15:28:20.551Z,2.71,524,56.96,7.907,2.415,3.841,3.197,-0.254
2019-08-01T15:30:38.484Z,2.87,522.6,56.952,7.911,2.417,3.824,3.134,-0.257
2019-08-01T15:32:56.416Z,2.83,521.3,56.944,7.917,2.418,3.807,3.075,-0.257
2019-08-01T15:35:14.348Z,2.94,513.8,56.936,7.921,2.42,3.791,3.011,-0.258
2019-08-01T15:37:32.280Z,2.83,512.2,56.928,7.926,2.422,3.77,2.946,-0.258
2019-08-01T15:39:50.212Z,3.01,511.6,56.92,7.931,2.423,3.753,2.883,-0.26
2019-08-01T15:42:08.145Z,2.89,501.4,56.911,7.935,2.425,3.733,2.82,-0.26
2019-08-01T15:44:26.077Z,2.88,505.4,56.903,7.939,2.426,3.714,2.755,-0.26
2019-08-01T15:46:44.009Z,2.79,516.2,56.894,7.943,2.429,3.693,2.689,-0.26
2019-08-01T15:49:01.942Z,2.87,512.3,56.885,7.948,2.43,3.671,2.625,-0.26
2019-08-01T15:51:19.874Z,2.87,520.8,56.876,7.951,2.432,3.649,2.558,-0.262
2019-08-01T15:53:37.807Z,2.83,515.9,56.866,7.955,2.434,3.628,2.492,-0.264
2019-08-01T15:55:55.739Z,2.88,512.4,56.856,7.959,2.436,3.602,2.426,-0.26
2019-08-01T15:58:13.672Z,2.68,514.4,56.847,7.962,2.437,3.581,2.358,-0.264
2019-08-01T16:00:31.605Z,2.74,520.2,56.837,7.966,2.44,3.554,2.29,-0.26
2019-08-01T16:02:49.538Z,2.84,517,56.827,7.969,2.441,3.53,2.221,-0.264
2019-08-01T16:05:07.470Z,2.98,508.9,56.816,7.972,2.443,3.504,2.153,-0.264
2019-08-01T16:07:25.403Z,2.95,510.2,56.805,7.974,2.444,3.474,2.082,-0.264
2019-08-01T16:09:43.336Z,3.06,509.6,56.794,7.978,2.447,3.447,2.014,-0.264
2019-08-01T16:12:01.269Z,3.11,498,56.783,7.98,2.449,3.414,1.943,-0.26
2019-08-01T16:14:19.203Z,3.03,496.4,56.771,7.982,2.45,3.385,1.871,-0.264
2019-08-01T16:16:37.136Z,3.02,497.1,56.759,7.985,2.453,3.354,1.799,-0.262
2019-08-01T16:18:55.069Z,3.1,492.9,56.747,7.987,2.455,3.324,1.726,-0.26
2019-08-01T16:21:13.003Z,3.09,492.3,56.735,7.989,2.456,3.287,1.654,-0.263
2019-08-01T16:23:30.936Z,3.16,496.4,56.722,7.991,2.459,3.253,1.58,-0.26
2019-08-01T16:25:48.870Z,3.14,495.7,56.709,7.992,2.461,3.219,1.505,-0.26
2019-08-01T16:28:06.804Z,3.16,498.3,56.695,7.994,2.463,3.181,1.434,-0.257
2019-08-01T16:30:24.738Z,3.42,500.9,56.682,7.995,2.464,3.141,1.357,-0.26
2019-08-01T16:32:42.672Z,3.36,495.1,56.667,7.996,2.467,3.1,1.28,-0.258
2019-08-01T16:35:00.607Z,3.27,493.1,56.652,7.997,2.469,3.059,1.203,-0.257
2019-08-01T16:37:18.541Z,3.37,493.9,56.637,7.998,2.471,3.016,1.127,-0.256
2019-08-01T16:39:36.476Z,3.29,494.9,56.622,7.998,2.474,2.972,1.047,-0.253
2019-08-01T16:41:54.411Z,3.18,495.1,56.606,7.999,2.476,2.925,0.971,-0.253
2019-08-01T16:44:12.347Z,3.35,494.8,56.589,7.999,2.478,2.877,0.891,-0.249
2019-08-01T16:46:30.283Z,3.47,494,56.572,7.999,2.481,2.826,0.81,-0.249
2019-08-01T16:48:48.218Z,3.42,490,56.555,7.999,2.483,2.774,0.73,-0.246
2019-08-01T16:51:06.155Z,3.23,493.3,56.536,7.999,2.485,2.719,0.649,-0.246
2019-08-01T16:53:24.091Z,3.31,494.8,56.518,7.999,2.488,2.665,0.57,-0.241
2019-08-01T16:55:42.029Z,3.22,497.4,56.498,7.999,2.491,2.607,0.49,-0.238
