EPOCH_TIME__yyyy-mm-ddThh:mm:ss.sssZ,IonDensityN_cc,VTH_ION_FULL_ESA-B__km/s,X_(@_x_)_Re,Y_(@_y_)_Re,Z_(@_z_)_Re,X_(@_x_)_Rm,Y_(@_y_)_Rm,Z_(@_z_)_Rm
2019-09-22T08:52:43.011Z,4.16,336.2,6.054,-58.857,-1.076,10.123,2.412,0.131
2019-09-22T08:55:00.963Z,4.05,339.4,6.075,-58.859,-1.074,10.123,2.391,0.132
2019-09-22T08:57:18.916Z,4.14,340.3,6.096,-58.861,-1.072,10.124,2.374,0.132
2019-09-22T08:59:36.868Z,4.19,337.9,6.116,-58.864,-1.069,10.123,2.357,0.134
2019-09-22T09:01:54.820Z,4.15,341.6,6.136,-58.866,-1.067,10.123,2.341,0.136
2019-09-22T09:04:12.773Z,4.11,336.8,6.157,-58.868,-1.065,10.123,2.32,0.136
2019-09-22T09:06:30.725Z,4.01,335.1,6.178,-58.872,-1.062,10.126,2.299,0.138
2019-09-22T09:08:48.678Z,4.37,336,6.197,-58.874,-1.06,10.123,2.283,0.139
2019-09-22T09:11:06.630Z,4.58,338.1,6.218,-58.876,-1.058,10.123,2.266,0.139
2019-09-22T09:13:24.582Z,4.63,339.1,6.239,-58.878,-1.056,10.123,2.247,0.141
2019-09-22T09:15:42.535Z,4.42,338.3,6.258,-58.881,-1.054,10.123,2.228,0.139
2019-09-22T09:18:00.487Z,4.46,338.4,6.279,-58.883,-1.052,10.123,2.212,0.139
2019-09-22T09:20:18.439Z,4.25,341,6.299,-58.885,-1.05,10.119,2.195,0.143
2019-09-22T09:22:36.392Z,4.84,336.2,6.319,-58.888,-1.047,10.119,2.172,0.143
2019-09-22T09:24:54.344Z,4.64,338.4,6.339,-58.891,-1.045,10.119,2.154,0.143
2019-09-22T09:27:12.296Z,4.53,337.9,6.359,-58.893,-1.043,10.115,2.137,0.147
2019-09-22T09:29:30.249Z,4.52,337.5,6.379,-58.896,-1.04,10.113,2.118,0.147
2019-09-22T09:31:48.201Z,4.63,337.5,6.399,-58.898,-1.038,10.115,2.099,0.147
2019-09-22T09:34:06.153Z,4.55,337.7,6.419,-58.9,-1.037,10.112,2.082,0.147
2019-09-22T09:36:24.106Z,4.72,337.1,6.439,-58.903,-1.035,10.108,2.06,0.147
2019-09-22T09:38:42.058Z,4.88,338.8,6.458,-58.906,-1.032,10.107,2.041,0.149
2019-09-22T09:41:00.011Z,4.86,338,6.478,-58.908,-1.03,10.104,2.025,0.15
2019-09-22T09:43:17.963Z,4.6,338.5,6.498,-58.91,-1.028,10.101,2.004,0.15
2019-09-22T09:45:35.915Z,4.74,337.2,6.517,-58.913,-1.025,10.097,1.987,0.153
2019-09-22T09:47:53.868Z,4.65,338.6,6.537,-58.915,-1.023,10.097,1.97,0.154
2019-09-22T09:50:11.820Z,4.78,336.5,6.557,-58.918,-1.021,10.093,1.946,0.154
2019-09-22T09:52:29.772Z,4.8,335.2,6.576,-58.92,-1.019,10.088,1.929,0.156
2019-09-22T09:54:47.725Z,4.97,334.6,6.595,-58.923,-1.017,10.083,1.912,0.154
2019-09-22T09:57:05.677Z,4.93,334.4,6.615,-58.925,-1.015,10.082,1.892,0.154
2019-09-22T09:59:23.629Z,4.71,335.1,6.635,-58.928,-1.013,10.079,1.873,0.158
2019-09-22T10:01:41.582Z,4.64,337.5,6.654,-58.931,-1.01,10.072,1.851,0.158
2019-09-22T10:03:59.534Z,4.73,333.6,6.673,-58.933,-1.008,10.071,1.834,0.158
2019-09-22T10:06:17.487Z,4.8,336.7,6.692,-58.935,-1.006,10.066,1.816,0.161
2019-09-22T10:08:35.439Z,4.8,334.7,6.712,-58.938,-1.003,10.062,1.796,0.161
2019-09-22T10:10:53.391Z,4.87,334.4,6.73,-58.94,-1.001,10.053,1.78,0.161
2019-09-22T10:13:11.344Z,5.19,334.9,6.75,-58.943,-0.999,10.052,1.755,0.164
2019-09-22T10:15:29.296Z,4.89,336.5,6.769,-58.945,-0.998,10.047,1.739,0.161
2019-09-22T10:17:47.248Z,5.23,340.6,6.787,-58.948,-0.995,10.039,1.718,0.164
2019-09-22T10:20:05.201Z,5.4,338.6,6.807,-58.95,-0.993,10.038,1.701,0.165
2019-09-22T10:22:23.153Z,5.76,337.8,6.825,-58.952,-0.991,10.031,1.681,0.165
2019-09-22T10:24:41.105Z,5.7,339.3,6.844,-58.955,-0.988,10.025,1.661,0.168
2019-09-22T10:26:59.058Z,5.34,336.8,6.863,-58.958,-0.986,10.016,1.64,0.169
2019-09-22T10:29:17.010Z,5.17,336.8,6.882,-58.96,-0.984,10.015,1.623,0.166
2019-09-22T10:31:34.963Z,5.59,338.8,6.901,-58.963,-0.982,10.007,1.604,0.169
2019-09-22T10:33:52.915Z,5.46,338.1,6.919,-58.965,-0.98,9.998,1.585,0.169
2019-09-22T10:36:10.867Z,5.38,338,6.938,-58.968,-0.978,9.997,1.561,0.169
2019-09-22T10:38:28.820Z,5.68,339.2,6.957,-58.97,-0.976,9.989,1.544,0.172
2019-09-22T10:40:46.772Z,5.79,339.1,6.975,-58.973,-0.973,9.98,1.524,0.172
2019-09-22T10:43:04.725Z,5.77,339.6,6.994,-58.975,-0.971,9.972,1.507,0.173
2019-09-22T10:45:22.677Z,5.86,340.2,7.012,-58.977,-0.969,9.967,1.486,0.176
2019-09-22T10:47:40.629Z,5.79,340.4,7.03,-58.98,-0.967,9.959,1.467,0.172
2019-09-22T10:49:58.582Z,5.8,342.9,7.049,-58.983,-0.965,9.95,1.445,0.172
2019-09-22T10:52:16.534Z,5.76,345.6,7.067,-58.985,-0.963,9.946,1.427,0.176
2019-09-22T10:54:34.487Z,5.98,344.7,7.086,-58.988,-0.96,9.937,1.408,0.176
2019-09-22T10:56:52.439Z,6.39,341.5,7.103,-58.99,-0.958,9.925,1.388,0.179
2019-09-22T10:59:10.392Z,6.62,341.4,7.121,-58.993,-0.956,9.92,1.367,0.18
2019-09-22T11:01:28.344Z,6.43,341.8,7.14,-58.995,-0.954,9.912,1.346,0.18
2019-09-22T11:03:46.297Z,6.64,341.6,7.157,-58.998,-0.951,9.901,1.329,0.182
2019-09-22T11:06:04.249Z,6.36,340.4,7.176,-59,-0.95,9.892,1.309,0.18
2019-09-22T11:08:22.202Z,6.37,341.3,7.194,-59.002,-0.948,9.885,1.288,0.18
2019-09-22T11:10:40.155Z,6.33,340.2,7.211,-59.006,-0.945,9.874,1.268,0.183
2019-09-22T11:12:58.107Z,6.4,340.5,7.23,-59.008,-0.943,9.866,1.247,0.183
2019-09-22T11:15:16.060Z,6.34,340.8,7.247,-59.01,-0.941,9.858,1.229,0.183
2019-09-22T11:17:34.012Z,6.45,342,7.265,-59.013,-0.938,9.845,1.21,0.187
2019-09-22T11:19:51.965Z,6.46,342.2,7.283,-59.015,-0.937,9.837,1.189,0.184
2019-09-22T11:22:09.917Z,6.32,342,7.3,-59.018,-0.935,9.826,1.168,0.184
2019-09-22T11:24:27.870Z,6.32,341.5,7.318,-59.02,-0.933,9.816,1.148,0.187
2019-09-22T11:26:45.822Z,6.64,340,7.335,-59.023,-0.93,9.804,1.128,0.187
2019-09-22T11:29:03.775Z,6.59,340.9,7.353,-59.025,-0.928,9.792,1.107,0.187
2019-09-22T11:31:21.727Z,6.58,341.3,7.37,-59.027,-0.926,9.784,1.09,0.191
2019-09-22T11:33:39.680Z,7.08,338.5,7.388,-59.03,-0.923,9.773,1.067,0.191
2019-09-22T11:35:57.632Z,6.84,341.2,7.405,-59.033,-0.921,9.76,1.046,0.191
2019-09-22T11:38:15.585Z,7.33,341.3,7.422,-59.035,-0.92,9.751,1.028,0.191
2019-09-22T11:40:33.537Z,6.86,338.5,7.439,-59.038,-0.917,9.739,1.008,0.191
2019-09-22T11:42:51.490Z,6.97,342.8,7.457,-59.04,-0.915,9.727,0.988,0.194
2019-09-22T11:45:09.442Z,6.6,344.7,7.474,-59.042,-0.913,9.715,0.97,0.194
2019-09-22T11:47:27.395Z,6.66,340.7,7.491,-59.045,-0.911,9.703,0.947,0.194
2019-09-22T11:49:45.348Z,6.85,338.8,7.508,-59.048,-0.908,9.691,0.926,0.197
2019-09-22T11:52:03.300Z,6.93,339.2,7.524,-59.05,-0.907,9.675,0.905,0.194
2019-09-22T11:54:21.253Z,7.05,339,7.542,-59.052,-0.905,9.666,0.887,0.194
2019-09-22T11:56:39.205Z,7.09,338.8,7.559,-59.055,-0.902,9.652,0.868,0.198
2019-09-22T11:58:57.158Z,7.02,336.9,7.576,-59.057,-0.9,9.639,0.848,0.198
2019-09-22T12:01:15.110Z,7.01,338.4,7.592,-59.059,-0.898,9.627,0.827,0.198
2019-09-22T12:03:33.063Z,6.87,340.6,7.609,-59.063,-0.895,9.612,0.804,0.202
2019-09-22T12:05:51.015Z,6.96,339.3,7.626,-59.065,-0.894,9.599,0.783,0.199
2019-09-22T12:08:08.968Z,7.1,339.1,7.642,-59.067,-0.892,9.586,0.765,0.198
2019-09-22T12:10:26.920Z,7.28,336.4,7.659,-59.069,-0.89,9.573,0.745,0.202
2019-09-22T12:12:44.873Z,6.94,336.7,7.675,-59.072,-0.887,9.556,0.724,0.202
2019-09-22T12:15:02.826Z,7.53,340.8,7.691,-59.074,-0.885,9.543,0.704,0.202
2019-09-22T12:17:20.778Z,6.52,338.8,7.708,-59.076,-0.883,9.53,0.686,0.205
2019-09-22T12:19:38.731Z,6.87,338.5,7.725,-59.079,-0.881,9.513,0.662,0.203
2019-09-22T12:21:56.683Z,6.79,335.6,7.741,-59.082,-0.879,9.496,0.642,0.202
2019-09-22T12:24:14.636Z,6.74,337.6,7.757,-59.084,-0.877,9.483,0.622,0.205
2019-09-22T12:26:32.589Z,6.47,341.1,7.773,-59.087,-0.874,9.466,0.601,0.205
2019-09-22T12:28:50.541Z,6.45,335.8,7.789,-59.089,-0.872,9.449,0.581,0.205
2019-09-22T12:31:08.494Z,6.76,333.5,7.805,-59.091,-0.87,9.436,0.56,0.209
2019-09-22T12:33:26.446Z,7.14,332.5,7.821,-59.093,-0.868,9.419,0.542,0.207
2019-09-22T12:35:44.399Z,7.17,335.4,7.837,-59.096,-0.866,9.402,0.52,0.208
2019-09-22T12:38:02.352Z,6.39,335.9,7.853,-59.098,-0.864,9.389,0.502,0.209
2019-09-22T12:40:20.304Z,6.48,335.9,7.869,-59.1,-0.862,9.372,0.48,0.209
2019-09-22T12:42:38.257Z,6.49,336.2,7.884,-59.103,-0.859,9.351,0.459,0.211
2019-09-22T12:44:56.209Z,6.49,337.7,7.901,-59.105,-0.857,9.338,0.44,0.213
2019-09-22T12:47:14.162Z,6.74,337.6,7.916,-59.108,-0.856,9.32,0.416,0.209
2019-09-22T12:49:32.115Z,6.45,337.1,7.932,-59.111,-0.853,9.301,0.396,0.211
2019-09-22T12:51:50.067Z,6.34,336.7,7.948,-59.113,-0.851,9.287,0.375,0.213
2019-09-22T12:54:08.020Z,6.49,337.3,7.963,-59.115,-0.849,9.267,0.355,0.213
2019-09-22T12:56:25.972Z,6.5,336.9,7.978,-59.117,-0.847,9.247,0.334,0.216
2019-09-22T12:58:43.925Z,6.81,336.8,7.994,-59.12,-0.845,9.232,0.314,0.214
2019-09-22T13:01:01.877Z,7.08,335.7,8.009,-59.122,-0.843,9.213,0.293,0.213
2019-09-22T13:03:19.830Z,6.86,337.7,8.024,-59.124,-0.841,9.192,0.273,0.216
2019-09-22T13:05:37.783Z,6.2,338.3,8.039,-59.127,-0.838,9.174,0.252,0.216
2019-09-22T13:07:55.735Z,6.46,340.6,8.055,-59.129,-0.836,9.155,0.232,0.216
2019-09-22T13:10:13.688Z,6.43,340.5,8.07,-59.131,-0.834,9.134,0.211,0.22
2019-09-22T13:12:31.640Z,7.09,341.2,8.085,-59.134,-0.832,9.116,0.191,0.216
2019-09-22T13:14:49.593Z,7.09,340.6,8.1,-59.136,-0.83,9.098,0.171,0.216
2019-09-22T13:17:07.546Z,6.92,343.6,8.115,-59.138,-0.828,9.076,0.149,0.22
2019-09-22T13:19:25.498Z,6.84,343.3,8.13,-59.14,-0.826,9.056,0.129,0.22
2019-09-22T13:21:43.451Z,6.58,342.3,8.144,-59.143,-0.823,9.036,0.108,0.22
2019-09-22T13:24:01.403Z,6.65,342.6,8.159,-59.145,-0.822,9.015,0.088,0.22
2019-09-22T13:26:19.356Z,7.04,346.3,8.174,-59.147,-0.82,8.994,0.067,0.22
2019-09-22T13:28:37.309Z,6.79,343.5,8.189,-59.15,-0.817,8.975,0.047,0.22
2019-09-22T13:31:51.305Z,6.73,345.5,8.209,-59.153,-0.814,8.943,0.016,0.224
2019-09-22T13:42:59.513Z,7.24,344.5,8.279,-59.164,-0.804,8.839,-0.084,0.227
2019-09-22T13:52:11.324Z,6.88,345.8,8.335,-59.172,-0.796,8.745,-0.163,0.227
2019-09-22T14:01:23.134Z,7.03,342.6,8.39,-59.181,-0.788,8.649,-0.249,0.227
2019-09-22T14:10:34.946Z,7.02,341.8,8.444,-59.19,-0.779,8.55,-0.329,0.231
2019-09-22T14:19:46.757Z,6.4,338.4,8.498,-59.198,-0.771,8.445,-0.412,0.231
2019-09-22T14:28:58.568Z,6.79,340.1,8.55,-59.206,-0.763,8.34,-0.491,0.231
2019-09-22T14:38:10.379Z,7.24,340,8.6,-59.214,-0.755,8.225,-0.574,0.235
2019-09-22T14:47:22.191Z,7.18,339.7,8.65,-59.222,-0.747,8.109,-0.656,0.235
2019-09-22T14:56:34.002Z,7.28,337.8,8.699,-59.23,-0.738,7.991,-0.738,0.235
2019-09-22T15:05:45.813Z,7.84,341.1,8.746,-59.237,-0.73,7.863,-0.819,0.238
2019-09-22T15:14:57.625Z,7.86,339.5,8.792,-59.244,-0.722,7.736,-0.898,0.238
2019-09-22T15:24:09.436Z,8.29,337.8,8.837,-59.251,-0.714,7.601,-0.977,0.239
2019-09-22T15:33:21.248Z,8.51,339,8.88,-59.257,-0.706,7.464,-1.056,0.241
2019-09-22T15:42:33.060Z,7.53,340.1,8.923,-59.264,-0.698,7.32,-1.134,0.238
2019-09-22T15:51:44.871Z,7.5,338.5,8.963,-59.269,-0.69,7.17,-1.209,0.241
2019-09-22T16:00:56.683Z,7.49,337.5,9.003,-59.275,-0.682,7.017,-1.287,0.242
2019-09-22T16:10:08.495Z,7.94,333.4,9.041,-59.28,-0.675,6.859,-1.362,0.238
2019-09-22T16:19:20.307Z,7.78,334.7,9.076,-59.285,-0.667,6.691,-1.439,0.24
2019-09-22T16:28:32.119Z,5.65,337.2,9.111,-59.289,-0.659,6.522,-1.511,0.238
2019-09-22T16:37:43.932Z,6.08,334.3,9.144,-59.293,-0.651,6.343,-1.581,0.238
2019-09-22T16:46:55.744Z,5.3,334.3,9.175,-59.296,-0.644,6.159,-1.653,0.238
2019-09-22T16:56:07.557Z,5.28,334.5,9.204,-59.298,-0.636,5.968,-1.718,0.238
2019-09-22T17:05:19.370Z,4.73,340,9.231,-59.3,-0.629,5.769,-1.785,0.235
2019-09-22T17:14:31.183Z,6.93,336.8,9.257,-59.301,-0.621,5.565,-1.849,0.233
2019-09-22T17:23:42.997Z,6.94,339,9.279,-59.302,-0.614,5.351,-1.911,0.231
2019-09-22T17:32:54.810Z,7.86,335.3,9.3,-59.301,-0.607,5.13,-1.969,0.227
2019-09-22T17:42:06.624Z,7.8,337.9,9.318,-59.299,-0.6,4.897,-2.022,0.224
2019-09-22T17:51:18.439Z,7.07,340.8,9.334,-59.296,-0.593,4.66,-2.071,0.223
2019-09-22T18:00:30.254Z,6.91,342,9.348,-59.292,-0.586,4.412,-2.12,0.216
2019-09-22T18:09:42.069Z,7.27,340.6,9.358,-59.286,-0.579,4.149,-2.159,0.213
2019-09-22T18:18:53.884Z,7,340.2,9.365,-59.279,-0.573,3.88,-2.197,0.209
2019-09-22T18:28:05.700Z,8.57,335.9,9.368,-59.269,-0.567,3.595,-2.223,0.202
2019-09-22T18:37:17.517Z,6.4,335.3,9.368,-59.257,-0.561,3.296,-2.245,0.194
2019-09-22T18:46:29.334Z,6.15,331.4,9.364,-59.243,-0.555,2.984,-2.254,0.191
2019-09-22T18:55:41.152Z,5.49,322.5,9.355,-59.225,-0.549,2.656,-2.252,0.18
2019-09-22T19:04:52.971Z,7.65,335.2,9.342,-59.201,-0.544,2.312,-2.23,0.169
2019-09-22T19:14:04.790Z,7.61,337.4,9.323,-59.174,-0.539,1.944,-2.193,0.161
2019-09-22T19:23:16.612Z,6.7,334.3,9.298,-59.139,-0.535,1.555,-2.133,0.147
2019-09-22T19:32:28.434Z,6.88,330.3,9.267,-59.095,-0.531,1.144,-2.034,0.13
2019-09-22T19:41:40.258Z,6.57,328.8,9.229,-59.038,-0.528,0.709,-1.895,0.114
2019-09-22T19:50:52.082Z,6.76,329.2,9.185,-58.963,-0.526,0.249,-1.687,0.092
2019-09-22T20:00:03.904Z,7.29,332.6,9.137,-58.862,-0.525,-0.223,-1.384,0.066
2019-09-22T20:09:15.809Z,1.73,313.3,9.096,-58.722,-0.527,-0.668,-0.938,0.028
2019-09-22T20:18:28.309Z,0.01,128,9.091,-58.538,-0.529,-0.982,-0.328,-0.005
2019-09-22T20:27:40.809Z,0.02,326.9,9.151,-58.331,-0.532,-1.062,0.362,-0.045
2019-09-22T20:36:48.993Z,0.95,287.6,9.265,-58.142,-0.532,-0.939,0.982,-0.076
2019-09-22T20:45:59.977Z,6.31,326,9.41,-57.982,-0.529,-0.704,1.504,-0.092
2019-09-22T20:55:11.292Z,6.18,327.3,9.567,-57.847,-0.525,-0.422,1.929,-0.107
2019-09-22T21:04:22.832Z,4.49,320.1,9.73,-57.73,-0.521,-0.122,2.288,-0.121
2019-09-22T21:13:34.492Z,6.55,326.6,9.893,-57.629,-0.514,0.178,2.59,-0.126
2019-09-22T21:22:46.218Z,4.52,328.2,10.055,-57.538,-0.508,0.477,2.85,-0.132
2019-09-22T21:31:57.980Z,4.79,326.3,10.216,-57.457,-0.501,0.773,3.076,-0.136
2019-09-22T21:41:09.764Z,6.39,320.3,10.376,-57.383,-0.495,1.062,3.278,-0.143
2019-09-22T21:50:21.560Z,6.43,318,10.533,-57.315,-0.487,1.346,3.45,-0.141
2019-09-22T21:59:33.363Z,6.47,320.1,10.687,-57.253,-0.479,1.615,3.608,-0.143
2019-09-22T22:08:45.171Z,6.52,307.8,10.841,-57.194,-0.472,1.882,3.748,-0.146
2019-09-22T22:17:56.981Z,6.17,317.8,10.992,-57.14,-0.464,2.14,3.876,-0.147
2019-09-22T22:27:08.793Z,6.05,317.3,11.141,-57.089,-0.456,2.391,3.988,-0.143
2019-09-22T22:36:20.606Z,6,321.1,11.288,-57.041,-0.448,2.635,4.089,-0.143
2019-09-22T22:45:32.419Z,5.51,321.4,11.434,-56.996,-0.439,2.873,4.18,-0.143
2019-09-22T22:54:44.233Z,5.65,323.5,11.578,-56.953,-0.431,3.107,4.263,-0.14
2019-09-22T23:03:56.047Z,5.23,325.8,11.72,-56.912,-0.423,3.332,4.338,-0.139
2019-09-22T23:13:07.861Z,4.7,327.2,11.86,-56.873,-0.414,3.55,4.402,-0.136
2019-09-22T23:22:19.674Z,4.58,328.3,12,-56.836,-0.406,3.768,4.466,-0.134
2019-09-22T23:31:31.488Z,4.76,328.3,12.137,-56.8,-0.397,3.976,4.517,-0.132
2019-09-22T23:40:43.301Z,4.92,326.2,12.273,-56.766,-0.388,4.179,4.565,-0.128
2019-09-22T23:49:55.114Z,4.75,325.6,12.408,-56.734,-0.38,4.377,4.606,-0.128
2019-09-22T23:59:06.928Z,5.5,319.7,12.542,-56.703,-0.371,4.576,4.643,-0.121
2019-09-23T00:08:18.741Z,4.99,320.5,12.673,-56.672,-0.362,4.763,4.676,-0.119
2019-09-23T00:17:30.554Z,5.09,320,12.804,-56.643,-0.353,4.948,4.702,-0.117
2019-09-23T00:26:42.367Z,6.19,316.4,12.934,-56.615,-0.344,5.129,4.726,-0.114
2019-09-23T00:35:54.180Z,5.37,315.6,13.062,-56.588,-0.336,5.302,4.746,-0.11
2019-09-23T00:45:05.992Z,4.57,321.7,13.189,-56.562,-0.327,5.478,4.761,-0.106
2019-09-23T00:54:17.805Z,5.02,315.6,13.315,-56.537,-0.318,5.644,4.772,-0.103
2019-09-23T01:03:29.618Z,4.5,318.7,13.44,-56.513,-0.31,5.809,4.781,-0.103
2019-09-23T01:12:41.430Z,4.92,311.8,13.564,-56.489,-0.3,5.969,4.786,-0.095
2019-09-23T01:21:53.242Z,4.58,315.9,13.687,-56.465,-0.291,6.126,4.789,-0.092
2019-09-23T01:31:05.055Z,5.92,307.7,13.809,-56.444,-0.282,6.28,4.787,-0.088
2019-09-23T01:40:16.867Z,5.59,316.2,13.93,-56.421,-0.274,6.426,4.785,-0.087
2019-09-23T01:49:28.680Z,4.86,311.9,14.049,-56.401,-0.265,6.572,4.779,-0.081
2019-09-23T01:58:40.492Z,5.16,312.2,14.168,-56.38,-0.255,6.714,4.77,-0.077
2019-09-23T02:07:52.305Z,4.78,313.3,14.286,-56.36,-0.246,6.853,4.757,-0.073
2019-09-23T02:17:04.117Z,4.62,320.8,14.403,-56.341,-0.237,6.988,4.746,-0.066
2019-09-23T02:26:15.930Z,4.61,312.6,14.519,-56.321,-0.229,7.119,4.731,-0.066
2019-09-23T02:35:27.742Z,5.11,313.2,14.634,-56.303,-0.22,7.247,4.713,-0.062
2019-09-23T02:44:39.554Z,4.83,312.8,14.748,-56.286,-0.21,7.372,4.692,-0.059
2019-09-23T02:53:51.366Z,4.85,314,14.861,-56.268,-0.201,7.495,4.669,-0.052
2019-09-23T03:03:03.179Z,3.94,309.3,14.974,-56.251,-0.192,7.615,4.647,-0.048
2019-09-23T03:12:14.991Z,4.26,310.3,15.085,-56.234,-0.183,7.729,4.623,-0.044
2019-09-23T03:21:26.803Z,3.76,317.3,15.196,-56.218,-0.174,7.843,4.594,-0.04
2019-09-23T03:30:38.615Z,3.8,316.5,15.306,-56.202,-0.164,7.951,4.564,-0.033
2019-09-23T03:39:50.427Z,3.75,313.4,15.415,-56.186,-0.156,8.06,4.534,-0.032
2019-09-23T03:49:02.238Z,3.6,308.5,15.523,-56.171,-0.147,8.164,4.5,-0.029
2019-09-23T03:58:14.050Z,3.54,322.3,15.631,-56.156,-0.138,8.266,4.466,-0.025
2019-09-23T04:07:25.862Z,3.64,308.5,15.737,-56.141,-0.129,8.363,4.429,-0.018
2019-09-23T04:16:37.674Z,5.14,308.7,15.843,-56.126,-0.119,8.458,4.393,-0.015
2019-09-23T04:25:49.485Z,4.64,307.3,15.948,-56.112,-0.11,8.552,4.354,-0.011
2019-09-23T04:35:01.297Z,4.76,305.7,16.052,-56.099,-0.101,8.641,4.313,-0.007
2019-09-23T04:44:13.109Z,4.97,304.7,16.156,-56.085,-0.092,8.728,4.275,0
2019-09-23T04:53:24.921Z,4.57,303.7,16.259,-56.072,-0.083,8.813,4.229,0.004
2019-09-23T05:02:36.733Z,4.68,302.9,16.361,-56.059,-0.074,8.897,4.186,0.005
2019-09-23T05:11:48.545Z,4.75,301.8,16.461,-56.045,-0.065,8.973,4.141,0.01
2019-09-23T05:21:00.357Z,5.02,304.3,16.562,-56.033,-0.056,9.052,4.093,0.015
2019-09-23T05:30:12.169Z,4.76,306.8,16.661,-56.021,-0.047,9.123,4.045,0.018
2019-09-23T05:39:23.981Z,5.17,304.8,16.76,-56.009,-0.038,9.194,3.995,0.022
2019-09-23T05:48:35.793Z,5.21,304.6,16.859,-55.996,-0.028,9.264,3.946,0.028
2019-09-23T05:57:47.605Z,5,301.7,16.956,-55.984,-0.019,9.329,3.896,0.033
2019-09-23T06:06:59.417Z,5.17,304.8,17.053,-55.973,-0.01,9.393,3.844,0.037
2019-09-23T06:16:11.229Z,5.36,300.8,17.149,-55.962,-0.001,9.453,3.788,0.04
2019-09-23T06:25:23.041Z,4.97,303.5,17.244,-55.95,0.008,9.511,3.736,0.045
2019-09-23T06:36:09.695Z,5.39,297.9,17.355,-55.937,0.018,9.577,3.67,0.048
2019-09-23T06:38:27.648Z,5.54,298.6,17.378,-55.935,0.02,9.589,3.653,0.048
2019-09-23T06:40:45.601Z,5.26,297.4,17.402,-55.931,0.023,9.604,3.644,0.051
2019-09-23T06:43:03.554Z,5.2,297.5,17.425,-55.929,0.025,9.613,3.627,0.051
2019-09-23T06:45:21.507Z,5.22,296.9,17.448,-55.926,0.027,9.628,3.614,0.051
2019-09-23T06:47:39.460Z,5.22,297.4,17.472,-55.923,0.03,9.641,3.599,0.055
2019-09-23T06:49:57.413Z,5.38,297.4,17.495,-55.92,0.032,9.653,3.587,0.055
2019-09-23T06:52:15.366Z,5.17,296.3,17.518,-55.918,0.034,9.665,3.57,0.055
2019-09-23T06:54:33.319Z,4.65,299.8,17.541,-55.915,0.037,9.677,3.553,0.057
2019-09-23T06:56:51.272Z,4.74,301.1,17.564,-55.912,0.039,9.689,3.543,0.059
2019-09-23T06:59:09.225Z,4.61,299.8,17.588,-55.91,0.041,9.702,3.527,0.059
2019-09-23T07:01:27.178Z,4.65,301.4,17.611,-55.907,0.043,9.715,3.512,0.06
2019-09-23T07:03:45.131Z,4.62,301.6,17.634,-55.904,0.046,9.726,3.497,0.062
2019-09-23T07:06:03.084Z,4.88,301.3,17.657,-55.902,0.048,9.738,3.48,0.062
2019-09-23T07:08:21.037Z,5,300.8,17.679,-55.899,0.05,9.746,3.468,0.064
2019-09-23T07:10:38.989Z,4.9,301.3,17.701,-55.896,0.053,9.758,3.454,0.066
2019-09-23T07:12:56.942Z,4.87,300,17.724,-55.894,0.055,9.77,3.437,0.066
2019-09-23T07:15:14.895Z,4.91,300.4,17.747,-55.891,0.057,9.782,3.424,0.066
2019-09-23T07:17:32.848Z,4.87,299.6,17.77,-55.888,0.06,9.791,3.407,0.07
2019-09-23T07:19:50.801Z,4.84,301.5,17.792,-55.886,0.062,9.799,3.394,0.07
2019-09-23T07:22:08.754Z,5.03,299.2,17.815,-55.884,0.064,9.812,3.377,0.07
2019-09-23T07:24:26.707Z,5.04,299.3,17.838,-55.881,0.066,9.822,3.364,0.073
2019-09-23T07:26:44.660Z,4.85,301.1,17.86,-55.878,0.069,9.832,3.347,0.073
2019-09-23T07:29:02.613Z,4.74,302.3,17.883,-55.876,0.071,9.844,3.33,0.073
2019-09-23T07:31:20.566Z,4.81,302,17.905,-55.873,0.073,9.852,3.317,0.077
2019-09-23T07:33:38.519Z,4.83,302,17.927,-55.87,0.076,9.861,3.3,0.077
2019-09-23T07:35:56.472Z,5.14,303.2,17.95,-55.868,0.078,9.873,3.287,0.077
2019-09-23T07:38:14.425Z,4.84,303.2,17.972,-55.866,0.08,9.881,3.27,0.078
2019-09-23T07:40:32.378Z,5.16,302.8,17.994,-55.862,0.082,9.888,3.257,0.077
2019-09-23T07:42:50.331Z,5.12,302.8,18.017,-55.86,0.085,9.895,3.24,0.08
2019-09-23T07:45:08.284Z,5.2,302.6,18.039,-55.858,0.086,9.907,3.223,0.078
2019-09-23T07:47:26.237Z,5.4,301.7,18.061,-55.856,0.088,9.915,3.206,0.081
2019-09-23T07:49:44.190Z,5.16,301.1,18.083,-55.853,0.091,9.924,3.192,0.081
2019-09-23T07:52:02.143Z,5.05,301.3,18.105,-55.85,0.093,9.932,3.176,0.081
2019-09-23T07:54:20.096Z,5.06,300.8,18.127,-55.848,0.095,9.94,3.159,0.084
2019-09-23T07:56:38.049Z,4.85,302.4,18.149,-55.845,0.098,9.949,3.142,0.084
2019-09-23T07:58:56.002Z,4.97,301.8,18.171,-55.843,0.1,9.957,3.125,0.084
2019-09-23T08:01:13.955Z,4.94,302.1,18.193,-55.841,0.102,9.965,3.108,0.088
2019-09-23T08:03:31.908Z,4.85,302.4,18.215,-55.837,0.105,9.97,3.095,0.088
