,EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_BR_nT,OMNI_BT_nT,OMNI_BN_nT,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncm3,OMNI_TEMP_DegK,EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,PIONEER_DIST_Au,PIONEER_LAT_deg,PIONEER_LONG_deg,PIONEER_BR_nT,PIONEER_BT_nT,PIONEER_BN_nT,PIONEER_MAG_AVG_nT,PIONEER_SPEED_kms,PIONEER_DENSITY_Ncm3,PIONEER_TEMP_DegK,new_time,Time_offset_hours
0,1972-04-29 20:00:00+00:00,-4.3,144.1,-3.6,1.3,-7.3,8.4,399,9.7,37895,1972-05-01 02:00:00+00:00,1.31,-5.5,150.4,-5.6059,3.0628,1.5009,6.7212,358.8,4.9885,108277,1972-04-29 20:00:00+00:00,30
1,1972-04-29 21:00:00+00:00,-4.3,144.1,-3.3,4.8,-5.7,8.4,399,10.4,42876,1972-05-01 03:00:00+00:00,1.31,-5.5,150.3,2.6176,-1.1548,-1.328,4.9206,386.5,4.9089,90870,1972-04-29 21:00:00+00:00,30
2,1972-04-29 22:00:00+00:00,-4.3,144.1,-3.7,4.5,-4.5,7.9,397,10,59168,1972-05-01 04:00:00+00:00,1.31,-5.4,150.4,2.7513,-0.681,-2.6753,4.6453,393.3,7.9336,53685,1972-04-29 22:00:00+00:00,30
3,1972-04-29 23:00:00+00:00,-4.3,144.2,-5.1,4,0.3,7.4,385,11,68408,1972-05-01 05:00:00+00:00,1.31,-5.4,150.4,2.0234,-0.2409,-1.2238,3.8461,391.9,7.8847,94691,1972-04-29 23:00:00+00:00,30
4,1972-04-30 00:00:00+00:00,-4.3,144.2,-1,6.1,-0.9,7.6,392,10.3,64527,1972-05-01 06:00:00+00:00,1.31,-5.4,150.4,-0.221,2.2935,-3.871,5.0635,388.2,4.5685,41811,1972-04-30 00:00:00+00:00,30
5,1972-04-30 01:00:00+00:00,-4.2,144.3,-1.3,6.6,0.3,7.2,393,10.7,57566,1972-05-01 07:00:00+00:00,1.31,-5.4,150.5,1.1926,3.0533,-3.4224,5.1527,395.2,3.7402,30879,1972-04-30 01:00:00+00:00,30
6,1972-04-30 02:00:00+00:00,-4.2,144.3,-0.1,6.3,0.9,7,396,12.1,49941,1972-05-01 08:00:00+00:00,1.31,-5.4,150.5,-0.2857,2.5123,-3.1702,4.3747,396.7,3.3655,38890,1972-04-30 02:00:00+00:00,30
7,1972-04-30 03:00:00+00:00,-4.2,144.3,-3.5,4.7,0.5,6.8,376,11.5,59398,1972-05-01 09:00:00+00:00,1.31,-5.4,150.6,1.3829,2.2086,-3.0479,4.0938,402.3,3.225,29073,1972-04-30 03:00:00+00:00,30
8,1972-04-30 04:00:00+00:00,-4.2,144.4,-0.6,5.9,0.9,6.7,389,11.8,55879,1972-05-01 10:00:00+00:00,1.31,-5.4,150.6,1.3987,1.2738,-2.6919,3.8196,402.8,3.9,38769,1972-04-30 04:00:00+00:00,30
9,1972-04-30 05:00:00+00:00,-4.2,144.4,-2,5.4,3.4,7.2,382,10.5,52352,1972-05-01 11:00:00+00:00,1.31,-5.4,150.6,1.0455,0.077,-3.0091,3.2088,398.1,4.2258,27405,1972-04-30 05:00:00+00:00,30
10,1972-04-30 06:00:00+00:00,-4.2,144.5,-4.9,0.9,4.2,6.8,371,9.3,50235,1972-05-01 12:00:00+00:00,1.31,-5.4,150.7,1.0057,0.4648,-2.8867,3.1045,395.1,4.1795,26880,1972-04-30 06:00:00+00:00,30
11,1972-04-30 07:00:00+00:00,-4.2,144.5,-6.2,-0.1,1.8,6.8,362,9.6,51162,1972-05-01 13:00:00+00:00,1.31,-5.4,150.7,0.4603,-0.0423,-2.082,2.2995,387.1,4.8347,32927,1972-04-30 07:00:00+00:00,30
12,1972-04-30 08:00:00+00:00,-4.2,144.5,-2.5,3.8,-4,6.4,377,8.3,46950,1972-05-01 14:00:00+00:00,1.31,-5.4,150.7,0.9717,1.0951,-1.4384,2.2226,385.6,5.0102,40013,1972-04-30 08:00:00+00:00,30
13,1972-04-30 09:00:00+00:00,-4.2,144.6,-2.6,3.7,-3.6,6.1,372,8.5,50031,1972-05-01 15:00:00+00:00,1.31,-5.4,150.7,0.752,1.8826,-1.079,2.3481,386,4.5913,31630,1972-04-30 09:00:00+00:00,30
14,1972-04-30 11:00:00+00:00,-4.2,144.7,1.3,2.6,-4.6,5.6,375,7.9,44549,1972-05-01 17:00:00+00:00,1.32,-5.4,150.8,0.8469,1.7005,-1.8496,2.6725,382.9,3.8454,21423,1972-04-30 11:00:00+00:00,30
15,1972-04-30 12:00:00+00:00,-4.2,144.7,-0.6,-0.1,-2.8,4.3,374,9.1,66503,1972-05-01 18:00:00+00:00,1.32,-5.4,150.8,0.5828,1.6217,-1.2782,2.2105,369.5,4.2058,28599,1972-04-30 12:00:00+00:00,30
16,1972-04-30 13:00:00+00:00,-4.2,144.8,1.3,2.8,-3.5,4.8,376,8.8,55322,1972-05-01 19:00:00+00:00,1.32,-5.4,150.9,0.5889,1.6384,-0.9107,2.1205,369.8,4.1105,23112,1972-04-30 13:00:00+00:00,30
17,1972-04-30 14:00:00+00:00,-4.2,144.8,1.3,2.3,-3.7,4.7,374,8.1,52407,1972-05-01 20:00:00+00:00,1.32,-5.4,150.9,1.1802,1.4445,-0.758,2.0306,376.5,4.64,25787,1972-04-30 14:00:00+00:00,30
18,1972-04-30 15:00:00+00:00,-4.2,144.8,2.1,3.1,-3.2,5.5,380,6.9,39433,1972-05-01 21:00:00+00:00,1.32,-5.4,150.9,1.2343,1.4943,-0.811,2.111,373.4,4.5379,25326,1972-04-30 15:00:00+00:00,30
19,1972-04-30 22:00:00+00:00,-4.2,145.1,1.8,-1.2,-1.6,3.4,376,18,54723,1972-05-02 04:00:00+00:00,1.32,-5.4,151.1,1.8873,2.3695,-0.342,3.0697,353.2,4.8635,18223,1972-04-30 22:00:00+00:00,30
20,1972-04-30 23:00:00+00:00,-4.2,145.2,0.8,-2.6,-0.1,3,377,20.2,54714,1972-05-02 05:00:00+00:00,1.32,-5.4,151.2,1.4671,2.2155,0.4374,2.7672,353.5,4.6949,18509,1972-04-30 23:00:00+00:00,30
21,1972-05-01 00:00:00+00:00,-4.2,145.2,1.8,-2,-1.6,4.3,384,21.2,54184,1972-05-02 06:00:00+00:00,1.32,-5.4,151.2,-0.071,2.1371,1.1146,2.5821,357.8,4.4929,15275,1972-05-01 00:00:00+00:00,30
22,1972-05-01 01:00:00+00:00,-4.1,145.2,6,-0.8,-6.7,9.5,372,12.5,38938,1972-05-02 07:00:00+00:00,1.32,-5.4,151.2,-0.1518,1.6271,0.1699,2.5493,360.7,3.6218,13548,1972-05-01 01:00:00+00:00,30
23,1972-05-01 02:00:00+00:00,-4.1,145.3,4.1,-5,-1.2,7.9,366,14.2,41363,1972-05-02 08:00:00+00:00,1.32,-5.4,151.3,1.5166,0.0164,-0.3426,2.0378,367.4,4.117,24792,1972-05-01 02:00:00+00:00,30
24,1972-05-01 03:00:00+00:00,-4.1,145.3,-0.2,-3.4,5.7,9,373,12.3,50253,1972-05-02 09:00:00+00:00,1.32,-5.4,151.3,1.5588,0.7459,0.4591,1.813,372.1,4.329,20168,1972-05-01 03:00:00+00:00,30
25,1972-05-01 04:00:00+00:00,-4.1,145.4,1.4,2.8,-6.9,8.2,390,13,145055,1972-05-02 10:00:00+00:00,1.32,-5.4,151.4,1.6422,0.8961,-0.0016,1.8875,370.4,5.5913,19555,1972-05-01 04:00:00+00:00,30
26,1972-05-01 05:00:00+00:00,-4.1,145.4,-2.1,-1.3,4.5,8.2,407,25.2,103265,1972-05-02 11:00:00+00:00,1.32,-5.4,151.4,1.5534,2.5028,-0.5996,3.2542,371.2,6.7532,21896,1972-05-01 05:00:00+00:00,30
27,1972-05-02 00:00:00+00:00,-4.1,146.2,4.6,-1.2,-4,6.8,424,5.4,165484,1972-05-03 06:00:00+00:00,1.33,-5.3,151.9,-1.8707,-1.2171,-1.3483,2.6265,352.6,2.959,40449,1972-05-02 00:00:00+00:00,30
28,1972-05-02 01:00:00+00:00,-4,146.2,5.4,1.5,-4.6,7.4,431,5.8,180603,1972-05-03 07:00:00+00:00,1.33,-5.3,152,-2.5676,0.2748,-0.4035,2.9441,354.7,2.1536,39986,1972-05-02 01:00:00+00:00,30
29,1972-05-02 02:00:00+00:00,-4,146.2,-2.5,2.5,1.7,4.1,445,5.2,195544,1972-05-03 08:00:00+00:00,1.33,-5.3,152,-1.3825,1.5528,0.9582,2.3214,362.7,3.1051,44090,1972-05-02 02:00:00+00:00,30
30,1972-05-02 03:00:00+00:00,-4,146.3,0.7,1.5,-0.7,4.5,459,6.4,206853,1972-05-03 09:00:00+00:00,1.33,-5.3,152.1,-1.173,1.1507,0.7801,1.8422,356.4,3.1718,37059,1972-05-02 03:00:00+00:00,30
31,1972-05-02 04:00:00+00:00,-4,146.3,1.8,2,0.4,4,464,5.2,178451,1972-05-03 10:00:00+00:00,1.33,-5.3,152,-1.545,0.7148,0.412,1.972,353.5,2.8672,26645,1972-05-02 04:00:00+00:00,30
32,1972-05-02 05:00:00+00:00,-4,146.4,2.7,1.8,0.2,3.9,459,5.1,152053,1972-05-03 11:00:00+00:00,1.33,-5.3,152,-1.4262,0.159,-0.842,1.851,359.1,3.7926,35684,1972-05-02 05:00:00+00:00,30
33,1972-05-02 06:00:00+00:00,-4,146.4,3.4,1.6,2.5,4.8,467,5.7,144120,1972-05-03 12:00:00+00:00,1.33,-5.3,152.1,-1.2731,-0.0071,-0.2101,1.6456,358.2,3.8216,41657,1972-05-02 06:00:00+00:00,30
34,1972-05-02 07:00:00+00:00,-4,146.4,-0.1,-2.7,-3.3,7.2,491,5.1,161685,1972-05-03 13:00:00+00:00,1.33,-5.3,152.1,-0.7908,-0.6807,-1.5107,1.8964,360.8,2.1511,20198,1972-05-02 07:00:00+00:00,30
35,1972-05-02 08:00:00+00:00,-4,146.5,2.7,-4.4,-5,8,489,5,140020,1972-05-03 14:00:00+00:00,1.33,-5.3,152.2,-0.4141,-0.7354,-0.0294,1.2293,366.5,4.1761,31550,1972-05-02 08:00:00+00:00,30
36,1972-05-02 09:00:00+00:00,-4,146.5,6.9,-4.4,-0.1,8.9,475,5,182488,1972-05-03 15:00:00+00:00,1.33,-5.3,152.2,-1.2426,-0.3921,1.5488,2.1365,353.1,3.6519,19362,1972-05-02 09:00:00+00:00,30
37,1972-05-02 10:00:00+00:00,-4,146.6,7.4,-3.9,-2.2,9.5,478,4.7,213194,1972-05-03 16:00:00+00:00,1.33,-5.3,152.2,-0.7802,-1.1959,-0.4485,2.4435,349.8,3.8771,21143,1972-05-02 10:00:00+00:00,30
38,1972-05-02 11:00:00+00:00,-4,146.6,6,-5.2,-1.7,8.9,491,4.7,243063,1972-05-03 17:00:00+00:00,1.33,-5.3,152.3,-0.1941,-1.4409,-2.3492,2.8024,354.6,4.47,17774,1972-05-02 11:00:00+00:00,30
39,1972-05-02 12:00:00+00:00,-4,146.6,5.6,-7.4,-0.9,9.7,522,5.1,318005,1972-05-03 18:00:00+00:00,1.33,-5.3,152.3,0.1774,-1.4917,-2.2628,2.7411,350.5,4.9839,20875,1972-05-02 12:00:00+00:00,30
40,1972-05-02 15:00:00+00:00,-4,146.8,6.2,-5.3,6.3,10.8,540,6.1,353011,1972-05-03 21:00:00+00:00,1.33,-5.3,152.3,-0.4887,-0.3425,-4.5753,4.7064,364.8,10.1498,14495,1972-05-02 15:00:00+00:00,30
41,1972-05-02 16:00:00+00:00,-4,146.8,5.7,-8.7,1.9,11.2,531,6.1,375660,1972-05-03 22:00:00+00:00,1.33,-5.3,152.4,0.416,-0.8244,-4.6456,5.3852,365.4,10.7781,17267,1972-05-02 16:00:00+00:00,30
42,1972-05-03 07:00:00+00:00,-3.9,147.4,8.3,-6.9,-0.5,11.1,443,7.2,186843,1972-05-04 13:00:00+00:00,1.34,-5.2,152.9,4.5105,-2.8243,3.6394,9.6161,393.9,13.981,223130,1972-05-03 07:00:00+00:00,30
43,1972-05-03 08:00:00+00:00,-3.9,147.5,5.1,-9.3,0.3,11.2,457,6.5,211504,1972-05-04 14:00:00+00:00,1.34,-5.2,152.9,4.2426,-8.9801,4.2971,11.3272,416.8,6.3973,391115,1972-05-03 08:00:00+00:00,30
44,1972-05-03 09:00:00+00:00,-3.9,147.5,2.2,-11.2,-2,11.7,459,5.7,203425,1972-05-04 15:00:00+00:00,1.34,-5.2,152.9,1.9256,-10.8346,0.135,11.674,413.2,5.1348,374264,1972-05-03 09:00:00+00:00,30
45,1972-05-03 10:00:00+00:00,-3.9,147.5,4.9,-7.6,0.6,9.5,457,7.3,262056,1972-05-04 16:00:00+00:00,1.34,-5.2,153,2.3366,-11.1689,-0.9384,12.1288,452.8,4.5314,439679,1972-05-03 10:00:00+00:00,30
46,1972-05-03 11:00:00+00:00,-3.9,147.6,4.2,-4.1,1.1,6.9,462,7.8,328161,1972-05-04 17:00:00+00:00,1.34,-5.2,153,2.8639,-11.6492,1.0417,12.2627,416.3,4.0844,313796,1972-05-03 11:00:00+00:00,30
47,1972-05-03 12:00:00+00:00,-3.9,147.6,4,-6.7,0.7,8.5,450,7.7,282854,1972-05-04 18:00:00+00:00,1.34,-5.2,153,1.873,-12.6868,-0.3692,13.3031,403.2,3.31,203219,1972-05-03 12:00:00+00:00,30
48,1972-05-03 13:00:00+00:00,-3.9,147.7,4.5,-7.3,-0.1,9.5,437,6.9,208867,1972-05-04 19:00:00+00:00,1.34,-5.2,153.1,2.5843,-12.4925,1.8782,12.9719,437.9,2.2933,206157,1972-05-03 13:00:00+00:00,30
49,1972-05-03 14:00:00+00:00,-3.9,147.7,4.2,3.4,-0.6,8,461,8.2,244550,1972-05-04 20:00:00+00:00,1.34,-5.2,153,1.5359,-11.7389,1.8241,12.2821,416.9,3.907,185204,1972-05-03 14:00:00+00:00,30
50,1972-05-03 15:00:00+00:00,-3.9,147.7,5.4,-3.1,2.1,7.9,435,8.3,208259,1972-05-04 21:00:00+00:00,1.34,-5.2,153.1,3.8255,-11.0121,-0.9569,12.0483,400,2.8456,144794,1972-05-03 15:00:00+00:00,30
51,1972-05-03 17:00:00+00:00,-3.9,147.8,2.5,-3.3,0.2,5.3,484,3.7,166287,1972-05-04 23:00:00+00:00,1.34,-5.2,153.1,1.9115,-10.8709,0.508,11.1708,376.7,3.7765,115908,1972-05-03 17:00:00+00:00,30
52,1972-05-05 01:00:00+00:00,-3.7,149.1,3.7,1.1,0.2,4.6,439,4.5,103247,1972-05-06 07:00:00+00:00,1.35,-5.1,154.1,0.6921,-2.183,-0.1682,2.8569,445.5,1.8484,62538,1972-05-05 01:00:00+00:00,30
53,1972-05-05 02:00:00+00:00,-3.7,149.1,3.8,1.3,0.7,4.6,445,4.9,102526,1972-05-06 08:00:00+00:00,1.36,-5.1,154.1,1.5178,-0.6053,0.1079,2.7201,433.5,2.8029,81664,1972-05-05 02:00:00+00:00,30
54,1972-05-05 03:00:00+00:00,-3.7,149.2,3.8,1.7,-0.5,4.9,437,5.7,112442,1972-05-06 09:00:00+00:00,1.36,-5.1,154.1,1.6714,-0.9783,0.4031,2.7998,426.6,2.4475,66181,1972-05-05 03:00:00+00:00,30
55,1972-05-05 04:00:00+00:00,-3.7,149.2,2.9,-0.5,2.3,4.4,441,4.8,111243,1972-05-06 10:00:00+00:00,1.36,-5.1,154.2,1.1939,-1.1975,1.156,2.6131,436.8,2.2217,64460,1972-05-05 04:00:00+00:00,30
56,1972-05-05 05:00:00+00:00,-3.7,149.3,2,-2.6,0.2,3.8,449,4.1,117072,1972-05-06 11:00:00+00:00,1.36,-5.1,154.2,1.8281,-0.0673,1.6807,2.7999,436.9,2.313,83603,1972-05-05 05:00:00+00:00,30
57,1972-05-05 06:00:00+00:00,-3.7,149.3,4.5,0.3,1.2,5.3,430,4.4,112340,1972-05-06 12:00:00+00:00,1.36,-5.1,154.3,1.8923,-1.2634,-0.4487,2.6902,438.1,2.0533,63618,1972-05-05 06:00:00+00:00,30
58,1972-05-05 07:00:00+00:00,-3.7,149.3,2.8,-1.4,0.3,4.8,431,3.8,126178,1972-05-06 13:00:00+00:00,1.36,-5.1,154.3,-0.0479,-1.6723,-1.04,2.1942,451.2,1.7683,70286,1972-05-05 07:00:00+00:00,30
59,1972-05-06 03:00:00+00:00,-3.6,150.1,3.5,-1.7,3.9,5.8,442,8.6,97419,1972-05-07 09:00:00+00:00,1.36,-5,154.9,-0.865,-1.7813,-0.7006,2.2191,452.3,2.4743,81305,1972-05-06 03:00:00+00:00,30
60,1972-05-06 04:00:00+00:00,-3.6,150.2,1.3,-4.7,0,6.7,441,7.6,95028,1972-05-07 10:00:00+00:00,1.36,-5,154.9,0.4206,-1.6582,-0.7016,2.4937,450.1,2.5168,57728,1972-05-06 04:00:00+00:00,30
61,1972-05-06 05:00:00+00:00,-3.6,150.2,6.8,-1.3,2.4,7.6,453,6,119796,1972-05-07 11:00:00+00:00,1.37,-5,154.9,2.5096,0.3645,0.0143,2.5858,435.6,2.4569,72454,1972-05-06 05:00:00+00:00,30
62,1972-05-06 06:00:00+00:00,-3.6,150.3,3.6,-4.1,-1.7,6.8,441,6.3,118444,1972-05-07 12:00:00+00:00,1.37,-5,155,1.5703,-0.124,-0.763,2.2882,434.9,2.3159,68002,1972-05-06 06:00:00+00:00,30
63,1972-05-06 07:00:00+00:00,-3.6,150.3,-0.7,-2.1,-4.5,6.1,446,6,116130,1972-05-07 13:00:00+00:00,1.37,-5,155,0.889,-1.859,-0.8449,2.6445,446.6,2.355,58920,1972-05-06 07:00:00+00:00,30
64,1972-05-06 08:00:00+00:00,-3.6,150.3,-1.6,-3.5,-3.2,5.2,455,4.9,106169,1972-05-07 14:00:00+00:00,1.37,-5,154.9,1.8459,-1.6067,0.9665,2.7928,435.5,2.6461,72634,1972-05-06 08:00:00+00:00,30
65,1972-05-06 09:00:00+00:00,-3.6,150.4,-2.7,-1.9,-1.9,4.2,464,4.7,130747,1972-05-07 15:00:00+00:00,1.37,-5,155,-0.9531,-1.1606,-0.6347,2.3825,438.3,2.6472,111331,1972-05-06 09:00:00+00:00,30
66,1972-05-06 10:00:00+00:00,-3.6,150.4,-1.9,-1.9,-0.6,4.1,461,4.5,117098,1972-05-07 16:00:00+00:00,1.37,-5,155,-0.6346,-1.9256,-1.0629,2.4278,438.3,2.403,66345,1972-05-06 10:00:00+00:00,30
67,1972-05-06 11:00:00+00:00,-3.6,150.5,2.4,0.9,-3.2,4.4,448,5,84153,1972-05-07 17:00:00+00:00,1.37,-5,155.1,1.9747,-0.4147,-0.1802,2.4731,419.3,2.5449,58935,1972-05-06 11:00:00+00:00,30
68,1972-05-06 12:00:00+00:00,-3.6,150.5,0.9,-1.4,-1.6,4.8,454,6.7,106768,1972-05-07 18:00:00+00:00,1.37,-5,155.1,0.9536,-0.908,-1.2343,2.5094,432.3,2.9249,74933,1972-05-06 12:00:00+00:00,30
69,1972-05-06 13:00:00+00:00,-3.6,150.5,2.5,-2.2,2.4,5.2,453,5.6,86576,1972-05-07 19:00:00+00:00,1.37,-5,155.1,-0.6381,-1.5473,-1.8261,2.6697,442.5,2.5123,73661,1972-05-06 13:00:00+00:00,30
70,1972-05-06 14:00:00+00:00,-3.6,150.6,4.5,1,1.3,5.7,452,4,82131,1972-05-07 20:00:00+00:00,1.37,-5,155.2,-0.7787,-0.8752,-1.2685,2.5964,450.3,2.5488,51784,1972-05-06 14:00:00+00:00,30
71,1972-05-06 15:00:00+00:00,-3.6,150.6,2.6,1.2,0.7,4.2,490,2.8,145025,1972-05-07 21:00:00+00:00,1.37,-5,155.2,0.1005,-1.1144,-0.7242,2.2275,429.2,2.1096,38683,1972-05-06 15:00:00+00:00,30
72,1972-05-06 16:00:00+00:00,-3.6,150.7,1.8,2.3,-0.6,3.7,469,2.9,125125,1972-05-07 22:00:00+00:00,1.37,-5,155.2,1.4794,-0.763,-0.597,2.2764,410.6,2.9953,83423,1972-05-06 16:00:00+00:00,30
73,1972-05-06 17:00:00+00:00,-3.6,150.7,2.2,2.5,0.9,4.5,489,2.6,130544,1972-05-07 23:00:00+00:00,1.37,-5,155.3,0.8103,-0.6677,-1.2424,2.578,431.7,1.7026,53040,1972-05-06 17:00:00+00:00,30
74,1972-05-06 18:00:00+00:00,-3.6,150.7,2.4,3,-0.4,3.9,495,2.7,146371,1972-05-08 00:00:00+00:00,1.37,-5,155.3,-0.8826,-2.361,0.3945,2.7464,437.8,1.6654,29568,1972-05-06 18:00:00+00:00,30
75,1972-05-06 19:00:00+00:00,-3.6,150.8,3.6,3.3,0.2,5.1,470,3.3,89644,1972-05-08 01:00:00+00:00,1.37,-5,155.4,-0.6621,-2.6599,0.4944,2.9121,439.9,1.6802,25548,1972-05-06 19:00:00+00:00,30
76,1972-05-06 20:00:00+00:00,-3.5,150.8,4.8,2.1,1.4,5.5,473,3.2,94637,1972-05-08 02:00:00+00:00,1.37,-5,155.3,1.2121,-1.0968,1.8531,3.2477,421,1.8518,32620,1972-05-06 20:00:00+00:00,30
77,1972-05-06 21:00:00+00:00,-3.5,150.9,4.3,-0.5,1.4,4.5,518,3.9,148163,1972-05-08 03:00:00+00:00,1.37,-5,155.3,2.2559,-0.0052,2.1792,3.5398,426.2,2.6564,71245,1972-05-06 21:00:00+00:00,30
78,1972-05-06 22:00:00+00:00,-3.5,150.9,3.1,-1.5,-0.7,4.2,504,3.4,149929,1972-05-08 04:00:00+00:00,1.37,-5,155.4,2.6605,0.6639,2.0865,3.5852,425.6,2.421,69897,1972-05-06 22:00:00+00:00,30
79,1972-05-06 23:00:00+00:00,-3.5,150.9,2,-2.3,-1,3.6,497,3.2,146409,1972-05-08 05:00:00+00:00,1.37,-5,155.4,2.4357,0.029,2.5962,3.769,432.3,1.737,39064,1972-05-06 23:00:00+00:00,30
80,1972-05-07 00:00:00+00:00,-3.5,151,2.5,-1.8,-1.8,4.2,478,2.3,114886,1972-05-08 06:00:00+00:00,1.37,-5,155.4,1.8555,1.7121,2.6073,3.6812,431.7,2.2805,47158,1972-05-07 00:00:00+00:00,30
81,1972-05-07 01:00:00+00:00,-3.5,151,1.8,-3.1,-0.2,3.8,479,2.3,118323,1972-05-08 07:00:00+00:00,1.37,-5,155.5,2.5053,1.2931,1.8042,3.4876,420.2,2.0052,45391,1972-05-07 01:00:00+00:00,30
82,1972-05-07 02:00:00+00:00,-3.5,151.1,-1.5,-3.2,-0.4,3.6,469,2.6,109052,1972-05-08 08:00:00+00:00,1.37,-5,155.5,1.5601,-0.9168,0.0727,2.7658,424.2,2.382,63639,1972-05-07 02:00:00+00:00,30
83,1972-05-07 03:00:00+00:00,-3.5,151.1,1.1,-3.8,-0.8,4.3,468,2.8,106217,1972-05-08 09:00:00+00:00,1.37,-4.9,155.6,0.0437,-1.5345,-0.5872,2.1161,428.4,1.9905,53066,1972-05-07 03:00:00+00:00,30
84,1972-05-07 04:00:00+00:00,-3.5,151.1,2.7,-3.8,0.7,4.8,462,2.2,87941,1972-05-08 10:00:00+00:00,1.37,-4.9,155.6,-1.2282,-1.9366,-0.9936,2.7288,428.8,1.7783,40582,1972-05-07 04:00:00+00:00,30
85,1972-05-07 05:00:00+00:00,-3.5,151.2,3.1,-3.3,0.6,4.7,467,1.9,105617,1972-05-08 11:00:00+00:00,1.37,-4.9,155.6,-0.8534,-2.351,-0.3658,2.6595,417.6,1.9102,35307,1972-05-07 05:00:00+00:00,30
86,1972-05-07 06:00:00+00:00,-3.5,151.2,3.1,-3,0.7,4.5,460,2.1,94180,1972-05-08 12:00:00+00:00,1.37,-4.9,155.7,-1.153,-1.6971,-0.6776,2.5041,417.3,2.0947,48474,1972-05-07 06:00:00+00:00,30
87,1972-05-07 07:00:00+00:00,-3.5,151.3,2.9,-2.5,1.3,4.3,455,2.2,84953,1972-05-08 13:00:00+00:00,1.37,-4.9,155.6,-0.2723,-1.6322,-1.4009,2.334,419.8,2.0447,36674,1972-05-07 07:00:00+00:00,30
88,1972-05-07 08:00:00+00:00,-3.5,151.3,2.3,-2.8,1.5,4.2,447,2,68090,1972-05-08 14:00:00+00:00,1.38,-4.9,155.6,-0.1336,-0.9548,-1.8133,2.3206,412,1.9704,44515,1972-05-07 08:00:00+00:00,30
89,1972-05-07 09:00:00+00:00,-3.5,151.3,3.1,-2.5,0.2,4.2,446,2.1,58947,1972-05-08 15:00:00+00:00,1.38,-4.9,155.7,0.5778,-1.2111,-0.7054,2.0159,400.9,2.2571,65936,1972-05-07 09:00:00+00:00,30
90,1972-05-07 10:00:00+00:00,-3.5,151.4,3.2,-2.2,0.1,4,441,2,55687,1972-05-08 16:00:00+00:00,1.38,-4.9,155.7,-0.3524,-1.4424,-1.2576,2.1534,424.5,1.5212,35602,1972-05-07 10:00:00+00:00,30
91,1972-05-07 11:00:00+00:00,-3.5,151.4,3.2,-2,0.1,3.9,439,1.9,71815,1972-05-08 17:00:00+00:00,1.38,-4.9,155.7,0.1289,-1.5515,-0.4933,1.9145,413.7,1.6068,33175,1972-05-07 11:00:00+00:00,30
92,1972-05-07 12:00:00+00:00,-3.5,151.5,3.2,-2,-0.3,3.9,436,1.7,81533,1972-05-08 18:00:00+00:00,1.38,-4.9,155.8,0.5754,-1.1758,-0.4749,1.8085,409.5,1.3781,38769,1972-05-07 12:00:00+00:00,30
93,1972-05-07 13:00:00+00:00,-3.5,151.5,2.3,-2.1,-0.1,3.3,419,2.6,76126,1972-05-08 19:00:00+00:00,1.38,-4.9,155.8,0.2541,-1.3319,-0.3599,1.6751,412.1,1.4603,37175,1972-05-07 13:00:00+00:00,30
94,1972-05-07 14:00:00+00:00,-3.5,151.5,-1.2,-1.8,0.1,2.3,412,3.1,75362,1972-05-08 20:00:00+00:00,1.38,-4.9,155.9,-0.0569,-1.4936,-0.1425,1.5783,404.2,1.335,21412,1972-05-07 14:00:00+00:00,30
95,1972-05-07 15:00:00+00:00,-3.5,151.6,0.8,-1.3,-0.2,2.4,402,3.1,82124,1972-05-08 21:00:00+00:00,1.38,-4.9,155.9,-0.0101,-1.5522,0.9426,1.9788,411,1.5906,26328,1972-05-07 15:00:00+00:00,30
96,1972-05-07 18:00:00+00:00,-3.5,151.7,3,-0.5,1.4,3.4,401,3,62453,1972-05-09 00:00:00+00:00,1.38,-4.9,155.9,-0.1165,-1.7227,-0.2306,1.9602,422.6,1.5233,32303,1972-05-07 18:00:00+00:00,30
97,1972-05-07 19:00:00+00:00,-3.4,151.8,3.1,-1.6,0.2,3.7,394,3.2,62394,1972-05-09 01:00:00+00:00,1.38,-4.9,155.9,0.0484,-1.8604,0.2571,1.9816,408.4,1.2467,22480,1972-05-07 19:00:00+00:00,30
98,1972-05-07 20:00:00+00:00,-3.4,151.8,1.1,-2,-1.7,3.6,398,3.6,54347,1972-05-09 02:00:00+00:00,1.38,-4.9,156,-0.1749,-1.5371,-0.6046,1.8044,410.2,1.3429,29586,1972-05-07 20:00:00+00:00,30
99,1972-05-07 21:00:00+00:00,-3.4,151.8,2.4,-1.4,-0.8,3.3,396,3.1,70936,1972-05-09 03:00:00+00:00,1.38,-4.9,156,-0.0251,-1.4493,0.0653,1.7531,408.1,1.3906,32605,1972-05-07 21:00:00+00:00,30
100,1972-05-07 22:00:00+00:00,-3.4,151.9,2.4,0.6,-0.9,3.2,398,3.7,57798,1972-05-09 04:00:00+00:00,1.38,-4.9,156.1,0.6275,-1.1879,-0.1802,1.6521,419.3,1.6081,36376,1972-05-07 22:00:00+00:00,30
