,OMNI_VELOCITY_kms,ARTEMIS_VELOCITY_kms,Time_offset_hours,HGI_Lat_Diff,HGI_Lon_Diff,Distance_Traveled_AU
103,329.0,466.41666666666674,10,0.09999999999999964,1.1999999999999886,0.010000000000000009
104,327.0,503.8285714285715,10,0.09999999999999964,1.1999999999999886,0.010000000000000009
105,322.0,522.8333333333334,10,0.09999999999999964,1.0999999999999943,0.010000000000000009
106,324.0,571.0285714285714,10,0.09999999999999964,1.0999999999999943,0.010000000000000009
107,324.0,631.1999999999998,10,0.09999999999999964,1.0999999999999943,0.010000000000000009
108,345.0,634.6428571428571,10,0.09999999999999964,1.0,0.010000000000000009
109,387.0,650.5285714285714,10,0.0,1.0,0.010000000000000009
110,451.0,649.1,10,0.0,0.9000000000000057,0.010000000000000009
111,453.0,653.3714285714285,10,0.0,0.9000000000000057,0.010000000000000009
112,486.0,661.8666666666667,10,0.0,0.9000000000000057,0.010000000000000009
113,489.0,651.0142857142856,10,0.0,0.8000000000000114,0.010000000000000009
114,512.0,666.1,10,0.0,0.8000000000000114,0.010000000000000009
115,539.0,669.4428571428572,10,0.0,0.6999999999999886,0.010000000000000009
116,597.0,680.1400000000001,10,0.0,0.6999999999999886,0.010000000000000231
117,632.0,692.0615384615387,10,0.0,0.6999999999999886,0.010000000000000897
118,633.0,453.4173913043479,10,0.0,0.5999999999999943,0.010000000000000453
119,667.0,691.2304347826085,10,0.0,0.5999999999999943,0.010000000000000453
122,667.0,696.8533333333332,10,0.09999999999999876,1.4000000000000625,0.010000000000000009
123,670.0,706.4230769230769,10,0.09999999999999787,1.299999999999926,0.010000000000000897
124,687.0,696.8961538461538,10,0.09999999999999787,1.299999999999926,0.010000000000000897
125,676.0,694.6148148148147,10,0.09999999999999787,1.1999999999999318,0.010000000000000897
126,685.0,694.24375,10,0.09999999999999876,1.200000000000074,0.010000000000000009
127,706.0,652.4142857142857,10,0.10000000000000053,1.2000000000000455,0.010000000000000009
128,707.0,645.6166666666667,10,0.10000000000000053,1.0999999999999943,0.010000000000000009
129,708.0,666.5285714285716,10,0.10000000000000053,1.1000000000000227,0.010000000000000009
130,705.0,650.7666666666668,10,0.10000000000000053,1.0,0.010000000000000009
131,722.0,645.3714285714286,10,0.10000000000000053,1.0000000000000284,0.010000000000000009
132,717.0,637.0500000000002,10,0.10000000000000053,1.0,0.010000000000000009
133,712.0,642.0857142857143,10,0.10000000000000053,0.9000000000000341,0.010000000000000009
134,715.0,619.2833333333333,10,0.10000000000000053,0.9000000000000057,0.010000000000000009
135,712.0,609.0428571428573,10,0.10000000000000053,0.8000000000000398,0.010000000000000009
136,705.0,614.8166666666667,10,0.10000000000000053,0.8000000000000114,0.010000000000000009
137,663.0,600.0,10,0.10000000000000053,0.8000000000000398,0.010000000000000009
138,653.0,586.7571428571429,10,0.10000000000000053,0.7000000000000455,0.010000000000000009
139,681.0,586.0,10,0.10000000000000053,0.700000000000017,0.010000000000000009
140,659.0,597.4142857142857,10,0.10000000000000053,0.6000000000000227,0.010000000000000009
141,644.0,633.4,10,0.10000000000000053,0.5999999999999943,0.010000000000000009
142,641.0,611.7285714285715,10,0.10000000000000053,0.6000000000000227,0.010000000000000009
143,655.0,402.9526315789473,10,0.09999999999999787,0.5,0.010000000000000231
144,645.0,528.8260869565216,10,0.20000000000000107,1.4999999999999432,0.010000000000000453
145,615.0,586.5807692307693,10,0.09999999999999876,1.3999999999999204,0.010000000000000897
146,622.0,576.9692307692308,10,0.09999999999999876,1.3999999999999204,0.010000000000000897
147,612.0,565.8,10,0.09999999999999876,1.3999999999999204,0.010000000000000897
148,599.0,560.0538461538462,10,0.09999999999999876,1.299999999999926,0.010000000000000897
149,602.0,556.1555555555557,10,0.09999999999999876,1.299999999999926,0.010000000000000897
150,611.0,544.8846153846154,10,0.09999999999999876,1.1999999999999318,0.010000000000000897
151,637.0,535.9769230769232,10,0.09999999999999876,1.1999999999999318,0.010000000000000897
152,627.0,525.3153846153847,10,0.09999999999999876,1.1999999999999318,0.010000000000000897
153,622.0,518.78,10,0.10000000000000142,1.1000000000000227,0.010000000000000009
154,601.0,509.85000000000014,10,0.10000000000000053,1.0999999999999943,0.010000000000000009
155,592.0,499.78571428571433,10,0.10000000000000142,1.0000000000000284,0.010000000000000009
156,585.0,495.81666666666666,10,0.10000000000000053,1.0,0.010000000000000009
157,572.0,487.2428571428572,10,0.10000000000000142,1.0000000000000284,0.010000000000000009
158,559.0,477.55,10,0.10000000000000053,0.9000000000000057,0.010000000000000009
159,560.0,473.07142857142856,10,0.10000000000000142,0.9000000000000341,0.010000000000000009
160,551.0,468.98333333333335,10,0.10000000000000053,0.8000000000000114,0.010000000000000009
161,541.0,461.9142857142857,10,0.10000000000000142,0.8000000000000398,0.010000000000000009
162,541.0,486.93333333333334,10,0.10000000000000053,0.8000000000000114,0.010000000000000009
163,518.0,470.9714285714286,10,0.10000000000000142,0.7000000000000455,0.010000000000000009
164,524.0,482.48333333333335,10,0.10000000000000053,0.700000000000017,0.010000000000000009
165,514.0,465.9857142857143,10,0.10000000000000142,0.6000000000000227,0.010000000000000009
166,507.0,466.01666666666665,10,0.10000000000000053,0.5999999999999943,0.010000000000000009
167,514.0,460.3571428571428,10,0.10000000000000142,0.6000000000000227,0.010000000000000009
168,485.0,346.72,10,0.10000000000000053,1.4000000000000057,0.010000000000000009
169,478.0,373.725,10,0.10000000000000142,1.4000000000000057,0.010000000000000009
170,475.0,450.45000000000016,10,0.09999999999999876,1.300000000000125,0.010000000000000897
171,479.0,444.03076923076935,10,0.09999999999999876,1.300000000000125,0.010000000000000897
172,488.0,448.2461538461538,10,0.09999999999999876,1.300000000000125,0.010000000000000897
173,484.0,450.5814814814814,10,0.09999999999999876,1.2000000000001307,0.010000000000000897
174,495.0,428.33846153846156,10,0.09999999999999876,1.2000000000001307,0.010000000000000897
175,482.0,422.5884615384617,10,0.09999999999999876,1.1000000000001364,0.010000000000000897
176,466.0,434.60769230769233,10,0.09999999999999876,1.1000000000001364,0.010000000000000897
177,473.0,434.3653846153847,10,0.09999999999999876,1.1000000000001364,0.010000000000000897
178,447.0,428.9846153846154,10,0.09999999999999876,1.0000000000001137,0.010000000000000897
179,457.0,461.28461538461517,10,0.09999999999999876,1.0000000000001137,0.010000000000000897
180,454.0,498.4857142857143,10,0.10000000000000142,0.9000000000000057,0.010000000000000009
181,449.0,536.35,10,0.0,0.9000000000000057,0.010000000000000009
182,459.0,539.7285714285715,10,8.881784197001252e-16,0.9000000000000057,0.010000000000000009
183,461.0,536.3,10,0.0,0.8000000000000114,0.010000000000000009
184,438.0,534.6,10,8.881784197001252e-16,0.8000000000000114,0.010000000000000009
185,425.0,537.1999999999998,10,0.0,0.700000000000017,0.010000000000000009
186,422.0,519.6571428571427,10,8.881784197001252e-16,0.700000000000017,0.010000000000000009
187,440.0,527.6166666666667,10,0.0,0.700000000000017,0.010000000000000009
188,435.0,530.6428571428571,10,8.881784197001252e-16,0.6000000000000227,0.010000000000000009
189,460.0,521.4833333333332,10,0.0,0.6000000000000227,0.010000000000000009
190,506.0,518.1714285714286,10,8.881784197001252e-16,0.5,0.010000000000000009
191,544.0,517.65,10,0.0,0.5,0.010000000000000009
192,544.0,519.4857142857144,10,0.09999999999999876,1.5,0.010000000000000009
193,542.0,440.86666666666673,10,0.09999999999999964,1.4000000000000057,0.010000000000000009
194,550.0,347.35,10,0.09999999999999964,1.4000000000000057,0.010000000000000009
195,543.0,499.875,10,0.09999999999999964,1.3000000000000114,0.010000000000000009
196,524.0,496.25555555555565,10,0.09999999999999876,1.3000000000000114,0.010000000000000009
197,532.0,498.5307692307691,10,0.10000000000000142,1.300000000000125,0.010000000000000897
198,534.0,499.11153846153854,10,0.10000000000000142,1.2000000000001307,0.010000000000000897
199,527.0,488.64230769230767,10,0.10000000000000142,1.2000000000001307,0.010000000000000897
200,520.0,483.20769230769235,10,0.10000000000000142,1.1000000000001364,0.010000000000000897
219,545.0,418.3833333333334,10,0.0,1.4000000000000057,0.010000000000000009
220,546.0,589.0333333333333,10,0.0,1.3000000000000114,0.010000000000000009
221,546.0,574.8142857142857,10,8.881784197001252e-16,1.3000000000000114,0.010000000000000009
222,562.0,562.1999999999998,10,0.0,1.3000000000000114,0.010000000000000009
223,608.0,537.4142857142858,10,8.881784197001252e-16,1.200000000000017,0.010000000000000009
224,627.0,417.8625,10,8.881784197001252e-16,1.200000000000017,0.010000000000000009
225,624.0,519.8153846153846,10,1.7763568394002505e-15,1.1000000000001364,0.010000000000000897
226,630.0,504.75384615384615,10,1.7763568394002505e-15,1.1000000000001364,0.010000000000000897
227,628.0,511.4192307692308,10,1.7763568394002505e-15,1.1000000000001364,0.010000000000000897
228,618.0,504.9916666666666,10,0.0,1.0000000000000568,0.010000000000000453
229,603.0,480.0730769230769,10,1.7763568394002505e-15,1.0000000000001137,0.010000000000000897
230,594.0,463.1153846153846,10,1.7763568394002505e-15,0.9000000000001194,0.010000000000000897
231,575.0,460.51153846153846,10,1.7763568394002505e-15,0.9000000000001194,0.010000000000000897
232,563.0,448.14230769230767,10,1.7763568394002505e-15,0.9000000000001194,0.010000000000000897
233,544.0,431.9,10,0.0,0.8000000000000114,0.010000000000000009
234,530.0,455.7333333333333,10,0.0,0.8000000000000114,0.010000000000000009
235,523.0,468.77142857142854,10,8.881784197001252e-16,0.700000000000017,0.010000000000000009
236,511.0,465.86666666666673,10,0.0,0.700000000000017,0.010000000000000009
237,520.0,462.16666666666674,10,0.0,0.700000000000017,0.010000000000000009
238,512.0,432.01666666666665,10,0.0,0.6000000000000227,0.010000000000000009
239,515.0,433.0,10,8.881784197001252e-16,0.6000000000000227,0.010000000000000009
240,496.0,412.45,10,0.10000000000000053,1.3999999999999773,0.019999999999999796
241,479.0,407.57142857142856,10,0.10000000000000053,1.3999999999999773,0.019999999999999796
242,471.0,392.83333333333326,10,0.10000000000000053,1.3999999999999773,0.019999999999999796
243,469.0,382.16666666666674,10,0.10000000000000053,1.299999999999983,0.019999999999999796
244,486.0,345.8,10,0.10000000000000053,1.299999999999983,0.020000000000000018
245,503.0,390.57142857142856,10,0.10000000000000053,1.1999999999999886,0.019999999999999796
246,505.0,386.0,10,0.10000000000000053,1.1999999999999886,0.019999999999999796
247,491.0,375.8,10,0.10000000000000053,1.1999999999999886,0.019999999999999796
248,510.0,392.68571428571437,10,0.10000000000000053,1.0999999999999943,0.019999999999999796
249,498.0,397.61666666666673,10,0.10000000000000053,1.0999999999999943,0.019999999999999796
250,478.0,417.83333333333326,10,0.10000000000000053,1.0,0.019999999999999796
251,469.0,405.32,10,0.10000000000000053,1.0,0.020000000000000018
252,455.0,395.97199999999987,10,0.10000000000000231,0.9999999999999432,0.019999999999999796
253,446.0,395.01923076923066,10,0.10000000000000231,0.8999999999998636,0.019999999999999796
254,450.0,406.9500000000001,10,0.10000000000000231,0.8999999999998636,0.019999999999999796
255,448.0,415.6384615384615,10,0.10000000000000231,0.7999999999998693,0.019999999999999796
256,434.0,398.1153846153847,10,0.10000000000000231,0.7999999999998693,0.019999999999999796
257,427.0,400.11153846153854,10,0.10000000000000231,0.7999999999998693,0.019999999999999796
258,442.0,388.58846153846156,10,0.10000000000000231,0.6999999999998749,0.019999999999999796
259,450.0,374.1576923076922,10,1.7763568394002505e-15,0.6999999999998749,0.019999999999999796
260,471.0,365.9333333333333,10,0.0,0.5999999999999943,0.019999999999999796
261,462.0,376.31666666666666,10,0.0,0.5999999999999943,0.019999999999999796
262,455.0,357.7428571428572,10,0.0,0.5999999999999943,0.019999999999999796
263,446.0,356.64999999999986,10,0.0,0.5,0.019999999999999796
264,459.0,353.5142857142857,10,0.0,1.5,0.019999999999999796
265,462.0,335.35,10,0.0,1.3999999999999773,0.019999999999999796
266,449.0,343.07142857142856,10,0.0,1.3999999999999773,0.019999999999999796
267,450.0,337.81666666666666,10,0.0,1.3999999999999773,0.019999999999999796
268,441.0,274.97142857142853,10,0.0,1.299999999999983,0.019999999999999796
269,430.0,331.98333333333335,10,0.0,1.299999999999983,0.019999999999999796
270,428.0,332.1,10,0.0,1.1999999999999886,0.019999999999999796
271,422.0,329.9166666666667,10,0.0,1.1999999999999886,0.019999999999999796
272,403.0,335.88571428571424,10,0.0,1.1999999999999886,0.019999999999999796
273,410.0,340.4000000000001,10,0.0,1.0999999999999943,0.019999999999999796
274,393.0,372.78571428571433,10,0.0,1.0999999999999943,0.019999999999999796
275,388.0,379.65,10,0.0,1.0,0.019999999999999796
276,397.0,389.91428571428565,10,0.0,1.0,0.019999999999999796
277,388.0,359.54000000000013,10,0.0,1.0,0.020000000000000018
278,381.0,392.91428571428565,10,0.0,0.8999999999999773,0.019999999999999796
279,377.0,385.5,10,0.0,0.8999999999999773,0.019999999999999796
280,379.0,397.36666666666673,10,0.0,0.799999999999983,0.019999999999999796
281,376.0,394.15714285714284,10,0.0,0.799999999999983,0.019999999999999796
282,384.0,387.33333333333326,10,0.0,0.799999999999983,0.019999999999999796
283,399.0,378.9857142857143,10,0.0,0.6999999999999886,0.019999999999999796
284,434.0,396.8666666666666,10,0.0,0.6999999999999886,0.019999999999999796
285,440.0,384.4857142857143,10,0.0,0.5999999999999943,0.019999999999999796
286,447.0,373.58333333333326,10,0.0,0.5999999999999943,0.019999999999999796
287,457.0,384.9,10,0.0,0.5999999999999943,0.019999999999999796
288,457.0,382.8666666666666,10,0.09999999999999964,1.5,0.019999999999999796
289,467.0,331.07142857142867,10,0.09999999999999964,1.5,0.019999999999999796
290,464.0,171.9857142857143,10,0.09999999999999964,1.3999999999999773,0.019999999999999796
291,461.0,290.5576923076923,10,0.09999999999999964,1.3999999999998636,0.019999999999999796
292,469.0,253.5346153846154,10,0.09999999999999964,1.3999999999998636,0.019999999999999796
293,464.0,160.62,10,0.09999999999999964,1.299999999999983,0.019999999999999796
294,461.0,137.5307692307692,10,0.09999999999999964,1.2999999999998693,0.019999999999999796
295,458.0,211.5888888888889,10,0.09999999999999964,1.199999999999875,0.019999999999999796
296,455.0,284.432,10,0.09999999999999964,1.1999999999999318,0.019999999999999796
297,456.0,221.9954545454545,10,0.09999999999999964,1.1999999999999318,0.019999999999999796
298,457.0,217.71428571428572,10,0.09999999999999964,1.0999999999999943,0.019999999999999796
299,448.0,237.43333333333337,10,0.09999999999999964,1.0999999999999943,0.019999999999999796
300,432.0,159.15714285714287,10,0.09999999999999964,1.0,0.019999999999999796
301,430.0,156.56666666666666,10,0.0,1.0,0.019999999999999796
302,428.0,110.05714285714285,10,0.0,1.0,0.019999999999999796
303,427.0,57.75999999999999,10,0.0,0.8999999999999773,0.020000000000000018
304,422.0,79.23333333333333,10,0.0,0.8999999999999773,0.019999999999999796
305,427.0,119.5,10,0.0,0.799999999999983,0.019999999999999796
306,430.0,120.05,10,0.0,0.799999999999983,0.019999999999999796
307,450.0,47.26666666666667,10,0.0,0.799999999999983,0.020000000000000018
308,452.0,81.3,10,0.0,0.6999999999999886,0.020000000000000018
309,453.0,58.6,10,0.0,0.6999999999999886,0.020000000000000018
310,455.0,70.39999999999998,10,0.0,0.5999999999999943,0.020000000000000018
312,469.0,49.68333333333334,10,0.10000000000000053,1.5999999999999943,0.019999999999999796
313,480.0,92.08125,10,0.09999999999999787,1.4999999999999716,0.019999999999999796
314,474.0,55.157894736842096,10,0.09999999999999787,1.4999999999999432,0.019999999999999796
315,482.0,50.49999999999998,10,0.09999999999999787,1.3999999999999204,0.019999999999999796
316,491.0,39.48823529411764,10,0.09999999999999787,1.3999999999999488,0.019999999999999796
317,481.0,25.32727272727273,10,0.09999999999999964,1.299999999999983,0.019999999999999796
318,490.0,29.62,10,0.09999999999999964,1.299999999999983,0.020000000000000018
319,481.0,25.620000000000005,10,0.09999999999999964,1.299999999999983,0.019999999999999796
320,465.0,24.385714285714283,10,0.09999999999999876,1.1999999999999886,0.019999999999999796
321,461.0,25.88181818181818,10,0.09999999999999787,1.1999999999999318,0.019999999999999796
322,461.0,22.7,10,0.09999999999999876,1.0999999999999943,0.019999999999999796
323,478.0,23.47777777777778,10,0.09999999999999787,1.099999999999966,0.019999999999999796
324,485.0,23.752173913043475,10,0.09999999999999787,1.0999999999999375,0.019999999999999796
325,484.0,27.885714285714283,10,0.09999999999999876,1.0,0.019999999999999796
326,459.0,30.14545454545454,10,0.09999999999999964,1.0,0.019999999999999796
327,461.0,32.666666666666664,10,0.10000000000000053,0.8999999999999773,0.019999999999999796
328,456.0,24.17777777777778,10,0.09999999999999787,0.8999999999999488,0.019999999999999796
329,458.0,28.764285714285712,10,0.09999999999999876,0.8999999999999773,0.019999999999999796
330,464.0,18.400000000000006,10,0.09999999999999787,0.7999999999999545,0.019999999999999796
331,464.0,20.5125,10,0.10000000000000053,0.799999999999983,0.019999999999999796
332,456.0,24.5,10,0.09999999999999876,0.6999999999999886,0.020000000000000018
333,449.0,25.43333333333333,10,0.10000000000000053,0.6999999999999886,0.019999999999999796
334,446.0,24.818181818181817,10,0.09999999999999964,0.6999999999999886,0.019999999999999796
335,444.0,22.723076923076924,10,0.09999999999999876,0.5999999999999943,0.019999999999999796
336,452.0,24.25625,10,0.09999999999999787,1.599999999999966,0.019999999999999796
337,447.0,23.461111111111123,10,0.09999999999999787,1.4999999999999716,0.019999999999999796
338,441.0,22.93333333333333,10,0.10000000000000053,1.5,0.019999999999999796
339,443.0,25.60588235294117,10,0.09999999999999787,1.4999999999999716,0.019999999999999796
340,442.0,107.67777777777779,10,0.10000000000000053,1.3999999999999773,0.019999999999999796
341,451.0,47.164705882352955,10,0.09999999999999787,1.3999999999999488,0.019999999999999796
342,450.0,36.52777777777777,10,0.09999999999999787,1.2999999999999545,0.019999999999999796
343,463.0,72.95,10,0.09999999999999876,1.299999999999983,0.019999999999999796
344,464.0,170.9875,10,0.09999999999999787,1.2999999999999545,0.019999999999999796
345,459.0,21.565,10,0.09999999999999787,1.1999999999999318,0.019999999999999796
346,467.0,22.33333333333333,10,8.881784197001252e-16,1.1999999999999886,0.019999999999999796
347,454.0,154.81176470588238,10,1.7763568394002505e-15,1.099999999999966,0.019999999999999796
348,455.0,89.49230769230768,10,8.881784197001252e-16,1.0999999999999943,0.019999999999999796
349,455.0,15.7,10,0.0,1.0999999999999943,0.020000000000000018
350,446.0,22.4,10,0.0,1.0,0.020000000000000018
351,447.0,65.53999999999999,10,1.7763568394002505e-15,0.9999999999999432,0.019999999999999796
352,440.0,41.87391304347826,10,1.7763568394002505e-15,0.8999999999999204,0.019999999999999796
353,435.0,64.65714285714286,10,8.881784197001252e-16,0.8999999999999773,0.019999999999999796
354,432.0,110.35909090909092,10,1.7763568394002505e-15,0.8999999999999204,0.019999999999999796
355,429.0,43.86086956521738,10,1.7763568394002505e-15,0.7999999999999261,0.019999999999999796
356,423.0,103.57307692307691,10,3.552713678800501e-15,0.7999999999998693,0.019999999999999796
357,419.0,55.072,10,1.7763568394002505e-15,0.6999999999999318,0.019999999999999796
358,416.0,48.22380952380953,10,1.7763568394002505e-15,0.6999999999999318,0.019999999999999796
359,417.0,64.79615384615384,10,3.552713678800501e-15,0.6999999999998749,0.019999999999999796
360,428.0,118.9076923076923,10,3.552713678800501e-15,1.5999999999998806,0.019999999999999796
361,423.0,108.24444444444444,10,1.7763568394002505e-15,1.599999999999966,0.019999999999999796
362,428.0,206.94285714285718,10,8.881784197001252e-16,1.5,0.019999999999999796
