EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_BR_nT,OMNI_BT_nT,OMNI_BN_nT,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncm3,OMNI_TEMP_DegK
 1972-12-15T01:00:00.000Z,-0.9,7.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T02:00:00.000Z,-0.9,7.4,5.5,2.6,2,7.3,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T03:00:00.000Z,-0.9,7.4,5.5,0.2,-0.8,7,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T04:00:00.000Z,-0.9,7.5,-0.6,3.5,2,7.4,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T05:00:00.000Z,-1,7.5,0,0.7,5.8,8,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T06:00:00.000Z,-1,7.6,0,3.5,7.9,9.1,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T07:00:00.000Z,-1,7.6,2,-4.2,-0.2,7.7,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T08:00:00.000Z,-1,7.6,4.1,-2,0,8.2,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T09:00:00.000Z,-1,7.7,4.9,-1.1,-7.5,9.8,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T10:00:00.000Z,-1,7.7,3.4,2.8,-7.6,9.2,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T11:00:00.000Z,-1,7.8,5.1,1.1,-7.6,9.9,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T12:00:00.000Z,-1,7.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T13:00:00.000Z,-1,7.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T14:00:00.000Z,-1,7.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T15:00:00.000Z,-1,7.9,0.5,-5.9,6.8,9.8,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T16:00:00.000Z,-1,8,-0.5,-5.8,8.1,11.2,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T17:00:00.000Z,-1,8,-1.7,-0.3,10.4,11.4,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T18:00:00.000Z,-1,8.1,1.9,-7.5,8.2,12.4,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T19:00:00.000Z,-1,8.1,5.1,-9.3,1.3,11.3,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T20:00:00.000Z,-1,8.1,4.4,-4.8,-5.9,10.9,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T21:00:00.000Z,-1,8.2,2.1,-3.9,-8.3,10.9,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T22:00:00.000Z,-1,8.2,1.6,-9.3,0.1,11.3,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-15T23:00:00.000Z,-1,8.3,0.6,-6.2,5.5,10,-1.00E+31,-1.00E+31,-1.00E+31
