EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,PIONEER_DIST_Au,PIONEER_LAT_deg,PIONEER_LONG_deg,PIONEER_BR_nT,PIONEER_BT_nT,PIONEER_BN_nT,PIONEER_MAG_AVG_nT,PIONEER_SPEED_kms,PIONEER_DENSITY_Ncm3,PIONEER_TEMP_DegK
 1972-05-01T01:00:00.000Z,1.31,-5.5,150.3,-6.359,3.7593,1.4772,7.8449,354.9,4.9779,178382
 1972-05-01T02:00:00.000Z,1.31,-5.5,150.4,-5.6059,3.0628,1.5009,6.7212,358.8,4.9885,108277
 1972-05-01T03:00:00.000Z,1.31,-5.5,150.3,2.6176,-1.1548,-1.328,4.9206,386.5,4.9089,90870
 1972-05-01T04:00:00.000Z,1.31,-5.4,150.4,2.7513,-0.681,-2.6753,4.6453,393.3,7.9336,53685
 1972-05-01T05:00:00.000Z,1.31,-5.4,150.4,2.0234,-0.2409,-1.2238,3.8461,391.9,7.8847,94691
 1972-05-01T06:00:00.000Z,1.31,-5.4,150.4,-0.221,2.2935,-3.871,5.0635,388.2,4.5685,41811
 1972-05-01T07:00:00.000Z,1.31,-5.4,150.5,1.1926,3.0533,-3.4224,5.1527,395.2,3.7402,30879
 1972-05-01T08:00:00.000Z,1.31,-5.4,150.5,-0.2857,2.5123,-3.1702,4.3747,396.7,3.3655,38890
 1972-05-01T09:00:00.000Z,1.31,-5.4,150.6,1.3829,2.2086,-3.0479,4.0938,402.3,3.225,29073
 1972-05-01T10:00:00.000Z,1.31,-5.4,150.6,1.3987,1.2738,-2.6919,3.8196,402.8,3.9,38769
 1972-05-01T11:00:00.000Z,1.31,-5.4,150.6,1.0455,0.077,-3.0091,3.2088,398.1,4.2258,27405
 1972-05-01T12:00:00.000Z,1.31,-5.4,150.7,1.0057,0.4648,-2.8867,3.1045,395.1,4.1795,26880
 1972-05-01T13:00:00.000Z,1.31,-5.4,150.7,0.4603,-0.0423,-2.082,2.2995,387.1,4.8347,32927
 1972-05-01T14:00:00.000Z,1.31,-5.4,150.7,0.9717,1.0951,-1.4384,2.2226,385.6,5.0102,40013
 1972-05-01T15:00:00.000Z,1.31,-5.4,150.7,0.752,1.8826,-1.079,2.3481,386,4.5913,31630
 1972-05-01T16:00:00.000Z,1.31,-5.4,150.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,381.5,4.346,27498
 1972-05-01T17:00:00.000Z,1.32,-5.4,150.8,0.8469,1.7005,-1.8496,2.6725,382.9,3.8454,21423
 1972-05-01T18:00:00.000Z,1.32,-5.4,150.8,0.5828,1.6217,-1.2782,2.2105,369.5,4.2058,28599
 1972-05-01T19:00:00.000Z,1.32,-5.4,150.9,0.5889,1.6384,-0.9107,2.1205,369.8,4.1105,23112
 1972-05-01T20:00:00.000Z,1.32,-5.4,150.9,1.1802,1.4445,-0.758,2.0306,376.5,4.64,25787
 1972-05-01T21:00:00.000Z,1.32,-5.4,150.9,1.2343,1.4943,-0.811,2.111,373.4,4.5379,25326
 1972-05-01T22:00:00.000Z,1.32,-5.4,151,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,368.2,4.0969,22975
 1972-05-01T23:00:00.000Z,1.32,-5.4,151,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-02T00:00:00.000Z,1.32,-5.4,151.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,367.3,4.0846,23915
 1972-05-02T01:00:00.000Z,1.32,-5.4,151,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,366.7,4.3998,20339
 1972-05-02T02:00:00.000Z,1.32,-5.4,151,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,362.8,4.1178,21772
 1972-05-02T03:00:00.000Z,1.32,-5.4,151.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,362.8,4.223,22852
 1972-05-02T04:00:00.000Z,1.32,-5.4,151.1,1.8873,2.3695,-0.342,3.0697,353.2,4.8635,18223
 1972-05-02T05:00:00.000Z,1.32,-5.4,151.2,1.4671,2.2155,0.4374,2.7672,353.5,4.6949,18509
 1972-05-02T06:00:00.000Z,1.32,-5.4,151.2,-0.071,2.1371,1.1146,2.5821,357.8,4.4929,15275
 1972-05-02T07:00:00.000Z,1.32,-5.4,151.2,-0.1518,1.6271,0.1699,2.5493,360.7,3.6218,13548
 1972-05-02T08:00:00.000Z,1.32,-5.4,151.3,1.5166,0.0164,-0.3426,2.0378,367.4,4.117,24792
 1972-05-02T09:00:00.000Z,1.32,-5.4,151.3,1.5588,0.7459,0.4591,1.813,372.1,4.329,20168
 1972-05-02T10:00:00.000Z,1.32,-5.4,151.4,1.6422,0.8961,-0.0016,1.8875,370.4,5.5913,19555
