EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,PIONEER_DIST_Au,PIONEER_LAT_deg,PIONEER_LONG_deg,PIONEER_BR_nT,PIONEER_BT_nT,PIONEER_BN_nT,PIONEER_MAG_AVG_nT,PIONEER_SPEED_kms,PIONEER_DENSITY_Ncm3,PIONEER_TEMP_DegK
 1972-12-01T01:00:00.000Z,3.14,2.5,214.7,0.0616,-0.8497,-0.006,0.8591,371.7,0.0928,1554
 1972-12-01T02:00:00.000Z,3.14,2.5,214.7,0.0745,-0.8841,-0.0611,0.8925,359.8,0.2439,14724
 1972-12-01T03:00:00.000Z,3.14,2.5,214.7,0.1208,-0.8668,-0.0907,0.8829,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-01T04:00:00.000Z,3.14,2.5,214.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-01T05:00:00.000Z,3.14,2.5,214.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-01T06:00:00.000Z,3.14,2.5,214.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-01T07:00:00.000Z,3.14,2.5,214.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-01T08:00:00.000Z,3.14,2.5,214.8,-0.2642,-0.5851,-0.2776,0.7182,361,0.1675,5560
 1972-12-01T09:00:00.000Z,3.14,2.5,214.7,-0.1529,-0.5843,0.0608,0.6441,359.9,0.0932,444
 1972-12-01T10:00:00.000Z,3.14,2.5,214.7,-0.0419,-0.4915,0.0883,0.5341,354,0.3201,7083
 1972-12-01T11:00:00.000Z,3.14,2.5,214.7,-0.1972,-0.5375,-0.1058,0.5915,358.1,0.2826,5884
 1972-12-01T12:00:00.000Z,3.14,2.5,214.7,-0.2892,-0.4399,-0.2896,0.6117,-1.00E+31,-1.00E+31,-1.00E+31
 1972-12-01T13:00:00.000Z,3.14,2.5,214.7,-0.2969,-0.4227,-0.2831,0.6068,356.3,0.3081,4613
