EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncc
 2018-02-20T22:00:00.000Z,-7,74.9,3.3,376,1.7
 2018-02-20T23:00:00.000Z,-7,75,3.4,377,2.2
 2018-02-21T00:00:00.000Z,-7,75,3,368,2.1
 2018-02-21T01:00:00.000Z,-7,75.1,3,358,2.4
 2018-02-21T02:00:00.000Z,-7,75.1,3,361,2.3
 2018-02-21T03:00:00.000Z,-7,75.1,2.8,355,2.7
 2018-02-21T04:00:00.000Z,-7,75.2,2.6,350,3.4
 2018-02-21T05:00:00.000Z,-7,75.2,1.9,347,8.1
 2018-02-21T06:00:00.000Z,-7,75.3,3.4,355,11.7
 2018-02-21T07:00:00.000Z,-7,75.3,4.6,361,15.3
 2018-02-21T08:00:00.000Z,-7,75.4,5.7,370,11.7
 2018-02-21T09:00:00.000Z,-7,75.4,5.8,381,5.9
 2018-02-21T10:00:00.000Z,-7,75.4,4.4,394,7
 2018-02-21T11:00:00.000Z,-7,75.5,4.2,395,6.3
 2018-02-21T12:00:00.000Z,-7,75.5,3.6,397,5.3
 2018-02-21T13:00:00.000Z,-7,75.6,3.7,396,5.3
 2018-02-21T14:00:00.000Z,-7,75.6,3.6,393,5
 2018-02-21T15:00:00.000Z,-7,75.7,3.6,392,5.4
 2018-02-21T16:00:00.000Z,-7,75.7,4.1,384,4.8
 2018-02-21T17:00:00.000Z,-7,75.7,4.6,372,3.3
 2018-02-21T18:00:00.000Z,-7,75.8,4.9,375,5
 2018-02-21T19:00:00.000Z,-7,75.8,5,372,5.4
 2018-02-21T20:00:00.000Z,-7,75.9,4.7,376,6.6
 2018-02-21T21:00:00.000Z,-7,75.9,4.7,377,7.3
 2018-02-21T22:00:00.000Z,-7,76,4.6,385,7.8
 2018-02-21T23:00:00.000Z,-7,76,4.7,385,7.9
 2018-02-22T00:00:00.000Z,-7,76,3.4,388,8.4
 2018-02-22T01:00:00.000Z,-7,76.1,4.5,383,8.1
 2018-02-22T02:00:00.000Z,-7,76.1,4.2,391,7.5
 2018-02-22T03:00:00.000Z,-7,76.2,3.3,396,8
 2018-02-22T04:00:00.000Z,-7,76.2,2.7,392,8.1
 2018-02-22T05:00:00.000Z,-7,76.2,3.7,391,8
 2018-02-22T06:00:00.000Z,-7,76.3,4.1,392,7.8
 2018-02-22T07:00:00.000Z,-7,76.3,6.1,386,6.2
 2018-02-22T08:00:00.000Z,-7,76.4,6.2,394,7.6
 2018-02-22T09:00:00.000Z,-7,76.4,5.8,396,9
 2018-02-22T10:00:00.000Z,-7.1,76.5,6.4,405,11.1
 2018-02-22T11:00:00.000Z,-7.1,76.5,6.6,400,11.6
 2018-02-22T12:00:00.000Z,-7.1,76.5,6.7,395,12
 2018-02-22T13:00:00.000Z,-7.1,76.6,6.1,401,12.7
 2018-02-22T14:00:00.000Z,-7.1,76.6,7.1,410,11.5
 2018-02-22T15:00:00.000Z,-7.1,76.7,5.9,415,11.3
 2018-02-22T16:00:00.000Z,-7.1,76.7,4.4,416,12.2
 2018-02-22T17:00:00.000Z,-7.1,76.8,5.7,414,12
 2018-02-22T18:00:00.000Z,-7.1,76.8,6.3,411,12
 2018-02-22T19:00:00.000Z,-7.1,76.8,6.6,413,12
 2018-02-22T20:00:00.000Z,-7.1,76.9,7.8,405,11.2
 2018-02-22T21:00:00.000Z,-7.1,76.9,8.1,411,12.2
 2018-02-22T22:00:00.000Z,-7.1,77,6.4,418,11.9
 2018-02-22T23:00:00.000Z,-7.1,77,6.4,417,9.9
 2018-02-23T00:00:00.000Z,-7.1,77,5.1,443,8.5
 2018-02-23T01:00:00.000Z,-7.1,77.1,6,453,7.1
 2018-02-23T02:00:00.000Z,-7.1,77.1,6.4,461,6.6
 2018-02-23T03:00:00.000Z,-7.1,77.2,7.4,470,5.2
 2018-02-23T04:00:00.000Z,-7.1,77.2,7.8,486,5.3
 2018-02-23T05:00:00.000Z,-7.1,77.3,8.2,489,5.9
 2018-02-23T06:00:00.000Z,-7.1,77.3,9.2,492,6.1
 2018-02-23T07:00:00.000Z,-7.1,77.3,8.5,508,6.2
 2018-02-23T08:00:00.000Z,-7.1,77.4,6,540,8.6
 2018-02-23T09:00:00.000Z,-7.1,77.4,6.5,539,6.5
 2018-02-23T10:00:00.000Z,-7.1,77.5,6.4,547,5.9
 2018-02-23T11:00:00.000Z,-7.1,77.5,6,542,5.1
 2018-02-23T12:00:00.000Z,-7.1,77.6,5.2,545,4.6
 2018-02-23T13:00:00.000Z,-7.1,77.6,5.2,547,4.2
 2018-02-23T14:00:00.000Z,-7.1,77.6,5.7,534,3.7
 2018-02-23T15:00:00.000Z,-7.1,77.7,5.1,526,3.7
 2018-02-23T16:00:00.000Z,-7.1,77.7,5.2,513,3.6
 2018-02-23T17:00:00.000Z,-7.1,77.8,5.5,522,3.3
 2018-02-23T18:00:00.000Z,-7.1,77.8,5.9,547,3.3
 2018-02-23T19:00:00.000Z,-7.1,77.9,5.3,538,3.3
 2018-02-23T20:00:00.000Z,-7.1,77.9,5.1,535,3.3
 2018-02-23T21:00:00.000Z,-7.1,77.9,3.9,531,3.5
 2018-02-23T22:00:00.000Z,-7.1,78,2.3,528,4.8
 2018-02-23T23:00:00.000Z,-7.1,78,5.5,525,4.1
 2018-02-24T00:00:00.000Z,-7.1,78.1,6.7,518,4
 2018-02-24T01:00:00.000Z,-7.1,78.1,6,515,4.2
 2018-02-24T02:00:00.000Z,-7.1,78.1,6.1,513,3.9
 2018-02-24T03:00:00.000Z,-7.1,78.2,6.1,502,3.4
 2018-02-24T04:00:00.000Z,-7.1,78.2,6,495,3.3
 2018-02-24T05:00:00.000Z,-7.1,78.3,6,478,3.1
 2018-02-24T06:00:00.000Z,-7.1,78.3,5.7,469,3.3
 2018-02-24T07:00:00.000Z,-7.1,78.4,5.5,463,3.3
 2018-02-24T08:00:00.000Z,-7.1,78.4,5.4,467,2.6
 2018-02-24T09:00:00.000Z,-7.1,78.4,5.3,472,2.8
 2018-02-24T10:00:00.000Z,-7.1,78.5,5,470,3.2
 2018-02-24T11:00:00.000Z,-7.1,78.5,4.6,472,3.5
 2018-02-24T12:00:00.000Z,-7.1,78.6,4.9,464,3.5
 2018-02-24T13:00:00.000Z,-7.1,78.6,5.6,459,2.8
 2018-02-24T14:00:00.000Z,-7.1,78.7,6,459,3.1
 2018-02-24T15:00:00.000Z,-7.1,78.7,6.1,454,3
 2018-02-24T16:00:00.000Z,-7.1,78.7,6.1,446,3.2
 2018-02-24T17:00:00.000Z,-7.1,78.8,5.8,444,3.7
 2018-02-24T18:00:00.000Z,-7.1,78.8,5.9,440,2.9
 2018-02-24T19:00:00.000Z,-7.1,78.9,5.8,438,2.8
 2018-02-24T20:00:00.000Z,-7.1,78.9,5.9,433,1.9
 2018-02-24T21:00:00.000Z,-7.1,79,6,426,1.8
 2018-02-24T22:00:00.000Z,-7.1,79,6.1,424,1.9
 2018-02-24T23:00:00.000Z,-7.1,79,6,419,2.9
 2018-02-25T00:00:00.000Z,-7.1,79.1,6,422,2.9
 2018-02-25T01:00:00.000Z,-7.1,79.1,6,414,3.5
 2018-02-25T02:00:00.000Z,-7.1,79.2,6.2,410,3.7
 2018-02-25T03:00:00.000Z,-7.1,79.2,6.5,406,3.7
 2018-02-25T04:00:00.000Z,-7.1,79.2,6.5,401,3.7
 2018-02-25T05:00:00.000Z,-7.1,79.3,6.6,401,3.5
 2018-02-25T06:00:00.000Z,-7.1,79.3,6.5,394,4.2
 2018-02-25T07:00:00.000Z,-7.1,79.4,7.1,411,7
 2018-02-25T08:00:00.000Z,-7.1,79.4,6.9,410,5.8
 2018-02-25T09:00:00.000Z,-7.1,79.5,6.9,405,5.6
 2018-02-25T10:00:00.000Z,-7.1,79.5,6.8,413,4.1
 2018-02-25T11:00:00.000Z,-7.1,79.5,6.3,406,3.7
 2018-02-25T12:00:00.000Z,-7.1,79.6,6.1,395,3.8
 2018-02-25T13:00:00.000Z,-7.1,79.6,5.8,399,5.4
 2018-02-25T14:00:00.000Z,-7.1,79.7,5.1,400,5.8
 2018-02-25T15:00:00.000Z,-7.1,79.7,4.9,405,6.5
 2018-02-25T16:00:00.000Z,-7.1,79.8,4.8,399,6.3
 2018-02-25T17:00:00.000Z,-7.1,79.8,4.6,397,6.4
 2018-02-25T18:00:00.000Z,-7.1,79.8,4.5,395,5.8
 2018-02-25T19:00:00.000Z,-7.1,79.9,4.6,383,5
 2018-02-25T20:00:00.000Z,-7.1,79.9,4.5,367,4.1
 2018-02-25T21:00:00.000Z,-7.1,80,4.3,370,4.6
 2018-02-25T22:00:00.000Z,-7.1,80,4,381,6.7
 2018-02-25T23:00:00.000Z,-7.1,80,5.5,387,8.1
 2018-02-26T00:00:00.000Z,-7.1,80.1,6.6,387,9.1
 2018-02-26T01:00:00.000Z,-7.1,80.1,7,387,8.5
 2018-02-26T02:00:00.000Z,-7.1,80.2,7.2,384,9.2
 2018-02-26T03:00:00.000Z,-7.1,80.2,6.8,370,7.7
 2018-02-26T04:00:00.000Z,-7.1,80.3,5.6,364,7.8
 2018-02-26T05:00:00.000Z,-7.1,80.3,5.8,378,8
 2018-02-26T06:00:00.000Z,-7.1,80.3,5.8,378,7.8
 2018-02-26T07:00:00.000Z,-7.1,80.4,6.5,382,6.6
 2018-02-26T08:00:00.000Z,-7.2,80.4,6.3,402,6.9
 2018-02-26T09:00:00.000Z,-7.2,80.5,4.2,414,7.4
 2018-02-26T10:00:00.000Z,-7.2,80.5,2.7,415,6.6
 2018-02-26T11:00:00.000Z,-7.2,80.6,3,415,6
 2018-02-26T12:00:00.000Z,-7.2,80.6,4.3,404,4.9
 2018-02-26T13:00:00.000Z,-7.2,80.6,5,401,4
 2018-02-26T14:00:00.000Z,-7.2,80.7,4.5,407,3.3
 2018-02-26T15:00:00.000Z,-7.2,80.7,3.6,401,3.1
 2018-02-26T16:00:00.000Z,-7.2,80.8,3,398,3.2
 2018-02-26T17:00:00.000Z,-7.2,80.8,3,405,2.8
 2018-02-26T18:00:00.000Z,-7.2,80.8,2.2,392,3.7
 2018-02-26T19:00:00.000Z,-7.2,80.9,2.3,383,4.3
 2018-02-26T20:00:00.000Z,-7.2,80.9,3,372,4.3
 2018-02-26T21:00:00.000Z,-7.2,81,2.9,368,4.8
 2018-02-26T22:00:00.000Z,-7.2,81,4.4,391,7.7
 2018-02-26T23:00:00.000Z,-7.2,81.1,5.5,404,10.1
 2018-02-27T00:00:00.000Z,-7.2,81.1,6.5,414,12.1
 2018-02-27T01:00:00.000Z,-7.2,81.1,9.2,416,10.9
 2018-02-27T02:00:00.000Z,-7.2,81.2,9,425,14.5
 2018-02-27T03:00:00.000Z,-7.2,81.2,8.3,442,12.4
 2018-02-27T04:00:00.000Z,-7.2,81.3,8,449,8
 2018-02-27T05:00:00.000Z,-7.2,81.3,4.5,446,9.9
 2018-02-27T06:00:00.000Z,-7.2,81.4,7.5,454,7.6
 2018-02-27T07:00:00.000Z,-7.2,81.4,7.2,440,7.1
 2018-02-27T08:00:00.000Z,-7.2,81.4,7.4,425,6.3
 2018-02-27T09:00:00.000Z,-7.2,81.5,6.5,421,6.9
 2018-02-27T10:00:00.000Z,-7.2,81.5,6.8,465,9.3
 2018-02-27T11:00:00.000Z,-7.2,81.6,9.6,489,7.5
 2018-02-27T12:00:00.000Z,-7.2,81.6,7.3,503,5.7
 2018-02-27T13:00:00.000Z,-7.2,81.7,5,506,6.2
 2018-02-27T14:00:00.000Z,-7.2,81.7,4.9,511,5.1
 2018-02-27T15:00:00.000Z,-7.2,81.7,3.3,528,3.7
 2018-02-27T16:00:00.000Z,-7.2,81.8,3.3,551,2.5
 2018-02-27T17:00:00.000Z,-7.2,81.8,3.5,546,2.4
 2018-02-27T18:00:00.000Z,-7.2,81.9,3.6,537,2.6
 2018-02-27T19:00:00.000Z,-7.2,81.9,3.3,529,3.1
 2018-02-27T20:00:00.000Z,-7.2,81.9,3.9,524,3.6
 2018-02-27T21:00:00.000Z,-7.2,82,4,508,3.2
 2018-02-27T22:00:00.000Z,-7.2,82,4.1,496,3.2
 2018-02-27T23:00:00.000Z,-7.2,82.1,3.9,493,3.9
 2018-02-28T00:00:00.000Z,-7.2,82.1,3.9,489,4.4
 2018-02-28T01:00:00.000Z,-7.2,82.2,4.2,467,4.2
 2018-02-28T02:00:00.000Z,-7.2,82.2,4.3,459,4.2
 2018-02-28T03:00:00.000Z,-7.2,82.2,4.6,465,4.5
 2018-02-28T04:00:00.000Z,-7.2,82.3,4.8,439,4.3
 2018-02-28T05:00:00.000Z,-7.2,82.3,5.2,436,3.9
 2018-02-28T06:00:00.000Z,-7.2,82.4,5.2,428,3.4
 2018-02-28T07:00:00.000Z,-7.2,82.4,5.1,405,2.9
 2018-02-28T08:00:00.000Z,-7.2,82.5,4.9,406,3.1
 2018-02-28T09:00:00.000Z,-7.2,82.5,4.6,415,3.4
 2018-02-28T10:00:00.000Z,-7.2,82.5,4.4,386,2.6
 2018-02-28T11:00:00.000Z,-7.2,82.6,4.4,405,2.9
 2018-02-28T12:00:00.000Z,-7.2,82.6,4.3,398,3
 2018-02-28T13:00:00.000Z,-7.2,82.7,4.3,392,3.4
 2018-02-28T14:00:00.000Z,-7.2,82.7,4,403,3.3
 2018-02-28T15:00:00.000Z,-7.2,82.7,4,411,3.6
 2018-02-28T16:00:00.000Z,-7.2,82.8,3.9,403,3.1
 2018-02-28T17:00:00.000Z,-7.2,82.8,4.2,424,3.8
 2018-02-28T18:00:00.000Z,-7.2,82.9,4.4,434,4
 2018-02-28T19:00:00.000Z,-7.2,82.9,4.3,420,4.1
 2018-02-28T20:00:00.000Z,-7.2,83,3.7,410,5.1
 2018-02-28T21:00:00.000Z,-7.2,83,3.2,413,5.7
 2018-02-28T22:00:00.000Z,-7.2,83,3.3,409,5.2
 2018-02-28T23:00:00.000Z,-7.2,83.1,2.9,410,5
 2018-03-01T00:00:00.000Z,-7.2,83.1,2.3,410,4.9
 2018-03-01T01:00:00.000Z,-7.2,83.2,2.8,407,5.1
 2018-03-01T02:00:00.000Z,-7.2,83.2,3.7,404,5.1
 2018-03-01T03:00:00.000Z,-7.2,83.3,3.5,403,4.7
 2018-03-01T04:00:00.000Z,-7.2,83.3,3,401,4.8
 2018-03-01T05:00:00.000Z,-7.2,83.3,3.6,403,4.9
 2018-03-01T06:00:00.000Z,-7.2,83.4,3.2,400,4.7
 2018-03-01T07:00:00.000Z,-7.2,83.4,3,401,4.7
 2018-03-01T08:00:00.000Z,-7.2,83.5,2.8,404,4.7
 2018-03-01T09:00:00.000Z,-7.2,83.5,2.8,410,4.6
 2018-03-01T10:00:00.000Z,-7.2,83.5,3,406,4.5
 2018-03-01T11:00:00.000Z,-7.2,83.6,2.9,396,4.6
 2018-03-01T12:00:00.000Z,-7.2,83.6,3.2,383,4.8
 2018-03-01T13:00:00.000Z,-7.2,83.7,3.2,379,5.3
 2018-03-01T14:00:00.000Z,-7.2,83.7,3.4,370,5.2
 2018-03-01T15:00:00.000Z,-7.2,83.8,3.6,370,5.5
 2018-03-01T16:00:00.000Z,-7.2,83.8,3.9,370,5.5
 2018-03-01T17:00:00.000Z,-7.2,83.8,4.2,369,5.4
 2018-03-01T18:00:00.000Z,-7.2,83.9,3.9,378,6.1
 2018-03-01T19:00:00.000Z,-7.2,83.9,3.6,374,6.2
 2018-03-01T20:00:00.000Z,-7.2,84,3.5,374,6.1
 2018-03-01T21:00:00.000Z,-7.2,84,3.3,368,6.4
 2018-03-01T22:00:00.000Z,-7.2,84.1,3.3,363,6.1
 2018-03-01T23:00:00.000Z,-7.2,84.1,3.9,357,6.2
 2018-03-02T00:00:00.000Z,-7.2,84.1,4.4,352,6
 2018-03-02T01:00:00.000Z,-7.2,84.2,4.7,339,5.2
 2018-03-02T02:00:00.000Z,-7.2,84.2,4.4,348,5.9
 2018-03-02T03:00:00.000Z,-7.2,84.3,4.4,361,6.1
 2018-03-02T04:00:00.000Z,-7.2,84.3,4.9,365,5.2
 2018-03-02T05:00:00.000Z,-7.2,84.3,5,366,5.2
 2018-03-02T06:00:00.000Z,-7.2,84.4,4.9,357,5.2
 2018-03-02T07:00:00.000Z,-7.2,84.4,4.9,356,5.3
 2018-03-02T08:00:00.000Z,-7.2,84.5,4.6,357,6.5
 2018-03-02T09:00:00.000Z,-7.2,84.5,4.3,355,6.6
 2018-03-02T10:00:00.000Z,-7.2,84.6,4.4,342,6.3
 2018-03-02T11:00:00.000Z,-7.2,84.6,4.2,341,6.4
 2018-03-02T12:00:00.000Z,-7.2,84.6,4.2,340,6.7
 2018-03-02T13:00:00.000Z,-7.2,84.7,3.6,332,6.5
 2018-03-02T14:00:00.000Z,-7.2,84.7,3.5,333,6.5
 2018-03-02T15:00:00.000Z,-7.2,84.8,3.1,332,6.9
 2018-03-02T16:00:00.000Z,-7.2,84.8,3.7,334,6.1
 2018-03-02T17:00:00.000Z,-7.2,84.9,3.3,333,6
 2018-03-02T18:00:00.000Z,-7.2,84.9,3.3,331,5.7
 2018-03-02T19:00:00.000Z,-7.2,84.9,3.7,325,5.6
 2018-03-02T20:00:00.000Z,-7.2,85,3.3,323,5.3
 2018-03-02T21:00:00.000Z,-7.2,85,3.4,317,3.8
 2018-03-02T22:00:00.000Z,-7.2,85.1,3.6,314,4.2
 2018-03-02T23:00:00.000Z,-7.2,85.1,3.3,321,5.6
 2018-03-03T00:00:00.000Z,-7.2,85.1,3.6,321,4.9
 2018-03-03T01:00:00.000Z,-7.2,85.2,3.4,320,5.7
 2018-03-03T02:00:00.000Z,-7.2,85.2,3.2,309,6.8
 2018-03-03T03:00:00.000Z,-7.2,85.3,3.3,304,6.3
 2018-03-03T04:00:00.000Z,-7.2,85.3,3.4,296,6.8
 2018-03-03T05:00:00.000Z,-7.2,85.4,3.3,298,8.6
 2018-03-03T06:00:00.000Z,-7.2,85.4,3.7,303,11.8
 2018-03-03T07:00:00.000Z,-7.2,85.4,4.4,312,14.4
 2018-03-03T08:00:00.000Z,-7.2,85.5,5.1,320,17.4
 2018-03-03T09:00:00.000Z,-7.2,85.5,4.8,322,20.8
 2018-03-03T10:00:00.000Z,-7.2,85.6,6.4,321,14.3
 2018-03-03T11:00:00.000Z,-7.2,85.6,6.5,321,14
 2018-03-03T12:00:00.000Z,-7.2,85.7,7,328,13.3
 2018-03-03T13:00:00.000Z,-7.2,85.7,6.2,324,15.5
 2018-03-03T14:00:00.000Z,-7.2,85.7,6.7,323,13.8
 2018-03-03T15:00:00.000Z,-7.2,85.8,6.3,319,15.4
 2018-03-03T16:00:00.000Z,-7.2,85.8,6.6,321,11.5
 2018-03-03T17:00:00.000Z,-7.2,85.9,6.8,318,15.8
 2018-03-03T18:00:00.000Z,-7.2,85.9,7.2,320,15.3
 2018-03-03T19:00:00.000Z,-7.2,86,6,328,19.6
 2018-03-03T20:00:00.000Z,-7.2,86,8.3,337,24.4
 2018-03-03T21:00:00.000Z,-7.2,86,11,334,33.5
 2018-03-03T22:00:00.000Z,-7.2,86.1,10.4,337,32.8
 2018-03-03T23:00:00.000Z,-7.2,86.1,7.2,330,30.9
 2018-03-04T00:00:00.000Z,-7.2,86.2,8.9,325,26.1
 2018-03-04T01:00:00.000Z,-7.2,86.2,9,340,34.1
 2018-03-04T02:00:00.000Z,-7.2,86.2,9.5,352,17.2
 2018-03-04T03:00:00.000Z,-7.2,86.3,6.6,364,4.8
 2018-03-04T04:00:00.000Z,-7.2,86.3,6.2,364,3.6
 2018-03-04T05:00:00.000Z,-7.2,86.4,4.9,387,3.4
 2018-03-04T06:00:00.000Z,-7.2,86.4,2.9,406,2.9
 2018-03-04T07:00:00.000Z,-7.2,86.5,3.2,402,3.4
 2018-03-04T08:00:00.000Z,-7.2,86.5,3.3,385,3.6
 2018-03-04T09:00:00.000Z,-7.2,86.5,3.4,383,3.1
 2018-03-04T10:00:00.000Z,-7.2,86.6,2.2,369,4.7
 2018-03-04T11:00:00.000Z,-7.2,86.6,1.8,372,5.9
 2018-03-04T12:00:00.000Z,-7.2,86.7,2.9,373,6
 2018-03-04T13:00:00.000Z,-7.2,86.7,3.6,356,5.6
 2018-03-04T14:00:00.000Z,-7.2,86.7,2.8,364,6
 2018-03-04T15:00:00.000Z,-7.2,86.8,2.7,357,7.3
 2018-03-04T16:00:00.000Z,-7.2,86.8,3.9,365,7.4
 2018-03-04T17:00:00.000Z,-7.2,86.9,3.6,365,7.5
 2018-03-04T18:00:00.000Z,-7.2,86.9,2.9,367,7.7
 2018-03-04T19:00:00.000Z,-7.2,87,3,359,8.3
 2018-03-04T20:00:00.000Z,-7.2,87,3.5,347,8.8
 2018-03-04T21:00:00.000Z,-7.2,87,4.2,346,9.4
 2018-03-04T22:00:00.000Z,-7.2,87.1,4.5,346,10
 2018-03-04T23:00:00.000Z,-7.2,87.1,4.2,347,10.5
 2018-03-05T00:00:00.000Z,-7.2,87.2,5,345,10.3
 2018-03-05T01:00:00.000Z,-7.2,87.2,6.3,362,12
 2018-03-05T02:00:00.000Z,-7.2,87.3,6.8,375,13.8
 2018-03-05T03:00:00.000Z,-7.2,87.3,7,361,11.2
 2018-03-05T04:00:00.000Z,-7.2,87.3,6.7,365,9.5
 2018-03-05T05:00:00.000Z,-7.2,87.4,6.4,370,9.9
 2018-03-05T06:00:00.000Z,-7.2,87.4,5.7,379,9.1
 2018-03-05T07:00:00.000Z,-7.2,87.5,4.6,378,8.9
 2018-03-05T08:00:00.000Z,-7.2,87.5,5.4,377,9
 2018-03-05T09:00:00.000Z,-7.2,87.5,5.2,375,9
 2018-03-05T10:00:00.000Z,-7.2,87.6,4.6,380,8.4
 2018-03-05T11:00:00.000Z,-7.2,87.6,4,390,7.8
 2018-03-05T12:00:00.000Z,-7.2,87.7,4.1,381,7.4
 2018-03-05T13:00:00.000Z,-7.2,87.7,3.9,377,7.8
 2018-03-05T14:00:00.000Z,-7.2,87.8,3.4,368,10
 2018-03-05T15:00:00.000Z,-7.2,87.8,2.5,376,15.6
 2018-03-05T16:00:00.000Z,-7.2,87.8,5.8,373,8.4
 2018-03-05T17:00:00.000Z,-7.2,87.9,5.5,375,8.7
 2018-03-05T18:00:00.000Z,-7.2,87.9,3.3,375,9.8
 2018-03-05T19:00:00.000Z,-7.2,88,4.9,372,7.5
 2018-03-05T20:00:00.000Z,-7.2,88,3,373,9.7
 2018-03-05T21:00:00.000Z,-7.2,88.1,4.4,366,8.5
 2018-03-05T22:00:00.000Z,-7.2,88.1,4.4,370,10.5
 2018-03-05T23:00:00.000Z,-7.2,88.1,4.6,366,9.1
 2018-03-06T00:00:00.000Z,-7.2,88.2,3.9,364,9.1
 2018-03-06T01:00:00.000Z,-7.2,88.2,4.4,362,9.1
 2018-03-06T02:00:00.000Z,-7.2,88.3,3.8,369,12.3
 2018-03-06T03:00:00.000Z,-7.2,88.3,3.7,373,11.1
 2018-03-06T04:00:00.000Z,-7.2,88.3,3.3,369,12
 2018-03-06T05:00:00.000Z,-7.2,88.4,3.8,366,11.5
 2018-03-06T06:00:00.000Z,-7.2,88.4,3.6,366,11.9
 2018-03-06T07:00:00.000Z,-7.2,88.5,4.1,368,10.5
 2018-03-06T08:00:00.000Z,-7.2,88.5,4.3,366,8.5
 2018-03-06T09:00:00.000Z,-7.2,88.6,4,367,9.5
 2018-03-06T10:00:00.000Z,-7.2,88.6,3,379,12.7
 2018-03-06T11:00:00.000Z,-7.2,88.6,2.3,371,17.2
 2018-03-06T12:00:00.000Z,-7.2,88.7,2.9,367,17.7
 2018-03-06T13:00:00.000Z,-7.2,88.7,3.7,374,14
 2018-03-06T14:00:00.000Z,-7.2,88.8,5.6,376,8.9
 2018-03-06T15:00:00.000Z,-7.2,88.8,6.4,381,8
 2018-03-06T16:00:00.000Z,-7.2,88.9,5.7,378,7.4
 2018-03-06T17:00:00.000Z,-7.2,88.9,6,378,5.8
 2018-03-06T18:00:00.000Z,-7.2,88.9,5.2,376,5.8
 2018-03-06T19:00:00.000Z,-7.2,89,5.1,375,5.6
 2018-03-06T20:00:00.000Z,-7.2,89,4.6,384,5
 2018-03-06T21:00:00.000Z,-7.2,89.1,2.7,394,4.4
 2018-03-06T22:00:00.000Z,-7.2,89.1,3.1,404,4.2
 2018-03-06T23:00:00.000Z,-7.2,89.1,3.3,403,4.3
 2018-03-07T00:00:00.000Z,-7.2,89.2,2.9,394,4.2
 2018-03-07T01:00:00.000Z,-7.2,89.2,3.2,392,4.3
 2018-03-07T02:00:00.000Z,-7.2,89.3,3.1,388,4.7
 2018-03-07T03:00:00.000Z,-7.2,89.3,2.8,382,5.4
 2018-03-07T04:00:00.000Z,-7.2,89.4,3.5,389,5.6
 2018-03-07T05:00:00.000Z,-7.2,89.4,3.7,392,5.6
 2018-03-07T06:00:00.000Z,-7.2,89.4,3.7,387,5.8
 2018-03-07T07:00:00.000Z,-7.2,89.5,2.7,370,5.7
 2018-03-07T08:00:00.000Z,-7.2,89.5,3.9,372,4.5
 2018-03-07T09:00:00.000Z,-7.2,89.6,3.9,377,4.6
 2018-03-07T10:00:00.000Z,-7.2,89.6,4.1,377,5
 2018-03-07T11:00:00.000Z,-7.2,89.7,3.9,374,4.9
 2018-03-07T12:00:00.000Z,-7.2,89.7,3.9,373,4.5
 2018-03-07T13:00:00.000Z,-7.2,89.7,3.8,375,4.7
 2018-03-07T14:00:00.000Z,-7.3,89.8,3.7,372,4.8
 2018-03-07T15:00:00.000Z,-7.3,89.8,3.9,372,5.2
 2018-03-07T16:00:00.000Z,-7.3,89.9,3.9,369,5.5
 2018-03-07T17:00:00.000Z,-7.3,89.9,4,370,6.2
 2018-03-07T18:00:00.000Z,-7.3,89.9,3.7,379,5.8
 2018-03-07T19:00:00.000Z,-7.3,90,4.9,377,6.1
 2018-03-07T20:00:00.000Z,-7.3,90,3.5,372,6.6
 2018-03-07T21:00:00.000Z,-7.3,90.1,2.5,374,8.8
 2018-03-07T22:00:00.000Z,-7.3,90.1,2.8,373,8.6
 2018-03-07T23:00:00.000Z,-7.3,90.2,3.1,373,9.2
 2018-03-08T00:00:00.000Z,-7.3,90.2,2.9,371,9.3
 2018-03-08T01:00:00.000Z,-7.2,90.2,2.8,371,9.6
 2018-03-08T02:00:00.000Z,-7.2,90.3,2.7,369,10
 2018-03-08T03:00:00.000Z,-7.2,90.3,2.5,363,9.6
 2018-03-08T04:00:00.000Z,-7.2,90.4,2.9,363,10.1
 2018-03-08T05:00:00.000Z,-7.2,90.4,4.6,365,9.8
 2018-03-08T06:00:00.000Z,-7.2,90.5,2.6,363,11.2
 2018-03-08T07:00:00.000Z,-7.2,90.5,3,353,11.6
 2018-03-08T08:00:00.000Z,-7.2,90.5,3,355,11.4
 2018-03-08T09:00:00.000Z,-7.2,90.6,4.3,340,8.4
 2018-03-08T10:00:00.000Z,-7.2,90.6,3.8,340,9.1
 2018-03-08T11:00:00.000Z,-7.2,90.7,4.6,342,8
 2018-03-08T12:00:00.000Z,-7.2,90.7,4.9,343,8.8
 2018-03-08T13:00:00.000Z,-7.2,90.7,4.5,347,10
 2018-03-08T14:00:00.000Z,-7.2,90.8,5.1,343,10.2
 2018-03-08T15:00:00.000Z,-7.2,90.8,5.7,339,9.5
 2018-03-08T16:00:00.000Z,-7.2,90.9,5.9,333,8.3
 2018-03-08T17:00:00.000Z,-7.2,90.9,5,335,9.3
 2018-03-08T18:00:00.000Z,-7.2,91,4.8,331,9.8
 2018-03-08T19:00:00.000Z,-7.2,91,4.2,335,10
 2018-03-08T20:00:00.000Z,-7.2,91,3.7,332,9.1
 2018-03-08T21:00:00.000Z,-7.2,91.1,3.5,333,8.7
