EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,Ion_Density_n_cc,Ion_Velocity_km_s,Distance_From_Sun_AU,HGI_LAT_deg,HGI_LON_deg
2019-08-06 09:00:00+00:00,1.6714285714285713,666.5285714285716,1.01,6.1000000000000005,236.90000000000003
2019-08-06 10:00:00+00:00,1.5616666666666668,650.7666666666667,1.01,6.1000000000000005,236.9
2019-08-06 11:00:00+00:00,1.6542857142857144,645.3714285714286,1.01,6.1000000000000005,236.90000000000003
2019-08-06 12:00:00+00:00,1.7699999999999998,637.0500000000001,1.01,6.1000000000000005,236.9
2019-08-06 13:00:00+00:00,1.74,642.0857142857143,1.01,6.1000000000000005,236.90000000000003
2019-08-06 14:00:00+00:00,1.7699999999999998,619.2833333333333,1.01,6.1000000000000005,236.9
2019-08-06 15:00:00+00:00,1.634285714285714,609.0428571428572,1.01,6.1000000000000005,236.90000000000003
2019-08-06 16:00:00+00:00,1.7400000000000002,614.8166666666667,1.01,6.1000000000000005,236.9
2019-08-06 17:00:00+00:00,1.912857142857143,600.0,1.01,6.1000000000000005,236.90000000000003
2019-08-06 18:00:00+00:00,2.1914285714285717,586.7571428571429,1.01,6.1000000000000005,236.90000000000003
2019-08-06 19:00:00+00:00,2.0933333333333333,586.0,1.01,6.1000000000000005,236.9
2019-08-06 20:00:00+00:00,1.957142857142857,597.4142857142857,1.01,6.1000000000000005,236.90000000000003
2019-08-06 21:00:00+00:00,1.7750000000000001,633.4,1.01,6.1000000000000005,236.9
2019-08-06 22:00:00+00:00,1.812857142857143,611.7285714285715,1.01,6.1000000000000005,236.90000000000003
2019-08-06 23:00:00+00:00,0.9005263157894741,402.9526315789473,1.0100000000000002,6.099999999999998,236.9
2019-08-07 00:00:00+00:00,1.3647826086956523,528.8260869565217,1.0100000000000005,6.200000000000001,237.89999999999995
2019-08-07 01:00:00+00:00,1.9561538461538464,586.5807692307692,1.0100000000000007,6.199999999999999,237.89999999999992
2019-08-07 02:00:00+00:00,1.909615384615385,576.9692307692308,1.0100000000000007,6.199999999999999,237.89999999999992
2019-08-07 03:00:00+00:00,1.8453846153846152,565.8,1.0100000000000007,6.199999999999999,237.89999999999992
