EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,PIONEER_DIST_Au,PIONEER_LAT_deg,PIONEER_LONG_deg,PIONEER_BR_nT,PIONEER_BT_nT,PIONEER_BN_nT,PIONEER_MAG_AVG_nT,PIONEER_SPEED_kms,PIONEER_DENSITY_Ncm3,PIONEER_TEMP_DegK
 1973-03-01T01:00:00.000Z,3.73,3.7,224.4,0.0143,-1.6459,-0.1267,1.7558,509.2,0.4584,66180
 1973-03-01T02:00:00.000Z,3.73,3.7,224.4,0.0456,-1.5622,0.1417,1.6679,499.9,0.6202,81558
 1973-03-01T03:00:00.000Z,3.73,3.7,224.5,-0.2942,-1.3556,-0.0977,1.6378,512.3,0.467,71414
 1973-03-01T04:00:00.000Z,3.73,3.7,224.5,-1.0729,-1.1965,-0.2231,1.7498,513.4,0.4696,48644
 1973-03-01T05:00:00.000Z,3.73,3.7,224.5,-0.2594,-0.9148,-0.9827,1.5451,484.9,0.5333,50401
 1973-03-01T06:00:00.000Z,3.73,3.7,224.5,0.0471,-1.3422,-0.1089,1.6075,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-01T07:00:00.000Z,3.73,3.7,224.5,0.0677,-1.7766,-0.237,1.8584,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-01T08:00:00.000Z,3.73,3.7,224.5,0.0756,-1.5437,-0.6874,1.7267,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-01T09:00:00.000Z,3.73,3.7,224.4,0.1056,-1.4424,0.0046,1.509,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-01T10:00:00.000Z,3.73,3.7,224.4,0.0125,-1.4275,-0.0143,1.6359,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-01T11:00:00.000Z,3.73,3.7,224.5,0.281,-1.1949,0.5033,1.5566,517.6,0.4608,26658
 1973-03-01T12:00:00.000Z,3.73,3.7,224.5,0.1675,-0.744,-0.129,0.8266,526.6,0.2684,18809
 1973-03-01T13:00:00.000Z,3.73,3.7,224.5,0.0524,-0.7147,-0.1061,0.7709,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-01T14:00:00.000Z,3.73,3.7,224.5,0.1622,-0.4686,-0.2242,0.7063,523.2,0.2782,25507
 1973-03-01T15:00:00.000Z,3.73,3.7,224.5,0.3338,-0.5011,0.1504,0.7499,532.7,0.216,21382
 1973-03-01T16:00:00.000Z,3.73,3.7,224.5,0.1031,-0.4519,0.5678,0.7943,538.8,0.3566,5759
 1973-03-01T17:00:00.000Z,3.73,3.7,224.5,0.1933,-0.6948,0.4262,0.8743,537.2,0.2721,23147
 1973-03-01T18:00:00.000Z,3.73,3.7,224.5,0.0525,-0.7633,-0.2017,0.8357,533.6,0.265,17882
 1973-03-01T19:00:00.000Z,3.73,3.7,224.6,-0.2692,-0.273,-0.6306,0.7947,552.5,0.2133,24157
 1973-03-01T20:00:00.000Z,3.73,3.7,224.5,-0.2867,-0.5649,-0.4686,0.8314,539,0.231,19730
 1973-03-01T21:00:00.000Z,3.73,3.7,224.5,-0.1625,-0.717,0.0154,0.7812,525.6,0.1284,11341
 1973-03-01T22:00:00.000Z,3.73,3.7,224.5,-0.0345,-0.5275,-0.0214,0.7138,535.6,0.2973,23710
 1973-03-01T23:00:00.000Z,3.74,3.7,224.5,-0.0792,-0.5906,-0.2604,0.7401,546.2,0.1714,24738
 1973-03-02T00:00:00.000Z,3.74,3.7,224.5,-0.0127,-0.669,-0.2335,0.7321,532.4,0.1952,23631
 1973-03-02T01:00:00.000Z,3.74,3.7,224.5,-0.0554,-0.6158,0.0301,0.7112,534.1,0.1743,16507
 1973-03-02T02:00:00.000Z,3.74,3.7,224.5,0.0632,-0.4721,0.3476,0.6308,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T03:00:00.000Z,3.74,3.7,224.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T04:00:00.000Z,3.74,3.7,224.6,0.4041,-0.2139,-0.111,0.5538,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T05:00:00.000Z,3.74,3.7,224.6,0.0287,-0.4388,0.2981,0.5613,529.8,0.2373,11145
 1973-03-02T06:00:00.000Z,3.74,3.7,224.6,0.127,-0.0129,0.3273,0.4379,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T07:00:00.000Z,3.74,3.7,224.5,0.2564,0.1501,0.188,0.4738,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T08:00:00.000Z,3.74,3.7,224.5,0.1287,0.2004,0.0634,0.4972,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T09:00:00.000Z,3.74,3.7,224.5,0.2977,-0.2632,0.4065,0.5939,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T10:00:00.000Z,3.74,3.7,224.6,0.1751,-0.4665,0.1966,0.5586,528.7,0.146,24667
 1973-03-02T11:00:00.000Z,3.74,3.7,224.6,-0.0549,-0.5098,0.1202,0.5471,529.9,0.13,15316
 1973-03-02T12:00:00.000Z,3.74,3.7,224.6,-0.3536,-0.3658,0.0952,0.5541,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T13:00:00.000Z,3.74,3.7,224.6,-0.336,-0.3859,0.046,0.5294,529.9,0.1194,10741
 1973-03-02T14:00:00.000Z,3.74,3.7,224.6,-0.1474,-0.4688,-0.0141,0.5164,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T15:00:00.000Z,3.74,3.7,224.6,-0.0863,-0.4204,-0.1042,0.4626,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T16:00:00.000Z,3.74,3.7,224.6,-0.1587,-0.4317,-0.0647,0.4877,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T17:00:00.000Z,3.74,3.7,224.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T18:00:00.000Z,3.74,3.7,224.6,-0.1867,-0.437,0.1378,0.508,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T19:00:00.000Z,3.74,3.7,224.6,-0.1658,-0.3884,0.255,0.4984,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T20:00:00.000Z,3.74,3.7,224.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T21:00:00.000Z,3.74,3.7,224.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T22:00:00.000Z,3.74,3.7,224.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-02T23:00:00.000Z,3.74,3.7,224.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-03T00:00:00.000Z,3.74,3.7,224.6,0.0763,-0.2056,-0.2556,0.3548,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-03T01:00:00.000Z,3.74,3.7,224.6,0.0149,-0.0585,-0.2702,0.3202,520,0.0944,15922
 1973-03-03T02:00:00.000Z,3.74,3.7,224.7,0.0875,0.0504,-0.3048,0.3479,-1.00E+31,-1.00E+31,-1.00E+31
 1973-03-03T03:00:00.000Z,3.74,3.7,224.7,0.0933,0.1223,-0.2517,0.31,516.6,0.1083,14607
 1973-03-03T04:00:00.000Z,3.74,3.7,224.7,0.0643,0.0538,-0.2762,0.3064,-1.00E+31,-1.00E+31,-1.00E+31
