,EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNILatDeg,OMNILonDeg,OMNIIonSpeedKM_S,OMNIIonDensityN_CC,EPOCH_TIME__yyyy-mm-ddThh:mm:ss.sssZ,ArtemisIonDensityN_CC,ArtemisIonSpeedKM_S,ArtemisDistanceAU,ArtemisLatDeg,ArtemisLonDeg,new_time,Time_offset_hours
1207,2019-09-21 06:00:00+00:00,7.1,280.8,318.0,20.0,2019-09-21 07:00:00+00:00,9.35076923076923,339.7076923076924,1.0,7.099999999999996,281.89999999999986,2019-09-21 06:00:00+00:00,1
1208,2019-09-21 07:00:00+00:00,7.1,280.9,353.0,11.7,2019-09-21 08:00:00+00:00,7.802307692307692,341.2230769230769,1.0,7.099999999999996,281.89999999999986,2019-09-21 07:00:00+00:00,1
1209,2019-09-21 08:00:00+00:00,7.1,280.9,344.0,9.3,2019-09-21 09:00:00+00:00,7.545384615384616,343.47692307692313,1.0,7.099999999999996,281.89999999999986,2019-09-21 08:00:00+00:00,1
1210,2019-09-21 09:00:00+00:00,7.1,281.0,347.0,8.9,2019-09-21 10:00:00+00:00,7.513749999999999,344.9375,1.0,7.099999999999998,281.90000000000003,2019-09-21 09:00:00+00:00,1
1211,2019-09-21 10:00:00+00:00,7.1,281.0,346.0,8.6,2019-09-21 11:00:00+00:00,6.791428571428571,334.54285714285714,1.0,7.1000000000000005,281.90000000000003,2019-09-21 10:00:00+00:00,1
1212,2019-09-21 11:00:00+00:00,7.1,281.1,339.0,7.8,2019-09-21 12:00:00+00:00,6.569999999999999,332.7666666666667,1.0,7.1000000000000005,281.90000000000003,2019-09-21 11:00:00+00:00,1
1213,2019-09-21 12:00:00+00:00,7.1,281.1,337.0,8.0,2019-09-21 13:00:00+00:00,7.029999999999999,331.82857142857137,1.0,7.1000000000000005,281.90000000000003,2019-09-21 12:00:00+00:00,1
1214,2019-09-21 13:00:00+00:00,7.1,281.1,337.0,8.5,2019-09-21 14:00:00+00:00,7.236666666666667,330.4166666666667,1.0,7.1000000000000005,281.90000000000003,2019-09-21 13:00:00+00:00,1
1215,2019-09-21 14:00:00+00:00,7.1,281.2,334.0,8.4,2019-09-21 15:00:00+00:00,6.510000000000001,328.45714285714286,1.0,7.1000000000000005,281.90000000000003,2019-09-21 14:00:00+00:00,1
1216,2019-09-21 15:00:00+00:00,7.1,281.2,332.0,7.3,2019-09-21 16:00:00+00:00,6.187142857142858,327.74285714285713,1.0,7.1000000000000005,281.90000000000003,2019-09-21 15:00:00+00:00,1
1217,2019-09-21 16:00:00+00:00,7.1,281.3,335.0,7.2,2019-09-21 17:00:00+00:00,6.335000000000001,332.1666666666667,1.0,7.1000000000000005,281.90000000000003,2019-09-21 16:00:00+00:00,1
1218,2019-09-21 17:00:00+00:00,7.1,281.3,340.0,7.0,2019-09-21 18:00:00+00:00,5.609999999999999,336.0142857142857,1.0,7.1000000000000005,281.90000000000003,2019-09-21 17:00:00+00:00,1
1220,2019-09-21 19:00:00+00:00,7.1,281.4,344.0,6.1,2019-09-21 20:00:00+00:00,5.026,336.44,1.0,7.1,281.9,2019-09-21 19:00:00+00:00,1
1221,2019-09-21 20:00:00+00:00,7.1,281.4,342.0,5.7,2019-09-21 21:00:00+00:00,4.671666666666667,336.5833333333333,1.0,7.1000000000000005,281.90000000000003,2019-09-21 20:00:00+00:00,1
1222,2019-09-21 21:00:00+00:00,7.1,281.5,341.0,5.5,2019-09-21 22:00:00+00:00,4.882857142857143,336.5857142857143,1.0,7.1000000000000005,281.90000000000003,2019-09-21 21:00:00+00:00,1
1223,2019-09-21 22:00:00+00:00,7.1,281.5,342.0,5.8,2019-09-21 23:00:00+00:00,4.385,335.0,1.0,7.1000000000000005,281.90000000000003,2019-09-21 22:00:00+00:00,1
1224,2019-09-21 23:00:00+00:00,7.1,281.5,341.0,5.2,2019-09-22 00:00:00+00:00,3.8485714285714288,335.09999999999997,1.0,7.1000000000000005,282.90000000000003,2019-09-21 23:00:00+00:00,1
1225,2019-09-22 00:00:00+00:00,7.1,281.6,339.0,4.7,2019-09-22 01:00:00+00:00,3.8333333333333335,330.21666666666664,1.0,7.1000000000000005,282.90000000000003,2019-09-22 00:00:00+00:00,1
1226,2019-09-22 01:00:00+00:00,7.1,281.6,336.0,4.8,2019-09-22 02:00:00+00:00,4.144285714285714,332.4714285714286,1.0,7.1000000000000005,282.90000000000003,2019-09-22 01:00:00+00:00,1
1227,2019-09-22 02:00:00+00:00,7.1,281.7,337.0,4.9,2019-09-22 03:00:00+00:00,4.010588235294118,331.85294117647055,1.0,7.099999999999998,282.90000000000003,2019-09-22 02:00:00+00:00,1
1228,2019-09-22 03:00:00+00:00,7.1,281.7,338.0,4.9,2019-09-22 04:00:00+00:00,4.355384615384616,333.273076923077,1.0,7.099999999999996,282.89999999999986,2019-09-22 03:00:00+00:00,1
1229,2019-09-22 04:00:00+00:00,7.1,281.7,336.0,4.6,2019-09-22 05:00:00+00:00,4.1303846153846155,332.6884615384615,1.0,7.099999999999996,282.89999999999986,2019-09-22 04:00:00+00:00,1
1230,2019-09-22 05:00:00+00:00,7.1,281.8,338.0,4.7,2019-09-22 06:00:00+00:00,4.332307692307693,336.74615384615385,1.0,7.099999999999996,282.89999999999986,2019-09-22 05:00:00+00:00,1
1231,2019-09-22 06:00:00+00:00,7.1,281.8,343.0,4.6,2019-09-22 07:00:00+00:00,4.388148148148148,339.71111111111105,1.0,7.099999999999996,282.89999999999986,2019-09-22 06:00:00+00:00,1
1232,2019-09-22 07:00:00+00:00,7.1,281.9,347.0,4.9,2019-09-22 08:00:00+00:00,3.984615384615384,337.4153846153846,1.0,7.099999999999996,282.89999999999986,2019-09-22 07:00:00+00:00,1
1233,2019-09-22 08:00:00+00:00,7.1,281.9,343.0,4.6,2019-09-22 09:00:00+00:00,4.589615384615383,337.44615384615383,1.0,7.099999999999996,282.89999999999986,2019-09-22 08:00:00+00:00,1
1234,2019-09-22 09:00:00+00:00,7.1,282.0,342.0,5.6,2019-09-22 10:00:00+00:00,5.476538461538461,338.7576923076923,1.0,7.099999999999996,282.89999999999986,2019-09-22 09:00:00+00:00,1
1235,2019-09-22 10:00:00+00:00,7.1,282.0,344.0,6.7,2019-09-22 11:00:00+00:00,6.67346153846154,340.65,1.0,7.099999999999996,282.89999999999986,2019-09-22 10:00:00+00:00,1
1236,2019-09-22 11:00:00+00:00,7.1,282.0,348.0,8.6,2019-09-22 12:00:00+00:00,6.760769230769232,337.2384615384615,1.0,7.099999999999996,282.89999999999986,2019-09-22 11:00:00+00:00,1
1237,2019-09-22 12:00:00+00:00,7.1,282.1,344.0,8.4,2019-09-22 13:00:00+00:00,6.8050000000000015,342.00000000000006,1.0,7.099999999999998,282.90000000000003,2019-09-22 12:00:00+00:00,1
1238,2019-09-22 13:00:00+00:00,7.1,282.1,350.0,9.6,2019-09-22 14:00:00+00:00,6.991428571428572,340.0571428571429,1.0,7.1000000000000005,282.90000000000003,2019-09-22 13:00:00+00:00,1
1239,2019-09-22 14:00:00+00:00,7.1,282.2,349.0,10.1,2019-09-22 15:00:00+00:00,7.921666666666667,339.3333333333333,1.0,7.1000000000000005,282.90000000000003,2019-09-22 14:00:00+00:00,1
1240,2019-09-22 15:00:00+00:00,7.1,282.2,347.0,10.7,2019-09-22 16:00:00+00:00,6.502857142857143,335.1285714285714,1.0,7.1000000000000005,282.90000000000003,2019-09-22 15:00:00+00:00,1
1241,2019-09-22 16:00:00+00:00,7.1,282.2,346.0,8.4,2019-09-22 17:00:00+00:00,6.888333333333333,338.3,1.0,7.1000000000000005,282.90000000000003,2019-09-22 16:00:00+00:00,1
1242,2019-09-22 17:00:00+00:00,7.1,282.3,347.0,10.6,2019-09-22 18:00:00+00:00,6.827142857142857,335.41428571428565,1.0,7.1000000000000005,282.90000000000003,2019-09-22 17:00:00+00:00,1
1243,2019-09-22 18:00:00+00:00,7.1,282.3,343.0,10.0,2019-09-22 19:00:00+00:00,7.028333333333332,332.5333333333333,1.0,7.1000000000000005,282.90000000000003,2019-09-22 18:00:00+00:00,1
1245,2019-09-22 20:00:00+00:00,7.1,282.4,333.0,10.4,2019-09-22 21:00:00+00:00,5.858333333333333,323.25,1.0,7.1000000000000005,282.90000000000003,2019-09-22 20:00:00+00:00,1
1246,2019-09-22 21:00:00+00:00,7.1,282.4,328.0,9.1,2019-09-22 22:00:00+00:00,5.983333333333333,318.15000000000003,1.0,7.1000000000000005,282.90000000000003,2019-09-22 21:00:00+00:00,1
1247,2019-09-22 22:00:00+00:00,7.1,282.5,325.0,9.5,2019-09-22 23:00:00+00:00,4.92,325.87142857142857,1.0,7.1000000000000005,282.90000000000003,2019-09-22 22:00:00+00:00,1
1248,2019-09-22 23:00:00+00:00,7.1,282.5,331.0,6.1,2019-09-23 00:00:00+00:00,5.205,318.3,1.0,7.0,283.90000000000003,2019-09-22 23:00:00+00:00,1
1249,2019-09-23 00:00:00+00:00,7.1,282.6,324.0,6.6,2019-09-23 01:00:00+00:00,5.075714285714286,313.4857142857142,1.0,7.0,283.90000000000003,2019-09-23 00:00:00+00:00,1
1250,2019-09-23 01:00:00+00:00,7.1,282.6,321.0,6.4,2019-09-23 02:00:00+00:00,4.800000000000001,314.45,1.0,7.0,283.90000000000003,2019-09-23 01:00:00+00:00,1
1251,2019-09-23 02:00:00+00:00,7.1,282.7,320.0,6.3,2019-09-23 03:00:00+00:00,3.807142857142857,313.9428571428572,1.0,7.0,283.90000000000003,2019-09-23 02:00:00+00:00,1
1252,2019-09-23 03:00:00+00:00,7.1,282.7,320.0,5.2,2019-09-23 04:00:00+00:00,4.62,306.43333333333334,1.0,7.0,283.90000000000003,2019-09-23 03:00:00+00:00,1
1253,2019-09-23 04:00:00+00:00,7.1,282.7,314.0,6.2,2019-09-23 05:00:00+00:00,4.941428571428572,303.8428571428571,1.0,7.0,283.90000000000003,2019-09-23 04:00:00+00:00,1
1254,2019-09-23 05:00:00+00:00,7.1,282.8,312.0,6.3,2019-09-23 06:00:00+00:00,5.134285714285714,299.22857142857146,1.0,7.0,283.90000000000003,2019-09-23 05:00:00+00:00,1
1256,2019-09-23 07:00:00+00:00,7.1,282.9,308.0,6.3,2019-09-23 08:00:00+00:00,5.378846153846153,301.6076923076923,1.0,7.0,283.89999999999986,2019-09-23 07:00:00+00:00,1
1257,2019-09-23 08:00:00+00:00,7.1,282.9,308.0,7.2,2019-09-23 09:00:00+00:00,4.226153846153846,305.57692307692315,1.0,7.0,283.89999999999986,2019-09-23 08:00:00+00:00,1
1258,2019-09-23 09:00:00+00:00,7.1,282.9,312.0,5.4,2019-09-23 10:00:00+00:00,4.729230769230768,301.0038461538461,1.0,7.0,283.89999999999986,2019-09-23 09:00:00+00:00,1
1259,2019-09-23 10:00:00+00:00,7.1,283.0,307.0,6.4,2019-09-23 11:00:00+00:00,3.8869230769230776,301.4192307692308,1.0,7.0,283.89999999999986,2019-09-23 10:00:00+00:00,1
1260,2019-09-23 11:00:00+00:00,7.1,283.0,309.0,4.9,2019-09-23 12:00:00+00:00,5.608846153846153,302.89230769230767,1.0,7.0,283.89999999999986,2019-09-23 11:00:00+00:00,1
1261,2019-09-23 12:00:00+00:00,7.1,283.1,309.0,7.8,2019-09-23 13:00:00+00:00,5.699629629629633,306.3777777777778,1.0,7.0,283.89999999999986,2019-09-23 12:00:00+00:00,1
1262,2019-09-23 13:00:00+00:00,7.1,283.1,312.0,7.0,2019-09-23 14:00:00+00:00,5.339615384615385,306.2423076923077,1.0,7.0,283.89999999999986,2019-09-23 13:00:00+00:00,1
1263,2019-09-23 14:00:00+00:00,7.1,283.1,310.0,6.3,2019-09-23 15:00:00+00:00,5.5065384615384625,305.1692307692308,1.0,7.0,283.89999999999986,2019-09-23 14:00:00+00:00,1
1264,2019-09-23 15:00:00+00:00,7.1,283.2,309.0,6.4,2019-09-23 16:00:00+00:00,5.199473684210526,307.15789473684214,1.0,7.0,283.9,2019-09-23 15:00:00+00:00,1
1265,2019-09-23 16:00:00+00:00,7.1,283.2,311.0,6.0,2019-09-23 17:00:00+00:00,5.518571428571428,308.72857142857146,1.0,7.0,283.90000000000003,2019-09-23 16:00:00+00:00,1
1266,2019-09-23 17:00:00+00:00,7.1,283.3,312.0,6.3,2019-09-23 18:00:00+00:00,6.46,306.93333333333334,1.0,7.0,283.90000000000003,2019-09-23 17:00:00+00:00,1
1267,2019-09-23 18:00:00+00:00,7.1,283.3,314.0,7.6,2019-09-23 19:00:00+00:00,6.7714285714285705,308.2857142857143,1.0,7.0,283.90000000000003,2019-09-23 18:00:00+00:00,1
1268,2019-09-23 19:00:00+00:00,7.1,283.4,313.0,7.8,2019-09-23 20:00:00+00:00,7.244,308.65999999999997,1.0,7.0,283.9,2019-09-23 19:00:00+00:00,1
1269,2019-09-23 20:00:00+00:00,7.1,283.4,313.0,8.0,2019-09-23 21:00:00+00:00,8.2,313.3,1.0,7.0,283.9,2019-09-23 20:00:00+00:00,1
1270,2019-09-23 21:00:00+00:00,7.1,283.4,314.0,8.9,2019-09-23 22:00:00+00:00,9.62,316.1333333333333,1.0,7.0,283.90000000000003,2019-09-23 21:00:00+00:00,1
1271,2019-09-23 22:00:00+00:00,7.1,283.5,322.0,10.9,2019-09-23 23:00:00+00:00,11.778571428571428,320.0142857142857,1.0,7.0,283.90000000000003,2019-09-23 22:00:00+00:00,1
1272,2019-09-23 23:00:00+00:00,7.1,283.5,327.0,14.4,2019-09-24 00:00:00+00:00,10.203333333333333,316.5833333333333,1.0,7.0,284.90000000000003,2019-09-23 23:00:00+00:00,1
1273,2019-09-24 00:00:00+00:00,7.1,283.6,322.0,12.3,2019-09-24 01:00:00+00:00,11.088571428571429,313.2142857142857,1.0,7.0,284.90000000000003,2019-09-24 00:00:00+00:00,1
1274,2019-09-24 01:00:00+00:00,7.0,283.6,319.0,13.9,2019-09-24 02:00:00+00:00,10.081428571428573,313.0142857142857,1.0,7.0,284.90000000000003,2019-09-24 01:00:00+00:00,1
1275,2019-09-24 02:00:00+00:00,7.0,283.6,319.0,14.1,2019-09-24 03:00:00+00:00,7.685,313.31666666666666,1.0,7.0,284.90000000000003,2019-09-24 02:00:00+00:00,1
1276,2019-09-24 03:00:00+00:00,7.0,283.7,319.0,10.2,2019-09-24 04:00:00+00:00,7.214285714285714,307.92857142857144,1.0,7.0,284.90000000000003,2019-09-24 03:00:00+00:00,1
1277,2019-09-24 04:00:00+00:00,7.0,283.7,316.0,9.6,2019-09-24 05:00:00+00:00,6.346666666666668,307.26666666666665,1.0,7.0,284.90000000000003,2019-09-24 04:00:00+00:00,1
1278,2019-09-24 05:00:00+00:00,7.0,283.8,315.0,7.9,2019-09-24 06:00:00+00:00,6.237142857142857,304.62857142857143,1.0,7.0,284.90000000000003,2019-09-24 05:00:00+00:00,1
1279,2019-09-24 06:00:00+00:00,7.0,283.8,312.0,7.3,2019-09-24 07:00:00+00:00,6.36,300.0333333333333,1.0,7.0,284.90000000000003,2019-09-24 06:00:00+00:00,1
1280,2019-09-24 07:00:00+00:00,7.0,283.8,307.0,7.1,2019-09-24 08:00:00+00:00,7.441428571428572,300.6857142857143,1.0,7.0,284.90000000000003,2019-09-24 07:00:00+00:00,1
1281,2019-09-24 08:00:00+00:00,7.0,283.9,307.0,7.8,2019-09-24 09:00:00+00:00,8.806363636363638,303.24545454545455,1.0,7.0,284.90000000000003,2019-09-24 08:00:00+00:00,1
1282,2019-09-24 09:00:00+00:00,7.0,283.9,310.0,9.0,2019-09-24 10:00:00+00:00,8.442692307692308,302.40769230769234,1.0,7.0,284.89999999999986,2019-09-24 09:00:00+00:00,1
1283,2019-09-24 10:00:00+00:00,7.0,284.0,308.0,9.4,2019-09-24 11:00:00+00:00,7.956923076923075,296.41153846153844,1.0,7.0,284.89999999999986,2019-09-24 10:00:00+00:00,1
1284,2019-09-24 11:00:00+00:00,7.0,284.0,299.0,8.2,2019-09-24 12:00:00+00:00,7.852692307692307,294.44230769230774,1.0,7.0,284.89999999999986,2019-09-24 11:00:00+00:00,1
1285,2019-09-24 12:00:00+00:00,7.0,284.0,298.0,7.8,2019-09-24 13:00:00+00:00,15.183846153846153,336.1923076923076,1.0,7.0,284.89999999999986,2019-09-24 12:00:00+00:00,1
1286,2019-09-24 13:00:00+00:00,7.0,284.1,330.0,12.9,2019-09-24 14:00:00+00:00,22.09692307692308,356.0538461538462,1.0,7.0,284.89999999999986,2019-09-24 13:00:00+00:00,1
1287,2019-09-24 14:00:00+00:00,7.0,284.1,363.0,23.2,2019-09-24 15:00:00+00:00,22.945769230769226,362.40769230769246,1.0,7.0,284.89999999999986,2019-09-24 14:00:00+00:00,1
1288,2019-09-24 15:00:00+00:00,7.0,284.2,369.0,21.0,2019-09-24 16:00:00+00:00,19.67846153846154,357.6461538461538,1.0,7.0,284.89999999999986,2019-09-24 15:00:00+00:00,1
1289,2019-09-24 16:00:00+00:00,7.0,284.2,374.0,21.3,2019-09-24 17:00:00+00:00,15.896153846153851,401.00384615384615,1.0,7.0,284.89999999999986,2019-09-24 16:00:00+00:00,1
1290,2019-09-24 17:00:00+00:00,7.0,284.3,402.0,23.9,2019-09-24 18:00:00+00:00,8.54,442.2692307692308,1.0,7.0,284.89999999999986,2019-09-24 17:00:00+00:00,1
1291,2019-09-24 18:00:00+00:00,7.0,284.3,444.0,9.9,2019-09-24 19:00:00+00:00,10.616538461538461,457.0038461538462,1.0,7.0,284.89999999999986,2019-09-24 18:00:00+00:00,1
1292,2019-09-24 19:00:00+00:00,7.0,284.3,460.0,12.7,2019-09-24 20:00:00+00:00,10.797142857142857,455.8285714285715,1.0,7.0,284.90000000000003,2019-09-24 19:00:00+00:00,1
1293,2019-09-24 20:00:00+00:00,7.0,284.4,460.0,12.6,2019-09-24 21:00:00+00:00,10.186666666666667,442.9666666666667,1.0,7.0,284.9,2019-09-24 20:00:00+00:00,1
1294,2019-09-24 21:00:00+00:00,7.0,284.4,448.0,11.0,2019-09-24 22:00:00+00:00,6.66,471.8,1.0,7.0,284.9,2019-09-24 21:00:00+00:00,1
1295,2019-09-24 22:00:00+00:00,7.0,284.5,451.0,9.8,2019-09-24 23:00:00+00:00,4.4816666666666665,489.25,1.0,7.0,284.90000000000003,2019-09-24 22:00:00+00:00,1
1296,2019-09-24 23:00:00+00:00,7.0,284.5,499.0,4.8,2019-09-25 00:00:00+00:00,3.454285714285714,491.6428571428572,1.0,7.0,285.8,2019-09-24 23:00:00+00:00,1
1297,2019-09-25 00:00:00+00:00,7.0,284.5,497.0,4.1,2019-09-25 01:00:00+00:00,3.623333333333333,490.31666666666666,1.0,7.0,285.8,2019-09-25 00:00:00+00:00,1
1298,2019-09-25 01:00:00+00:00,7.0,284.6,496.0,4.4,2019-09-25 02:00:00+00:00,3.8200000000000003,485.64285714285705,1.0,7.0,285.8,2019-09-25 01:00:00+00:00,1
1299,2019-09-25 02:00:00+00:00,7.0,284.6,488.0,4.8,2019-09-25 03:00:00+00:00,3.5283333333333338,480.1333333333334,1.0,7.0,285.8,2019-09-25 02:00:00+00:00,1
1300,2019-09-25 03:00:00+00:00,7.0,284.7,481.0,3.9,2019-09-25 04:00:00+00:00,3.585714285714286,476.59999999999997,1.0,7.0,285.8,2019-09-25 03:00:00+00:00,1
1301,2019-09-25 04:00:00+00:00,7.0,284.7,482.0,4.3,2019-09-25 05:00:00+00:00,3.683333333333333,480.81666666666666,1.0,7.0,285.8,2019-09-25 04:00:00+00:00,1
1302,2019-09-25 05:00:00+00:00,7.0,284.7,492.0,4.3,2019-09-25 06:00:00+00:00,3.4628571428571426,463.5571428571429,1.0,7.0,285.8,2019-09-25 05:00:00+00:00,1
1303,2019-09-25 06:00:00+00:00,7.0,284.8,475.0,4.2,2019-09-25 07:00:00+00:00,3.4166666666666674,460.8166666666666,1.0,7.0,285.8,2019-09-25 06:00:00+00:00,1
1304,2019-09-25 07:00:00+00:00,7.0,284.8,468.0,4.0,2019-09-25 08:00:00+00:00,3.165714285714285,460.49999999999994,1.0,7.0,285.8,2019-09-25 07:00:00+00:00,1
1305,2019-09-25 08:00:00+00:00,7.0,284.9,465.0,3.5,2019-09-25 09:00:00+00:00,3.181428571428571,454.52857142857147,1.0,7.0,285.8,2019-09-25 08:00:00+00:00,1
1306,2019-09-25 09:00:00+00:00,7.0,284.9,463.0,3.7,2019-09-25 10:00:00+00:00,3.2183333333333333,446.01666666666665,1.0,7.0,285.8,2019-09-25 09:00:00+00:00,1
1307,2019-09-25 10:00:00+00:00,7.0,285.0,455.0,3.8,2019-09-25 11:00:00+00:00,3.0985714285714283,436.24285714285713,1.0,7.0,285.8,2019-09-25 10:00:00+00:00,1
1308,2019-09-25 11:00:00+00:00,7.0,285.0,442.0,3.5,2019-09-25 12:00:00+00:00,3.1783333333333332,424.1666666666667,1.0,7.0,285.8,2019-09-25 11:00:00+00:00,1
1309,2019-09-25 12:00:00+00:00,7.0,285.0,428.0,3.6,2019-09-25 13:00:00+00:00,3.554166666666667,424.21250000000003,1.0,7.0,285.8000000000001,2019-09-25 12:00:00+00:00,1
1310,2019-09-25 13:00:00+00:00,7.0,285.1,435.0,4.3,2019-09-25 14:00:00+00:00,4.178076923076923,412.3769230769231,1.0,7.0,285.8000000000001,2019-09-25 13:00:00+00:00,1
1311,2019-09-25 14:00:00+00:00,7.0,285.1,422.0,5.1,2019-09-25 15:00:00+00:00,4.991923076923078,404.623076923077,1.0,7.0,285.8000000000001,2019-09-25 14:00:00+00:00,1
1312,2019-09-25 15:00:00+00:00,7.0,285.2,415.0,5.8,2019-09-25 16:00:00+00:00,5.529230769230769,389.88461538461536,1.0,7.0,285.8000000000001,2019-09-25 15:00:00+00:00,1
1313,2019-09-25 16:00:00+00:00,7.0,285.2,398.0,6.7,2019-09-25 17:00:00+00:00,5.2564,392.17600000000004,1.0,7.0,285.8000000000001,2019-09-25 16:00:00+00:00,1
1314,2019-09-25 17:00:00+00:00,7.0,285.2,399.0,6.4,2019-09-25 18:00:00+00:00,4.974166666666668,386.57500000000005,1.0,7.0,285.8000000000001,2019-09-25 17:00:00+00:00,1
1315,2019-09-25 18:00:00+00:00,7.0,285.3,395.0,6.3,2019-09-25 19:00:00+00:00,4.521153846153846,376.05384615384617,1.0,7.0,285.8000000000001,2019-09-25 18:00:00+00:00,1
1316,2019-09-25 19:00:00+00:00,7.0,285.3,391.0,6.2,2019-09-25 20:00:00+00:00,4.334736842105264,371.18947368421044,1.0,7.0,285.80000000000007,2019-09-25 19:00:00+00:00,1
1317,2019-09-25 20:00:00+00:00,7.0,285.4,385.0,5.9,2019-09-25 21:00:00+00:00,4.578333333333334,370.4375,1.0,7.0,285.8000000000001,2019-09-25 20:00:00+00:00,1
1318,2019-09-25 21:00:00+00:00,7.0,285.4,384.0,6.2,2019-09-25 22:00:00+00:00,4.869000000000001,368.35,1.0,7.0,285.80000000000007,2019-09-25 21:00:00+00:00,1
1319,2019-09-25 22:00:00+00:00,7.0,285.4,384.0,6.3,2019-09-25 23:00:00+00:00,5.46,372.6,1.0,7.0,285.8,2019-09-25 22:00:00+00:00,1
1337,2019-09-26 16:00:00+00:00,7.0,286.2,382.0,3.3,2019-09-26 17:00:00+00:00,3.19,368.35,1.0,6.9,286.8,2019-09-26 16:00:00+00:00,1
1338,2019-09-26 17:00:00+00:00,7.0,286.2,379.0,3.4,2019-09-26 18:00:00+00:00,3.18076923076923,364.2615384615385,1.0,6.900000000000004,286.8000000000001,2019-09-26 17:00:00+00:00,1
1339,2019-09-26 18:00:00+00:00,7.0,286.3,369.0,3.9,2019-09-26 19:00:00+00:00,3.5100000000000002,358.2538461538462,1.0,6.900000000000004,286.8000000000001,2019-09-26 18:00:00+00:00,1
1340,2019-09-26 19:00:00+00:00,7.0,286.3,367.0,4.3,2019-09-26 20:00:00+00:00,3.7540740740740737,350.5851851851851,1.0,6.900000000000004,286.8000000000001,2019-09-26 19:00:00+00:00,1
1341,2019-09-26 20:00:00+00:00,7.0,286.4,360.0,4.6,2019-09-26 21:00:00+00:00,4.009230769230769,345.9807692307693,1.0,6.900000000000004,286.8000000000001,2019-09-26 20:00:00+00:00,1
1342,2019-09-26 21:00:00+00:00,7.0,286.4,355.0,5.0,2019-09-26 22:00:00+00:00,4.0323076923076915,343.1807692307693,1.0,6.900000000000004,286.8000000000001,2019-09-26 21:00:00+00:00,1
1343,2019-09-26 22:00:00+00:00,7.0,286.4,353.0,5.0,2019-09-26 23:00:00+00:00,4.32875,340.67499999999995,1.0,6.8999999999999995,286.8,2019-09-26 22:00:00+00:00,1
1344,2019-09-26 23:00:00+00:00,7.0,286.5,351.0,5.4,2019-09-27 00:00:00+00:00,4.654999999999999,337.1,1.0,6.9,287.8,2019-09-26 23:00:00+00:00,1
1345,2019-09-27 00:00:00+00:00,7.0,286.5,348.0,5.6,2019-09-27 01:00:00+00:00,4.697692307692307,335.4884615384616,1.0,6.900000000000004,287.8000000000001,2019-09-27 00:00:00+00:00,1
1346,2019-09-27 01:00:00+00:00,7.0,286.6,345.0,5.8,2019-09-27 02:00:00+00:00,4.385263157894738,336.4052631578947,1.0,6.900000000000003,287.80000000000007,2019-09-27 01:00:00+00:00,1
1347,2019-09-27 02:00:00+00:00,7.0,286.6,343.0,5.5,2019-09-27 03:00:00+00:00,4.232857142857143,335.24285714285713,1.0,6.8999999999999995,287.8,2019-09-27 02:00:00+00:00,1
1348,2019-09-27 03:00:00+00:00,6.9,286.6,342.0,5.4,2019-09-27 04:00:00+00:00,4.286666666666666,334.0333333333333,1.0,6.8999999999999995,287.8,2019-09-27 03:00:00+00:00,1
1349,2019-09-27 04:00:00+00:00,6.9,286.7,341.0,5.5,2019-09-27 05:00:00+00:00,5.392857142857143,339.0571428571429,1.0,6.8999999999999995,287.8,2019-09-27 04:00:00+00:00,1
1350,2019-09-27 05:00:00+00:00,6.9,286.7,341.0,5.7,2019-09-27 06:00:00+00:00,12.005,363.8666666666666,1.0,6.8999999999999995,287.8,2019-09-27 05:00:00+00:00,1
1351,2019-09-27 06:00:00+00:00,6.9,286.8,357.0,10.9,2019-09-27 07:00:00+00:00,12.161428571428573,365.38571428571424,1.0,6.8999999999999995,287.8,2019-09-27 06:00:00+00:00,1
1352,2019-09-27 07:00:00+00:00,6.9,286.8,366.0,17.7,2019-09-27 08:00:00+00:00,12.891666666666667,358.03333333333336,1.0,6.8999999999999995,287.8,2019-09-27 07:00:00+00:00,1
1353,2019-09-27 08:00:00+00:00,6.9,286.8,366.0,19.1,2019-09-27 09:00:00+00:00,14.749999999999998,357.0285714285714,1.0,6.8999999999999995,287.8,2019-09-27 08:00:00+00:00,1
1354,2019-09-27 09:00:00+00:00,6.9,286.9,362.0,20.0,2019-09-27 10:00:00+00:00,21.038571428571426,362.7,1.0,6.8999999999999995,287.8,2019-09-27 09:00:00+00:00,1
1355,2019-09-27 10:00:00+00:00,6.9,286.9,371.0,30.6,2019-09-27 11:00:00+00:00,16.775000000000002,382.98333333333335,1.0,6.8999999999999995,287.8,2019-09-27 10:00:00+00:00,1
1356,2019-09-27 11:00:00+00:00,6.9,287.0,370.0,35.0,2019-09-27 12:00:00+00:00,8.631428571428572,437.80000000000007,1.0,6.8999999999999995,287.8,2019-09-27 11:00:00+00:00,1
1357,2019-09-27 12:00:00+00:00,6.9,287.0,414.0,14.3,2019-09-27 13:00:00+00:00,6.223333333333333,508.3833333333334,1.0,6.8999999999999995,287.8,2019-09-27 12:00:00+00:00,1
1358,2019-09-27 13:00:00+00:00,6.9,287.1,484.0,9.3,2019-09-27 14:00:00+00:00,7.21,557.1142857142858,1.0,6.8999999999999995,287.8,2019-09-27 13:00:00+00:00,1
