EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_BR_nT,OMNI_BT_nT,OMNI_BN_nT,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncm3,OMNI_TEMP_DegK
 1972-06-15T01:00:00.000Z,1,188.2,4.6,-3.7,-1,7.1,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T02:00:00.000Z,1,188.3,3.4,-0.2,-4.6,6.7,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T03:00:00.000Z,1.1,188.3,1.6,0.2,-4.7,7,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T04:00:00.000Z,1.1,188.3,4.3,-0.7,-2.4,7,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T05:00:00.000Z,1.1,188.4,4.5,0.4,-2.9,7.2,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T06:00:00.000Z,1.1,188.4,5.7,2.2,-3,7.4,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T07:00:00.000Z,1.1,188.5,7.6,-0.1,-0.3,7.7,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T08:00:00.000Z,1.1,188.5,8,-0.7,-0.1,8.6,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T09:00:00.000Z,1.1,188.5,7.1,-2.6,-0.7,8.8,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T10:00:00.000Z,1.1,188.6,8.1,-0.7,0.5,9,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T11:00:00.000Z,1.1,188.6,6.6,-4.7,3.1,10,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T12:00:00.000Z,1.1,188.7,5.7,-7.7,4.3,11,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T13:00:00.000Z,1.1,188.7,4.6,-7.7,-1.8,10,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T14:00:00.000Z,1.1,188.7,4.2,-6.7,-2.2,9.6,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-15T15:00:00.000Z,1.1,188.8,3.3,-3.7,-3.5,8.3,-1.00E+31,-1.00E+31,-1.00E+31
