EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,PIONEER_DIST_Au,PIONEER_LAT_deg,PIONEER_LONG_deg,PIONEER_BR_nT,PIONEER_BT_nT,PIONEER_BN_nT,PIONEER_MAG_AVG_nT,PIONEER_SPEED_kms,PIONEER_DENSITY_Ncm3,PIONEER_TEMP_DegK
 1972-06-01T02:00:00.000Z,1.59,-3.4,169.5,0.031,-4.4169,0.1131,5.2604,555.8,4.5914,172570
 1972-06-01T03:00:00.000Z,1.59,-3.4,169.5,1.9044,-4.2033,0.5271,4.8365,546.1,3.0814,267527
 1972-06-01T04:00:00.000Z,1.59,-3.4,169.4,2.2274,-3.87,-0.591,5.2754,526.7,3.3298,307451
 1972-06-01T05:00:00.000Z,1.59,-3.4,169.5,-0.1665,-5.8982,-0.1542,6.0901,540.6,3.278,95134
 1972-06-01T06:00:00.000Z,1.59,-3.4,169.5,-1.4309,-5.5412,-0.4021,5.8089,548.1,3.5077,118432
 1972-06-01T07:00:00.000Z,1.59,-3.4,169.5,0.2946,-5.8031,-1.2487,5.9832,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-01T08:00:00.000Z,1.59,-3.4,169.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-01T09:00:00.000Z,1.59,-3.4,169.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,513.1,3.1961,240958
 1972-06-01T10:00:00.000Z,1.59,-3.4,169.6,2.5619,-1.1351,1.5322,4.1209,525.1,2.8015,218889
 1972-06-01T11:00:00.000Z,1.59,-3.4,169.6,2.723,0.2079,1.8179,3.4724,526.3,2.6348,230333
 1972-06-01T12:00:00.000Z,1.59,-3.4,169.7,2.7154,0.1449,2.4023,3.7832,534.9,2.4802,169279
 1972-06-01T13:00:00.000Z,1.59,-3.4,169.7,2.7195,-0.3093,2.3649,3.7302,528,2.1802,184869
 1972-06-01T14:00:00.000Z,1.6,-3.4,169.7,2.7164,-0.3554,1.8811,3.4602,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-01T15:00:00.000Z,1.6,-3.4,169.8,2.8462,0.5155,1.6661,3.4009,520,2.5628,195541
 1972-06-01T16:00:00.000Z,1.6,-3.4,169.7,2.8092,0.0985,1.0169,3.0271,515.6,2.1563,210260
 1972-06-01T17:00:00.000Z,1.6,-3.4,169.7,2.443,-0.0733,1.0501,2.7064,511.1,2.2571,231528
 1972-06-01T18:00:00.000Z,1.6,-3.4,169.7,1.8776,-0.7101,0.9943,2.2859,510.5,2.0473,134206
 1972-06-01T19:00:00.000Z,1.6,-3.4,169.8,1.9633,-1.9478,0.1697,2.881,502.9,1.8341,183610
 1972-06-01T20:00:00.000Z,1.6,-3.4,169.8,1.5559,-2.053,0.0854,2.8019,501.9,1.6823,108419
 1972-06-01T21:00:00.000Z,1.6,-3.4,169.8,2.2919,0.0485,1.2297,2.7248,484.7,1.9411,151119
 1972-06-01T22:00:00.000Z,1.6,-3.4,169.9,2.235,-0.5683,1.3187,2.6686,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-01T23:00:00.000Z,1.6,-3.4,169.9,1.9116,0.2171,1.6271,2.5878,478.7,1.5543,101493
 1972-06-02T00:00:00.000Z,1.6,-3.4,169.9,2.0068,0.2679,1.5923,2.6042,475.6,1.4057,93794
 1972-06-02T01:00:00.000Z,1.6,-3.3,170,2.1043,0.4638,0.9837,2.4424,473.2,1.4437,141246
 1972-06-02T02:00:00.000Z,1.6,-3.3,170,1.9906,-0.6226,0.794,2.2695,468.6,1.4669,124437
 1972-06-02T03:00:00.000Z,1.6,-3.3,169.9,1.7277,-0.9015,0.8372,2.1547,468.7,0.9745,99569
 1972-06-02T04:00:00.000Z,1.6,-3.3,169.9,1.7542,-0.7926,0.751,2.0998,463.6,1.3555,104741
 1972-06-02T05:00:00.000Z,1.6,-3.3,170,1.5704,-1.0492,0.7555,2.0542,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-02T06:00:00.000Z,1.6,-3.3,170,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,460.9,1.2161,89089
 1972-06-02T07:00:00.000Z,1.6,-3.3,170,1.6937,-0.2583,0.685,1.9399,458.4,0.9965,101400
 1972-06-02T08:00:00.000Z,1.6,-3.3,170.1,1.4247,-1.2488,-0.5183,2.0988,462.5,1.3065,84137
 1972-06-02T09:00:00.000Z,1.6,-3.3,170.1,1.5015,-1.0731,0.1564,2.162,461.7,1.3962,115670
 1972-06-02T10:00:00.000Z,1.6,-3.3,170.1,0.7802,-1.0721,-0.6295,2.2027,473.3,1.1259,71380
 1972-06-02T11:00:00.000Z,1.6,-3.3,170.1,1.3112,-0.2153,1.3994,2.1417,466.3,1.6218,100358
 1972-06-02T12:00:00.000Z,1.6,-3.3,170.2,1.0888,0.0952,1.9927,2.3478,481.6,0.9901,66106
 1972-06-02T13:00:00.000Z,1.6,-3.3,170.2,0.5965,0.7416,2.035,2.287,479.1,1.218,72029
 1972-06-02T14:00:00.000Z,1.6,-3.3,170.1,0.7035,-0.0853,1.9701,2.1693,476.1,1.1346,59559
 1972-06-02T15:00:00.000Z,1.6,-3.3,170.2,1.2876,-0.554,1.1421,2.0604,467.3,1.2657,57881
 1972-06-02T16:00:00.000Z,1.61,-3.3,170.2,0.7069,-0.9469,-1.3357,2.005,468.2,1.2166,76002
 1972-06-02T17:00:00.000Z,1.61,-3.3,170.2,0.2062,-0.7177,-1.9678,2.1901,471.3,1.1943,41851
 1972-06-02T18:00:00.000Z,1.61,-3.3,170.3,0.5222,-1.7115,-1.3492,2.2643,467.9,1.4663,41069
 1972-06-02T19:00:00.000Z,1.61,-3.3,170.3,0.7235,-1.536,-1.0721,2.1233,469.2,1.4099,30084
 1972-06-02T20:00:00.000Z,1.61,-3.3,170.3,0.5998,-1.3809,-0.1426,1.814,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-02T21:00:00.000Z,1.61,-3.3,170.3,1.1295,-0.35,-0.2831,1.642,470,1.5441,51773
 1972-06-02T22:00:00.000Z,1.61,-3.3,170.4,1.3814,-0.6876,0.3795,1.671,467.6,1.8753,100057
 1972-06-02T23:00:00.000Z,1.61,-3.3,170.4,1.3976,0.1615,-0.3745,1.7585,460.5,1.4574,68704
 1972-06-03T00:00:00.000Z,1.61,-3.3,170.4,-0.3892,1.0062,-1.3482,1.8882,478.5,1.1714,51093
 1972-06-03T01:00:00.000Z,1.61,-3.3,170.4,0.0028,-0.0037,-0.2163,1.4109,472.6,1.5974,95161
 1972-06-03T02:00:00.000Z,1.61,-3.3,170.4,0.156,-0.1951,-1.1627,1.6511,482.5,1.7459,36210
 1972-06-03T03:00:00.000Z,1.61,-3.3,170.4,1.7171,-1.4448,1.6836,2.9839,500.3,3.7296,52104
 1972-06-03T04:00:00.000Z,1.61,-3.3,170.5,2.7815,-3.7102,1.2184,5.1083,504,2.3601,25402
 1972-06-03T05:00:00.000Z,1.61,-3.3,170.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-03T06:00:00.000Z,1.61,-3.3,170.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-03T07:00:00.000Z,1.61,-3.3,170.5,0.9141,-1.8689,-2.3469,5.393,523.4,3.1256,116342
 1972-06-03T08:00:00.000Z,1.61,-3.3,170.6,-2.3709,-0.0212,-4.5946,5.1995,525.6,0.9157,16549
 1972-06-03T09:00:00.000Z,1.61,-3.3,170.6,-2.3262,0.1397,-3.7519,4.4722,530.5,1.3092,12117
 1972-06-03T10:00:00.000Z,1.61,-3.3,170.6,-2.2937,0.0297,-3.61,4.292,523.6,0.83,25697
 1972-06-03T11:00:00.000Z,1.61,-3.3,170.7,-1.658,0.1876,-2.9238,3.7802,523.3,0.6213,35399
 1972-06-03T12:00:00.000Z,1.61,-3.3,170.6,-0.9655,-1.5664,-3.2953,3.7864,517.2,0.596,18874
 1972-06-03T13:00:00.000Z,1.61,-3.3,170.6,-1.2598,-1.705,-2.6432,3.412,513.6,0.6685,46971
 1972-06-03T14:00:00.000Z,1.61,-3.3,170.6,-0.808,-1.2368,-2.9567,3.3104,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-03T15:00:00.000Z,1.61,-3.3,170.7,-1.8674,-0.1105,-1.9425,2.7404,515.9,0.9341,35789
 1972-06-03T16:00:00.000Z,1.61,-3.3,170.7,-0.3343,-1.7426,-1.7085,2.5857,490.6,0.9068,28586
 1972-06-03T17:00:00.000Z,1.62,-3.2,170.7,-0.0746,-1.7937,-1.5955,2.5492,491.5,0.9549,25269
 1972-06-03T18:00:00.000Z,1.62,-3.2,170.8,0.2877,-0.3396,-0.3388,1.465,-1.00E+31,-1.00E+31,-1.00E+31
 1972-06-03T19:00:00.000Z,1.62,-3.2,170.8,1.8331,-0.0293,-0.2834,1.9229,496.4,1.145,73770
 1972-06-03T20:00:00.000Z,1.62,-3.2,170.8,1.303,-0.6175,-0.0276,1.5677,478.7,1.2531,95829
 1972-06-03T21:00:00.000Z,1.62,-3.2,170.9,1.4681,-0.3942,0.1527,1.7165,463.3,0.8875,106472
 1972-06-03T22:00:00.000Z,1.62,-3.2,170.9,0.4163,0.181,-1.1639,1.6888,487.5,0.7311,60437
 1972-06-03T23:00:00.000Z,1.62,-3.2,170.8,0.0735,0.6221,-1.5918,1.937,497.8,0.5304,49209
 1972-06-04T00:00:00.000Z,1.62,-3.2,170.8,0.3784,0.1051,-2.0366,2.0823,508.1,0.3749,92014
 1972-06-04T01:00:00.000Z,1.62,-3.2,170.9,0.7375,-0.2981,-1.7328,1.9952,492.7,0.4031,116332
 1972-06-04T02:00:00.000Z,1.62,-3.2,170.9,1.0122,-0.908,-1.3279,1.9236,501.1,0.5176,152993
 1972-06-04T03:00:00.000Z,1.62,-3.2,170.9,1.7601,-1.3021,-0.6543,2.3229,486.2,0.7351,243801
 1972-06-04T04:00:00.000Z,1.62,-3.2,171,1.8483,-1.2829,-0.6077,2.3513,470.7,0.5758,126925
