EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_BR_nT,OMNI_BT_nT,OMNI_BN_nT,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncm3,OMNI_TEMP_DegK
 1973-04-15T01:00:00.000Z,-5.6,129.4,-1.5,4.9,2.7,6.2,545,4.5,106069
 1973-04-15T02:00:00.000Z,-5.6,129.4,-2.2,4.6,4.7,7.3,536,2.7,132010
 1973-04-15T03:00:00.000Z,-5.6,129.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,540,2,168420
 1973-04-15T04:00:00.000Z,-5.6,129.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,516,2.2,163150
 1973-04-15T05:00:00.000Z,-5.6,129.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,514,2.2,154355
 1973-04-15T06:00:00.000Z,-5.6,129.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,510,2.7,121967
 1973-04-15T07:00:00.000Z,-5.6,129.6,-4.6,2.6,4.6,7.6,505,2.7,130101
 1973-04-15T08:00:00.000Z,-5.6,129.7,-6.3,1.8,3.5,8.1,487,3.3,88216
 1973-04-15T09:00:00.000Z,-5.6,129.7,-6.3,4.2,2.6,8.7,489,3.6,89733
 1973-04-15T10:00:00.000Z,-5.6,129.8,-6.1,2.9,4.1,8.5,-1.00E+31,-1.00E+31,-1.00E+31
 1973-04-15T11:00:00.000Z,-5.6,129.8,-4.7,0.6,6.5,9,-1.00E+31,-1.00E+31,-1.00E+31
 1973-04-15T12:00:00.000Z,-5.6,129.8,-5.1,-2.1,5.8,8.6,-1.00E+31,-1.00E+31,-1.00E+31
 1973-04-15T13:00:00.000Z,-5.6,129.9,-4.8,-0.5,5.7,8.4,-1.00E+31,-1.00E+31,-1.00E+31
 1973-04-15T14:00:00.000Z,-5.6,129.9,-2,-1.6,6.6,8.2,-1.00E+31,-1.00E+31,-1.00E+31
 1973-04-15T15:00:00.000Z,-5.6,130,-6.2,-0.5,3.3,8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-04-15T16:00:00.000Z,-5.6,130,-6.3,-1,5.1,8.7,456,6,45315
