EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_BR_nT,OMNI_BT_nT,OMNI_BN_nT,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncm3,OMNI_TEMP_DegK
 1973-02-15T01:00:00.000Z,-6.8,70.3,0.4,1.7,-3.2,3.7,379,12.6,25239
 1973-02-15T02:00:00.000Z,-6.8,70.3,0,2.3,-3.4,4.2,375,11.6,23367
 1973-02-15T03:00:00.000Z,-6.8,70.4,-1.1,1.2,-3.2,4.1,370,12.5,31362
 1973-02-15T04:00:00.000Z,-6.8,70.4,-2.6,2.1,-2.1,4.6,363,12,32274
 1973-02-15T05:00:00.000Z,-6.8,70.5,-1.4,-0.9,-1.9,4.5,355,9.9,24333
 1973-02-15T06:00:00.000Z,-6.8,70.5,-0.6,-3.2,-3.3,4.7,353,10.7,18493
 1973-02-15T07:00:00.000Z,-6.8,70.6,0.1,-3.1,-2,4.6,350,9.9,24249
 1973-02-15T08:00:00.000Z,-6.8,70.6,-3.4,-0.6,3.1,4.7,365,11.7,28111
 1973-02-15T09:00:00.000Z,-6.8,70.6,-2.7,-3.7,2.1,5.5,366,12.6,34192
 1973-02-15T10:00:00.000Z,-6.8,70.7,-5.7,-2.2,-0.5,7,355,13.2,35794
 1973-02-15T11:00:00.000Z,-6.8,70.7,-5.5,-1.5,-3.1,7.3,355,15.5,26671
 1973-02-15T12:00:00.000Z,-6.8,70.8,-4.4,-2.4,-2.9,7.6,358,16.1,30327
 1973-02-15T13:00:00.000Z,-6.9,70.8,-6.5,-5,-3.2,9,365,12.5,18118
 1973-02-15T14:00:00.000Z,-6.9,70.9,-6.4,-6.1,-2.2,9.4,365,8.2,15813
 1973-02-15T15:00:00.000Z,-6.9,70.9,-6.8,-6.6,-1,9.9,366,8.4,15043
 1973-02-15T16:00:00.000Z,-6.9,70.9,-7.4,-5.9,-1.4,9.9,364,7.6,17145
