EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_BR_nT,OMNI_BT_nT,OMNI_BN_nT,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncm3,OMNI_TEMP_DegK
 1972-05-15T01:00:00.000Z,-2.6,158.7,-2.8,4.3,2.1,5.8,338,4.8,39886
 1972-05-15T02:00:00.000Z,-2.6,158.8,-3.2,4.2,1.7,6,335,4.9,36737
 1972-05-15T03:00:00.000Z,-2.6,158.8,-3.3,4.5,1.2,6,333,4.6,37041
 1972-05-15T04:00:00.000Z,-2.6,158.8,-3,4.6,1,5.6,335,5.6,33514
 1972-05-15T05:00:00.000Z,-2.6,158.9,-3,4.8,0.6,5.6,335,5.3,33132
 1972-05-15T06:00:00.000Z,-2.6,158.9,-2.1,4.9,1.1,5.4,339,5.8,31899
 1972-05-15T07:00:00.000Z,-2.6,159,-0.8,5.2,0.9,5.5,343,6.5,30951
 1972-05-15T08:00:00.000Z,-2.6,159,0.8,5.4,0.9,5.6,349,7,31654
 1972-05-15T09:00:00.000Z,-2.6,159,-0.2,5.4,0.7,5.6,346,8,29812
 1972-05-15T10:00:00.000Z,-2.6,159.1,-3,3.6,1.3,5.4,338,6.6,43495
 1972-05-15T11:00:00.000Z,-2.6,159.1,-3,2.5,1.1,4.8,331,4.8,66150
 1972-05-15T12:00:00.000Z,-2.6,159.2,-5.1,-1.1,0.4,5.5,324,4.7,53412
 1972-05-15T13:00:00.000Z,-2.6,159.2,-6.5,0.1,0.7,6.7,330,6.1,62270
 1972-05-15T14:00:00.000Z,-2.6,159.2,-7.3,1.7,-0.6,7.8,334,7.7,71487
 1972-05-15T15:00:00.000Z,-2.6,159.3,-7,3.2,-1.1,8.1,334,7.7,70920
 1972-05-15T16:00:00.000Z,-2.6,159.3,-7.3,4.9,1.9,9.4,344,10.4,60245
 1972-05-15T17:00:00.000Z,-2.6,159.4,-6.7,5.3,2.9,9.3,350,9.9,49968
 1972-05-15T18:00:00.000Z,-2.6,159.4,-2,2.4,0,9.3,385,32,96638
 1972-05-15T19:00:00.000Z,-2.6,159.4,0.3,17.3,-8.5,26,523,41.9,532681
 1972-05-15T20:00:00.000Z,-2.6,159.5,0.2,4.2,-0.9,27,554,46.1,501241
 1972-05-15T21:00:00.000Z,-2.5,159.5,-0.6,2.4,7.5,18.5,551,40.2,514492
 1972-05-15T22:00:00.000Z,-2.5,159.6,-8.2,17.2,3.8,22.6,538,20.4,646798
 1972-05-15T23:00:00.000Z,-2.5,159.6,1,13,5.2,19.5,588,21.3,637633
 1972-05-16T00:00:00.000Z,-2.5,159.6,11.3,-0.6,-6.4,21.2,584,24.7,465595
 1972-05-16T01:00:00.000Z,-2.5,159.7,-21.3,-23.4,3.9,34.5,583,15.5,279065
 1972-05-16T02:00:00.000Z,-2.5,159.7,-23.5,-3.9,19.5,31.4,600,12,188014
 1972-05-16T03:00:00.000Z,-2.5,159.8,-12.9,5.2,19.9,24.5,558,12.2,146901
 1972-05-16T04:00:00.000Z,-2.5,159.8,-12.9,-6.7,14.6,22.2,558,7.6,108099
 1972-05-16T05:00:00.000Z,-2.5,159.8,-12.5,-13.4,10.2,21.1,551,6.4,99766
 1972-05-16T06:00:00.000Z,-2.5,159.9,-10.2,-15.6,8,20.4,522,6.2,104168
 1972-05-16T07:00:00.000Z,-2.5,159.9,-7.7,-16.7,6.3,19.6,499,8.4,83597
 1972-05-16T08:00:00.000Z,-2.5,160,-6.2,-14.5,9,18.2,482,10.1,85392
 1972-05-16T09:00:00.000Z,-2.5,160,-5.1,-15.3,9.5,19,474,6.2,109102
 1972-05-16T10:00:00.000Z,-2.5,160,-4.8,-16.6,7.1,18.8,466,5.4,78787
 1972-05-16T11:00:00.000Z,-2.5,160.1,-4.1,-15.2,7.5,17.5,454,4.1,103854
 1972-05-16T12:00:00.000Z,-2.5,160.1,-3.1,-14.6,8.3,17.1,439,3.2,76882
 1972-05-16T13:00:00.000Z,-2.5,160.2,-2.6,-14.7,9.1,17.5,426,2.4,57888
 1972-05-16T14:00:00.000Z,-2.5,160.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,412,2.7,39179
 1972-05-16T15:00:00.000Z,-2.5,160.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,399,2.5,30493
 1972-05-16T16:00:00.000Z,-2.5,160.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,409,1.6,21020
 1972-05-16T17:00:00.000Z,-2.5,160.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,397,2.4,34021
 1972-05-16T18:00:00.000Z,-2.4,160.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,387,2.2,41635
 1972-05-16T19:00:00.000Z,-2.4,160.4,-5.4,-10.7,4.6,12.8,405,2.7,41054
 1972-05-16T20:00:00.000Z,-2.4,160.4,-6.5,-9.3,-0.9,11.5,449,3,25145
 1972-05-16T21:00:00.000Z,-2.4,160.5,-5.4,-6.6,-1.3,8.7,470,1.6,18117
 1972-05-16T22:00:00.000Z,-2.4,160.5,-4.1,-6.4,-0.5,8.3,462,1.8,19914
 1972-05-16T23:00:00.000Z,-2.4,160.6,-3.6,-7.2,0.2,8.1,453,2.1,23098
 1972-05-17T00:00:00.000Z,-2.4,160.6,-3,-6.9,1.5,7.8,446,2.3,20487
 1972-05-17T01:00:00.000Z,-2.4,160.6,-3.2,-6.8,1,7.8,457,1.1,26797
 1972-05-17T02:00:00.000Z,-2.4,160.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,460,4,61616
 1972-05-17T03:00:00.000Z,-2.4,160.7,-0.8,-5.2,0.9,5.5,459,5.5,63176
 1972-05-17T04:00:00.000Z,-2.4,160.8,-3.7,-4.5,-1.9,6.3,460,2.6,41072
 1972-05-17T05:00:00.000Z,-2.4,160.8,-3.1,-3.2,-1,6,458,2.3,43960
 1972-05-17T06:00:00.000Z,-2.4,160.8,2.7,1.6,4.8,6,464,1.2,94933
 1972-05-17T07:00:00.000Z,-2.4,160.9,0.2,-0.4,5.1,5.3,463,2.8,153234
 1972-05-17T08:00:00.000Z,-2.4,160.9,-0.9,-2.3,4.7,5.3,459,2.6,162238
 1972-05-17T09:00:00.000Z,-2.4,160.9,-3.7,-1.4,0.8,4.6,458,3.2,132208
 1972-05-17T10:00:00.000Z,-2.4,161,-4.8,-1.1,-1.6,5.3,458,3.6,106776
 1972-05-17T11:00:00.000Z,-2.4,161,-4,-0.4,-3.2,5.2,453,3.5,69047
 1972-05-17T12:00:00.000Z,-2.4,161.1,-3.4,0,-3.1,4.8,436,3.6,91257
 1972-05-17T13:00:00.000Z,-2.4,161.1,-3,0.7,-2.7,4.5,431,2.9,84158
 1972-05-17T14:00:00.000Z,-2.4,161.1,-3,0.9,-2,4.4,419,2.4,92858
 1972-05-17T15:00:00.000Z,-2.3,161.2,-2.8,0.5,-1.3,3.8,421,3.5,105266
 1972-05-17T16:00:00.000Z,-2.3,161.2,-2.6,0.5,1.6,3.5,410,3.8,126101
 1972-05-17T17:00:00.000Z,-2.3,161.3,-3.2,-0.7,0.6,3.8,420,5,87406
 1972-05-17T18:00:00.000Z,-2.3,161.3,-3.1,-0.5,-0.4,3.7,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-17T19:00:00.000Z,-2.3,161.3,-3,1.6,-0.2,3.8,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-17T20:00:00.000Z,-2.3,161.4,-2.6,1.7,0.5,3.5,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-17T21:00:00.000Z,-2.3,161.4,-2.8,1,1.2,3.6,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-17T22:00:00.000Z,-2.3,161.5,-3.6,1.8,0.1,4.1,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-17T23:00:00.000Z,-2.3,161.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T00:00:00.000Z,-2.3,161.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T01:00:00.000Z,-2.3,161.6,0.4,4.5,0,4.9,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T02:00:00.000Z,-2.3,161.6,0.1,3.3,0.1,3.9,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T03:00:00.000Z,-2.3,161.7,1.8,-1.2,-3.1,4.3,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T04:00:00.000Z,-2.3,161.7,3.1,2.9,-1.3,5.5,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T05:00:00.000Z,-2.3,161.7,-2.7,3.8,-0.5,5.4,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T06:00:00.000Z,-2.3,161.8,-1.6,-0.7,-0.6,4.2,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T07:00:00.000Z,-2.3,161.8,0.2,-3,-1,3.6,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T08:00:00.000Z,-2.3,161.9,0.4,-3.4,-1.7,4.4,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T09:00:00.000Z,-2.3,161.9,0.8,-2.3,-1.5,4.1,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T10:00:00.000Z,-2.3,161.9,0.2,1,0.3,2.9,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T11:00:00.000Z,-2.3,162,1.1,0.4,-0.6,1.9,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T12:00:00.000Z,-2.2,162,-1.2,0.3,0.3,1.9,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T13:00:00.000Z,-2.2,162.1,-2.1,1.3,0.4,2.6,-1.00E+31,-1.00E+31,-1.00E+31
 1972-05-18T14:00:00.000Z,-2.2,162.1,-1.7,0.1,0.6,2.3,-1.00E+31,-1.00E+31,-1.00E+31
