EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,Ion_Density_n_cc,Ion_Velocity_km_s
 2019-08-01T00:08:17.788Z,4.37,469.4
 2019-08-01T00:17:29.515Z,5.09,496.2
 2019-08-01T00:26:41.243Z,5.1,476
 2019-08-01T00:35:52.971Z,4.3,480.7
 2019-08-01T00:45:04.698Z,3.39,477.8
 2019-08-01T00:54:16.426Z,4.9,493.7
 2019-08-01T01:03:28.154Z,4.19,482.8
 2019-08-01T01:12:39.881Z,2.27,522.4
 2019-08-01T01:21:51.608Z,2.23,528.3
 2019-08-01T01:31:03.336Z,2.04,537.8
 2019-08-01T01:40:15.063Z,2.07,549.1
 2019-08-01T01:49:26.790Z,2.14,523.6
 2019-08-01T01:58:38.517Z,1.96,523.7
 2019-08-01T02:07:50.244Z,2.03,523.9
 2019-08-01T02:17:01.971Z,1.91,537.9
 2019-08-01T02:26:13.697Z,1.79,536
 2019-08-01T02:35:25.424Z,1.66,533.4
 2019-08-01T02:44:37.151Z,1.91,518.5
 2019-08-01T02:53:48.878Z,1.93,519.2
 2019-08-01T03:03:00.604Z,1.85,520.7
 2019-08-01T03:12:12.331Z,2.03,519.3
 2019-08-01T03:21:24.058Z,1.89,513.6
 2019-08-01T03:30:35.785Z,1.96,514.8
 2019-08-01T03:39:47.511Z,1.52,545.7
 2019-08-01T03:48:59.238Z,1.68,545.9
 2019-08-01T03:58:10.964Z,1.75,538
 2019-08-01T04:07:22.691Z,1.87,550.8
 2019-08-01T04:16:34.417Z,1.95,553.6
 2019-08-01T04:25:46.143Z,1.86,557.1
 2019-08-01T04:34:57.869Z,1.74,546.8
 2019-08-01T04:44:09.595Z,1.77,541
 2019-08-01T04:53:21.321Z,1.84,539.2
 2019-08-01T05:02:33.047Z,1.79,530.4
 2019-08-01T05:11:44.773Z,1.83,545.1
 2019-08-01T05:20:56.499Z,1.63,537.7
 2019-08-01T05:30:08.225Z,1.92,538.1
 2019-08-01T05:39:19.951Z,1.88,545.9
 2019-08-01T05:48:31.677Z,1.86,544.5
 2019-08-01T05:57:43.403Z,1.86,542.1
 2019-08-01T06:06:55.129Z,1.89,548.2
 2019-08-01T06:16:06.855Z,1.91,536.2
 2019-08-01T06:25:18.580Z,1.97,544.6
 2019-08-01T06:34:30.306Z,1.81,537
 2019-08-01T06:43:42.032Z,1.72,524.5
 2019-08-01T06:52:53.757Z,1.93,530.2
 2019-08-01T07:02:05.483Z,1.96,529.4
 2019-08-01T07:11:17.208Z,1.9,529.6
 2019-08-01T07:20:28.933Z,1.72,538.5
 2019-08-01T07:29:40.659Z,1.78,535.4
 2019-08-01T07:38:52.384Z,1.79,530.7
 2019-08-01T07:48:04.109Z,1.78,524.5
 2019-08-01T07:57:15.834Z,1.71,534.8
 2019-08-01T08:06:27.559Z,1.88,521
 2019-08-01T08:16:09.457Z,1.81,524.1
 2019-08-01T08:18:27.388Z,2.09,520.5
 2019-08-01T08:20:45.319Z,2.02,526.8
 2019-08-01T08:23:03.250Z,1.9,532.1
 2019-08-01T08:25:21.182Z,1.97,519
 2019-08-01T08:27:39.113Z,1.92,515
 2019-08-01T08:29:57.044Z,1.73,518.6
 2019-08-01T08:32:14.975Z,1.91,522.5
 2019-08-01T08:34:32.907Z,1.87,519.6
 2019-08-01T08:36:50.838Z,1.8,524.5
 2019-08-01T08:39:08.769Z,1.96,535.8
 2019-08-01T08:41:26.701Z,1.76,533.8
 2019-08-01T08:43:44.632Z,1.74,536.5
 2019-08-01T08:46:02.563Z,1.65,543.8
 2019-08-01T08:48:20.495Z,1.88,545.8
 2019-08-01T08:50:38.426Z,1.88,543.3
 2019-08-01T08:52:56.357Z,1.96,547.5
 2019-08-01T08:55:14.289Z,1.78,546
 2019-08-01T08:57:32.220Z,1.82,539.2
 2019-08-01T08:59:50.151Z,1.85,532.8
 2019-08-01T09:02:08.082Z,1.74,539.4
 2019-08-01T09:04:26.014Z,1.67,543
 2019-08-01T09:06:43.945Z,1.71,531.6
 2019-08-01T09:09:01.876Z,1.68,550.9
 2019-08-01T09:11:19.808Z,1.65,547.4
 2019-08-01T09:13:37.739Z,1.7,542.1
 2019-08-01T09:15:55.670Z,1.74,533.7
 2019-08-01T09:18:13.601Z,1.96,527.6
 2019-08-01T09:20:31.533Z,1.84,534.5
 2019-08-01T09:22:49.464Z,1.54,537.1
 2019-08-01T09:25:07.395Z,1.79,538.1
 2019-08-01T09:27:25.327Z,2.02,524.4
 2019-08-01T09:29:43.258Z,2,534
 2019-08-01T09:32:01.189Z,2.09,532.2
 2019-08-01T09:34:19.120Z,2.01,535.3
 2019-08-01T09:36:37.052Z,2.03,534.4
 2019-08-01T09:38:54.983Z,1.92,536.6
 2019-08-01T09:41:12.914Z,1.95,534.5
 2019-08-01T09:43:30.845Z,1.96,529.5
 2019-08-01T09:45:48.777Z,1.94,531
 2019-08-01T09:48:06.708Z,1.94,529.1
 2019-08-01T09:50:24.639Z,1.91,531.5
 2019-08-01T09:52:42.570Z,1.83,546
 2019-08-01T09:55:00.502Z,1.89,531.8
 2019-08-01T09:57:18.433Z,1.94,527.7
 2019-08-01T09:59:36.364Z,1.95,525.8
 2019-08-01T10:01:54.295Z,2.1,513.7
 2019-08-01T10:04:12.227Z,2.01,520.7
 2019-08-01T10:06:30.158Z,1.94,524.1
 2019-08-01T10:08:48.089Z,1.99,526.9
 2019-08-01T10:11:06.020Z,2.07,526.6
 2019-08-01T10:13:23.951Z,1.99,532.7
 2019-08-01T10:15:41.883Z,2.06,526.2
 2019-08-01T10:17:59.814Z,1.97,529.1
 2019-08-01T10:20:17.745Z,1.91,531.9
 2019-08-01T10:22:35.676Z,2.02,533.1
 2019-08-01T10:24:53.607Z,2.19,511.2
 2019-08-01T10:27:11.539Z,2.03,525.7
 2019-08-01T10:29:29.470Z,2.13,524.3
 2019-08-01T10:31:47.401Z,2.09,527.9
 2019-08-01T10:34:05.332Z,1.86,528.4
 2019-08-01T10:36:23.263Z,2.19,516.3
 2019-08-01T10:38:41.195Z,2.08,513.6
 2019-08-01T10:40:59.126Z,1.98,512
 2019-08-01T10:43:17.057Z,1.7,515.4
 2019-08-01T10:45:34.988Z,1.73,509.6
 2019-08-01T10:47:52.919Z,1.63,528.3
 2019-08-01T10:50:10.850Z,1.76,516.3
 2019-08-01T10:52:28.782Z,1.7,517.5
 2019-08-01T10:54:46.713Z,1.81,510.9
 2019-08-01T10:57:04.644Z,1.98,516.4
 2019-08-01T10:59:22.575Z,1.92,523.1
 2019-08-01T11:01:40.506Z,1.91,526
 2019-08-01T11:03:58.438Z,1.92,525.3
 2019-08-01T11:06:16.369Z,1.98,525.9
 2019-08-01T11:08:34.300Z,1.91,523.1
 2019-08-01T11:10:52.231Z,1.88,524.5
 2019-08-01T11:13:10.162Z,1.95,524
 2019-08-01T11:15:28.094Z,1.97,531.1
 2019-08-01T11:17:46.025Z,2.02,523.5
 2019-08-01T11:20:03.956Z,1.94,529.3
 2019-08-01T11:22:21.888Z,1.87,531.6
 2019-08-01T11:24:39.819Z,1.86,525.2
 2019-08-01T11:26:57.750Z,1.99,515.9
 2019-08-01T11:29:15.681Z,1.8,518.8
 2019-08-01T11:31:33.613Z,1.88,518.1
 2019-08-01T11:33:51.544Z,1.79,521.3
 2019-08-01T11:36:09.475Z,1.88,520.4
 2019-08-01T11:38:27.406Z,1.96,514.3
 2019-08-01T11:40:45.338Z,2.06,514.5
 2019-08-01T11:43:03.269Z,1.88,519
 2019-08-01T11:45:21.200Z,1.9,514.4
 2019-08-01T11:47:39.132Z,1.96,509.5
 2019-08-01T11:49:57.063Z,1.77,516.9
 2019-08-01T11:52:14.994Z,1.95,516.5
 2019-08-01T11:54:32.925Z,1.95,514.9
 2019-08-01T11:56:50.857Z,1.9,516.5
 2019-08-01T11:59:08.788Z,1.92,514.1
 2019-08-01T12:01:26.719Z,2.1,518.2
 2019-08-01T12:03:44.650Z,1.98,514.9
 2019-08-01T12:06:02.582Z,1.88,519.2
 2019-08-01T12:08:20.513Z,1.91,516
 2019-08-01T12:10:38.444Z,2.03,509.7
 2019-08-01T12:12:56.375Z,1.9,514.4
 2019-08-01T12:15:14.307Z,1.91,511.6
 2019-08-01T12:17:32.238Z,1.84,505.9
 2019-08-01T12:19:50.169Z,1.9,514.7
 2019-08-01T12:22:08.100Z,2.01,518.6
 2019-08-01T12:24:26.032Z,1.99,508.7
 2019-08-01T12:26:43.963Z,1.94,515.2
 2019-08-01T12:29:01.894Z,1.92,518.2
 2019-08-01T12:31:19.825Z,2.02,516.9
 2019-08-01T12:33:37.757Z,1.96,505
 2019-08-01T12:35:55.688Z,1.99,506.8
 2019-08-01T12:38:13.619Z,1.99,506.5
 2019-08-01T12:40:31.550Z,2.08,506.5
 2019-08-01T12:42:49.481Z,2.01,504.2
 2019-08-01T12:45:07.413Z,2.14,502.1
 2019-08-01T12:47:25.344Z,2.18,505.7
 2019-08-01T12:49:43.275Z,2.23,499
 2019-08-01T12:52:01.206Z,2.19,511.6
 2019-08-01T12:54:19.138Z,2.07,501.2
 2019-08-01T12:56:37.069Z,2.04,517.4
 2019-08-01T12:58:55.000Z,2.02,509.5
 2019-08-01T13:01:12.931Z,2.07,523.3
 2019-08-01T13:03:30.863Z,2.03,531.7
 2019-08-01T13:05:48.794Z,2.21,498.8
 2019-08-01T13:08:06.725Z,2.17,511.6
 2019-08-01T13:10:24.656Z,2.22,505.6
 2019-08-01T13:12:42.588Z,2.2,504.9
 2019-08-01T13:15:00.519Z,2.17,513.7
 2019-08-01T13:17:18.450Z,2.15,514
 2019-08-01T13:19:36.382Z,2.21,501.9
 2019-08-01T13:21:54.313Z,2.24,500.8
 2019-08-01T13:24:12.244Z,2.08,514.2
 2019-08-01T13:26:30.175Z,2.21,514.8
 2019-08-01T13:28:48.107Z,2.23,506.9
 2019-08-01T13:31:06.038Z,2.19,502
 2019-08-01T13:33:23.969Z,2.22,510.8
 2019-08-01T13:35:41.901Z,2.25,507.8
 2019-08-01T13:37:59.832Z,2.23,510.5
 2019-08-01T13:40:17.763Z,2.23,507.6
 2019-08-01T13:42:35.695Z,2.15,501.2
 2019-08-01T13:44:53.626Z,2.13,498.4
 2019-08-01T13:47:11.558Z,2.19,512.4
 2019-08-01T13:49:29.489Z,2.32,504.6
 2019-08-01T13:51:47.421Z,2.14,503.2
 2019-08-01T13:54:05.352Z,2.18,500.6
 2019-08-01T13:56:23.284Z,2.31,513.9
 2019-08-01T13:58:41.215Z,2.34,509.8
 2019-08-01T14:00:59.147Z,2.46,522.2
 2019-08-01T14:03:17.078Z,2.49,514.5
 2019-08-01T14:05:35.010Z,2.47,510.2
 2019-08-01T14:07:52.941Z,2.24,511.2
 2019-08-01T14:10:10.873Z,2.45,520.2
 2019-08-01T14:12:28.804Z,2.12,519.4
 2019-08-01T14:14:46.736Z,2.31,523.4
 2019-08-01T14:17:04.667Z,2.35,521.7
 2019-08-01T14:19:22.599Z,2.28,513.1
 2019-08-01T14:21:40.531Z,2.37,509.1
 2019-08-01T14:23:58.462Z,2.32,520.9
 2019-08-01T14:26:16.394Z,2.61,509.7
 2019-08-01T14:28:34.325Z,2.54,517.2
 2019-08-01T14:30:52.257Z,2.56,503.8
 2019-08-01T14:33:10.188Z,2.62,506.6
 2019-08-01T14:35:28.120Z,2.59,515.6
 2019-08-01T14:37:46.052Z,2.65,509
 2019-08-01T14:40:03.983Z,2.59,510.6
 2019-08-01T14:42:21.915Z,2.55,508.6
 2019-08-01T14:44:39.846Z,2.59,509.9
 2019-08-01T14:46:57.778Z,2.73,512.6
 2019-08-01T14:49:15.710Z,2.57,512.4
 2019-08-01T14:51:33.641Z,2.52,506.2
 2019-08-01T14:53:51.573Z,2.71,498.9
 2019-08-01T14:56:09.505Z,2.75,499.4
 2019-08-01T14:58:27.436Z,2.75,509.3
 2019-08-01T15:00:45.368Z,2.79,505
 2019-08-01T15:03:03.300Z,2.62,496.8
 2019-08-01T15:05:21.232Z,2.79,505.3
 2019-08-01T15:07:39.164Z,2.8,512.1
 2019-08-01T15:09:57.096Z,2.75,500.5
 2019-08-01T15:12:15.027Z,2.75,504.6
 2019-08-01T15:14:32.959Z,2.6,518.4
 2019-08-01T15:16:50.891Z,2.67,506.1
 2019-08-01T15:19:08.823Z,2.74,516.8
 2019-08-01T15:21:26.755Z,2.7,499.3
 2019-08-01T15:23:44.687Z,2.78,508.6
 2019-08-01T15:26:02.619Z,3.03,523.2
 2019-08-01T15:28:20.551Z,2.71,524
 2019-08-01T15:30:38.484Z,2.87,522.6
 2019-08-01T15:32:56.416Z,2.83,521.3
 2019-08-01T15:35:14.348Z,2.94,513.8
 2019-08-01T15:37:32.280Z,2.83,512.2
 2019-08-01T15:39:50.212Z,3.01,511.6
 2019-08-01T15:42:08.145Z,2.89,501.4
 2019-08-01T15:44:26.077Z,2.88,505.4
 2019-08-01T15:46:44.009Z,2.79,516.2
 2019-08-01T15:49:01.942Z,2.87,512.3
 2019-08-01T15:51:19.874Z,2.87,520.8
 2019-08-01T15:53:37.807Z,2.83,515.9
 2019-08-01T15:55:55.739Z,2.88,512.4
 2019-08-01T15:58:13.672Z,2.68,514.4
 2019-08-01T16:00:31.605Z,2.74,520.2
 2019-08-01T16:02:49.538Z,2.84,517
 2019-08-01T16:05:07.470Z,2.98,508.9
 2019-08-01T16:07:25.403Z,2.95,510.2
 2019-08-01T16:09:43.336Z,3.06,509.6
 2019-08-01T16:12:01.269Z,3.11,498
 2019-08-01T16:14:19.203Z,3.03,496.4
 2019-08-01T16:16:37.136Z,3.02,497.1
 2019-08-01T16:18:55.069Z,3.1,492.9
 2019-08-01T16:21:13.003Z,3.09,492.3
 2019-08-01T16:23:30.936Z,3.16,496.4
 2019-08-01T16:25:48.870Z,3.14,495.7
 2019-08-01T16:28:06.804Z,3.16,498.3
 2019-08-01T16:30:24.738Z,3.42,500.9
 2019-08-01T16:32:42.672Z,3.36,495.1
 2019-08-01T16:35:00.607Z,3.27,493.1
 2019-08-01T16:37:18.541Z,3.37,493.9
 2019-08-01T16:39:36.476Z,3.29,494.9
 2019-08-01T16:41:54.411Z,3.18,495.1
 2019-08-01T16:44:12.347Z,3.35,494.8
 2019-08-01T16:46:30.283Z,3.47,494
 2019-08-01T16:48:48.218Z,3.42,490
 2019-08-01T16:51:06.155Z,3.23,493.3
 2019-08-01T16:53:24.091Z,3.31,494.8
 2019-08-01T16:55:42.029Z,3.22,497.4
 2019-08-01T16:57:59.966Z,3.27,497.7
 2019-08-01T17:00:17.904Z,3.18,497.4
 2019-08-01T17:02:35.843Z,3.2,498.2
 2019-08-01T17:04:53.782Z,3.11,496.5
 2019-08-01T17:07:11.721Z,3.19,497.1
 2019-08-01T17:09:29.662Z,3.19,497.4
 2019-08-01T17:11:47.603Z,3.24,496.8
 2019-08-01T17:14:05.545Z,3.17,495.8
 2019-08-01T17:16:23.488Z,3.13,493.4
 2019-08-01T17:18:41.432Z,3.19,492.1
 2019-08-01T17:20:59.377Z,3.25,494.6
 2019-08-01T17:23:17.323Z,3.13,494.1
 2019-08-01T17:25:35.270Z,3.24,494.7
 2019-08-01T17:27:53.219Z,3.15,493
 2019-08-01T17:30:11.169Z,2.93,496.2
 2019-08-01T17:32:29.120Z,3,492.7
 2019-08-01T17:34:47.073Z,2.83,493.4
 2019-08-01T17:37:05.027Z,2.92,489.9
 2019-08-01T17:39:22.982Z,2.8,488.2
 2019-08-01T17:41:40.939Z,2.81,486.2
 2019-08-01T17:43:58.895Z,2.77,487.5
 2019-08-01T17:46:16.850Z,2.77,497.6
 2019-08-01T17:48:34.804Z,2.9,498.5
 2019-08-01T17:50:52.756Z,-1.00E+31,-1.00E+31
 2019-08-01T17:53:10.704Z,-1.00E+31,-1.00E+31
 2019-08-01T17:55:28.650Z,2.14,459.1
 2019-08-01T17:57:46.583Z,0.86,454.6
 2019-08-01T18:00:04.516Z,0.31,446.3
 2019-08-01T18:02:22.448Z,0.08,412.7
 2019-08-01T18:04:40.381Z,0.01,216.3
 2019-08-01T18:06:58.314Z,0.03,262.7
 2019-08-01T18:09:16.247Z,0.02,273.5
 2019-08-01T18:11:34.179Z,0.02,170.7
 2019-08-01T18:13:52.112Z,0.04,228.5
 2019-08-01T18:16:10.045Z,0.02,157
 2019-08-01T18:18:27.978Z,0.01,108.8
 2019-08-01T18:20:45.910Z,0.01,143
 2019-08-01T18:23:03.843Z,0.03,179.2
 2019-08-01T18:25:21.776Z,0.03,188.8
 2019-08-01T18:27:39.709Z,0.04,274.3
 2019-08-01T18:29:57.641Z,0.08,318.2
 2019-08-01T18:33:11.609Z,-1.00E+31,-1.00E+31
 2019-08-01T18:44:10.760Z,1.29,478.4
 2019-08-01T18:53:21.568Z,2.89,492.7
 2019-08-01T19:02:32.651Z,2.83,503.8
 2019-08-01T19:11:43.996Z,2.52,486.4
 2019-08-01T19:20:55.498Z,2.72,489.3
 2019-08-01T19:30:07.089Z,2.43,490.5
 2019-08-01T19:39:18.732Z,2.59,485.9
 2019-08-01T19:48:30.406Z,2.85,487.9
 2019-08-01T19:57:42.099Z,2.63,492.5
 2019-08-01T20:06:53.803Z,2.9,493.9
 2019-08-01T20:16:05.514Z,2.86,485.2
 2019-08-01T20:25:17.230Z,2.7,492.3
 2019-08-01T20:34:28.948Z,2.25,498
 2019-08-01T20:43:40.667Z,2.47,490.3
 2019-08-01T20:52:52.388Z,2.6,479
 2019-08-01T21:02:04.110Z,2.68,484.3
 2019-08-01T21:11:15.831Z,2.47,486.8
 2019-08-01T21:20:27.553Z,2.52,492
 2019-08-01T21:29:39.275Z,2.48,482.5
 2019-08-01T21:38:50.997Z,2.6,502.4
 2019-08-01T21:48:02.719Z,2.6,486.4
 2019-08-01T21:57:14.441Z,2.52,477.7
 2019-08-01T22:06:26.163Z,2.41,492.7
 2019-08-01T22:15:37.885Z,2.76,495.2
 2019-08-01T22:24:49.607Z,2.53,487.8
 2019-08-01T22:34:01.329Z,2.65,493.5
 2019-08-01T22:43:13.050Z,2.54,490
 2019-08-01T22:52:24.772Z,2.53,485.7
 2019-08-01T23:01:36.494Z,2.37,496.7
 2019-08-01T23:10:48.216Z,2.31,481.7
 2019-08-01T23:19:59.938Z,2.29,478.3
 2019-08-01T23:29:11.660Z,2.33,483.8
 2019-08-01T23:38:23.382Z,2.42,494.1
 2019-08-01T23:47:35.104Z,2.32,482.3
 2019-08-01T23:56:46.827Z,2.21,485.3
 2019-08-02T00:05:58.549Z,2.12,492.3
 2019-08-02T00:15:10.271Z,2.26,485.2
 2019-08-02T00:24:21.993Z,2.27,481.7
 2019-08-02T00:33:33.715Z,2.19,480.8
 2019-08-02T00:42:45.437Z,2.17,478.4
 2019-08-02T00:51:57.159Z,2.05,479
 2019-08-02T01:01:08.881Z,2.04,476
 2019-08-02T01:10:20.603Z,2.03,478.9
 2019-08-02T01:19:32.324Z,2.05,476.3
 2019-08-02T01:28:44.046Z,1.96,478.5
 2019-08-02T01:37:55.768Z,1.9,481.7
 2019-08-02T01:47:07.490Z,1.76,490.8
 2019-08-02T01:56:19.211Z,1.81,483.7
 2019-08-02T02:05:30.934Z,1.71,481.8
 2019-08-02T02:14:42.656Z,1.74,481.8
 2019-08-02T02:23:54.377Z,1.72,497.7
 2019-08-02T02:33:06.099Z,1.75,479.7
 2019-08-02T02:42:17.821Z,1.75,469.4
 2019-08-02T02:51:29.543Z,1.86,469.2
 2019-08-02T03:00:41.264Z,1.74,468.4
 2019-08-02T03:09:52.986Z,1.72,465.7
 2019-08-02T03:19:04.708Z,1.71,467.1
 2019-08-02T03:28:16.429Z,1.75,463.4
 2019-08-02T03:37:28.151Z,1.67,463.7
 2019-08-02T03:46:39.872Z,1.49,466.2
 2019-08-02T03:55:51.594Z,1.53,465
 2019-08-02T04:05:03.316Z,1.61,462.9
 2019-08-02T04:14:15.037Z,1.5,467.7
 2019-08-02T04:23:26.759Z,1.56,469.1
 2019-08-02T04:32:38.481Z,1.71,466.8
 2019-08-02T04:41:50.203Z,1.71,466.9
 2019-08-02T04:51:01.925Z,1.78,467.9
 2019-08-02T05:00:13.647Z,1.74,467.9
 2019-08-02T05:09:25.369Z,1.69,471.8
 2019-08-02T05:18:37.091Z,1.66,470
 2019-08-02T05:27:48.812Z,1.77,466.7
 2019-08-02T05:37:00.534Z,1.59,468.2
 2019-08-02T05:46:12.256Z,1.62,469.1
 2019-08-02T05:55:23.977Z,1.74,467.1
 2019-08-02T06:04:35.699Z,1.7,466.7
 2019-08-02T06:13:47.421Z,1.71,465.7
 2019-08-02T06:22:59.143Z,1.67,463.6
 2019-08-02T06:32:10.865Z,1.73,462.6
 2019-08-02T06:41:22.587Z,1.69,464
 2019-08-02T06:50:34.310Z,1.78,462.5
 2019-08-02T06:59:46.032Z,1.71,461.8
 2019-08-02T07:08:57.754Z,1.74,462.5
 2019-08-02T07:18:09.476Z,1.67,462.6
 2019-08-02T07:27:21.198Z,1.59,460.7
 2019-08-02T07:36:32.920Z,1.82,458
 2019-08-02T07:45:44.642Z,1.58,459.6
 2019-08-02T07:54:56.364Z,1.85,453.5
 2019-08-02T08:04:08.086Z,1.43,453.9
 2019-08-02T08:13:19.808Z,1.65,455.2
 2019-08-02T08:22:31.530Z,2.66,445.8
 2019-08-02T08:31:43.252Z,1.69,448.1
 2019-08-02T08:40:54.974Z,1.61,453.9
 2019-08-02T08:50:06.696Z,2.24,446.4
 2019-08-02T08:59:18.418Z,2.31,446
 2019-08-02T09:08:30.140Z,1.94,448
 2019-08-02T09:17:41.862Z,1.9,447.8
 2019-08-02T09:26:53.584Z,2,447.7
 2019-08-02T09:36:05.307Z,1.87,450.6
 2019-08-02T09:45:17.029Z,2.04,452.3
 2019-08-02T09:54:28.752Z,1.69,451
 2019-08-02T10:03:40.474Z,1.91,450.7
 2019-08-02T10:12:52.196Z,1.53,447.3
 2019-08-02T10:22:03.919Z,1.21,457.1
 2019-08-02T10:31:15.641Z,1.18,459.5
 2019-08-02T10:40:27.364Z,1.2,456
 2019-08-02T10:49:39.086Z,1.15,456.2
 2019-08-02T10:58:50.808Z,1.73,441.7
 2019-08-02T11:08:02.531Z,1.12,458.7
 2019-08-02T11:17:14.253Z,1.18,451.8
 2019-08-02T11:26:25.976Z,1.29,447.4
 2019-08-02T11:36:12.181Z,1.35,448.9
 2019-08-02T11:38:30.112Z,1.39,444
 2019-08-02T11:40:48.043Z,2.1,433.7
 2019-08-02T11:43:05.973Z,2.12,431.4
 2019-08-02T11:45:23.904Z,1.99,433
 2019-08-02T11:47:41.835Z,2.08,429.3
 2019-08-02T11:49:59.765Z,1.71,437.2
 2019-08-02T11:52:17.696Z,1.92,431.6
 2019-08-02T11:54:35.627Z,1.9,432.3
 2019-08-02T11:56:53.557Z,1.95,431.8
 2019-08-02T11:59:11.488Z,1.91,433.4
 2019-08-02T12:01:29.419Z,1.88,435.7
 2019-08-02T12:03:47.350Z,1.84,433.3
 2019-08-02T12:06:05.280Z,1.9,435
 2019-08-02T12:08:23.211Z,1.95,433.6
 2019-08-02T12:10:41.142Z,1.82,434.4
 2019-08-02T12:12:59.073Z,1.77,434.2
 2019-08-02T12:15:17.004Z,1.8,433.5
 2019-08-02T12:17:34.934Z,-1.00E+31,-1.00E+31
 2019-08-02T12:19:52.865Z,1.81,433.5
 2019-08-02T12:22:10.796Z,1.87,433
 2019-08-02T12:24:28.727Z,1.89,432.2
 2019-08-02T12:26:46.657Z,1.75,436
 2019-08-02T12:29:04.588Z,1.77,435.8
 2019-08-02T12:31:22.519Z,1.74,435.2
 2019-08-02T12:33:40.450Z,1.82,433.9
 2019-08-02T12:35:58.381Z,1.77,433.3
 2019-08-02T12:38:16.311Z,1.83,435.2
 2019-08-02T12:40:34.242Z,1.95,434.6
 2019-08-02T12:42:52.173Z,1.83,432.1
 2019-08-02T12:45:10.104Z,1.92,429.8
 2019-08-02T12:47:28.035Z,1.58,437.9
 2019-08-02T12:49:45.965Z,1.78,435.6
 2019-08-02T12:52:03.896Z,2.1,431.2
 2019-08-02T12:54:21.827Z,2.21,428.2
 2019-08-02T12:56:39.758Z,2.01,428.6
 2019-08-02T12:58:57.689Z,1.91,426.2
 2019-08-02T13:01:15.619Z,1.82,431.9
 2019-08-02T13:03:33.550Z,2.01,426.8
 2019-08-02T13:05:51.481Z,1.9,427
 2019-08-02T13:08:09.412Z,1.94,426.8
 2019-08-02T13:10:27.343Z,1.95,425.5
 2019-08-02T13:12:45.274Z,2.14,423.2
 2019-08-02T13:15:03.205Z,1.99,426.2
 2019-08-02T13:17:21.135Z,1.95,426.1
 2019-08-02T13:19:39.066Z,1.9,426.3
 2019-08-02T13:21:56.997Z,1.94,426.7
 2019-08-02T13:24:14.928Z,1.98,426.5
 2019-08-02T13:26:32.859Z,1.97,426.2
 2019-08-02T13:28:50.790Z,2.03,425.3
 2019-08-02T13:31:08.721Z,2.14,424
 2019-08-02T13:33:26.652Z,2.08,424.7
 2019-08-02T13:35:44.582Z,2.1,424.6
 2019-08-02T13:38:02.513Z,2.12,424.7
 2019-08-02T13:40:20.444Z,2.07,426
 2019-08-02T13:42:38.375Z,2.09,427.3
 2019-08-02T13:44:56.306Z,2.16,429.5
 2019-08-02T13:47:14.237Z,2.04,424.6
 2019-08-02T13:49:32.168Z,2.21,424.4
 2019-08-02T13:51:50.099Z,2.04,424.1
 2019-08-02T13:54:08.030Z,2.21,422.6
 2019-08-02T13:56:25.961Z,2.24,420.9
 2019-08-02T13:58:43.892Z,2.41,426
 2019-08-02T14:01:01.823Z,2.7,421.8
 2019-08-02T14:03:19.754Z,2.69,422.8
 2019-08-02T14:05:37.684Z,2.65,420.3
 2019-08-02T14:07:55.615Z,2.72,419.7
 2019-08-02T14:10:13.546Z,2.55,419
 2019-08-02T14:12:31.477Z,2.72,418.5
 2019-08-02T14:14:49.408Z,2.66,420.2
 2019-08-02T14:17:07.339Z,2.56,421.7
 2019-08-02T14:19:25.270Z,2.65,419.7
 2019-08-02T14:21:43.201Z,2.23,421.2
 2019-08-02T14:24:01.132Z,2.51,416.1
 2019-08-02T14:26:19.063Z,2.57,416.3
 2019-08-02T14:28:36.994Z,2.65,416.8
 2019-08-02T14:30:54.925Z,2.8,417.7
 2019-08-02T14:33:12.857Z,2.96,413.7
 2019-08-02T14:35:30.788Z,3.01,414.2
 2019-08-02T14:37:48.719Z,3.04,415.5
 2019-08-02T14:40:06.650Z,3.55,415.7
 2019-08-02T14:42:24.581Z,3.37,416.3
 2019-08-02T14:44:42.512Z,3.6,416
 2019-08-02T14:47:00.443Z,3.36,411.8
 2019-08-02T14:49:18.374Z,3.56,418.5
 2019-08-02T14:51:36.306Z,3.67,417.3
 2019-08-02T14:53:54.237Z,3.54,415.9
 2019-08-02T14:56:12.168Z,3.69,417.6
 2019-08-02T14:58:30.099Z,3.48,417.3
 2019-08-02T15:00:48.031Z,3.04,414.5
 2019-08-02T15:03:05.962Z,3.35,417
 2019-08-02T15:05:23.893Z,3.09,412
 2019-08-02T15:07:41.824Z,2.87,413.7
 2019-08-02T15:09:59.756Z,3.05,417
 2019-08-02T15:12:17.687Z,3.68,415.5
 2019-08-02T15:14:35.618Z,3.52,416.5
 2019-08-02T15:16:53.550Z,2.97,413.7
 2019-08-02T15:19:11.481Z,3.01,414.3
 2019-08-02T15:21:29.412Z,3.12,414.1
 2019-08-02T15:23:47.344Z,3.2,411.3
 2019-08-02T15:26:05.275Z,3.54,413.8
 2019-08-02T15:28:23.207Z,3.38,411.5
 2019-08-02T15:30:41.138Z,3.6,413.2
 2019-08-02T15:32:59.069Z,2.9,412.8
 2019-08-02T15:35:17.001Z,2.96,412.5
 2019-08-02T15:37:34.932Z,2.79,411.8
 2019-08-02T15:39:52.864Z,3.1,412.9
