EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,Ion_Density_n_cc,Ion_Velocity_km_s
 2019-08-18T07:17:44.858Z,11.67,307.5
 2019-08-18T07:20:02.796Z,13.08,296.2
 2019-08-18T07:22:20.735Z,12.76,303.2
 2019-08-18T07:24:38.674Z,12.55,306.4
 2019-08-18T07:26:56.613Z,11.67,311
 2019-08-18T07:29:14.551Z,12.05,305.1
 2019-08-18T07:31:32.490Z,12.15,306.8
 2019-08-18T07:33:50.429Z,11.35,295.9
 2019-08-18T07:36:08.368Z,10.78,305.7
 2019-08-18T07:38:26.307Z,11.16,307.5
 2019-08-18T07:40:44.246Z,11.8,308.4
 2019-08-18T07:43:02.185Z,10.94,307
 2019-08-18T07:45:20.125Z,11.8,310.9
 2019-08-18T07:47:38.064Z,11.46,315.2
 2019-08-18T07:49:56.003Z,11.42,304.3
 2019-08-18T07:52:13.943Z,11.79,309.1
 2019-08-18T07:54:31.882Z,12.47,314.4
 2019-08-18T07:56:49.822Z,11.59,303.7
 2019-08-18T07:59:07.761Z,12.27,307.5
 2019-08-18T08:01:25.701Z,10.95,310.3
 2019-08-18T08:03:43.641Z,11.96,309
 2019-08-18T08:06:01.581Z,11.34,302.1
 2019-08-18T08:08:19.521Z,10.33,300
 2019-08-18T08:10:37.461Z,11.57,300.8
 2019-08-18T08:12:55.401Z,13.1,313.4
 2019-08-18T08:15:13.342Z,11.75,312.8
 2019-08-18T08:17:31.282Z,13.39,314.3
 2019-08-18T08:19:49.223Z,11.45,313.4
 2019-08-18T08:22:07.163Z,11.71,314.1
 2019-08-18T08:24:25.104Z,14.05,333.5
 2019-08-18T08:26:43.045Z,15.17,327.2
 2019-08-18T08:29:00.986Z,13.7,333.6
 2019-08-18T08:31:18.928Z,13.11,322.8
 2019-08-18T08:33:36.869Z,10.52,314.3
 2019-08-18T08:35:54.811Z,10.02,309.1
 2019-08-18T08:38:12.752Z,9.84,307.1
 2019-08-18T08:40:30.694Z,11.8,309.1
 2019-08-18T08:42:48.637Z,11.13,310.6
 2019-08-18T08:45:06.579Z,10.2,308.3
 2019-08-18T08:47:24.522Z,10.94,304
 2019-08-18T08:49:42.465Z,9.13,297.6
 2019-08-18T08:52:00.408Z,8.78,295.1
 2019-08-18T08:54:18.351Z,9.89,301.8
 2019-08-18T08:56:36.295Z,9.74,301.5
 2019-08-18T08:58:54.239Z,9.77,299
 2019-08-18T09:01:12.183Z,9.76,300.2
 2019-08-18T09:03:30.128Z,9.86,300.7
 2019-08-18T09:05:48.073Z,9.14,299.9
 2019-08-18T09:08:06.019Z,8.86,302.1
 2019-08-18T09:10:23.964Z,8.76,302
 2019-08-18T09:12:41.911Z,9.12,299.3
 2019-08-18T09:14:59.857Z,8.84,297.8
 2019-08-18T09:17:17.804Z,8.42,297.2
 2019-08-18T09:19:35.751Z,10.1,297.5
 2019-08-18T09:21:53.699Z,8.26,294.3
 2019-08-18T09:24:11.646Z,7.37,292
 2019-08-18T09:26:29.594Z,7.73,286.9
 2019-08-18T09:28:47.542Z,7.55,291.6
 2019-08-18T09:31:05.490Z,7.51,294.3
 2019-08-18T09:33:23.437Z,7.68,293.1
 2019-08-18T09:35:41.384Z,8.17,297.4
 2019-08-18T09:37:59.331Z,7.08,277.1
 2019-08-18T09:40:17.276Z,6.75,290.6
 2019-08-18T09:42:35.221Z,6.37,271.3
 2019-08-18T09:44:53.165Z,5.55,269.6
 2019-08-18T09:47:11.108Z,4.88,268.6
 2019-08-18T09:49:29.051Z,3.77,287.2
 2019-08-18T09:51:46.993Z,4,272.5
 2019-08-18T09:54:04.942Z,-1.00E+31,-1.00E+31
 2019-08-18T09:56:22.921Z,-1.00E+31,-1.00E+31
 2019-08-18T09:58:40.900Z,-1.00E+31,-1.00E+31
 2019-08-18T10:00:58.878Z,0.28,265.8
 2019-08-18T10:03:16.857Z,0.32,177.8
 2019-08-18T10:05:34.836Z,0.11,138
 2019-08-18T10:07:52.815Z,0.06,89.5
 2019-08-18T10:10:10.794Z,0.08,102.5
 2019-08-18T10:12:28.773Z,0.07,104
 2019-08-18T10:14:46.752Z,0.13,133.9
 2019-08-18T10:17:04.731Z,0.23,237.5
 2019-08-18T10:19:22.710Z,0.3,299.6
 2019-08-18T10:21:40.689Z,0.65,323.3
 2019-08-18T10:23:58.668Z,0.67,330.7
 2019-08-18T10:26:16.647Z,1.37,328.2
 2019-08-18T10:28:34.626Z,-1.00E+31,-1.00E+31
 2019-08-18T10:30:52.605Z,-1.00E+31,-1.00E+31
 2019-08-18T10:33:10.584Z,-1.00E+31,-1.00E+31
 2019-08-18T10:35:28.369Z,3.66,318.9
 2019-08-18T10:37:46.052Z,3.34,309.4
 2019-08-18T10:40:03.760Z,3.76,319.6
 2019-08-18T10:42:21.474Z,4.1,318.5
 2019-08-18T10:44:39.205Z,4.56,317.7
 2019-08-18T10:46:56.958Z,4.3,310.8
 2019-08-18T10:49:14.733Z,4.35,310.5
 2019-08-18T10:51:32.528Z,5.04,299.1
 2019-08-18T10:53:50.341Z,6.33,319.9
 2019-08-18T10:56:08.170Z,5.89,327.9
 2019-08-18T10:58:26.012Z,6.04,327.5
 2019-08-18T11:00:43.868Z,6.67,312.1
 2019-08-18T11:03:01.733Z,5.55,320.3
 2019-08-18T11:05:19.608Z,5.16,324.7
 2019-08-18T11:07:37.490Z,5.8,319.8
 2019-08-18T11:09:55.380Z,5.88,318.2
 2019-08-18T11:12:13.275Z,4.35,323.2
 2019-08-18T11:14:31.176Z,4.65,320
 2019-08-18T11:16:49.081Z,6.46,320.2
 2019-08-18T11:19:06.990Z,5.31,328.8
 2019-08-18T11:21:24.903Z,5.23,320.3
 2019-08-18T11:23:42.818Z,5.08,320.1
 2019-08-18T11:26:00.736Z,4.51,323.6
 2019-08-18T11:28:18.657Z,4.91,320
 2019-08-18T11:30:36.579Z,4.92,320.1
 2019-08-18T11:32:54.503Z,4.65,316.6
 2019-08-18T11:35:12.429Z,4.65,320.6
 2019-08-18T11:37:30.356Z,4.03,322.8
 2019-08-18T11:39:48.284Z,4.2,317.7
 2019-08-18T11:42:06.214Z,4.44,316.4
 2019-08-18T11:44:24.144Z,4.21,313.6
 2019-08-18T11:46:42.075Z,4.54,314.2
 2019-08-18T11:49:00.007Z,4.59,312.7
 2019-08-18T11:51:17.939Z,4.33,320.2
 2019-08-18T11:53:35.872Z,4.5,317.7
 2019-08-18T11:55:53.805Z,4.55,316.3
 2019-08-18T11:58:11.739Z,4.73,319.5
 2019-08-18T12:00:29.673Z,4.94,324
 2019-08-18T12:02:47.608Z,4.9,315.5
 2019-08-18T12:05:05.543Z,6,313.9
 2019-08-18T12:07:23.478Z,5.8,318.4
 2019-08-18T12:09:41.413Z,6.37,321.1
 2019-08-18T12:11:59.349Z,5.76,318.9
 2019-08-18T12:14:17.285Z,5.66,328
 2019-08-18T12:16:35.221Z,5.47,322.2
 2019-08-18T12:18:53.157Z,5.86,324.6
 2019-08-18T12:21:11.093Z,5.48,326.1
 2019-08-18T12:23:29.029Z,5.65,326.1
 2019-08-18T12:25:46.966Z,5.53,319.5
 2019-08-18T12:28:04.902Z,5.43,320.2
 2019-08-18T12:30:22.839Z,5.71,323.4
 2019-08-18T12:32:40.776Z,6.11,327.2
 2019-08-18T12:34:58.713Z,5.47,327.5
 2019-08-18T12:37:16.649Z,5.51,327
 2019-08-18T12:39:34.586Z,5.57,324.2
 2019-08-18T12:41:52.523Z,5.39,321.4
 2019-08-18T12:44:10.460Z,5.3,321.4
 2019-08-18T12:46:28.397Z,5.6,319.9
 2019-08-18T12:48:46.335Z,5.71,318.6
 2019-08-18T12:51:04.272Z,5.28,322.4
 2019-08-18T12:53:22.209Z,5,321
 2019-08-18T12:55:40.146Z,4.95,322.8
 2019-08-18T12:57:58.083Z,5,323.3
 2019-08-18T13:00:16.021Z,5.14,327
 2019-08-18T13:02:33.958Z,5.09,326
 2019-08-18T13:04:51.895Z,5.11,327.3
 2019-08-18T13:07:09.832Z,4.8,327.1
 2019-08-18T13:09:27.770Z,4.74,327.4
 2019-08-18T13:11:45.707Z,4.92,325.3
 2019-08-18T13:14:03.644Z,5.03,323.9
 2019-08-18T13:16:21.582Z,4.9,323
 2019-08-18T13:18:39.519Z,4.32,318.2
 2019-08-18T13:20:57.456Z,4.43,324.8
 2019-08-18T13:23:15.394Z,4.63,317.9
 2019-08-18T13:25:33.331Z,4.34,326.6
 2019-08-18T13:27:51.268Z,4.9,313.6
 2019-08-18T13:30:09.206Z,5.04,317.7
 2019-08-18T13:32:27.143Z,5.09,317.6
 2019-08-18T13:34:45.081Z,5.21,317
 2019-08-18T13:37:03.018Z,4.98,316.7
 2019-08-18T13:39:20.955Z,5.03,310.2
 2019-08-18T13:41:38.893Z,5.17,316.8
 2019-08-18T13:43:56.830Z,4.61,329.1
 2019-08-18T13:46:14.767Z,5.33,313.3
 2019-08-18T13:48:32.705Z,5.68,309.3
 2019-08-18T13:50:50.642Z,4.38,313.2
 2019-08-18T13:53:08.579Z,7.82,322
 2019-08-18T13:55:26.517Z,6.18,314.8
 2019-08-18T13:57:44.454Z,5.21,311.4
 2019-08-18T14:00:02.391Z,4.99,312.9
 2019-08-18T14:02:20.329Z,5.48,308.3
 2019-08-18T14:04:38.266Z,4.49,296.2
 2019-08-18T14:06:56.203Z,7.46,330.1
 2019-08-18T14:09:14.141Z,5.94,322.1
 2019-08-18T14:11:32.078Z,5.5,313.2
 2019-08-18T14:13:50.016Z,4.53,314.8
 2019-08-18T14:16:07.953Z,6.78,327.5
 2019-08-18T14:18:25.890Z,8.08,327.8
 2019-08-18T14:20:43.828Z,5.86,321.1
 2019-08-18T14:23:01.765Z,6.21,317.1
 2019-08-18T14:25:19.702Z,6.16,315
 2019-08-18T14:27:37.640Z,4.98,320.5
 2019-08-18T14:29:55.577Z,4.41,310.4
 2019-08-18T14:32:13.514Z,5.58,324.5
 2019-08-18T14:34:31.452Z,7.02,317.9
 2019-08-18T14:36:49.389Z,5.1,313.2
 2019-08-18T14:39:07.326Z,5.57,316.3
 2019-08-18T14:41:25.264Z,5.05,310.1
 2019-08-18T14:43:43.201Z,4.35,293.4
 2019-08-18T14:46:01.138Z,5.49,327
 2019-08-18T14:48:19.076Z,5.43,329.2
 2019-08-18T14:50:37.013Z,5.97,326.1
 2019-08-18T14:52:54.950Z,5.11,324.4
 2019-08-18T14:55:12.888Z,4.45,307.2
 2019-08-18T14:57:30.825Z,6.29,306.9
 2019-08-18T14:59:48.762Z,5.25,322.6
 2019-08-18T15:02:06.700Z,5.2,319.2
 2019-08-18T15:04:24.637Z,5.16,311.6
 2019-08-18T15:06:42.574Z,4.97,313.1
 2019-08-18T15:09:00.512Z,5.07,309.9
 2019-08-18T15:11:18.449Z,4.34,313.5
 2019-08-18T15:13:36.386Z,4.43,312.3
 2019-08-18T15:15:54.324Z,4.55,308.5
 2019-08-18T15:18:12.261Z,4.48,299
 2019-08-18T15:20:30.199Z,4.73,292.6
 2019-08-18T15:22:48.136Z,5.59,287.9
 2019-08-18T15:25:06.073Z,5.21,308.4
 2019-08-18T15:27:24.011Z,5.26,302.6
 2019-08-18T15:29:41.948Z,5.14,310.6
 2019-08-18T15:31:59.886Z,5.77,298.4
 2019-08-18T15:34:17.823Z,5.6,302.7
 2019-08-18T15:36:35.760Z,6.57,282.3
 2019-08-18T15:38:53.698Z,6.52,297.2
 2019-08-18T15:41:11.635Z,5.08,292.1
 2019-08-18T15:43:29.573Z,4.04,291.3
 2019-08-18T15:45:47.510Z,4.9,283
 2019-08-18T15:48:05.447Z,4.98,287.7
 2019-08-18T15:50:23.385Z,4.61,285.1
 2019-08-18T15:52:41.322Z,5.69,288
 2019-08-18T15:54:59.260Z,6.22,294.2
 2019-08-18T15:57:17.197Z,5.46,289.6
 2019-08-18T15:59:35.134Z,5.79,291.8
 2019-08-18T16:01:53.072Z,5.2,289.1
 2019-08-18T16:04:11.009Z,4.98,299.7
 2019-08-18T16:06:28.947Z,6.14,304.7
 2019-08-18T16:08:46.884Z,6.33,316.5
 2019-08-18T16:11:04.821Z,5.44,306.3
 2019-08-18T16:13:22.759Z,7.37,305.2
 2019-08-18T16:15:40.696Z,5.19,303.5
 2019-08-18T16:17:58.633Z,6.7,313.6
 2019-08-18T16:20:16.571Z,6.1,315.2
 2019-08-18T16:31:20.394Z,8.04,328.2
 2019-08-18T16:40:32.144Z,9.19,315.1
 2019-08-18T16:49:43.893Z,6.7,323.6
 2019-08-18T16:58:55.643Z,6.08,309.1
 2019-08-18T17:08:07.392Z,5.6,313.6
 2019-08-18T17:17:19.141Z,4.84,296.2
 2019-08-18T17:26:30.891Z,5.51,304.2
 2019-08-18T17:35:42.640Z,4.6,300.3
 2019-08-18T17:44:54.390Z,6.68,310.5
 2019-08-18T17:54:06.140Z,6.64,306.8
 2019-08-18T18:03:17.889Z,5.92,318.9
 2019-08-18T18:12:29.639Z,6.15,294.8
 2019-08-18T18:21:41.388Z,8.86,320.4
 2019-08-18T18:30:53.138Z,6.87,313.9
 2019-08-18T18:40:04.888Z,8.77,322.5
 2019-08-18T18:49:16.637Z,7.42,310.2
 2019-08-18T18:58:28.387Z,6.88,309.1
 2019-08-18T19:07:40.136Z,7.94,322.9
 2019-08-18T19:16:51.886Z,4.98,308.7
 2019-08-18T19:26:03.635Z,4.97,310.5
 2019-08-18T19:35:15.385Z,5.67,306.7
 2019-08-18T19:44:27.134Z,5.75,307.5
 2019-08-18T19:53:38.884Z,5.32,293.7
 2019-08-18T20:02:50.633Z,4.95,292.5
 2019-08-18T20:12:02.383Z,4.79,288.9
 2019-08-18T20:21:14.132Z,5.05,297.4
 2019-08-18T20:30:25.882Z,5.39,292.7
 2019-08-18T20:39:37.632Z,5.45,301.7
 2019-08-18T20:48:49.381Z,7.83,301
 2019-08-18T20:58:01.131Z,7.26,297.6
 2019-08-18T21:07:12.881Z,5.65,297.4
 2019-08-18T21:16:24.631Z,6.02,298.3
 2019-08-18T21:25:36.380Z,5.98,312.7
 2019-08-18T21:34:48.130Z,6.09,315.7
 2019-08-18T21:43:59.880Z,5.7,312.6
 2019-08-18T21:53:11.630Z,5.77,312.8
 2019-08-18T22:02:23.380Z,5.1,314.2
 2019-08-18T22:11:35.129Z,5.27,318.2
 2019-08-18T22:20:46.879Z,5.57,315
 2019-08-18T22:29:58.629Z,7.26,308.6
 2019-08-18T22:39:10.379Z,7.04,319.6
 2019-08-18T22:48:22.128Z,7.58,315.8
 2019-08-18T22:57:33.878Z,7.85,314.9
 2019-08-18T23:06:45.628Z,6.78,309.6
 2019-08-18T23:15:57.378Z,8.52,321.7
 2019-08-18T23:25:09.128Z,9.13,311.6
 2019-08-18T23:34:20.878Z,8.09,316.1
 2019-08-18T23:43:32.628Z,7.9,317.2
 2019-08-18T23:52:44.378Z,7.92,320.7
 2019-08-19T00:01:56.128Z,8.53,322.5
 2019-08-19T00:11:07.878Z,8,316.6
 2019-08-19T00:20:19.629Z,7.64,316.6
 2019-08-19T00:29:31.379Z,7.95,320.8
 2019-08-19T00:38:43.129Z,9.11,320.4
 2019-08-19T00:47:54.879Z,8.5,323.9
 2019-08-19T00:57:06.629Z,9.16,322.8
 2019-08-19T01:06:18.379Z,9.84,321.9
 2019-08-19T01:15:30.129Z,10.64,318.7
 2019-08-19T01:24:41.880Z,9.68,314.4
 2019-08-19T01:33:53.630Z,9.48,316.4
 2019-08-19T01:43:05.380Z,11.14,323.3
 2019-08-19T01:52:17.130Z,11.39,324.4
 2019-08-19T02:01:28.880Z,10.46,318.7
 2019-08-19T02:10:40.631Z,12.98,329.3
 2019-08-19T02:19:52.381Z,10.75,315
 2019-08-19T02:29:04.131Z,11.37,327.5
 2019-08-19T02:38:15.882Z,12.53,324.8
 2019-08-19T02:47:27.632Z,10.63,320.5
 2019-08-19T02:56:39.383Z,12.3,321.5
 2019-08-19T03:05:51.133Z,10.77,330.5
 2019-08-19T03:15:02.883Z,11.85,330.1
 2019-08-19T03:24:14.634Z,11.51,322.9
 2019-08-19T03:33:26.384Z,12.18,331.4
 2019-08-19T03:42:38.135Z,13.42,321.2
 2019-08-19T03:51:49.885Z,10.51,320.7
 2019-08-19T04:01:01.636Z,11.01,334
 2019-08-19T04:10:13.386Z,10.2,331.8
 2019-08-19T04:19:25.137Z,15.47,324.1
 2019-08-19T04:28:36.888Z,13.71,336.8
 2019-08-19T04:37:48.638Z,13.51,323.4
 2019-08-19T04:47:00.389Z,12.16,328.3
 2019-08-19T04:56:12.141Z,14.97,328.4
 2019-08-19T05:05:23.892Z,14.82,333.2
 2019-08-19T05:14:35.643Z,16.17,345.3
 2019-08-19T05:23:47.395Z,14.38,328.9
 2019-08-19T05:32:59.146Z,10.69,351.8
 2019-08-19T05:42:10.898Z,14.48,340.7
 2019-08-19T05:51:22.650Z,-1.00E+31,-1.00E+31
 2019-08-19T06:00:34.401Z,-1.00E+31,-1.00E+31
 2019-08-19T06:09:46.154Z,-1.00E+31,-1.00E+31
 2019-08-19T06:18:57.906Z,14.16,335.4
 2019-08-19T06:28:09.658Z,14.3,328.6
 2019-08-19T06:37:21.410Z,5.63,354.5
 2019-08-19T06:46:33.163Z,5.54,355
 2019-08-19T06:55:44.915Z,5.26,350.6
 2019-08-19T07:04:56.668Z,5,347
 2019-08-19T07:14:08.421Z,5.45,347.2
 2019-08-19T07:23:20.175Z,5.05,348.2
 2019-08-19T07:32:31.928Z,5.25,343.5
 2019-08-19T07:41:43.683Z,5.22,348.7
 2019-08-19T07:50:55.437Z,5.13,344.7
 2019-08-19T08:00:07.192Z,5.02,344.5
 2019-08-19T08:09:18.947Z,5.3,345.6
 2019-08-19T08:18:30.703Z,5.2,343
 2019-08-19T08:27:42.460Z,5.13,345
 2019-08-19T08:36:54.217Z,5.08,344.2
 2019-08-19T08:46:05.975Z,-1.00E+31,-1.00E+31
 2019-08-19T08:54:13.075Z,5.11,342.2
 2019-08-19T08:56:31.015Z,5.29,345
 2019-08-19T08:58:48.955Z,5.2,344.4
 2019-08-19T09:01:06.895Z,5.14,343.1
 2019-08-19T09:03:24.835Z,5.12,343.1
 2019-08-19T09:05:42.775Z,4.93,343
 2019-08-19T09:08:00.715Z,5.35,344
 2019-08-19T09:10:18.655Z,5.06,343.8
 2019-08-19T09:12:36.596Z,4.99,343.2
 2019-08-19T09:14:54.536Z,5.17,344.5
 2019-08-19T09:17:12.477Z,5.41,343.3
 2019-08-19T09:19:30.418Z,5.47,344.9
 2019-08-19T09:21:48.359Z,5.36,344.5
 2019-08-19T09:24:06.300Z,5.58,344.7
 2019-08-19T09:26:24.241Z,5.62,345.1
 2019-08-19T09:28:42.182Z,5.37,344.3
 2019-08-19T09:31:00.123Z,5.02,338.9
 2019-08-19T09:33:18.065Z,4.96,336.9
 2019-08-19T09:35:36.006Z,4.96,339.4
 2019-08-19T09:37:53.948Z,4.62,336.6
 2019-08-19T09:40:11.890Z,5.49,339.5
 2019-08-19T09:42:29.832Z,4.42,338.4
 2019-08-19T09:44:47.774Z,5.21,343.6
 2019-08-19T09:47:05.717Z,5.11,332
 2019-08-19T09:49:23.659Z,5.51,340.1
 2019-08-19T09:51:41.602Z,5.26,339.9
 2019-08-19T09:53:59.545Z,5.44,341.4
 2019-08-19T09:56:17.489Z,5.42,342.3
 2019-08-19T09:58:35.432Z,5.31,342
 2019-08-19T10:00:53.376Z,5.43,343.4
 2019-08-19T10:03:11.320Z,5.03,339.7
 2019-08-19T10:05:29.264Z,5.24,341.3
 2019-08-19T10:07:47.209Z,5.03,339.5
 2019-08-19T10:10:05.154Z,5.53,340.9
 2019-08-19T10:12:23.099Z,5.21,340.8
 2019-08-19T10:14:41.044Z,5.65,343.9
 2019-08-19T10:16:58.990Z,5.54,341.1
 2019-08-19T10:19:16.936Z,5.48,338.4
 2019-08-19T10:21:34.883Z,5.5,338.7
 2019-08-19T10:23:52.829Z,5.39,339.4
 2019-08-19T10:26:10.776Z,5.43,339.3
 2019-08-19T10:28:28.723Z,5.31,339.7
 2019-08-19T10:30:46.670Z,5.31,339.7
 2019-08-19T10:33:04.617Z,5.4,339.9
 2019-08-19T10:35:22.563Z,5.4,339.2
 2019-08-19T10:37:40.510Z,5.37,338.5
 2019-08-19T10:39:58.457Z,5.22,339.1
 2019-08-19T10:42:16.403Z,5.24,339
 2019-08-19T10:44:34.348Z,5.5,340.1
 2019-08-19T10:46:52.293Z,5.26,338.6
 2019-08-19T10:49:10.237Z,4.88,336.8
 2019-08-19T10:51:28.181Z,5.62,340.4
 2019-08-19T10:53:46.123Z,5.43,336.4
 2019-08-19T10:56:04.066Z,4.92,338.6
 2019-08-19T10:58:22.008Z,5.03,338.9
 2019-08-19T11:00:39.949Z,5.18,340.9
 2019-08-19T11:02:57.909Z,4.02,351.3
 2019-08-19T11:05:15.888Z,1,350
 2019-08-19T11:07:33.866Z,0.49,315
 2019-08-19T11:09:51.845Z,0.29,290.9
 2019-08-19T11:12:09.824Z,-1.00E+31,-1.00E+31
 2019-08-19T11:14:27.802Z,0.08,188.8
 2019-08-19T11:16:45.781Z,0.06,139
 2019-08-19T11:19:03.760Z,0.06,88.4
 2019-08-19T11:21:21.738Z,0.06,138.6
 2019-08-19T11:23:39.717Z,0.08,317.5
 2019-08-19T11:25:57.696Z,0.17,436.5
 2019-08-19T11:28:15.674Z,0.18,425.9
 2019-08-19T11:30:33.653Z,0.14,388.7
 2019-08-19T11:32:51.632Z,0.12,274.6
 2019-08-19T11:35:09.611Z,0.15,298
 2019-08-19T11:37:27.589Z,0.28,299.7
 2019-08-19T11:39:45.568Z,-1.00E+31,-1.00E+31
 2019-08-19T11:42:03.547Z,1.51,306.1
 2019-08-19T11:44:21.233Z,2.49,334.5
 2019-08-19T11:46:38.928Z,-1.00E+31,-1.00E+31
 2019-08-19T11:48:56.637Z,4.78,333.4
 2019-08-19T11:51:14.355Z,5.96,329.8
 2019-08-19T11:53:32.093Z,6.29,341.7
 2019-08-19T11:55:49.852Z,4.97,333.6
 2019-08-19T11:58:07.633Z,5.12,345.4
 2019-08-19T12:00:25.434Z,4.98,336.4
 2019-08-19T12:02:43.252Z,5.44,338
 2019-08-19T12:05:01.085Z,22.49,325.9
 2019-08-19T12:07:18.932Z,19.95,319.8
 2019-08-19T12:09:36.791Z,19.34,319.2
 2019-08-19T12:11:54.660Z,22.48,318.3
 2019-08-19T12:14:12.538Z,22.15,315.8
 2019-08-19T12:16:30.423Z,20.44,316.4
 2019-08-19T12:18:48.315Z,20.06,305
 2019-08-19T12:21:06.213Z,20.86,321
 2019-08-19T12:23:24.115Z,20.31,312.9
 2019-08-19T12:25:42.022Z,21.63,314.2
 2019-08-19T12:27:59.933Z,21.48,312.2
 2019-08-19T12:30:17.847Z,20.7,314
 2019-08-19T12:32:35.764Z,23.91,318.5
 2019-08-19T12:34:53.683Z,24.66,321.4
 2019-08-19T12:37:11.605Z,29.33,297
 2019-08-19T12:39:29.528Z,4.49,336.7
 2019-08-19T12:41:47.454Z,4.7,333.7
 2019-08-19T12:44:05.380Z,4.75,334.2
 2019-08-19T12:46:23.308Z,4.89,336.6
 2019-08-19T12:48:41.237Z,5.19,334.8
 2019-08-19T12:50:59.168Z,5.92,357.3
 2019-08-19T12:53:17.099Z,5.52,335.1
 2019-08-19T12:55:35.030Z,5.7,339.8
 2019-08-19T12:57:52.963Z,5.32,337.6
 2019-08-19T13:00:10.896Z,23.76,318.6
 2019-08-19T13:02:28.830Z,14.75,330.2
 2019-08-19T13:04:46.764Z,20.48,329.3
 2019-08-19T13:07:04.698Z,18.99,318.2
 2019-08-19T13:09:22.633Z,16.91,320.8
 2019-08-19T13:11:40.568Z,16.11,324.2
 2019-08-19T13:13:58.504Z,18.27,329.5
 2019-08-19T13:16:16.439Z,-1.00E+31,-1.00E+31
 2019-08-19T13:18:34.375Z,5.45,330.3
 2019-08-19T13:20:52.311Z,4.92,340.3
 2019-08-19T13:23:10.248Z,25.53,331.8
 2019-08-19T13:25:28.184Z,24.7,318.5
 2019-08-19T13:27:46.121Z,24.49,321.2
 2019-08-19T13:30:04.058Z,23.92,321.3
 2019-08-19T13:32:21.995Z,23.94,321.6
 2019-08-19T13:34:39.932Z,21.48,323.3
 2019-08-19T13:36:57.869Z,22.99,318.6
 2019-08-19T13:39:15.806Z,23.11,322.2
 2019-08-19T13:41:33.743Z,21.22,326
 2019-08-19T13:43:51.680Z,20.08,324.8
 2019-08-19T13:46:09.618Z,18.56,325.5
 2019-08-19T13:48:27.555Z,17.31,320.2
 2019-08-19T13:50:45.492Z,16.08,320
 2019-08-19T13:53:03.430Z,16.02,319.9
 2019-08-19T13:55:21.367Z,15.72,315.1
 2019-08-19T13:57:39.305Z,16.08,317.5
 2019-08-19T13:59:57.243Z,18.57,317.8
 2019-08-19T14:02:15.180Z,20,318.9
 2019-08-19T14:04:33.118Z,21.44,319.4
 2019-08-19T14:06:51.056Z,19.95,317.4
 2019-08-19T14:09:08.993Z,21.41,318.7
 2019-08-19T14:11:26.931Z,19.25,319.5
 2019-08-19T14:13:44.869Z,18.71,318.4
 2019-08-19T14:16:02.807Z,18.9,319
 2019-08-19T14:18:20.744Z,20.49,316.3
 2019-08-19T14:20:38.682Z,21.3,319.5
 2019-08-19T14:22:56.620Z,24.59,317.6
 2019-08-19T14:25:14.558Z,23.9,325.6
 2019-08-19T14:27:32.495Z,20.99,321.4
 2019-08-19T14:29:50.433Z,21.46,316.1
 2019-08-19T14:32:08.371Z,23.2,319.1
 2019-08-19T14:34:26.309Z,6.05,336
 2019-08-19T14:36:44.247Z,6.32,338.5
 2019-08-19T14:39:02.185Z,6.09,344.3
 2019-08-19T14:41:20.122Z,5.86,339.7
 2019-08-19T14:43:38.060Z,6.33,342.6
 2019-08-19T14:45:55.998Z,5.56,345.4
 2019-08-19T14:48:13.936Z,5.64,336.1
 2019-08-19T14:50:31.874Z,5.48,338.3
 2019-08-19T14:52:49.812Z,5.79,336.8
 2019-08-19T14:55:07.749Z,6.08,342.3
 2019-08-19T14:57:25.687Z,4.72,339.2
 2019-08-19T14:59:43.625Z,2.77,326.4
 2019-08-19T15:02:01.563Z,6.27,336.1
 2019-08-19T15:04:19.501Z,5.82,337.7
 2019-08-19T15:06:37.439Z,2.64,320.1
 2019-08-19T15:08:55.377Z,5.29,332.2
 2019-08-19T15:11:13.315Z,5.87,335.5
 2019-08-19T15:13:31.253Z,6.22,350.5
 2019-08-19T15:15:49.191Z,6.49,351.4
 2019-08-19T15:18:07.129Z,6.2,339.1
 2019-08-19T15:20:25.067Z,5.66,343.4
 2019-08-19T15:22:43.005Z,5.5,329.4
 2019-08-19T15:25:00.943Z,6.81,339.8
 2019-08-19T15:27:18.881Z,6.72,338.1
 2019-08-19T15:29:36.819Z,-1.00E+31,-1.00E+31
 2019-08-19T15:31:54.757Z,6.91,336
 2019-08-19T15:34:12.695Z,6.45,344.2
 2019-08-19T15:36:30.633Z,5.98,339.6
 2019-08-19T15:38:48.571Z,6.58,340.6
 2019-08-19T15:41:06.509Z,5.96,343.6
 2019-08-19T15:43:24.447Z,6.18,343.7
 2019-08-19T15:45:42.385Z,5.11,335.4
 2019-08-19T15:48:00.323Z,3.95,325.3
 2019-08-19T15:50:18.261Z,4.92,328.9
 2019-08-19T15:52:36.199Z,4.25,316.1
 2019-08-19T15:54:54.137Z,17.09,311.8
 2019-08-19T15:57:12.075Z,15.44,313.5
 2019-08-19T15:59:30.013Z,15.1,315.1
 2019-08-19T16:01:47.951Z,14.91,316.1
 2019-08-19T16:04:05.889Z,13.8,323.1
 2019-08-19T16:06:23.827Z,12.74,325.5
 2019-08-19T16:08:41.765Z,10.26,286.6
 2019-08-19T16:10:59.703Z,11.02,300.5
 2019-08-19T16:13:17.641Z,12.3,298.9
