EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_HGI_LAT_deg,OMNI_HGI_LON_deg,OMNI_speed_km_s,OMNI_density_n_cc
 1973-01-12T10:00:00.000Z,-4.3,36.1,643,3.5
 1973-01-12T11:00:00.000Z,-4.3,36.1,649,3.7
 1973-01-12T12:00:00.000Z,-4.3,36.2,645,2.7
 1973-01-12T13:00:00.000Z,-4.3,36.2,651,3.3
 1973-01-12T14:00:00.000Z,-4.3,36.3,-1.00E+31,-1.00E+31
 1973-01-12T15:00:00.000Z,-4.3,36.3,636,3.2
 1973-01-12T16:00:00.000Z,-4.3,36.3,640,3.8
 1973-01-12T17:00:00.000Z,-4.3,36.4,647,4
 1973-01-12T18:00:00.000Z,-4.3,36.4,654,4.2
 1973-01-12T19:00:00.000Z,-4.3,36.5,647,4.1
 1973-01-12T20:00:00.000Z,-4.3,36.5,647,3.8
 1973-01-12T21:00:00.000Z,-4.3,36.6,640,4.2
 1973-01-12T22:00:00.000Z,-4.3,36.6,632,4.1
 1973-01-12T23:00:00.000Z,-4.3,36.6,-1.00E+31,-1.00E+31
 1973-01-13T00:00:00.000Z,-4.3,36.7,-1.00E+31,-1.00E+31
 1973-01-13T01:00:00.000Z,-4.4,36.7,-1.00E+31,-1.00E+31
 1973-01-13T02:00:00.000Z,-4.4,36.8,-1.00E+31,-1.00E+31
 1973-01-13T03:00:00.000Z,-4.4,36.8,-1.00E+31,-1.00E+31
 1973-01-13T04:00:00.000Z,-4.4,36.9,-1.00E+31,-1.00E+31
 1973-01-13T05:00:00.000Z,-4.4,36.9,-1.00E+31,-1.00E+31
 1973-01-13T06:00:00.000Z,-4.4,36.9,-1.00E+31,-1.00E+31
 1973-01-13T07:00:00.000Z,-4.4,37,-1.00E+31,-1.00E+31
 1973-01-13T08:00:00.000Z,-4.4,37,-1.00E+31,-1.00E+31
 1973-01-13T09:00:00.000Z,-4.4,37.1,-1.00E+31,-1.00E+31
 1973-01-13T10:00:00.000Z,-4.4,37.1,-1.00E+31,-1.00E+31
 1973-01-13T11:00:00.000Z,-4.4,37.2,-1.00E+31,-1.00E+31
 1973-01-13T12:00:00.000Z,-4.4,37.2,-1.00E+31,-1.00E+31
 1973-01-13T13:00:00.000Z,-4.4,37.2,-1.00E+31,-1.00E+31
 1973-01-13T14:00:00.000Z,-4.4,37.3,-1.00E+31,-1.00E+31
 1973-01-13T15:00:00.000Z,-4.4,37.3,-1.00E+31,-1.00E+31
 1973-01-13T16:00:00.000Z,-4.4,37.4,-1.00E+31,-1.00E+31
 1973-01-13T17:00:00.000Z,-4.4,37.4,-1.00E+31,-1.00E+31
 1973-01-13T18:00:00.000Z,-4.4,37.4,-1.00E+31,-1.00E+31
 1973-01-13T19:00:00.000Z,-4.4,37.5,-1.00E+31,-1.00E+31
 1973-01-13T20:00:00.000Z,-4.4,37.5,-1.00E+31,-1.00E+31
 1973-01-13T21:00:00.000Z,-4.4,37.6,-1.00E+31,-1.00E+31
 1973-01-13T22:00:00.000Z,-4.4,37.6,-1.00E+31,-1.00E+31
 1973-01-13T23:00:00.000Z,-4.4,37.7,-1.00E+31,-1.00E+31
 1973-01-14T00:00:00.000Z,-4.4,37.7,-1.00E+31,-1.00E+31
 1973-01-14T01:00:00.000Z,-4.5,37.7,-1.00E+31,-1.00E+31
 1973-01-14T02:00:00.000Z,-4.5,37.8,-1.00E+31,-1.00E+31
 1973-01-14T03:00:00.000Z,-4.5,37.8,580,3.7
 1973-01-14T04:00:00.000Z,-4.5,37.9,578,3.7
 1973-01-14T05:00:00.000Z,-4.5,37.9,-1.00E+31,-1.00E+31
 1973-01-14T06:00:00.000Z,-4.5,38,576,4.6
 1973-01-14T07:00:00.000Z,-4.5,38,565,4.5
 1973-01-14T08:00:00.000Z,-4.5,38,560,4.3
 1973-01-14T09:00:00.000Z,-4.5,38.1,554,3.8
 1973-01-14T10:00:00.000Z,-4.5,38.1,553,3.9
 1973-01-14T11:00:00.000Z,-4.5,38.2,554,4.1
 1973-01-14T12:00:00.000Z,-4.5,38.2,543,3.8
 1973-01-14T13:00:00.000Z,-4.5,38.3,551,3.9
 1973-01-14T14:00:00.000Z,-4.5,38.3,533,3.4
 1973-01-14T15:00:00.000Z,-4.5,38.3,541,3.4
 1973-01-14T16:00:00.000Z,-4.5,38.4,538,3.3
 1973-01-14T17:00:00.000Z,-4.5,38.4,527,3.3
 1973-01-14T18:00:00.000Z,-4.5,38.5,524,3
 1973-01-14T19:00:00.000Z,-4.5,38.5,520,3.3
 1973-01-14T20:00:00.000Z,-4.5,38.6,519,3.3
 1973-01-14T21:00:00.000Z,-4.5,38.6,504,3.6
 1973-01-14T22:00:00.000Z,-4.5,38.6,510,3.7
 1973-01-14T23:00:00.000Z,-4.5,38.7,502,3.9
 1973-01-15T00:00:00.000Z,-4.5,38.7,501,3.7
 1973-01-15T01:00:00.000Z,-4.6,38.8,492,4
 1973-01-15T02:00:00.000Z,-4.6,38.8,477,3.7
 1973-01-15T03:00:00.000Z,-4.6,38.8,480,3.6
 1973-01-15T04:00:00.000Z,-4.6,38.9,483,3.9
 1973-01-15T05:00:00.000Z,-4.6,38.9,479,4
 1973-01-15T06:00:00.000Z,-4.6,39,467,4.2
 1973-01-15T07:00:00.000Z,-4.6,39,458,4.3
 1973-01-15T08:00:00.000Z,-4.6,39.1,447,4.7
 1973-01-15T09:00:00.000Z,-4.6,39.1,453,4.8
 1973-01-15T10:00:00.000Z,-4.6,39.1,445,4.6
 1973-01-15T11:00:00.000Z,-4.6,39.2,445,4.6
 1973-01-15T12:00:00.000Z,-4.6,39.2,436,4.8
 1973-01-15T13:00:00.000Z,-4.6,39.3,431,4.8
 1973-01-15T14:00:00.000Z,-4.6,39.3,438,5.2
 1973-01-15T15:00:00.000Z,-4.6,39.4,433,5.3
 1973-01-15T16:00:00.000Z,-4.6,39.4,439,5.6
 1973-01-15T17:00:00.000Z,-4.6,39.4,439,5.8
 1973-01-15T18:00:00.000Z,-4.6,39.5,443,5.6
 1973-01-15T19:00:00.000Z,-4.6,39.5,435,6.1
 1973-01-15T20:00:00.000Z,-4.6,39.6,432,6.1
 1973-01-15T21:00:00.000Z,-4.6,39.6,425,6.1
 1973-01-15T22:00:00.000Z,-4.6,39.7,422,6
 1973-01-15T23:00:00.000Z,-4.6,39.7,416,6
 1973-01-16T00:00:00.000Z,-4.6,39.7,416,5.9
 1973-01-16T01:00:00.000Z,-4.7,39.8,412,5.4
 1973-01-16T02:00:00.000Z,-4.7,39.8,405,5.3
 1973-01-16T03:00:00.000Z,-4.7,39.9,415,5.9
 1973-01-16T04:00:00.000Z,-4.7,39.9,422,6.1
 1973-01-16T05:00:00.000Z,-4.7,39.9,420,6
 1973-01-16T06:00:00.000Z,-4.7,40,430,5.9
 1973-01-16T07:00:00.000Z,-4.7,40,430,6.1
 1973-01-16T08:00:00.000Z,-4.7,40.1,429,5.8
 1973-01-16T09:00:00.000Z,-4.7,40.1,421,4.8
 1973-01-16T10:00:00.000Z,-4.7,40.2,424,5.2
 1973-01-16T11:00:00.000Z,-4.7,40.2,421,5.5
 1973-01-16T12:00:00.000Z,-4.7,40.2,416,5.7
 1973-01-16T13:00:00.000Z,-4.7,40.3,413,5.7
 1973-01-16T14:00:00.000Z,-4.7,40.3,404,5.7
 1973-01-16T15:00:00.000Z,-4.7,40.4,429,5
 1973-01-16T16:00:00.000Z,-4.7,40.4,430,5.6
 1973-01-16T17:00:00.000Z,-4.7,40.5,408,6.3
 1973-01-16T18:00:00.000Z,-4.7,40.5,410,6.3
 1973-01-16T19:00:00.000Z,-4.7,40.5,402,6.5
 1973-01-16T20:00:00.000Z,-4.7,40.6,407,6.3
 1973-01-16T21:00:00.000Z,-4.7,40.6,399,6.3
 1973-01-16T22:00:00.000Z,-4.7,40.7,401,6.5
 1973-01-16T23:00:00.000Z,-4.7,40.7,406,6.7
 1973-01-17T00:00:00.000Z,-4.7,40.8,413,6.8
 1973-01-17T01:00:00.000Z,-4.8,40.8,415,7
 1973-01-17T02:00:00.000Z,-4.8,40.8,416,6.9
 1973-01-17T03:00:00.000Z,-4.8,40.9,398,6.7
 1973-01-17T04:00:00.000Z,-4.8,40.9,397,6.4
 1973-01-17T05:00:00.000Z,-4.8,41,395,6.6
 1973-01-17T06:00:00.000Z,-4.8,41,389,6.3
 1973-01-17T07:00:00.000Z,-4.8,41,396,6.4
 1973-01-17T08:00:00.000Z,-4.8,41.1,401,6.3
 1973-01-17T09:00:00.000Z,-4.8,41.1,404,5.7
 1973-01-17T10:00:00.000Z,-4.8,41.2,402,6
 1973-01-17T11:00:00.000Z,-4.8,41.2,399,6
 1973-01-17T12:00:00.000Z,-4.8,41.3,394,5.9
 1973-01-17T13:00:00.000Z,-4.8,41.3,398,6.1
 1973-01-17T14:00:00.000Z,-4.8,41.3,405,6.3
 1973-01-17T15:00:00.000Z,-4.8,41.4,415,5.9
 1973-01-17T16:00:00.000Z,-4.8,41.4,-1.00E+31,-1.00E+31
 1973-01-17T17:00:00.000Z,-4.8,41.5,-1.00E+31,-1.00E+31
 1973-01-17T18:00:00.000Z,-4.8,41.5,-1.00E+31,-1.00E+31
 1973-01-17T19:00:00.000Z,-4.8,41.6,-1.00E+31,-1.00E+31
 1973-01-17T20:00:00.000Z,-4.8,41.6,-1.00E+31,-1.00E+31
 1973-01-17T21:00:00.000Z,-4.8,41.6,365,6.5
 1973-01-17T22:00:00.000Z,-4.8,41.7,366,6.3
 1973-01-17T23:00:00.000Z,-4.8,41.7,361,6.4
 1973-01-18T00:00:00.000Z,-4.8,41.8,351,7
 1973-01-18T01:00:00.000Z,-4.8,41.8,346,6.8
 1973-01-18T02:00:00.000Z,-4.9,41.9,342,7
 1973-01-18T03:00:00.000Z,-4.9,41.9,349,7.1
 1973-01-18T04:00:00.000Z,-4.9,41.9,347,8
 1973-01-18T05:00:00.000Z,-4.9,42,352,6.9
 1973-01-18T06:00:00.000Z,-4.9,42,347,8
 1973-01-18T07:00:00.000Z,-4.9,42.1,353,7.5
 1973-01-18T08:00:00.000Z,-4.9,42.1,345,7.5
 1973-01-18T09:00:00.000Z,-4.9,42.2,348,7.5
 1973-01-18T10:00:00.000Z,-4.9,42.2,341,8.1
 1973-01-18T11:00:00.000Z,-4.9,42.2,343,8
 1973-01-18T12:00:00.000Z,-4.9,42.3,337,7.7
 1973-01-18T13:00:00.000Z,-4.9,42.3,320,7.1
 1973-01-18T14:00:00.000Z,-4.9,42.4,331,8.8
 1973-01-18T15:00:00.000Z,-4.9,42.4,337,8.7
 1973-01-18T16:00:00.000Z,-4.9,42.4,340,8.7
 1973-01-18T17:00:00.000Z,-4.9,42.5,329,9.1
 1973-01-18T18:00:00.000Z,-4.9,42.5,325,9.5
 1973-01-18T19:00:00.000Z,-4.9,42.6,305,8.2
 1973-01-18T20:00:00.000Z,-4.9,42.6,313,9.4
 1973-01-18T21:00:00.000Z,-4.9,42.7,333,11
 1973-01-18T22:00:00.000Z,-4.9,42.7,340,12
 1973-01-18T23:00:00.000Z,-4.9,42.7,339,21.5
 1973-01-19T00:00:00.000Z,-4.9,42.8,344,24.6
 1973-01-19T01:00:00.000Z,-4.9,42.8,340,26.4
 1973-01-19T02:00:00.000Z,-4.9,42.9,339,28.7
 1973-01-19T03:00:00.000Z,-5,42.9,338,30
 1973-01-19T04:00:00.000Z,-5,43,340,34
 1973-01-19T05:00:00.000Z,-5,43,338,36.9
 1973-01-19T06:00:00.000Z,-5,43,336,35.9
 1973-01-19T07:00:00.000Z,-5,43.1,334,36.9
 1973-01-19T08:00:00.000Z,-5,43.1,328,34.1
 1973-01-19T09:00:00.000Z,-5,43.2,322,29.4
 1973-01-19T10:00:00.000Z,-5,43.2,320,27.1
 1973-01-19T11:00:00.000Z,-5,43.3,325,24.6
 1973-01-19T12:00:00.000Z,-5,43.3,322,25.2
 1973-01-19T13:00:00.000Z,-5,43.3,322,26.9
 1973-01-19T14:00:00.000Z,-5,43.4,318,28.9
 1973-01-19T15:00:00.000Z,-5,43.4,321,27.7
 1973-01-19T16:00:00.000Z,-5,43.5,396,17.4
 1973-01-19T17:00:00.000Z,-5,43.5,403,18.7
 1973-01-19T18:00:00.000Z,-5,43.6,451,11.3
 1973-01-19T19:00:00.000Z,-5,43.6,470,10.4
 1973-01-19T20:00:00.000Z,-5,43.6,498,12
 1973-01-19T21:00:00.000Z,-5,43.7,469,12.4
 1973-01-19T22:00:00.000Z,-5,43.7,475,12.6
 1973-01-19T23:00:00.000Z,-5,43.8,499,12.4
 1973-01-20T00:00:00.000Z,-5,43.8,508,11.9
 1973-01-20T01:00:00.000Z,-5,43.8,496,12.7
 1973-01-20T02:00:00.000Z,-5,43.9,502,13.1
 1973-01-20T03:00:00.000Z,-5,43.9,476,9.7
 1973-01-20T04:00:00.000Z,-5,44,509,12.1
 1973-01-20T05:00:00.000Z,-5.1,44,510,11.4
 1973-01-20T06:00:00.000Z,-5.1,44.1,524,12
 1973-01-20T07:00:00.000Z,-5.1,44.1,521,13.1
 1973-01-20T08:00:00.000Z,-5.1,44.1,512,12.8
 1973-01-20T09:00:00.000Z,-5.1,44.2,508,14.7
 1973-01-20T10:00:00.000Z,-5.1,44.2,515,14
 1973-01-20T11:00:00.000Z,-5.1,44.3,503,8
 1973-01-20T12:00:00.000Z,-5.1,44.3,506,6.2
 1973-01-20T13:00:00.000Z,-5.1,44.4,510,3.5
 1973-01-20T14:00:00.000Z,-5.1,44.4,475,3
 1973-01-20T15:00:00.000Z,-5.1,44.4,464,3
 1973-01-20T16:00:00.000Z,-5.1,44.5,444,2.9
 1973-01-20T17:00:00.000Z,-5.1,44.5,446,3
 1973-01-20T18:00:00.000Z,-5.1,44.6,448,3.2
 1973-01-20T19:00:00.000Z,-5.1,44.6,461,3.5
 1973-01-20T20:00:00.000Z,-5.1,44.7,-1.00E+31,-1.00E+31
 1973-01-20T21:00:00.000Z,-5.1,44.7,-1.00E+31,-1.00E+31
 1973-01-20T22:00:00.000Z,-5.1,44.7,452,5.6
 1973-01-20T23:00:00.000Z,-5.1,44.8,-1.00E+31,-1.00E+31
 1973-01-21T00:00:00.000Z,-5.1,44.8,-1.00E+31,-1.00E+31
 1973-01-21T01:00:00.000Z,-5.1,44.9,-1.00E+31,-1.00E+31
 1973-01-21T02:00:00.000Z,-5.1,44.9,-1.00E+31,-1.00E+31
 1973-01-21T03:00:00.000Z,-5.1,44.9,-1.00E+31,-1.00E+31
 1973-01-21T04:00:00.000Z,-5.1,45,-1.00E+31,-1.00E+31
 1973-01-21T05:00:00.000Z,-5.1,45,-1.00E+31,-1.00E+31
 1973-01-21T06:00:00.000Z,-5.1,45.1,426,6.7
 1973-01-21T07:00:00.000Z,-5.2,45.1,425,7.1
 1973-01-21T08:00:00.000Z,-5.2,45.2,414,6.9
 1973-01-21T09:00:00.000Z,-5.2,45.2,-1.00E+31,-1.00E+31
 1973-01-21T10:00:00.000Z,-5.2,45.2,-1.00E+31,-1.00E+31
 1973-01-21T11:00:00.000Z,-5.2,45.3,-1.00E+31,-1.00E+31
 1973-01-21T12:00:00.000Z,-5.2,45.3,-1.00E+31,-1.00E+31
 1973-01-21T13:00:00.000Z,-5.2,45.4,-1.00E+31,-1.00E+31
 1973-01-21T14:00:00.000Z,-5.2,45.4,-1.00E+31,-1.00E+31
 1973-01-21T15:00:00.000Z,-5.2,45.5,-1.00E+31,-1.00E+31
 1973-01-21T16:00:00.000Z,-5.2,45.5,-1.00E+31,-1.00E+31
 1973-01-21T17:00:00.000Z,-5.2,45.5,-1.00E+31,-1.00E+31
 1973-01-21T18:00:00.000Z,-5.2,45.6,-1.00E+31,-1.00E+31
 1973-01-21T19:00:00.000Z,-5.2,45.6,-1.00E+31,-1.00E+31
 1973-01-21T20:00:00.000Z,-5.2,45.7,-1.00E+31,-1.00E+31
 1973-01-21T21:00:00.000Z,-5.2,45.7,-1.00E+31,-1.00E+31
 1973-01-21T22:00:00.000Z,-5.2,45.8,-1.00E+31,-1.00E+31
 1973-01-21T23:00:00.000Z,-5.2,45.8,-1.00E+31,-1.00E+31
 1973-01-22T00:00:00.000Z,-5.2,45.8,-1.00E+31,-1.00E+31
 1973-01-22T01:00:00.000Z,-5.2,45.9,-1.00E+31,-1.00E+31
 1973-01-22T02:00:00.000Z,-5.2,45.9,-1.00E+31,-1.00E+31
 1973-01-22T03:00:00.000Z,-5.2,46,-1.00E+31,-1.00E+31
 1973-01-22T04:00:00.000Z,-5.2,46,-1.00E+31,-1.00E+31
 1973-01-22T05:00:00.000Z,-5.2,46.1,-1.00E+31,-1.00E+31
 1973-01-22T06:00:00.000Z,-5.2,46.1,-1.00E+31,-1.00E+31
 1973-01-22T07:00:00.000Z,-5.2,46.1,-1.00E+31,-1.00E+31
 1973-01-22T08:00:00.000Z,-5.2,46.2,-1.00E+31,-1.00E+31
 1973-01-22T09:00:00.000Z,-5.2,46.2,-1.00E+31,-1.00E+31
 1973-01-22T10:00:00.000Z,-5.3,46.3,-1.00E+31,-1.00E+31
 1973-01-22T11:00:00.000Z,-5.3,46.3,-1.00E+31,-1.00E+31
 1973-01-22T12:00:00.000Z,-5.3,46.3,-1.00E+31,-1.00E+31
 1973-01-22T13:00:00.000Z,-5.3,46.4,-1.00E+31,-1.00E+31
 1973-01-22T14:00:00.000Z,-5.3,46.4,374,5.5
 1973-01-22T15:00:00.000Z,-5.3,46.5,373,8.7
 1973-01-22T16:00:00.000Z,-5.3,46.5,362,8.4
 1973-01-22T17:00:00.000Z,-5.3,46.6,366,7.7
 1973-01-22T18:00:00.000Z,-5.3,46.6,367,8.6
 1973-01-22T19:00:00.000Z,-5.3,46.6,368,8.5
 1973-01-22T20:00:00.000Z,-5.3,46.7,366,9.5
 1973-01-22T21:00:00.000Z,-5.3,46.7,366,8.7
 1973-01-22T22:00:00.000Z,-5.3,46.8,367,9.5
 1973-01-22T23:00:00.000Z,-5.3,46.8,362,9.8
 1973-01-23T00:00:00.000Z,-5.3,46.9,368,11.6
 1973-01-23T01:00:00.000Z,-5.3,46.9,363,12.9
 1973-01-23T02:00:00.000Z,-5.3,46.9,369,14
 1973-01-23T03:00:00.000Z,-5.3,47,364,13.4
 1973-01-23T04:00:00.000Z,-5.3,47,374,16.1
 1973-01-23T05:00:00.000Z,-5.3,47.1,370,14.3
 1973-01-23T06:00:00.000Z,-5.3,47.1,370,16.4
 1973-01-23T07:00:00.000Z,-5.3,47.2,381,22
 1973-01-23T08:00:00.000Z,-5.3,47.2,385,20.6
 1973-01-23T09:00:00.000Z,-5.3,47.2,392,20
 1973-01-23T10:00:00.000Z,-5.3,47.3,389,20.4
 1973-01-23T11:00:00.000Z,-5.3,47.3,414,11.5
 1973-01-23T12:00:00.000Z,-5.3,47.4,425,9.6
 1973-01-23T13:00:00.000Z,-5.4,47.4,440,11.8
 1973-01-23T14:00:00.000Z,-5.4,47.5,432,11.6
 1973-01-23T15:00:00.000Z,-5.4,47.5,442,11.4
 1973-01-23T16:00:00.000Z,-5.4,47.5,449,11.1
 1973-01-23T17:00:00.000Z,-5.4,47.6,448,10.8
 1973-01-23T18:00:00.000Z,-5.4,47.6,436,10.8
 1973-01-23T19:00:00.000Z,-5.4,47.7,447,10.1
 1973-01-23T20:00:00.000Z,-5.4,47.7,466,9.5
 1973-01-23T21:00:00.000Z,-5.4,47.7,448,11
 1973-01-23T22:00:00.000Z,-5.4,47.8,448,10.7
 1973-01-23T23:00:00.000Z,-5.4,47.8,-1.00E+31,-1.00E+31
 1973-01-24T00:00:00.000Z,-5.4,47.9,459,8.6
 1973-01-24T01:00:00.000Z,-5.4,47.9,451,9.6
 1973-01-24T02:00:00.000Z,-5.4,48,461,9.1
 1973-01-24T03:00:00.000Z,-5.4,48,471,9.5
 1973-01-24T04:00:00.000Z,-5.4,48,470,8.6
 1973-01-24T05:00:00.000Z,-5.4,48.1,484,8.2
 1973-01-24T06:00:00.000Z,-5.4,48.1,487,9.2
 1973-01-24T07:00:00.000Z,-5.4,48.2,493,9.9
 1973-01-24T08:00:00.000Z,-5.4,48.2,501,9.5
 1973-01-24T09:00:00.000Z,-5.4,48.3,486,8.6
 1973-01-24T10:00:00.000Z,-5.4,48.3,511,8.9
 1973-01-24T11:00:00.000Z,-5.4,48.3,511,8
 1973-01-24T12:00:00.000Z,-5.4,48.4,515,7
 1973-01-24T13:00:00.000Z,-5.4,48.4,512,7
 1973-01-24T14:00:00.000Z,-5.4,48.5,530,6.3
 1973-01-24T15:00:00.000Z,-5.4,48.5,503,6.4
 1973-01-24T16:00:00.000Z,-5.4,48.6,-1.00E+31,-1.00E+31
 1973-01-24T17:00:00.000Z,-5.5,48.6,518,6.3
 1973-01-24T18:00:00.000Z,-5.5,48.6,514,6.7
 1973-01-24T19:00:00.000Z,-5.5,48.7,525,6.8
 1973-01-24T20:00:00.000Z,-5.5,48.7,520,6.9
 1973-01-24T21:00:00.000Z,-5.5,48.8,509,6.9
 1973-01-24T22:00:00.000Z,-5.5,48.8,502,7.1
 1973-01-24T23:00:00.000Z,-5.5,48.9,511,6.6
 1973-01-25T00:00:00.000Z,-5.5,48.9,517,7.4
 1973-01-25T01:00:00.000Z,-5.5,48.9,506,7
 1973-01-25T02:00:00.000Z,-5.5,49,514,6.7
 1973-01-25T03:00:00.000Z,-5.5,49,510,6.9
 1973-01-25T04:00:00.000Z,-5.5,49.1,500,6.7
 1973-01-25T05:00:00.000Z,-5.5,49.1,506,6.5
 1973-01-25T06:00:00.000Z,-5.5,49.1,497,6.1
 1973-01-25T07:00:00.000Z,-5.5,49.2,498,5.9
 1973-01-25T08:00:00.000Z,-5.5,49.2,490,5.8
 1973-01-25T09:00:00.000Z,-5.5,49.3,498,5.6
 1973-01-25T10:00:00.000Z,-5.5,49.3,502,5.6
 1973-01-25T11:00:00.000Z,-5.5,49.4,-1.00E+31,-1.00E+31
 1973-01-25T12:00:00.000Z,-5.5,49.4,-1.00E+31,-1.00E+31
 1973-01-25T13:00:00.000Z,-5.5,49.4,-1.00E+31,-1.00E+31
 1973-01-25T14:00:00.000Z,-5.5,49.5,-1.00E+31,-1.00E+31
 1973-01-25T15:00:00.000Z,-5.5,49.5,-1.00E+31,-1.00E+31
 1973-01-25T16:00:00.000Z,-5.5,49.6,-1.00E+31,-1.00E+31
 1973-01-25T17:00:00.000Z,-5.5,49.6,-1.00E+31,-1.00E+31
 1973-01-25T18:00:00.000Z,-5.5,49.7,-1.00E+31,-1.00E+31
 1973-01-25T19:00:00.000Z,-5.5,49.7,-1.00E+31,-1.00E+31
 1973-01-25T20:00:00.000Z,-5.5,49.7,-1.00E+31,-1.00E+31
 1973-01-25T21:00:00.000Z,-5.5,49.8,-1.00E+31,-1.00E+31
 1973-01-25T22:00:00.000Z,-5.6,49.8,-1.00E+31,-1.00E+31
 1973-01-25T23:00:00.000Z,-5.6,49.9,-1.00E+31,-1.00E+31
 1973-01-26T00:00:00.000Z,-5.6,49.9,-1.00E+31,-1.00E+31
 1973-01-26T01:00:00.000Z,-5.6,50,-1.00E+31,-1.00E+31
 1973-01-26T02:00:00.000Z,-5.6,50,-1.00E+31,-1.00E+31
 1973-01-26T03:00:00.000Z,-5.6,50,-1.00E+31,-1.00E+31
 1973-01-26T04:00:00.000Z,-5.6,50.1,-1.00E+31,-1.00E+31
 1973-01-26T05:00:00.000Z,-5.6,50.1,-1.00E+31,-1.00E+31
 1973-01-26T06:00:00.000Z,-5.6,50.2,-1.00E+31,-1.00E+31
 1973-01-26T07:00:00.000Z,-5.6,50.2,-1.00E+31,-1.00E+31
 1973-01-26T08:00:00.000Z,-5.6,50.2,-1.00E+31,-1.00E+31
 1973-01-26T09:00:00.000Z,-5.6,50.3,-1.00E+31,-1.00E+31
 1973-01-26T10:00:00.000Z,-5.6,50.3,-1.00E+31,-1.00E+31
 1973-01-26T11:00:00.000Z,-5.6,50.4,-1.00E+31,-1.00E+31
 1973-01-26T12:00:00.000Z,-5.6,50.4,-1.00E+31,-1.00E+31
 1973-01-26T13:00:00.000Z,-5.6,50.5,467,6.1
 1973-01-26T14:00:00.000Z,-5.6,50.5,474,6.5
 1973-01-26T15:00:00.000Z,-5.6,50.5,474,7
 1973-01-26T16:00:00.000Z,-5.6,50.6,474,7
 1973-01-26T17:00:00.000Z,-5.6,50.6,492,8.3
 1973-01-26T18:00:00.000Z,-5.6,50.7,465,7.5
 1973-01-26T19:00:00.000Z,-5.6,50.7,471,8.5
 1973-01-26T20:00:00.000Z,-5.6,50.8,480,9.1
 1973-01-26T21:00:00.000Z,-5.6,50.8,470,8.5
 1973-01-26T22:00:00.000Z,-5.6,50.8,484,8.3
 1973-01-26T23:00:00.000Z,-5.6,50.9,477,9
 1973-01-27T00:00:00.000Z,-5.6,50.9,495,8.3
 1973-01-27T01:00:00.000Z,-5.6,51,518,5.5
 1973-01-27T02:00:00.000Z,-5.6,51,520,5.7
 1973-01-27T03:00:00.000Z,-5.7,51.1,531,7.3
 1973-01-27T04:00:00.000Z,-5.7,51.1,606,6.8
 1973-01-27T05:00:00.000Z,-5.7,51.1,626,8
 1973-01-27T06:00:00.000Z,-5.7,51.2,640,8.1
 1973-01-27T07:00:00.000Z,-5.7,51.2,651,6.2
 1973-01-27T08:00:00.000Z,-5.7,51.3,659,6.7
 1973-01-27T09:00:00.000Z,-5.7,51.3,655,6.5
 1973-01-27T10:00:00.000Z,-5.7,51.4,657,6.5
 1973-01-27T11:00:00.000Z,-5.7,51.4,671,5.9
 1973-01-27T12:00:00.000Z,-5.7,51.4,709,5.7
 1973-01-27T13:00:00.000Z,-5.7,51.5,714,5.2
 1973-01-27T14:00:00.000Z,-5.7,51.5,728,5.4
 1973-01-27T15:00:00.000Z,-5.7,51.6,732,5.3
 1973-01-27T16:00:00.000Z,-5.7,51.6,694,4.8
 1973-01-27T17:00:00.000Z,-5.7,51.6,721,5.3
 1973-01-27T18:00:00.000Z,-5.7,51.7,728,4.8
 1973-01-27T19:00:00.000Z,-5.7,51.7,735,5
 1973-01-27T20:00:00.000Z,-5.7,51.8,751,5.1
 1973-01-27T21:00:00.000Z,-5.7,51.8,747,4.8
 1973-01-27T22:00:00.000Z,-5.7,51.9,747,4.6
 1973-01-27T23:00:00.000Z,-5.7,51.9,734,5.1
 1973-01-28T00:00:00.000Z,-5.7,51.9,719,4.3
 1973-01-28T01:00:00.000Z,-5.7,52,733,4.1
 1973-01-28T02:00:00.000Z,-5.7,52,738,4.2
 1973-01-28T03:00:00.000Z,-5.7,52.1,729,3.8
 1973-01-28T04:00:00.000Z,-5.7,52.1,732,3.6
 1973-01-28T05:00:00.000Z,-5.7,52.2,726,4
 1973-01-28T06:00:00.000Z,-5.7,52.2,742,3.6
 1973-01-28T07:00:00.000Z,-5.7,52.2,723,3.9
 1973-01-28T08:00:00.000Z,-5.7,52.3,734,3.9
 1973-01-28T09:00:00.000Z,-5.8,52.3,723,3.3
 1973-01-28T10:00:00.000Z,-5.8,52.4,735,2.9
 1973-01-28T11:00:00.000Z,-5.8,52.4,753,2.8
 1973-01-28T12:00:00.000Z,-5.8,52.5,718,2.8
 1973-01-28T13:00:00.000Z,-5.8,52.5,729,2.9
 1973-01-28T14:00:00.000Z,-5.8,52.5,734,2.9
 1973-01-28T15:00:00.000Z,-5.8,52.6,729,3
 1973-01-28T16:00:00.000Z,-5.8,52.6,726,3
 1973-01-28T17:00:00.000Z,-5.8,52.7,724,2.9
 1973-01-28T18:00:00.000Z,-5.8,52.7,712,2.8
 1973-01-28T19:00:00.000Z,-5.8,52.8,704,2.8
 1973-01-28T20:00:00.000Z,-5.8,52.8,687,3.3
 1973-01-28T21:00:00.000Z,-5.8,52.8,681,3.3
 1973-01-28T22:00:00.000Z,-5.8,52.9,672,3.1
