EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,PIONEER_DIST_Au,PIONEER_LAT_deg,PIONEER_LONG_deg,PIONEER_BR_nT,PIONEER_BT_nT,PIONEER_BN_nT,PIONEER_MAG_AVG_nT,PIONEER_SPEED_kms,PIONEER_DENSITY_Ncm3,PIONEER_TEMP_DegK
 1973-08-01T01:00:00.000Z,1.83,1.1,215.2,1.8293,-1.5053,-0.4905,2.6275,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-01T02:00:00.000Z,1.84,1.1,215.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,556.2,0.4084,35221
 1973-08-01T03:00:00.000Z,1.84,1.1,215.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,582.4,0.5574,23418
 1973-08-01T04:00:00.000Z,1.84,1.1,215.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,569.5,0.3597,18347
 1973-08-01T05:00:00.000Z,1.84,1.1,215.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,582.5,0.7922,7188
 1973-08-01T06:00:00.000Z,1.84,1.1,215.3,-0.1644,0.1161,-1.1363,1.8489,568.6,0.6267,70897
 1973-08-01T07:00:00.000Z,1.84,1.1,215.3,0.6115,-1.3568,0.0655,1.6502,557.9,0.4308,22756
 1973-08-01T08:00:00.000Z,1.84,1.1,215.3,0.5357,-1.2803,0.3004,1.7944,569.3,0.3018,16898
 1973-08-01T09:00:00.000Z,1.84,1.1,215.3,0.6429,-1.193,0.7456,1.7459,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-01T10:00:00.000Z,1.84,1.1,215.3,0.8303,-0.9753,1.1703,1.9413,563.7,0.3762,21078
 1973-08-01T11:00:00.000Z,1.84,1.1,215.3,0.9914,-0.5419,1.2295,1.9009,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-01T12:00:00.000Z,1.84,1.1,215.4,1.4482,0.4275,1.1526,1.9896,557.2,0.4902,15062
 1973-08-01T13:00:00.000Z,1.84,1.1,215.4,1.4806,0.1352,1.1525,1.9263,551.8,0.4715,10801
 1973-08-01T14:00:00.000Z,1.84,1.1,215.4,1.2736,0.1157,0.9818,1.9298,559.2,0.3438,24150
 1973-08-01T15:00:00.000Z,1.84,1.1,215.4,0.4244,-1.6602,-0.4026,1.8338,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-01T16:00:00.000Z,1.84,1.1,215.4,0.4633,-1.3152,-0.16,1.6297,576.4,0.3387,16351
 1973-08-01T17:00:00.000Z,1.84,1.1,215.4,1.3817,-0.3779,0.5599,1.6347,564.5,0.3409,46557
 1973-08-01T18:00:00.000Z,1.84,1.2,215.5,-0.2615,-1.0877,-0.7053,1.5936,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-01T19:00:00.000Z,1.84,1.2,215.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,586.2,0.2659,10730
 1973-08-01T20:00:00.000Z,1.84,1.2,215.5,-0.0324,-1.6763,-0.2296,1.8331,606.2,0.2653,28436
 1973-08-01T21:00:00.000Z,1.84,1.2,215.5,-0.0229,-1.6952,-0.1568,1.7672,610.4,0.2554,24883
 1973-08-01T22:00:00.000Z,1.84,1.2,215.5,0.8092,-1.5,0.0819,1.7234,597.5,0.2475,24642
 1973-08-01T23:00:00.000Z,1.84,1.2,215.5,0.6793,-1.2653,0.1408,1.53,579.3,0.3455,49858
 1973-08-02T00:00:00.000Z,1.84,1.2,215.6,0.6565,-1.1797,-0.1286,1.4479,589.6,0.3653,58576
 1973-08-02T01:00:00.000Z,1.84,1.2,215.6,0.6694,-1.2334,-0.426,1.5174,578,0.3259,47756
 1973-08-02T02:00:00.000Z,1.84,1.2,215.6,0.1858,-1.5368,-0.0163,1.6025,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-02T03:00:00.000Z,1.84,1.2,215.6,0.1577,-1.2717,0.0969,1.3182,573.5,0.2942,46939
 1973-08-02T04:00:00.000Z,1.85,1.2,215.6,-0.1236,-0.4978,-0.124,0.9863,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-02T05:00:00.000Z,1.85,1.2,215.6,-0.9223,-0.6033,-0.2988,1.2379,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-02T06:00:00.000Z,1.85,1.2,215.6,-0.7427,-1.1874,0.2081,1.4738,578.9,0.4607,56028
 1973-08-02T07:00:00.000Z,1.85,1.2,215.7,-0.1804,-0.9555,0.4169,1.3695,555.4,0.5598,69278
 1973-08-02T08:00:00.000Z,1.85,1.2,215.7,-1.4183,0.0842,-0.6173,1.6748,542.8,0.5707,81723
 1973-08-02T09:00:00.000Z,1.85,1.2,215.7,0.7623,-0.8821,0.0854,1.3561,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-02T10:00:00.000Z,1.85,1.2,215.7,-0.0478,-1.1368,0.0986,1.3669,549.8,0.4505,78756
 1973-08-02T11:00:00.000Z,1.85,1.2,215.7,0.6303,-0.9283,-0.0172,1.2474,557.6,0.8272,43765
 1973-08-02T12:00:00.000Z,1.85,1.2,215.7,0.5569,-1.2682,-0.2531,1.5053,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-02T13:00:00.000Z,1.85,1.2,215.8,1.2942,-0.7465,-0.1853,1.5611,542.4,0.5404,73283
 1973-08-02T14:00:00.000Z,1.85,1.2,215.8,1.5107,-0.2783,0.4506,1.6397,539.1,0.4097,69609
 1973-08-02T15:00:00.000Z,1.85,1.2,215.8,1.5512,-0.2592,0.7118,2.0574,550.5,1.3895,56252
 1973-08-02T16:00:00.000Z,1.85,1.2,215.8,2.0138,-0.4503,0.8563,2.3453,566.4,0.6807,102190
 1973-08-02T17:00:00.000Z,1.85,1.2,215.8,1.9648,0.8065,0.4491,2.1982,564.4,0.5918,91846
 1973-08-02T18:00:00.000Z,1.85,1.2,215.8,1.5939,0.6964,0.4649,1.8415,550,0.4033,88041
 1973-08-02T19:00:00.000Z,1.85,1.2,215.8,1.6909,0.3005,0.0369,1.7409,551,0.838,55611
 1973-08-02T20:00:00.000Z,1.85,1.2,215.9,1.7221,0.3058,0.0586,1.7624,543.3,0.3417,80314
 1973-08-02T21:00:00.000Z,1.85,1.2,215.9,1.3818,0.0553,-0.2157,1.4447,564.4,0.5912,137325
 1973-08-02T22:00:00.000Z,1.85,1.2,215.9,0.8664,-0.3202,-0.4489,1.3805,534.2,0.7787,81341
 1973-08-02T23:00:00.000Z,1.85,1.2,215.9,0.6521,-0.5922,-0.4239,1.6773,533.2,0.8008,66021
 1973-08-03T00:00:00.000Z,1.85,1.2,215.9,1.0958,1.2521,0.0643,1.7351,529.2,0.8725,102680
 1973-08-03T01:00:00.000Z,1.85,1.2,215.9,1.5047,0.6545,0.1688,1.6658,524.8,0.8413,78151
 1973-08-03T02:00:00.000Z,1.85,1.2,216,1.4132,0.6887,0.411,1.7252,542.1,0.9484,129289
 1973-08-03T03:00:00.000Z,1.85,1.2,216,0.3537,-1.0389,-0.0724,1.3877,539.4,1.8869,81238
 1973-08-03T04:00:00.000Z,1.85,1.2,216,-0.4271,-0.3987,-0.0963,1.3602,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-03T05:00:00.000Z,1.86,1.2,216,-1.3457,0.1988,-0.0678,1.3983,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-03T06:00:00.000Z,1.86,1.2,216,-1.3895,0.4442,0.5338,1.5684,554.8,0.49,32564
 1973-08-03T07:00:00.000Z,1.86,1.2,216,-0.9984,0.5559,0.574,1.3015,544.4,0.5329,41299
 1973-08-03T08:00:00.000Z,1.86,1.2,216,-1.2182,0.1869,0.1753,1.2567,545.4,0.4922,47798
 1973-08-03T09:00:00.000Z,1.86,1.2,216.1,-1.0452,-0.1301,0.0818,1.0823,541.6,0.5772,58154
 1973-08-03T10:00:00.000Z,1.86,1.2,216.1,-0.957,0.0706,0.0421,1.0184,533.5,0.6691,61971
 1973-08-03T11:00:00.000Z,1.86,1.2,216.1,0.0665,-0.601,0.0531,0.8229,527.1,0.6162,38950
 1973-08-03T12:00:00.000Z,1.86,1.2,216.1,0.007,-0.5894,0.1914,0.7314,520,0.7024,44949
 1973-08-03T13:00:00.000Z,1.86,1.2,216.1,-1.0336,0.0541,0.1864,1.1781,527.6,1.4947,38046
 1973-08-03T14:00:00.000Z,1.86,1.2,216.1,-0.8413,-0.1601,-0.3439,1.0415,546.6,1.526,86955
 1973-08-03T15:00:00.000Z,1.86,1.2,216.2,0.1592,-0.1108,-0.0095,0.8899,536.5,1.5773,74159
 1973-08-03T16:00:00.000Z,1.86,1.2,216.2,0.1316,-0.8368,-0.6918,1.481,540.4,1.5488,65380
 1973-08-03T17:00:00.000Z,1.86,1.2,216.2,0.218,-1.4661,-0.9942,1.8834,536.1,1.2601,70054
 1973-08-03T18:00:00.000Z,1.86,1.2,216.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,527.2,1.5355,60111
 1973-08-03T19:00:00.000Z,1.86,1.2,216.2,1.218,-1.6942,0.8234,2.4892,530.1,1.5409,50222
 1973-08-03T20:00:00.000Z,1.86,1.2,216.2,1.721,-1.2268,1.2673,2.5336,520.3,1.5257,39427
 1973-08-03T21:00:00.000Z,1.86,1.2,216.2,1.1785,-1.6964,0.775,2.2521,526.2,1.5447,56312
 1973-08-03T22:00:00.000Z,1.86,1.2,216.3,1.4797,-1.6057,1.0554,2.4409,528.8,1.9089,44263
 1973-08-03T23:00:00.000Z,1.86,1.2,216.3,1.5396,-1.6142,0.3616,2.3118,518.7,1.3895,39186
 1973-08-04T00:00:00.000Z,1.86,1.2,216.3,1.5447,-1.2549,0.7679,2.2217,512.1,1.7724,48485
 1973-08-04T01:00:00.000Z,1.86,1.2,216.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-04T02:00:00.000Z,1.86,1.2,216.3,1.7604,-1.3707,1.1415,2.534,505.5,1.504,44709
 1973-08-04T03:00:00.000Z,1.86,1.2,216.3,1.7899,-1.6442,0.2692,2.5038,509.1,1.8811,48343
 1973-08-04T04:00:00.000Z,1.86,1.2,216.4,1.8041,-1.4787,-0.1141,2.5519,506.2,2.1118,44853
 1973-08-04T05:00:00.000Z,1.86,1.2,216.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-08-04T06:00:00.000Z,1.86,1.3,216.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,482.2,3.0315,35015
 1973-08-04T07:00:00.000Z,1.87,1.3,216.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,482,3.0659,30676
 1973-08-04T08:00:00.000Z,1.87,1.3,216.4,-0.2162,-0.1886,0.3414,1.4788,481,2.3867,44628
 1973-08-04T09:00:00.000Z,1.87,1.3,216.4,-2.1839,1.5427,-1.0115,3.0299,506.5,1.2301,22838
 1973-08-04T10:00:00.000Z,1.87,1.3,216.4,-2.2226,1.954,-1.5081,3.4043,508.2,0.8673,17624
 1973-08-04T11:00:00.000Z,1.87,1.3,216.5,-2.0497,2.8419,0.1361,3.5456,518.3,1.1204,25778
 1973-08-04T12:00:00.000Z,1.87,1.3,216.5,-2.248,2.7928,-0.0367,3.6384,516.8,0.9665,17218
 1973-08-04T13:00:00.000Z,1.87,1.3,216.5,-2.0562,2.4585,-0.1786,3.2693,514.1,0.9955,18801
 1973-08-04T14:00:00.000Z,1.87,1.3,216.5,-1.8137,1.9058,-0.2821,2.7684,501.2,3.51,29267
 1973-08-04T15:00:00.000Z,1.87,1.3,216.5,-1.7174,2.262,1.1561,3.0877,496.2,0.666,18658
 1973-08-04T16:00:00.000Z,1.87,1.3,216.5,-2.0966,2.1751,0.2102,3.0875,506.5,1.034,31761
 1973-08-04T17:00:00.000Z,1.87,1.3,216.6,-1.2392,1.7161,0.3906,2.1924,490.8,1.0046,26057
 1973-08-04T18:00:00.000Z,1.87,1.3,216.6,-1.1212,0.9718,0.7146,1.696,484.3,3.0279,29288
 1973-08-04T19:00:00.000Z,1.87,1.3,216.6,-1.3054,0.769,-0.1502,1.8328,480.5,2.7182,30465
 1973-08-04T20:00:00.000Z,1.87,1.3,216.6,-1.8009,1.4528,0.4143,2.4259,483.9,1.0509,21765
 1973-08-04T21:00:00.000Z,1.87,1.3,216.6,-1.3513,1.2235,0.5028,1.9567,481.5,1.3501,27303
 1973-08-04T22:00:00.000Z,1.87,1.3,216.6,-1.2296,1.0277,0.1958,1.6756,470.8,3.3494,30110
 1973-08-04T23:00:00.000Z,1.87,1.3,216.6,-1.8027,1.5879,1.1757,2.6859,481.7,0.931,19695
 1973-08-05T00:00:00.000Z,1.87,1.3,216.7,-0.9546,1.2881,1.8854,2.5662,482.9,0.9698,20736
 1973-08-05T01:00:00.000Z,1.87,1.3,216.7,-0.3032,0.9946,1.9126,2.2073,463.1,0.9806,17719
 1973-08-05T02:00:00.000Z,1.87,1.3,216.7,-1.1258,0.7222,0.8957,1.6197,477.7,1.0628,10802
 1973-08-05T03:00:00.000Z,1.87,1.3,216.7,-1.0843,0.8107,0.7465,1.5708,477.4,1.0261,12119
 1973-08-05T04:00:00.000Z,1.87,1.3,216.7,-1.2128,0.9728,0.5006,1.6458,480.2,1.1438,15597
 1973-08-05T05:00:00.000Z,1.87,1.3,216.7,-1.3256,0.937,0.4898,1.7297,480.2,1.1388,14799
