EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_BR_nT,OMNI_BT_nT,OMNI_BN_nT,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncm3,OMNI_TEMP_DegK
 1973-05-15T01:00:00.000Z,-2.7,158.5,-3.2,2.1,-0.8,6.1,732,2.9,292183
 1973-05-15T02:00:00.000Z,-2.7,158.5,-2.4,1.8,-0.8,5.4,735,3,332535
 1973-05-15T03:00:00.000Z,-2.7,158.5,-3.2,0.6,-2.3,5.5,746,2.9,326397
 1973-05-15T04:00:00.000Z,-2.7,158.6,-3.7,2,-1.1,5.4,750,3,366591
 1973-05-15T05:00:00.000Z,-2.7,158.6,-3.1,2.2,0.3,5.4,757,2.9,360570
 1973-05-15T06:00:00.000Z,-2.7,158.7,-2.4,0.5,3.7,5.6,761,3,350831
 1973-05-15T07:00:00.000Z,-2.6,158.7,-2.8,3.9,-0.1,5.7,754,2.7,348614
 1973-05-15T08:00:00.000Z,-2.6,158.7,-2.4,1.8,-1.1,5.4,760,2.5,339706
 1973-05-15T09:00:00.000Z,-2.6,158.8,-3.3,1.6,-1.6,4.9,756,2.5,409621
 1973-05-15T10:00:00.000Z,-2.6,158.8,-3.5,-0.6,-0.4,4.5,750,2.4,362169
 1973-05-15T11:00:00.000Z,-2.6,158.9,-4,-0.2,1.2,4.6,732,2.1,302471
 1973-05-15T12:00:00.000Z,-2.6,158.9,-3.7,0.9,-0.3,4.3,728,2,301570
 1973-05-15T13:00:00.000Z,-2.6,158.9,-1.9,1.7,-1.3,4.8,749,2.4,285020
 1973-05-15T14:00:00.000Z,-2.6,159,-3.4,-0.4,-1.9,4.9,742,3,273998
 1973-05-15T15:00:00.000Z,-2.6,159,-2.6,-0.2,-1.7,4.3,746,3,277083
 1973-05-15T16:00:00.000Z,-2.6,159.1,-2.4,0.5,-2.6,4.5,747,3,279944
 1973-05-15T17:00:00.000Z,-2.6,159.1,-2.2,2.4,-1,4.7,731,2.9,264842
 1973-05-15T18:00:00.000Z,-2.6,159.1,-1.6,3,1.4,4.8,744,2.7,281067
 1973-05-15T19:00:00.000Z,-2.6,159.2,-1.5,3.7,-1.6,5.2,751,2.9,290979
 1973-05-15T20:00:00.000Z,-2.6,159.2,-2.4,1,-2.2,5.4,737,3,297648
 1973-05-15T21:00:00.000Z,-2.6,159.3,-1.6,3.6,0.1,5.3,747,3,316225
 1973-05-15T22:00:00.000Z,-2.6,159.3,-2.8,0.9,-2.1,5.9,740,3.6,318601
 1973-05-15T23:00:00.000Z,-2.6,159.3,-4.7,0.8,-2.9,6.7,721,3.7,308587
 1973-05-16T00:00:00.000Z,-2.6,159.4,-2.3,3,0.9,6.6,750,3.6,401394
 1973-05-16T01:00:00.000Z,-2.6,159.4,-1.6,2.8,1.5,5.8,756,3.7,469410
 1973-05-16T02:00:00.000Z,-2.6,159.5,-1.8,2.3,2,6.1,751,3.6,469307
 1973-05-16T03:00:00.000Z,-2.6,159.5,-3.5,0.2,2.8,6.8,742,3.6,407950
 1973-05-16T04:00:00.000Z,-2.5,159.5,-2.8,3.4,0.5,5.9,754,2.9,330862
 1973-05-16T05:00:00.000Z,-2.5,159.6,-1.8,4,-0.7,5.5,762,3.2,340652
 1973-05-16T06:00:00.000Z,-2.5,159.6,-2.1,5.3,-1.3,6.6,758,3.2,315838
 1973-05-16T07:00:00.000Z,-2.5,159.6,-3.3,3.3,-0.6,5.7,744,3.2,322618
 1973-05-16T08:00:00.000Z,-2.5,159.7,-3,3.2,-0.5,5.6,745,3.7,337602
 1973-05-16T09:00:00.000Z,-2.5,159.7,-3.3,0.2,3.9,6.3,731,4,325171
 1973-05-16T10:00:00.000Z,-2.5,159.8,-5.1,-0.9,2.3,6.3,701,3.6,329756
 1973-05-16T11:00:00.000Z,-2.5,159.8,-3.2,3.5,1.9,6.5,721,3.9,301782
 1973-05-16T12:00:00.000Z,-2.5,159.8,-3.4,3.5,2.5,7.4,721,4.1,299212
 1973-05-16T13:00:00.000Z,-2.5,159.9,-2.2,5.4,1.3,7.4,743,3.7,313220
 1973-05-16T14:00:00.000Z,-2.5,159.9,-5.4,1.1,1.2,7.3,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-16T15:00:00.000Z,-2.5,160,-4.9,0.7,1.4,5.9,696,2.8,332631
 1973-05-16T16:00:00.000Z,-2.5,160,-3.6,-0.1,3.3,5.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-16T17:00:00.000Z,-2.5,160,-3.3,-2.1,3.6,5.7,722,3,262191
 1973-05-16T18:00:00.000Z,-2.5,160.1,-2.8,-2.4,1.7,5.8,734,3.1,259273
 1973-05-16T19:00:00.000Z,-2.5,160.1,-3.2,-2.8,1.4,5.5,736,3,304309
 1973-05-16T20:00:00.000Z,-2.5,160.2,-2.4,-3,3.2,5.8,732,2.9,272236
 1973-05-16T21:00:00.000Z,-2.5,160.2,-2.1,0,0.7,5.2,735,3,301307
 1973-05-16T22:00:00.000Z,-2.5,160.2,-1.9,3.2,-3.1,5.5,738,3.1,292796
 1973-05-16T23:00:00.000Z,-2.5,160.3,-2.4,2.7,-2.5,5.4,734,2.9,313667
 1973-05-17T00:00:00.000Z,-2.5,160.3,-3.7,2.6,-1.2,5.2,733,2.3,262741
 1973-05-17T01:00:00.000Z,-2.4,160.4,-4.3,3.7,-1.2,6.1,729,2.8,235630
 1973-05-17T02:00:00.000Z,-2.4,160.4,-3,1.3,-2.9,5.4,742,3.1,283334
 1973-05-17T03:00:00.000Z,-2.4,160.4,-3.6,1.7,0.4,5.5,734,2.9,279666
 1973-05-17T04:00:00.000Z,-2.4,160.5,-3.9,3.1,0.4,5.8,715,3.3,280567
 1973-05-17T05:00:00.000Z,-2.4,160.5,-4.2,0.6,-0.6,4.9,705,2.5,253222
 1973-05-17T06:00:00.000Z,-2.4,160.6,-3.7,-0.8,1.3,5.3,722,3,184297
 1973-05-17T07:00:00.000Z,-2.4,160.6,-3.8,1,1.1,5.5,748,2.3,223270
 1973-05-17T08:00:00.000Z,-2.4,160.6,-3.3,2.4,-1.3,5.4,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-17T09:00:00.000Z,-2.4,160.7,-3.5,1.4,-0.5,5.3,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-17T10:00:00.000Z,-2.4,160.7,-3.6,1.9,-0.6,5.4,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-17T11:00:00.000Z,-2.4,160.8,-3.2,2.8,-0.8,5.2,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-17T12:00:00.000Z,-2.4,160.8,-1.8,2.4,-2,5.1,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-17T13:00:00.000Z,-2.4,160.8,-2.6,2.2,-1,5.2,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-17T14:00:00.000Z,-2.4,160.9,-1,4.1,-2.1,5.3,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-17T15:00:00.000Z,-2.4,160.9,-1.2,4.8,-0.3,5.2,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-17T16:00:00.000Z,-2.4,161,-2,3.6,-0.7,5.2,729,3.2,306251
 1973-05-17T17:00:00.000Z,-2.4,161,-2.6,3.2,-1.1,5.2,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-17T18:00:00.000Z,-2.4,161,-2.2,-1.2,1.3,4.7,703,3.5,285031
 1973-05-17T19:00:00.000Z,-2.4,161.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-17T20:00:00.000Z,-2.4,161.1,-2.7,-0.3,2.4,4.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-17T21:00:00.000Z,-2.4,161.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-17T22:00:00.000Z,-2.3,161.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-17T23:00:00.000Z,-2.3,161.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T00:00:00.000Z,-2.3,161.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T01:00:00.000Z,-2.3,161.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T02:00:00.000Z,-2.3,161.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T03:00:00.000Z,-2.3,161.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T04:00:00.000Z,-2.3,161.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T05:00:00.000Z,-2.3,161.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T06:00:00.000Z,-2.3,161.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T07:00:00.000Z,-2.3,161.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T08:00:00.000Z,-2.3,161.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T09:00:00.000Z,-2.3,161.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T10:00:00.000Z,-2.3,161.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T11:00:00.000Z,-2.3,161.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T12:00:00.000Z,-2.3,161.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-18T13:00:00.000Z,-2.3,161.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
