EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_BR_nT,OMNI_BT_nT,OMNI_BN_nT,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncm3,OMNI_TEMP_DegK
 1973-02-01T01:00:00.000Z,-6,56.1,-1.9,5.2,1.6,7.8,396,9.9,62815
 1973-02-01T02:00:00.000Z,-6,56.1,-4.9,-0.7,1.1,6.5,370,7.6,65673
 1973-02-01T03:00:00.000Z,-6,56.1,2.7,-0.1,-4.8,6.1,391,9.9,54303
 1973-02-01T04:00:00.000Z,-6,56.2,3.4,1.2,-5.5,6.7,393,10.7,50982
 1973-02-01T05:00:00.000Z,-6,56.2,2.6,-1.6,-6.3,7.4,389,9.8,48480
 1973-02-01T06:00:00.000Z,-6,56.3,3.1,1.3,-5.4,7.6,389,8.5,70444
 1973-02-01T07:00:00.000Z,-6,56.3,1.2,-0.2,-1.8,5.9,391,9.5,112130
 1973-02-01T08:00:00.000Z,-6,56.4,-0.5,4.3,-3.5,6.4,396,10.3,124471
 1973-02-01T09:00:00.000Z,-6,56.4,-1.9,3.9,-0.9,6.1,395,11,131855
 1973-02-01T10:00:00.000Z,-6.1,56.4,-3.9,-1.2,-2.2,6.2,395,10.7,127745
 1973-02-01T11:00:00.000Z,-6.1,56.5,-4.3,-1.4,0.5,6.2,395,10.3,118270
 1973-02-01T12:00:00.000Z,-6.1,56.5,-5.1,2.1,-0.7,5.7,395,11.5,118433
 1973-02-01T13:00:00.000Z,-6.1,56.6,-3.2,3.2,-1.2,5.8,402,9.7,127286
 1973-02-01T14:00:00.000Z,-6.1,56.6,1.6,6.7,-1.9,7.3,411,8.4,84539
 1973-02-01T15:00:00.000Z,-6.1,56.7,2.4,4.7,-3,7.3,422,9.1,80481
 1973-02-01T16:00:00.000Z,-6.1,56.7,0.3,6.4,-0.9,6.9,425,10.7,75869
 1973-02-01T17:00:00.000Z,-6.1,56.7,-0.6,7,-1.1,7.3,425,9.5,72455
 1973-02-01T18:00:00.000Z,-6.1,56.8,0.9,6.4,-0.9,7.3,427,9.9,87090
 1973-02-01T19:00:00.000Z,-6.1,56.8,-0.1,7.1,1.6,7.7,426,9.8,92222
 1973-02-01T20:00:00.000Z,-6.1,56.9,0.8,7.8,1.9,8.5,433,8.8,74514
 1973-02-01T21:00:00.000Z,-6.1,56.9,-1.1,8.2,1.1,9.1,424,9.7,80241
 1973-02-01T22:00:00.000Z,-6.1,57,1,4.7,-1.3,6.9,436,11.1,175801
 1973-02-01T23:00:00.000Z,-6.1,57,-3.1,-1.5,6.3,7.5,450,9.6,208659
 1973-02-02T00:00:00.000Z,-6.1,57,-2.1,6.2,2.8,7.5,453,9.1,223978
 1973-02-02T01:00:00.000Z,-6.1,57.1,1.9,7,-1.5,7.7,454,8,224501
 1973-02-02T02:00:00.000Z,-6.1,57.1,0.6,6.3,-1.5,7,449,7.9,226992
 1973-02-02T03:00:00.000Z,-6.1,57.2,-1.7,6.3,-0.3,6.8,443,8.2,197205
 1973-02-02T04:00:00.000Z,-6.1,57.2,-5.4,2.8,-0.8,6.5,452,8.5,194810
 1973-02-02T05:00:00.000Z,-6.1,57.2,-6.2,3.9,-1.2,7.5,448,8.3,181236
 1973-02-02T06:00:00.000Z,-6.1,57.3,-5,3.3,-0.8,6.3,443,8.3,168233
 1973-02-02T07:00:00.000Z,-6.1,57.3,-1.8,2.3,-0.7,4.5,434,8.1,149794
 1973-02-02T08:00:00.000Z,-6.1,57.4,2.6,2.1,-0.3,4,428,10.1,109977
 1973-02-02T09:00:00.000Z,-6.1,57.4,2.6,0.6,0.4,3.8,432,10.9,106664
 1973-02-02T10:00:00.000Z,-6.1,57.5,-0.2,0.4,0.8,2.3,432,10.7,107357
 1973-02-02T11:00:00.000Z,-6.1,57.5,4.3,1,-1.1,4.8,434,10.3,95037
 1973-02-02T12:00:00.000Z,-6.1,57.5,4.5,0.9,-2.5,5.3,433,10.1,86232
 1973-02-02T13:00:00.000Z,-6.1,57.6,2.3,0.7,-2.3,3.7,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-02T14:00:00.000Z,-6.1,57.6,-0.5,3.1,-0.6,4,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-02T15:00:00.000Z,-6.1,57.7,1.1,2.3,-3.4,4.4,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-02T16:00:00.000Z,-6.1,57.7,0.4,4,-1.8,5.9,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-02T17:00:00.000Z,-6.1,57.8,-1.1,2.9,0.7,4.3,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-02T18:00:00.000Z,-6.1,57.8,-0.9,3,-1.1,4.2,416,19.4,113734
 1973-02-02T19:00:00.000Z,-6.1,57.8,-1.3,4.2,2.8,6.2,424,24.4,116251
 1973-02-02T20:00:00.000Z,-6.1,57.9,0.2,8.8,-3.3,10.1,420,20.1,92138
 1973-02-02T21:00:00.000Z,-6.2,57.9,-4.1,8.5,1.4,11.7,448,11.1,153108
 1973-02-02T22:00:00.000Z,-6.2,58,-8.8,4.7,2.7,11.4,474,8.8,193023
 1973-02-02T23:00:00.000Z,-6.2,58,-7.6,-0.4,4.8,9.4,477,7.5,164009
 1973-02-03T00:00:00.000Z,-6.2,58.1,-6.9,3.5,2.1,8.7,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T01:00:00.000Z,-6.2,58.1,-6.6,5,2.8,8.9,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T02:00:00.000Z,-6.2,58.1,-6.2,2,1.2,7.7,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T03:00:00.000Z,-6.2,58.2,-4.5,1.3,-0.3,5.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T04:00:00.000Z,-6.2,58.2,-7.4,1,1.5,7.8,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T05:00:00.000Z,-6.2,58.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T06:00:00.000Z,-6.2,58.3,-4.9,3.1,3,7.7,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T07:00:00.000Z,-6.2,58.4,-5.3,4.6,1.7,7.7,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T08:00:00.000Z,-6.2,58.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T09:00:00.000Z,-6.2,58.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T10:00:00.000Z,-6.2,58.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T11:00:00.000Z,-6.2,58.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T12:00:00.000Z,-6.2,58.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T13:00:00.000Z,-6.2,58.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T14:00:00.000Z,-6.2,58.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T15:00:00.000Z,-6.2,58.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-02-03T16:00:00.000Z,-6.2,58.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
