EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_BR_nT,OMNI_BT_nT,OMNI_BN_nT,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncm3,OMNI_TEMP_DegK
 1973-07-15T01:00:00.000Z,4.3,216.4,-1.9,3.8,-1,9.4,447,15.8,120640
 1973-07-15T02:00:00.000Z,4.3,216.5,-7.8,4.2,6.6,11.2,472,16.6,177266
 1973-07-15T03:00:00.000Z,4.3,216.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,548,11.1,425808
 1973-07-15T04:00:00.000Z,4.3,216.5,4.2,1.9,-1.6,8.9,592,8.5,447173
 1973-07-15T05:00:00.000Z,4.3,216.6,-6.6,8.2,3.4,11.1,601,8,403261
 1973-07-15T06:00:00.000Z,4.3,216.6,-7.6,7.6,-0.1,11,632,5.9,388303
 1973-07-15T07:00:00.000Z,4.3,216.7,-6.2,6.4,-1.2,9.6,646,5.3,389256
 1973-07-15T08:00:00.000Z,4.3,216.7,-6.1,3.5,-2.3,7.6,644,4.8,323797
 1973-07-15T09:00:00.000Z,4.4,216.7,-4.4,-1.1,-0.8,5.3,646,5.6,320997
 1973-07-15T10:00:00.000Z,4.4,216.8,-1.1,-2.8,2.6,5.3,659,4.9,327196
 1973-07-15T11:00:00.000Z,4.4,216.8,1.5,-3.7,1.1,5.3,653,5,352039
 1973-07-15T12:00:00.000Z,4.4,216.9,-1.4,0.7,1.8,5.5,681,4.7,365491
 1973-07-15T13:00:00.000Z,4.4,216.9,-3,4.6,-2,6.3,713,4.7,391429
 1973-07-15T14:00:00.000Z,4.4,216.9,-5.4,3.5,-1,6.9,687,4.5,384731
 1973-07-15T15:00:00.000Z,4.4,217,-7.3,-0.4,1.3,7.7,681,5.7,361821
 1973-07-15T16:00:00.000Z,4.4,217,-6.9,4.2,0.8,8.9,-1.00E+31,-1.00E+31,-1.00E+31
 1973-07-15T17:00:00.000Z,4.4,217,-5.8,6.7,-1.4,9.4,666,4.8,407056
 1973-07-15T18:00:00.000Z,4.4,217.1,-4.7,7,-1.7,9.9,659,4.7,419165
 1973-07-15T19:00:00.000Z,4.4,217.1,-6.6,5.1,-1.8,9.6,652,5.2,523667
 1973-07-15T20:00:00.000Z,4.4,217.2,-8.3,5.1,0,10.4,640,4.9,517089
 1973-07-15T21:00:00.000Z,4.4,217.2,-9,1.9,1,9.6,649,4.3,477341
 1973-07-15T22:00:00.000Z,4.4,217.2,-6.9,4.3,0.6,9.3,647,3.7,479407
 1973-07-15T23:00:00.000Z,4.4,217.3,-3,6.2,2,9.5,633,3.8,438262
 1973-07-16T00:00:00.000Z,4.4,217.3,0.5,3.8,-2.6,7.2,630,4.3,511522
 1973-07-16T01:00:00.000Z,4.4,217.4,-0.2,2.4,-0.4,7,630,4.2,471990
 1973-07-16T02:00:00.000Z,4.4,217.4,3.2,2.6,-3.4,6,636,4.4,539541
 1973-07-16T03:00:00.000Z,4.4,217.4,4.2,1.4,-2.2,5.2,643,3.3,470000
 1973-07-16T04:00:00.000Z,4.4,217.5,-2.7,-0.3,-0.5,3.8,645,3.3,448324
 1973-07-16T05:00:00.000Z,4.4,217.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,603,2.6,307545
 1973-07-16T06:00:00.000Z,4.4,217.6,-0.9,0.6,-1.7,3.9,612,2.3,272621
 1973-07-16T07:00:00.000Z,4.4,217.6,-1.5,1.7,-2.9,3.9,608,2.2,223877
 1973-07-16T08:00:00.000Z,4.4,217.6,0.9,1.2,-2.2,3.5,600,1.8,194859
