EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,PIONEER_DIST_Au,PIONEER_LAT_deg,PIONEER_LONG_deg,PIONEER_BR_nT,PIONEER_BT_nT,PIONEER_BN_nT,PIONEER_MAG_AVG_nT,PIONEER_SPEED_kms,PIONEER_DENSITY_Ncm3,PIONEER_TEMP_DegK
 1973-05-01T01:00:00.000Z,1.07,-5,151.8,4.0498,-3.8198,-0.6086,6.6721,591.7,1.3718,111402
 1973-05-01T02:00:00.000Z,1.07,-5,151.9,3.1816,-3.7932,-2.3582,6.3279,599.9,1.2731,141919
 1973-05-01T03:00:00.000Z,1.07,-5,151.9,3.5565,-4.1855,0.4074,6.1558,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-01T04:00:00.000Z,1.07,-5,152,2.9829,-2.4293,1.1489,5.8341,615.1,1.201,136969
 1973-05-01T05:00:00.000Z,1.07,-5,152,3.5399,-3.7872,-0.5937,5.8112,624.3,1.3273,229542
 1973-05-01T06:00:00.000Z,1.07,-5,152.1,3.332,-3.5958,-2.1733,6.0049,621.1,1.4551,119367
 1973-05-01T07:00:00.000Z,1.07,-5,152.1,4.2482,-1.807,-1.3127,6.0582,592.6,1.3864,96906
 1973-05-01T08:00:00.000Z,1.07,-5,152.2,4.3023,-3.1543,0.3527,5.7997,602.7,1.4942,149286
 1973-05-01T09:00:00.000Z,1.07,-5,152.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-01T10:00:00.000Z,1.07,-5,152.3,3.4003,-2.2877,-1.8861,5.3535,643.1,1.1859,236159
 1973-05-01T11:00:00.000Z,1.07,-5,152.3,3.9122,-2.1932,-1.4324,5.2529,626.2,2.7818,177956
 1973-05-01T12:00:00.000Z,1.07,-5,152.4,4.1328,-1.4847,-1.8793,5.2989,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-01T13:00:00.000Z,1.07,-5,152.4,4.2504,-0.9926,1.3711,5.2983,618.7,1.0576,157396
 1973-05-01T14:00:00.000Z,1.07,-5,152.5,2.2536,-2.4154,1.44,5.2411,653.8,2.9765,215558
 1973-05-01T15:00:00.000Z,1.07,-5,152.5,2.1473,-2.5512,2.6305,5.1549,663.9,1.5993,326028
 1973-05-01T16:00:00.000Z,1.07,-5,152.6,2.5188,-1.6651,0.2953,4.7828,616.2,0.8107,148808
 1973-05-01T17:00:00.000Z,1.07,-5,152.6,3.6273,0.1884,-0.5046,4.7994,619.1,1,368567
 1973-05-01T18:00:00.000Z,1.07,-4.9,152.6,2.2091,2.0078,3.5209,6.9467,732.6,1.4776,452871
 1973-05-01T19:00:00.000Z,1.07,-4.9,152.7,-1.3057,-5.6151,-0.5149,7.3032,773.3,1.7829,577566
 1973-05-01T20:00:00.000Z,1.07,-4.9,152.7,-1.301,-3.1771,2.595,6.4695,757.2,1.766,747642
 1973-05-01T21:00:00.000Z,1.07,-4.9,152.8,-3.6872,-1.5037,0.1138,6.6212,826.6,1.2521,291362
 1973-05-01T22:00:00.000Z,1.07,-4.9,152.8,0.9803,-0.9808,4.2975,5.0614,754.8,1.9102,417904
 1973-05-01T23:00:00.000Z,1.07,-4.9,152.9,-1.0771,-1.6936,-1.8701,5.1493,781.7,1.3003,288690
 1973-05-02T00:00:00.000Z,1.07,-4.9,152.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-02T01:00:00.000Z,1.07,-4.9,153,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,683.6,3.4009,368359
 1973-05-02T02:00:00.000Z,1.07,-4.9,153,3.5407,2.0695,2.265,6.2428,705.3,3.0899,267623
 1973-05-02T03:00:00.000Z,1.07,-4.9,153.1,0.1146,-3.5769,5.6476,6.7761,705.2,3.2736,258622
 1973-05-02T04:00:00.000Z,1.07,-4.9,153.1,1.603,-3.0881,5.5418,6.9104,671.2,2.7246,177767
 1973-05-02T05:00:00.000Z,1.07,-4.9,153.2,0.2366,-4.2684,5.5915,7.2279,704.9,3.2732,228807
 1973-05-02T06:00:00.000Z,1.07,-4.9,153.2,2.2811,-4.9374,5.415,8.0769,708.2,4.0202,251903
 1973-05-02T07:00:00.000Z,1.07,-4.9,153.3,3.2376,-6.4893,3.0642,8.299,687.3,3.3792,215808
 1973-05-02T08:00:00.000Z,1.07,-4.9,153.3,3.4757,-5.7177,0.9052,7.2382,669.5,3.5166,134377
 1973-05-02T09:00:00.000Z,1.07,-4.9,153.4,4.8954,-4.0842,1.5359,6.6674,-1.00E+31,-1.00E+31,-1.00E+31
 1973-05-02T10:00:00.000Z,1.07,-4.9,153.4,5.1703,-3.7712,1.2961,6.6342,670.2,1.1287,100685
 1973-05-02T11:00:00.000Z,1.07,-4.9,153.4,4.7045,-4.1514,2.3009,6.8556,689.5,1.0838,109355
 1973-05-02T12:00:00.000Z,1.07,-4.9,153.5,4.2083,-4.3505,0.6706,6.9181,704.6,1.1576,143449
