EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,PIONEER_DIST_Au,PIONEER_LAT_deg,PIONEER_LONG_deg,PIONEER_BR_nT,PIONEER_BT_nT,PIONEER_BN_nT,PIONEER_MAG_AVG_nT,PIONEER_SPEED_kms,PIONEER_DENSITY_Ncm3,PIONEER_TEMP_DegK
 1973-07-01T01:00:00.000Z,1.54,-0.4,201.1,3.8407,1.408,1.9414,4.9553,554.9,2.8398,157955
 1973-07-01T02:00:00.000Z,1.55,-0.4,201.2,3.6423,-4.5856,-0.2733,6.2379,551.8,2.8935,195930
 1973-07-01T03:00:00.000Z,1.55,-0.4,201.2,3.1538,-5.8678,-1.0292,6.9172,565.8,2.8427,182671
 1973-07-01T04:00:00.000Z,1.55,-0.4,201.2,3.1862,-5.9431,1.0227,7.1622,-1.00E+31,-1.00E+31,-1.00E+31
 1973-07-01T05:00:00.000Z,1.55,-0.4,201.2,-0.2721,-2.3773,-3.7511,6.8266,573.6,3.6943,259932
 1973-07-01T06:00:00.000Z,1.55,-0.4,201.3,4.5042,-4.235,1.7589,6.6761,-1.00E+31,-1.00E+31,-1.00E+31
 1973-07-01T07:00:00.000Z,1.55,-0.4,201.3,2.9482,0.9598,1.6331,5.5815,583.8,4.7779,297190
 1973-07-01T08:00:00.000Z,1.55,-0.4,201.3,-0.0073,-3.2912,-2.2842,5.4832,588.6,3.6831,339531
 1973-07-01T09:00:00.000Z,1.55,-0.4,201.3,0.4095,-6.7284,-1.7189,7.5764,-1.00E+31,-1.00E+31,-1.00E+31
 1973-07-01T10:00:00.000Z,1.55,-0.4,201.3,2.8956,-5.9309,0.8291,7.7708,594.9,3.2135,389673
 1973-07-01T11:00:00.000Z,1.55,-0.4,201.4,3.407,-6.5049,-0.2218,8.9491,591.3,2.8093,228585
 1973-07-01T12:00:00.000Z,1.55,-0.4,201.4,3.9936,-6.6966,1.9315,8.2639,600.9,3.0527,254149
 1973-07-01T13:00:00.000Z,1.55,-0.4,201.4,1.8995,-8.0218,-1.3076,8.5733,606.7,2.8695,189894
