EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,PIONEER_DIST_Au,PIONEER_LAT_deg,PIONEER_LONG_deg,PIONEER_BR_nT,PIONEER_BT_nT,PIONEER_BN_nT,PIONEER_MAG_AVG_nT,PIONEER_SPEED_kms,PIONEER_DENSITY_Ncm3,PIONEER_TEMP_DegK
 1972-07-01T01:00:00.000Z,1.87,-1.8,182.3,0.2862,-0.8932,-0.0381,1.0701,470.9,0.4872,28435
 1972-07-01T02:00:00.000Z,1.87,-1.8,182.3,0.7071,-0.7106,0.1774,1.1053,-1.00E+31,-1.00E+31,-1.00E+31
 1972-07-01T03:00:00.000Z,1.87,-1.8,182.3,0.2875,-1.0478,-0.4307,1.1894,471.5,0.5434,31904
 1972-07-01T04:00:00.000Z,1.87,-1.8,182.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-07-01T05:00:00.000Z,1.87,-1.8,182.3,-0.0495,-0.9158,-0.2726,0.9953,471.7,0.4814,22446
 1972-07-01T06:00:00.000Z,1.87,-1.8,182.4,0.3119,-0.4357,-0.232,0.9038,452.5,0.4851,35848
 1972-07-01T07:00:00.000Z,1.87,-1.8,182.4,0.5552,-0.4335,-0.0222,0.824,441.7,0.4773,30952
 1972-07-01T08:00:00.000Z,1.87,-1.8,182.3,0.7945,-0.5085,-0.0813,0.9698,446.9,0.4178,22341
 1972-07-01T09:00:00.000Z,1.87,-1.8,182.3,0.9095,-0.6657,-0.0617,1.1342,445.5,0.4249,25960
 1972-07-01T10:00:00.000Z,1.87,-1.8,182.4,0.7496,-0.7358,-0.0103,1.0584,439.8,0.3648,15812
 1972-07-01T11:00:00.000Z,1.87,-1.8,182.4,0.7408,-0.6823,-0.0528,1.0594,435.3,0.3933,17299
 1972-07-01T12:00:00.000Z,1.88,-1.8,182.4,0.7306,-0.4265,0.0211,1.051,438.3,0.4542,13138
 1972-07-01T13:00:00.000Z,1.88,-1.8,182.4,0.8615,-0.4764,0.2414,1.0715,-1.00E+31,-1.00E+31,-1.00E+31
 1972-07-01T14:00:00.000Z,1.88,-1.8,182.5,0.8129,-0.6132,-0.2042,1.0815,433,0.4091,17615
 1972-07-01T15:00:00.000Z,1.88,-1.8,182.5,0.6619,-0.6697,-0.2816,1.0153,437.1,0.4142,12441
 1972-07-01T16:00:00.000Z,1.88,-1.8,182.5,0.5217,-0.5024,-0.5533,0.9353,435.4,0.5182,8208
 1972-07-01T17:00:00.000Z,1.88,-1.8,182.5,0.547,-0.4596,-0.571,0.9511,429.1,0.4973,15278
 1972-07-01T18:00:00.000Z,1.88,-1.8,182.6,0.6701,-0.6647,-0.4644,1.0647,420.2,0.4267,9406
 1972-07-01T19:00:00.000Z,1.88,-1.8,182.5,0.9408,-0.6155,0.0189,1.1581,-1.00E+31,-1.00E+31,-1.00E+31
 1972-07-01T20:00:00.000Z,1.88,-1.8,182.5,0.9325,-0.4405,0.4907,1.1686,423.8,0.6217,13738
 1972-07-01T21:00:00.000Z,1.88,-1.8,182.5,0.7464,-0.3056,0.7004,1.0959,421.3,0.4835,20918
 1972-07-01T22:00:00.000Z,1.88,-1.8,182.6,1.0448,-0.4104,0.3707,1.1962,425,0.4434,22398
 1972-07-01T23:00:00.000Z,1.88,-1.8,182.6,0.9942,-0.408,0.3351,1.158,418.3,0.4608,21676
 1972-07-02T00:00:00.000Z,1.88,-1.8,182.6,1.0347,-0.2659,0.3342,1.1304,412.4,0.4292,15232
 1972-07-02T01:00:00.000Z,1.88,-1.8,182.6,1.0174,-0.3111,0.2939,1.122,412.5,0.3313,10578
 1972-07-02T02:00:00.000Z,1.88,-1.7,182.7,1.0363,-0.3204,-0.1127,1.101,409.2,0.4534,18007
 1972-07-02T03:00:00.000Z,1.88,-1.7,182.7,0.5316,-0.6534,-0.595,1.1115,420,0.4571,16565
 1972-07-02T04:00:00.000Z,1.88,-1.7,182.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-07-02T05:00:00.000Z,1.88,-1.7,182.7,0.4172,-0.7396,-0.5516,1.0585,412,0.5074,9670
 1972-07-02T06:00:00.000Z,1.88,-1.7,182.7,0.7337,-0.5883,-0.3746,1.0396,404.7,0.4394,14915
 1972-07-02T07:00:00.000Z,1.88,-1.7,182.7,0.715,-0.4276,-0.5781,1.0361,412.1,0.4391,15763
 1972-07-02T08:00:00.000Z,1.88,-1.7,182.7,0.5556,-0.2336,-0.6426,0.9538,405.8,0.6894,10760
 1972-07-02T09:00:00.000Z,1.88,-1.7,182.7,0.5488,-0.6627,-0.3372,0.9619,400.7,0.5832,13750
 1972-07-02T10:00:00.000Z,1.88,-1.7,182.7,0.535,-0.6583,-0.4159,0.9843,402,0.6191,8020
 1972-07-02T11:00:00.000Z,1.88,-1.7,182.8,0.174,-0.276,-0.8917,0.9787,406.2,0.4834,12870
 1972-07-02T12:00:00.000Z,1.88,-1.7,182.8,0.2273,-0.4021,-0.834,0.9706,-1.00E+31,-1.00E+31,-1.00E+31
 1972-07-02T13:00:00.000Z,1.89,-1.7,182.8,0.2049,-0.7053,-0.5639,0.9733,405.3,0.5432,9662
 1972-07-02T14:00:00.000Z,1.89,-1.7,182.8,0.2097,-0.833,-0.345,0.9543,398.1,0.6274,13017
 1972-07-02T15:00:00.000Z,1.89,-1.7,182.9,0.2275,-0.7259,-0.4863,0.9194,396.6,0.5129,13362
 1972-07-02T16:00:00.000Z,1.89,-1.7,182.9,0.1918,-0.5772,-0.6334,0.8865,-1.00E+31,-1.00E+31,-1.00E+31
 1972-07-02T17:00:00.000Z,1.89,-1.7,182.8,0.2092,-0.4401,-0.4784,0.7055,385.3,0.8402,3937
 1972-07-02T18:00:00.000Z,1.89,-1.7,182.8,0.1405,-0.4609,-0.152,0.5389,385.2,0.8409,10180
 1972-07-02T19:00:00.000Z,1.89,-1.7,182.9,0.1599,-0.4098,-0.356,0.664,-1.00E+31,-1.00E+31,-1.00E+31
